record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"860055701","626608667","160082334","2.47","26.399999999999977","1.913","72.2","40.5","280.0","12.96","52.78","636.0","300","113","89","24","1","0.0","26.399999999999977","1.913","0","0","0","0.0","0","0","0.0",
"860055703","626608898","160081546","7.42","26.399999999999977","2.454","71.2","39.5","263.0","10.34","52.12","802.0","300","116","92","24","1","0.5","26.399999999999977","2.454","16","90","0","0.0","0","16","0.0",
"860055704","626608911","160081038","10.31","26.799999999999955","2.519","72.2","39.0","258.0","9.75","51.71","811.0","300","118","92","24","1","0.5","26.799999999999955","2.519","231","91","276","4.875","1","68","12.125",
"860055705","626609022","160080536","13.34","26.399999999999977","2.566","73.0","38.75","253.0","9.56","51.34","812.0","300","120","92","24","1","0.5","26.399999999999977","2.566","239","94","272","4.875","1","68","11.875",
"860055707","626609376","160079561","19.82","26.600000000000023","3.172","76.0","38.25","249.0","8.96","50.78","929.0","300","122","92","24","1","0.5","26.600000000000023","3.172","258","94","270","4.875","1","69","11.25",
"860055708","626609600","160079087","23.23","26.600000000000023","3.219","76.0","38.25","249.0","8.68","50.78","941.0","300","125","92","24","1","0.5","26.600000000000023","3.219","274","92","252","4.75","1","68","11.625",
"860055709","626609771","160078578","26.54","26.799999999999955","3.247","76.0","38.5","250.0","8.37","50.78","954.0","300","127","92","24","1","0.0","26.799999999999955","3.247","271","91","252","5.375","1","73","12.0",
"860055710","626609943","160078044","29.97","26.799999999999955","3.256","76.0","38.25","249.0","8.28","50.78","958.0","300","129","92","24","1","0.0","26.799999999999955","3.256","268","91","254","5.5","1","74","11.875",
"860055711","626610123","160077452","33.73","26.799999999999955","3.266","77.0","37.5","245.0","8.0","50.43","987.0","300","132","92","24","1","0.0","26.799999999999955","3.266","275","92","254","5.625","1","74","11.75",
"860055712","626610316","160076942","37.15","26.799999999999955","3.266","79.0","36.25","239.0","8.0","50.43","992.0","300","133","92","24","1","0.0","26.799999999999955","3.266","287","93","254","5.625","1","74","11.75",
"860055713","626610514","160076450","40.49","26.799999999999955","3.266","79.0","37.0","241.0","7.9","50.31","991.0","300","134","93","24","1","0.0","26.799999999999955","3.266","290","92","248","5.625","1","75","11.875",
"860055714","626610759","160075994","43.93","27.0","3.256","79.0","37.25","242.0","7.81","50.21","1012.0","300","137","93","24","1","0.0","27.0","3.256","285","90","248","5.75","1","75","12.0",
"860055715","626610959","160075464","47.47","27.0","3.256","79.0","37.5","245.0","7.59","50.12","1028.0","300","137","92","24","1","0.5","27.0","3.256","286","94","246","5.625","1","75","11.75",
"860055716","626611113","160074891","51.04","26.799999999999955","3.275","78.0","38.25","246.0","7.5","50.0","1021.0","300","136","93","24","1","0.5","26.799999999999955","3.275","287","94","248","5.625","1","75","11.75",
"860055717","626611270","160074341","54.49","27.0","3.303","78.0","37.5","244.0","7.4","50.0","1030.0","300","134","93","24","1","0.0","27.0","3.303","304","92","248","5.5","1","74","11.5",
"860055718","626611428","160073795","57.92","27.0","3.312","78.0","37.25","242.0","7.31","49.78","1053.0","300","134","93","24","1","0.0","27.0","3.312","300","92","246","5.5","1","74","11.5",
"860055719","626611593","160073242","61.41","27.0","3.312","78.0","38.25","249.0","7.31","49.68","1057.0","300","136","92","24","1","0.0","27.0","3.312","292","90","248","5.75","1","75","11.25",
