record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"852965254","626396383","159518843","0.0","-10.199999999999989","0.0","0.0","0.0","0.0","0.0","0.0","0.0","300","83","0","23","1","0.0","-10.199999999999989","0.0",
"852965255","626396173","159519031","2.04","-10.199999999999989","0.0","47.7","50.0","710.0","0.0","45.46","0.0","300","80","42","23","1","0.0","-10.199999999999989","0.0",
"852965256","626396130","159519269","3.32","-10.199999999999989","0.0","73.0","37.75","253.0","33.09","47.46","57.0","300","79","92","23","1","0.0","-10.199999999999989","0.0","0","0","0","0.0",
"852965257","626396057","159519593","5.27","-10.199999999999989","0.028","76.0","38.0","257.0","10.93","48.93","668.0","300","79","91","23","1","0.0","-10.199999999999989","0.028","0","0","0","0.0",
"852965258","626396006","159519995","7.5","-10.399999999999977","1.857","75.0","38.25","256.0","15.81","49.31","500.0","300","80","91","23","1","0.5","-10.399999999999977","1.857","0","0","0","0.0",
"852965259","626395864","159520430","10.29","-10.199999999999989","2.445","75.0","39.25","259.0","14.25","49.53","530.0","300","80","91","23","1","0.5","-10.199999999999989","2.445","0","0","0","0.0","20","0","0.0",
"852965260","626395737","159520840","12.86","-10.600000000000023","2.659","73.0","39.25","255.0","11.9","49.78","854.0","300","81","98","23","1","0.0","-10.600000000000023","2.659","0","0","0","0.0","20","0","0.0",
"852965261","626395600","159521197","15.24","-10.399999999999977","2.865","73.0","39.0","254.0","10.53","49.87","897.0","300","83","93","23","1","0.0","-10.399999999999977","2.865","0","0","0","0.0","20","0","0.0",
"852965262","626395460","159521543","17.59","-10.399999999999977","2.939","73.0","39.0","254.0","9.56","49.87","898.0","300","89","92","23","1","0.0","-10.399999999999977","2.939","16","92","0","0.0","20","16","0.0",
"852965263","626395302","159521936","20.27","-10.199999999999989","2.939","73.0","39.0","253.0","9.15","49.87","902.0","300","94","92","23","1","0.5","-10.199999999999989","2.939","222","92","126","0.0","21","16","0.0",
"852965264","626395208","159522281","22.39","-10.199999999999989","2.762","73.0","39.25","254.0","8.87","49.87","898.0","300","97","92","23","1","0.5","-10.199999999999989","2.762","285","93","126","9.125","21","104","12.625",
"852965265","626395062","159522661","24.94","-10.199999999999989","2.706","74.0","39.5","257.0","8.59","49.87","898.0","300","101","92","23","1","0.0","-10.199999999999989","2.706","254","90","260","5.375","21","72","12.375",
"852965266","626394878","159523016","27.59","-10.199999999999989","2.715","72.2","39.0","251.0","8.46","49.87","884.0","300","104","93","23","1","0.0","-10.199999999999989","2.715","247","91","264","5.375","21","73","12.375",
"852965267","626394718","159523297","29.77","-10.199999999999989","2.715","72.2","39.25","252.0","8.37","49.87","866.0","300","106","94","23","1","0.0","-10.199999999999989","2.715","248","95","262","5.25","21","71","12.375",
"852965268","626394491","159523725","33.0","-10.0","2.715","72.2","39.5","253.0","8.28","49.87","865.0","300","108","93","23","1","0.5","-10.0","2.715","246","93","256","4.875","21","69","12.875",
"852965269","626394323","159524072","35.52","-10.0","2.725","72.2","39.5","253.0","8.18","49.78","864.0","300","113","93","23","1","0.5","-10.0","2.725","250","91","256","5.0","21","70","12.75",
"852965270","626394135","159524408","38.11","-10.199999999999989","2.734","72.2","39.25","254.0","8.18","49.78","865.0","300","117","92","23","1","0.5","-10.199999999999989","2.734","250","90","258","5.25","20","72","12.75",
"852965271","626393937","159524726","40.69","-10.199999999999989","2.734","72.2","39.25","253.0","8.09","49.78","863.0","300","119","92","23","1","0.5","-10.199999999999989","2.734","242","94","262","5.375","20","72","12.625",
"852965272","626393737","159525129","43.64","-10.199999999999989","2.734","72.2","39.5","256.0","8.09","49.78","865.0","300","120","92","23","1","0.5","-10.199999999999989","2.734","238","93","262","5.125","20","70","12.75",
"852965273","626393508","159525588","47.01","-10.399999999999977","2.734","72.2","39.5","257.0","8.09","49.78","867.0","300","120","92","23","1","0.5","-10.399999999999977","2.734","239","92","262","5.25","20","72","12.625",
"852965274","626393242","159526215","51.3","-10.399999999999977","2.734","71.2","40.0","260.0","8.09","49.78","867.0","300","120","92","23","1","0.5","-10.399999999999977","2.734","247","91","262","5.375","20","72","12.5",
"852965275","626393042","159526723","54.71","-10.399999999999977","2.771","72.2","40.0","260.0","8.18","49.78","867.0","300","122","92","23","1","0.5","-10.399999999999977","2.771","247","91","262","5.5","20","73","12.625",
"852965276","626392833","159527181","57.95","-10.399999999999977","2.818","72.2","39.75","260.0","8.0","49.78","886.0","300","122","92","23","1","0.0","-10.399999999999977","2.818","249","91","260","5.5","21","73","12.625",
"852965277","626392647","159527663","61.19","-10.199999999999989","2.837","71.2","39.5","258.0","7.9","49.78","886.0","300","123","92","23","1","0.5","-10.199999999999989","2.837","245","91","264","5.375","21","72","12.375",
"852965278","626392434","159528163","64.65","-10.0","2.837","71.2","39.75","257.0","7.81","49.78","898.0","300","124","92","23","1","0.5","-10.0","2.837","250","92","262","5.25","21","71","12.375",
"852965279","626392239","159528637","67.9","-9.800000000000011","2.855","71.2","39.5","256.0","7.68","49.78","905.0","300","124","92","23","1","0.5","-9.800000000000011","2.855","250","92","262","5.375","21","72","12.25",
"852965280","626392051","159529043","70.79","-9.800000000000011","2.865","70.2","39.25","256.0","7.59","49.78","913.0","300","125","92","23","1","0.5","-9.800000000000011","2.865","250","91","262","5.25","21","71","12.375",
"852965281","626391924","159529355","72.92","-9.800000000000011","2.883","70.2","39.25","256.0","7.5","49.78","924.0","300","125","92","22","1","0.0","-9.800000000000011","2.883","249","92","260","5.25","21","71","12.5",
"852965282","626391775","159529661","75.14","-9.600000000000023","2.883","70.2","39.25","255.0","7.4","49.9","923.0","300","126","92","22","1","0.5","-9.600000000000023","2.883","249","92","264","5.25","21","71","12.25",
"852965283","626391643","159529953","77.21","-9.600000000000023","2.809","69.2","39.25","255.0","7.4","50.09","918.0","300","126","92","22","1","0.5","-9.600000000000023","2.809","250","92","262","5.25","21","71","12.25",
"852965284","626391587","159530054","77.98","-9.800000000000011","2.762","69.2","39.75","260.0","7.4","50.09","910.0","300","127","92","22","1","0.0","-9.800000000000011","2.762","248","90","262","5.25","21","71","12.5",
"852965285","626391452","159530269","79.73","-9.800000000000011","2.734","69.2","40.0","260.0","7.59","50.09","886.0","300","128","92","22","1","0.0","-9.800000000000011","2.734","243","90","264","5.25","21","71","12.5",
"852965286","626391317","159530501","81.56","-10.0","2.631","69.2","40.0","262.0","7.81","50.09","851.0","300","128","92","22","1","0.0","-10.0","2.631","248","92","268","5.25","21","71","11.875",
"852965287","626391127","159530782","83.94","-10.0","2.585","70.2","40.0","262.0","8.18","50.09","817.0","300","129","92","22","1","0.0","-10.0","2.585","248","89","268","5.25","21","71","11.875",
"852965288","626390943","159531156","86.67","-10.0","2.557","71.2","40.0","261.0","8.37","50.0","806.0","300","130","91","22","1","0.5","-10.0","2.557","249","89","268","5.25","21","71","11.875",
"852965289","626390733","159531603","89.88","-10.0","2.557","71.2","40.0","261.0","8.46","50.0","796.0","300","130","91","22","1","0.5","-10.0","2.557","253","89","268","5.25","21","71","11.875",
"852965290","626390556","159532065","92.99","-10.199999999999989","2.575","70.2","40.0","262.0","8.46","49.9","798.0","300","130","91","22","1","0.5","-10.199999999999989","2.575","255","91","266","5.25","21","71","12.375",
"852965291","626390447","159532508","95.71","-10.199999999999989","2.613","70.2","39.75","261.0","8.46","49.9","797.0","300","131","91","22","1","0.5","-10.199999999999989","2.613","252","91","266","5.25","21","71","12.375",
"852965292","626390342","159533154","99.51","-10.199999999999989","2.641","70.2","39.75","260.0","8.37","49.9","821.0","300","131","91","22","1","0.5","-10.199999999999989","2.641","244","92","266","5.375","20","71","12.5",
"852965293","626390298","159533746","102.91","-10.0","2.659","69.2","39.5","258.0","8.28","49.9","835.0","300","131","91","22","1","0.5","-10.0","2.659","240","91","262","5.25","20","71","12.125",
"852965294","626390262","159534239","105.73","-10.199999999999989","2.715","70.2","39.5","258.0","8.18","49.9","846.0","300","131","92","22","1","0.0","-10.199999999999989","2.715","244","91","260","5.5","20","73","12.125",
"852965295","626390163","159534690","108.45","-10.199999999999989","2.743","70.2","39.5","257.0","8.18","49.9","864.0","300","130","92","22","1","0.0","-10.199999999999989","2.743","245","91","256","5.375","20","72","12.25",
"852965296","626390008","159535142","111.4","-10.199999999999989","2.743","71.2","39.75","259.0","8.0","49.81","886.0","300","131","92","22","1","0.0","-10.199999999999989","2.743","247","91","260","5.375","20","72","12.25",
"852965297","626389832","159535609","114.52","-10.199999999999989","2.715","70.2","40.0","260.0","7.9","49.81","888.0","300","131","92","22","1","0.0","-10.199999999999989","2.715","246","93","260","5.5","20","73","12.0",
"852965298","626389656","159536074","117.64","-10.199999999999989","2.725","69.2","40.0","261.0","7.68","49.59","883.0","300","131","92","22","1","0.0","-10.199999999999989","2.725","249","93","262","5.5","20","73","12.0",
"852965299","626389444","159536572","121.09","-10.199999999999989","2.734","69.2","40.25","263.0","7.81","49.59","880.0","300","131","92","22","1","0.0","-10.199999999999989","2.734","246","91","262","5.375","20","72","12.0",
"852965300","626389209","159537074","124.69","-10.199999999999989","2.743","69.2","40.0","261.0","7.81","49.5","878.0","300","132","92","22","1","0.0","-10.199999999999989","2.743","248","91","258","5.375","21","72","12.625",
"852965301","626388971","159537554","128.21","-10.199999999999989","2.771","69.2","40.0","261.0","7.68","49.5","881.0","300","132","92","22","1","0.0","-10.199999999999989","2.771","248","91","258","5.375","21","72","12.625",
"852965302","626388743","159537984","131.45","-10.199999999999989","2.79","69.2","40.0","262.0","7.59","49.5","898.0","300","131","92","21","1","0.0","-10.199999999999989","2.79","254","91","260","5.375","21","73","12.75",
"852965303","626388474","159538602","135.77","-10.199999999999989","2.818","69.2","40.0","261.0","7.5","49.5","902.0","300","133","92","21","1","0.0","-10.199999999999989","2.818","252","92","264","5.375","21","72","12.25",
"852965304","626388286","159539126","139.23","-10.0","2.818","69.2","40.0","261.0","7.5","49.5","906.0","300","133","92","21","1","0.0","-10.0","2.818","254","93","264","5.25","21","71","12.0",
"852965305","626387981","159539818","144.09","-10.0","2.855","69.2","40.0","261.0","7.31","49.59","917.0","300","134","92","21","1","0.0","-10.0","2.855","254","93","264","5.25","21","71","12.0",
"852965306","626387790","159540334","147.53","-9.800000000000011","2.865","68.2","39.5","259.0","7.31","49.59","926.0","300","135","91","21","1","0.5","-9.800000000000011","2.865","257","90","264","5.25","21","72","12.125",
"852965307","626387609","159540788","150.61","-10.0","2.921","69.2","39.75","261.0","7.21","49.68","939.0","300","134","91","21","1","0.5","-10.0","2.921","253","91","264","5.375","21","72","12.25",
"852965308","626387474","159541215","153.35","-9.800000000000011","2.939","69.2","39.5","259.0","7.12","49.68","954.0","300","134","91","21","1","0.5","-9.800000000000011","2.939","267","91","264","5.375","21","72","12.125",
"852965309","626387372","159541649","155.99","-10.0","2.939","68.2","39.75","261.0","7.12","49.68","962.0","300","134","91","21","1","0.5","-10.0","2.939","271","91","264","5.375","22","72","12.125",
"852965310","626387311","159542093","158.58","-9.800000000000011","2.93","69.2","39.75","261.0","7.03","49.68","968.0","300","134","91","21","1","0.5","-9.800000000000011","2.93","275","91","264","5.375","22","72","12.5",
"852965311","626387294","159542621","161.59","-10.0","2.921","69.2","40.0","263.0","6.9","49.78","967.0","300","135","91","21","1","0.0","-10.0","2.921","275","91","264","5.375","22","72","12.5",
"852965313","626387517","159543700","168.2","-10.0","2.921","69.2","39.75","261.0","7.12","49.87","960.0","300","135","91","21","1","0.5","-10.0","2.921","266","91","260","5.375","21","72","12.375",
"852965314","626387840","159544109","171.92","-9.800000000000011","2.921","71.2","39.5","260.0","7.31","49.87","954.0","300","136","91","21","1","0.5","-9.800000000000011","2.921","261","92","262","5.5","21","73","12.625",
"852965315","626388155","159544555","175.79","-9.800000000000011","2.93","71.2","39.75","260.0","7.21","50.0","947.0","300","136","92","21","1","0.0","-9.800000000000011","2.93","261","92","262","5.5","21","73","12.625",
"852965316","626388409","159545017","179.33","-9.800000000000011","2.939","70.2","40.0","261.0","7.31","50.0","957.0","300","136","92","21","1","0.0","-9.800000000000011","2.939","255","91","262","5.5","21","73","12.375",
"852965317","626388768","159545352","182.8","-9.800000000000011","2.958","72.2","39.75","261.0","7.31","50.09","965.0","300","136","91","21","1","0.5","-9.800000000000011","2.958","256","94","260","5.375","21","72","12.375",
"852965318","626388952","159545693","185.07","-9.800000000000011","2.976","71.2","40.0","264.0","7.12","50.21","968.0","300","136","91","21","1","0.0","-9.800000000000011","2.976","254","92","260","5.5","21","73","12.125",
"852965319","626388947","159546067","187.17","-10.0","2.976","70.2","39.5","261.0","7.03","50.21","978.0","300","137","91","21","1","0.0","-10.0","2.976","245","92","262","5.375","21","72","12.125",
"852965320","626388736","159546230","189.21","-10.0","2.958","70.2","40.0","264.0","7.03","50.31","978.0","300","138","91","21","1","0.0","-10.0","2.958","236","92","270","5.375","21","72","12.125",
"852965321","626388589","159546491","191.23","-10.0","2.921","68.2","40.5","264.0","6.9","50.31","958.0","300","138","91","21","1","0.5","-10.0","2.921","235","89","270","5.5","21","72","12.0",
"852965322","626388366","159546858","194.18","-10.199999999999989","2.519","67.2","40.25","262.0","6.9","50.43","938.0","300","138","92","21","1","0.0","-10.199999999999989","2.519","229","92","270","5.125","21","70","12.125",
"852965323","626388131","159547340","197.69","-10.399999999999977","2.519","67.2","40.25","262.0","7.21","50.43","883.0","300","138","92","21","1","0.0","-10.399999999999977","2.519","232","92","270","5.375","21","72","12.125",
"852965324","626387899","159547811","201.14","-10.399999999999977","2.715","66.2","40.25","260.0","7.31","50.43","867.0","300","139","93","20","1","0.0","-10.399999999999977","2.715","225","92","268","4.875","21","69","12.25",
"852965325","626387682","159548282","204.49","-10.399999999999977","2.948","66.2","40.25","262.0","7.31","50.31","873.0","300","138","92","20","1","0.5","-10.399999999999977","2.948","223","92","268","4.875","21","69","12.25",
"852965326","626387504","159548654","207.18","-10.600000000000023","3.051","66.2","40.5","261.0","7.12","50.21","878.0","300","139","93","20","1","0.0","-10.600000000000023","3.051","223","93","270","5.0","21","69","12.375",
"852965327","626387309","159549109","210.34","-10.600000000000023","3.051","65.2","40.25","259.0","7.12","50.21","904.0","300","139","93","20","1","0.0","-10.600000000000023","3.051","229","93","264","4.875","21","69","12.125",
"852965328","626387015","159549593","214.22","-10.600000000000023","2.958","67.2","40.5","263.0","7.12","50.21","915.0","300","139","92","20","1","0.5","-10.600000000000023","2.958","231","95","264","5.0","21","70","12.625",
"852965329","626386685","159550031","218.17","-10.600000000000023","2.958","67.2","40.5","262.0","7.03","50.21","924.0","300","139","92","20","1","0.5","-10.600000000000023","2.958","234","91","264","5.125","21","71","12.5",
"852965330","626386429","159550296","220.99","-10.600000000000023","3.051","67.2","40.25","262.0","7.03","50.21","936.0","300","139","92","20","1","0.0","-10.600000000000023","3.051","236","91","270","5.125","21","71","12.5",
"852965331","626386200","159550543","223.55","-10.399999999999977","3.06","66.2","40.5","265.0","6.81","50.21","961.0","300","139","92","20","1","0.0","-10.399999999999977","3.06","236","92","270","5.25","21","71","12.5",
"852965332","626385979","159550826","226.16","-10.600000000000023","3.06","66.2","40.5","265.0","6.81","50.21","973.0","300","139","92","20","1","0.0","-10.600000000000023","3.06","238","91","282","5.25","21","71","11.625",
"852965333","626385703","159551158","229.35","-10.399999999999977","3.004","66.2","40.75","266.0","6.71","50.12","969.0","300","139","92","20","1","0.0","-10.399999999999977","3.004","232","89","284","4.875","21","68","11.625",
"852965334","626385388","159551545","233.01","-10.600000000000023","2.986","66.2","40.5","265.0","6.71","50.12","967.0","300","140","91","20","1","0.5","-10.600000000000023","2.986","228","92","284","4.875","21","68","11.5",
"852965335","626385098","159551862","236.27","-10.399999999999977","2.986","66.2","40.75","267.0","6.71","50.12","960.0","300","139","91","20","1","0.5","-10.399999999999977","2.986","220","92","284","4.625","21","66","12.125",
"852965336","626384793","159552196","239.68","-10.399999999999977","3.014","65.2","41.0","268.0","6.62","50.12","955.0","300","140","92","20","1","0.0","-10.399999999999977","3.014","222","90","280","4.625","21","66","12.125",
"852965337","626384428","159552516","243.55","-10.600000000000023","3.023","65.2","41.0","267.0","6.62","50.12","956.0","300","140","92","20","1","0.5","-10.600000000000023","3.023","233","90","282","4.625","21","66","12.125",
"852965338","626384098","159552785","246.98","-10.600000000000023","3.042","64.2","40.75","264.0","6.62","50.12","958.0","300","140","92","20","1","0.5","-10.600000000000023","3.042","231","93","280","4.625","21","66","12.0",
"852965339","626383728","159553014","250.68","-10.600000000000023","3.051","64.2","40.5","262.0","6.53","50.12","962.0","300","140","92","20","1","0.5","-10.600000000000023","3.051","227","93","280","4.5","21","65","12.0",
"852965340","626383441","159553216","253.58","-10.600000000000023","3.06","64.2","40.5","261.0","6.53","50.12","967.0","300","140","92","20","1","0.5","-10.600000000000023","3.06","226","92","280","4.625","21","67","12.625",
"852965341","626382664","159553228","260.71","-10.600000000000023","3.07","66.2","40.5","262.0","6.53","50.12","967.0","300","141","92","20","1","0.5","-10.600000000000023","3.07","229","92","280","4.75","21","67","12.625",
"852965342","626382225","159553362","264.86","-10.600000000000023","3.06","66.2","40.75","265.0","6.53","50.12","987.0","300","141","92","20","1","0.5","-10.600000000000023","3.06","227","92","272","4.75","21","67","12.625",
"852965343","626381508","159554166","272.73","-10.600000000000023","3.06","65.2","41.0","266.0","6.43","50.12","975.0","300","141","92","19","1","0.5","-10.600000000000023","3.06","227","92","272","4.875","21","68","12.875",
"852965344","626381163","159554152","275.95","-10.600000000000023","3.107","64.2","41.0","264.0","6.43","50.12","968.0","300","141","93","19","1","0.0","-10.600000000000023","3.107","236","93","278","5.125","21","69","12.125",
"852965345","626380882","159554093","278.59","-10.399999999999977","3.107","64.2","40.5","262.0","6.43","50.03","975.0","300","141","93","19","1","0.5","-10.399999999999977","3.107","246","94","278","4.75","21","67","11.75",
"852965346","626380602","159553977","281.28","-10.399999999999977","3.107","65.2","40.0","258.0","6.53","50.03","981.0","300","141","93","19","1","0.0","-10.399999999999977","3.107","246","94","278","4.75","21","68","12.625",
"852965347","626380249","159553938","284.57","-10.399999999999977","2.93","66.2","40.0","257.0","6.62","50.03","983.0","300","142","93","19","1","0.5","-10.399999999999977","2.93","249","93","268","4.75","22","68","12.625",
"852965348","626379958","159553816","287.38","-10.399999999999977","2.93","67.2","40.0","259.0","6.62","50.03","984.0","300","142","93","19","1","0.0","-10.399999999999977","2.93","252","92","268","5.0","22","70","12.625",
"852965349","626379689","159553665","290.02","-10.399999999999977","2.976","67.2","40.0","260.0","6.62","50.03","978.0","300","142","92","19","1","0.5","-10.399999999999977","2.976","254","91","268","5.0","22","70","12.5",
"852965350","626379411","159553500","292.77","-10.399999999999977","2.976","66.2","40.25","260.0","6.71","50.03","972.0","300","142","93","19","1","0.0","-10.399999999999977","2.976","254","92","268","5.125","22","70","12.75",
"852965351","626379119","159553370","295.57","-10.399999999999977","2.911","65.2","40.25","258.0","6.62","50.03","962.0","300","142","93","19","1","0.5","-10.399999999999977","2.911","252","92","264","5.125","22","70","12.75",
"852965352","626378806","159553282","298.53","-10.399999999999977","2.911","65.2","40.5","259.0","6.71","49.93","956.0","300","142","93","19","1","0.5","-10.399999999999977","2.911","256","93","264","5.0","22","70","12.75",
"852965353","626378517","159553123","301.35","-10.199999999999989","2.948","67.2","40.25","261.0","6.81","49.93","956.0","300","143","92","19","1","0.5","-10.199999999999989","2.948","257","90","262","5.0","22","70","12.75",
"852965354","626378228","159553020","304.09","-10.199999999999989","2.948","68.2","40.25","262.0","6.81","49.93","958.0","300","143","92","19","1","0.0","-10.199999999999989","2.948","248","90","264","5.0","22","69","12.875",
"852965355","626377951","159552866","306.82","-9.800000000000011","2.939","67.2","40.0","261.0","6.81","49.93","954.0","300","143","92","19","1","0.0","-9.800000000000011","2.939","249","91","266","5.125","22","70","12.75",
"852965356","626377684","159552712","309.46","-10.0","2.93","67.2","40.0","262.0","6.81","49.93","953.0","300","143","92","19","1","0.0","-10.0","2.93","260","92","268","5.25","22","71","12.375",
"852965357","626377402","159552626","312.13","-10.0","2.911","67.2","40.5","264.0","6.81","49.93","951.0","300","143","92","19","1","0.0","-10.0","2.911","256","91","274","5.125","22","70","12.125",
"852965358","626377123","159552560","314.77","-10.199999999999989","2.865","67.2","40.25","264.0","6.81","49.93","948.0","300","142","92","19","1","0.0","-10.199999999999989","2.865","252","91","276","5.0","22","69","12.125",
"852965359","626376812","159552505","317.68","-10.399999999999977","2.837","66.2","40.25","264.0","6.81","49.84","938.0","300","143","91","19","1","0.5","-10.399999999999977","2.837","243","91","276","5.0","22","69","12.125",
"852965360","626376531","159552370","320.38","-10.600000000000023","2.837","66.2","40.5","264.0","6.9","49.75","928.0","300","143","92","18","1","0.0","-10.600000000000023","2.837","244","91","276","5.0","22","69","12.125",
"852965361","626376235","159552309","323.16","-10.800000000000011","2.865","65.2","40.5","264.0","6.9","49.75","919.0","300","143","92","18","1","0.0","-10.800000000000011","2.865","240","92","276","5.0","22","69","12.125",
"852965362","626375934","159552233","326.01","-11.0","2.874","64.2","40.75","264.0","6.9","49.75","919.0","300","143","92","18","1","0.5","-11.0","2.874","234","94","276","4.875","22","68","12.25",
"852965363","626375617","159552187","328.97","-10.800000000000011","2.874","64.2","41.0","265.0","6.81","49.75","919.0","300","143","92","18","1","0.5","-10.800000000000011","2.874","238","94","272","4.875","22","68","12.25",
"852965364","626375337","159552080","331.65","-10.800000000000011","2.893","63.2","41.25","267.0","6.71","49.75","920.0","300","143","92","18","1","0.5","-10.800000000000011","2.893","235","94","272","5.0","22","69","12.625",
"852965365","626375059","159551952","334.34","-10.800000000000011","2.893","63.2","41.0","264.0","6.71","49.75","920.0","300","143","93","18","1","0.0","-10.800000000000011","2.893","236","92","272","4.875","22","68","12.5",
"852965366","626374767","159551846","337.13","-10.399999999999977","2.893","63.2","40.5","261.0","6.71","49.75","924.0","300","143","93","18","1","0.0","-10.399999999999977","2.893","243","93","272","4.875","22","68","12.0",
"852965367","626374472","159551742","339.93","-10.0","2.883","65.2","40.5","261.0","6.81","49.84","923.0","300","144","93","18","1","0.0","-10.0","2.883","251","91","270","4.875","22","68","12.125",
"852965368","626374190","159551641","342.61","-9.800000000000011","2.883","65.2","40.5","261.0","6.81","49.84","922.0","300","144","92","18","1","0.5","-9.800000000000011","2.883","254","92","266","4.875","23","69","12.375",
"852965369","626373866","159551599","345.65","-9.800000000000011","2.883","65.2","40.5","262.0","6.81","49.84","921.0","300","143","92","18","1","0.5","-9.800000000000011","2.883","260","91","266","5.0","23","69","12.5",
"852965370","626373529","159551576","348.8","-9.800000000000011","2.893","65.2","40.5","264.0","6.71","49.84","922.0","300","143","92","18","1","0.5","-9.800000000000011","2.893","261","91","266","5.125","23","70","12.75",
"852965371","626373321","159551358","351.01","-10.0","2.893","64.2","40.5","264.0","6.71","49.75","923.0","300","144","92","18","1","0.5","-10.0","2.893","254","91","272","5.125","23","70","12.75",
"852965372","626373024","159551322","353.79","-10.0","2.893","64.2","40.5","263.0","6.71","49.75","927.0","300","143","92","18","1","0.5","-10.0","2.893","254","92","272","5.0","23","69","12.25",
"852965373","626372747","159551253","356.4","-10.199999999999989","2.883","64.2","40.5","263.0","6.71","49.75","926.0","300","143","92","18","1","0.5","-10.199999999999989","2.883","254","92","274","5.0","23","69","12.25",
"852965374","626372449","159551200","359.2","-10.199999999999989","2.883","64.2","40.5","264.0","6.81","49.84","922.0","300","143","92","18","1","0.0","-10.199999999999989","2.883","240","90","274","4.875","22","68","12.375",
"852965375","626372146","159551146","362.03","-10.199999999999989","2.883","64.2","40.25","259.0","6.81","49.84","915.0","300","143","93","18","1","0.0","-10.199999999999989","2.883","237","92","274","4.875","23","69","12.5",
"852965376","626371839","159551104","364.91","-10.399999999999977","2.883","64.2","40.25","259.0","6.9","49.93","912.0","300","143","93","18","1","0.5","-10.399999999999977","2.883","246","95","274","5.0","22","69","12.5",
"852965377","626371566","159551024","367.49","-10.199999999999989","2.883","65.2","40.25","259.0","6.9","49.93","913.0","300","143","93","18","1","0.5","-10.199999999999989","2.883","248","93","274","5.0","23","70","13.0",
"852965378","626371297","159550934","370.04","-10.199999999999989","2.883","65.2","40.5","259.0","6.9","49.93","909.0","300","143","93","17","1","0.5","-10.199999999999989","2.883","255","93","268","4.875","23","68","13.125",
"852965379","626371006","159550866","372.78","-10.0","2.883","65.2","40.5","260.0","6.9","49.93","922.0","300","143","93","17","1","0.5","-10.0","2.883","252","93","264","4.875","23","69","13.125",
"852965380","626370748","159550742","375.27","-10.0","2.883","65.2","40.25","258.0","7.03","49.93","922.0","300","143","93","17","1","0.0","-10.0","2.883","247","92","266","4.875","23","69","12.875",
"852965381","626370461","159550660","377.99","-10.0","2.874","65.2","40.25","260.0","7.03","49.93","918.0","300","143","93","17","1","0.0","-10.0","2.874","247","92","268","4.875","23","68","12.75",
"852965382","626370247","159550530","380.11","-10.0","2.874","65.2","40.0","259.0","7.03","49.93","923.0","300","143","93","17","1","0.0","-10.0","2.874","247","92","270","4.875","23","68","12.75",
"852965383","626369979","159550442","382.65","-10.0","2.874","65.2","40.25","260.0","7.03","49.93","919.0","300","144","93","17","1","0.0","-10.0","2.874","244","91","274","4.75","23","68","12.375",
"852965384","626369700","159550405","385.27","-10.0","2.762","65.2","40.25","260.0","7.03","49.93","905.0","300","144","93","17","1","0.0","-10.0","2.762","242","93","274","4.875","23","68","12.375",
"852965385","626369421","159550330","387.9","-10.0","2.762","65.2","40.5","263.0","7.21","49.93","844.0","300","144","93","17","1","0.0","-10.0","2.762","242","92","274","4.875","23","68","12.25",
"852965386","626369162","159550249","390.37","-9.800000000000011","2.762","65.2","40.5","261.0","7.4","50.03","843.0","300","144","92","17","1","0.5","-9.800000000000011","2.762","242","92","272","4.875","23","68","12.125",
"852965387","626368906","159550135","392.83","-10.0","2.762","66.2","40.25","262.0","7.5","50.12","855.0","300","143","92","17","1","0.0","-10.0","2.762","243","92","272","4.875","23","68","12.375",
"852965388","626368643","159550028","395.36","-10.0","2.753","67.2","40.5","264.0","7.5","50.12","858.0","300","143","91","17","1","0.5","-10.0","2.753","238","92","270","4.875","23","68","12.375",
"852965390","626368120","159549821","400.38","-10.0","2.743","66.2","40.5","263.0","7.4","50.03","859.0","300","144","92","17","1","0.0","-10.0","2.743","257","91","272","5.125","23","70","12.125",
"852965391","626367861","159549742","402.83","-9.800000000000011","2.734","66.2","40.5","263.0","7.4","50.03","857.0","300","144","92","17","1","0.0","-9.800000000000011","2.734","259","93","270","5.0","23","69","12.375",
"852965392","626367594","159549658","405.37","-9.800000000000011","2.725","65.2","40.5","262.0","7.5","50.03","855.0","300","144","92","17","1","0.5","-9.800000000000011","2.725","256","93","268","4.875","23","68","12.5",
"852965393","626367329","159549568","407.89","-9.600000000000023","2.715","65.2","41.0","265.0","7.5","50.03","854.0","300","144","92","17","1","0.5","-9.600000000000023","2.715","252","91","268","4.875","23","69","12.375",
"852965394","626367102","159549403","410.19","-9.600000000000023","2.715","65.2","41.0","265.0","7.5","50.03","854.0","300","143","92","17","1","0.0","-9.600000000000023","2.715","254","91","272","5.0","23","70","12.0",
