record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"852967591","626115857","160124759","6613.05","10.399999999999977","3.07","72.2","39.25","257.0","7.03","50.21","1015.0","300","147","91","6","1","0.5","10.399999999999977","3.07","265","91","254","5.875","43","75","11.25",
"852967592","626115897","160124115","6616.68","10.600000000000023","3.088","73.0","39.5","260.0","7.03","50.09","1023.0","300","148","91","6","1","0.5","10.600000000000023","3.088","269","90","254","5.75","43","75","11.875",
"852967593","626116137","160123407","6620.92","10.600000000000023","3.116","74.0","39.75","261.0","6.9","50.09","1060.0","300","148","91","6","1","0.0","10.600000000000023","3.116","269","90","252","5.75","43","75","12.0",
"852967594","626116128","160122843","6624.1","10.600000000000023","3.144","74.0","39.75","261.0","6.81","50.09","1067.0","300","147","91","6","1","0.0","10.600000000000023","3.144","257","91","252","5.625","43","74","11.75",
"852967595","626116064","160122222","6627.69","10.399999999999977","3.182","73.0","39.5","259.0","6.71","50.09","1069.0","300","148","91","6","1","0.5","10.399999999999977","3.182","255","92","258","5.75","43","74","11.75",
"852967596","626115967","160121576","6631.48","10.600000000000023","3.182","74.0","39.0","256.0","6.71","50.09","1095.0","300","147","91","6","1","0.0","10.600000000000023","3.182","261","92","260","5.5","43","73","11.75",
"852967597","626115854","160120883","6635.56","10.399999999999977","3.2","74.0","39.0","255.0","6.71","50.0","1096.0","300","148","91","6","1","0.0","10.399999999999977","3.2","269","90","258","5.5","43","73","12.5",
"852967598","626115762","160120235","6639.33","10.399999999999977","3.219","73.0","38.75","253.0","6.62","50.0","1089.0","300","148","91","6","1","0.5","10.399999999999977","3.219","269","90","246","5.5","43","73","12.5",
"852967599","626115709","160119650","6642.69","10.199999999999989","3.266","73.0","38.75","252.0","6.53","50.09","1102.0","300","147","91","6","1","0.5","10.199999999999989","3.266","275","89","246","5.875","43","76","12.25",
"852967600","626115643","160119081","6645.98","10.399999999999977","3.284","73.0","38.75","253.0","6.53","50.09","1109.0","300","148","91","6","1","0.5","10.399999999999977","3.284","270","91","246","5.75","43","76","12.25",
"852967601","626115623","160118528","6649.13","10.199999999999989","3.284","72.2","39.0","254.0","6.43","50.09","1104.0","300","148","91","6","1","0.5","10.199999999999989","3.284","270","91","250","5.75","43","76","12.25",
"852967602","626115575","160117919","6652.62","10.399999999999977","3.266","71.2","39.0","254.0","6.43","50.09","1103.0","300","149","91","6","1","0.5","10.399999999999977","3.266","269","92","250","5.625","43","75","11.875",
"852967603","626115491","160117333","6656.04","10.399999999999977","3.238","71.2","39.0","254.0","6.43","50.0","1094.0","300","149","91","6","1","0.5","10.399999999999977","3.238","264","91","256","5.625","43","74","11.875",
"852967604","626115462","160116854","6658.78","10.399999999999977","3.228","72.2","39.25","257.0","6.43","49.87","1085.0","300","149","91","6","1","0.5","10.399999999999977","3.228","261","92","252","5.625","43","74","12.125",
"852967605","626115403","160116382","6661.52","10.199999999999989","3.219","71.2","39.25","257.0","6.43","49.87","1070.0","300","150","91","6","1","0.0","10.199999999999989","3.219","260","91","252","5.75","43","75","12.25",
"852967606","626115367","160115862","6664.5","10.199999999999989","3.144","70.2","39.5","258.0","6.53","49.87","1042.0","300","150","91","6","1","0.5","10.199999999999989","3.144","255","90","252","5.75","43","75","12.125",
"852967607","626115274","160115304","6667.78","10.199999999999989","3.088","70.2","39.25","257.0","6.62","49.78","1023.0","300","150","91","6","1","0.5","10.199999999999989","3.088","251","91","252","5.75","43","75","12.0",
"852967608","626115190","160114699","6671.31","10.199999999999989","3.088","70.2","39.75","260.0","6.71","49.78","991.0","300","150","91","6","1","0.5","10.199999999999989","3.088","249","93","256","5.75","42","75","11.625",
"852967609","626115073","160114000","6675.41","10.199999999999989","3.088","70.2","39.75","260.0","6.81","49.78","992.0","300","151","91","6","1","0.5","10.199999999999989","3.088","245","90","256","5.625","42","74","11.5",
"852967610","626114926","160113289","6679.65","10.199999999999989","3.116","70.2","39.5","259.0","6.81","49.87","996.0","300","151","91","6","1","0.5","10.199999999999989","3.116","247","91","254","5.5","42","73","11.75",
"852967611","626114870","160112742","6682.82","10.199999999999989","3.182","71.2","39.25","258.0","6.81","49.75","1003.0","300","152","91","6","1","0.5","10.199999999999989","3.182","251","92","252","5.625","42","74","11.875",
"852967612","626114768","160112251","6685.76","10.199999999999989","3.228","72.2","39.5","260.0","6.81","49.75","1030.0","300","151","91","6","1","0.5","10.199999999999989","3.228","257","90","254","5.75","43","75","11.5",
"852967613","626114692","160111750","6688.7","10.199999999999989","3.228","73.0","39.75","261.0","6.81","49.75","1053.0","300","152","91","6","1","0.0","10.199999999999989","3.228","260","91","254","5.625","43","74","11.625",
"852967614","626114601","160111244","6691.7","10.199999999999989","3.2","74.0","40.0","264.0","6.81","49.87","1062.0","300","151","91","6","1","0.0","10.199999999999989","3.2","268","90","256","5.75","43","74","11.5",
"852967615","626114531","160110754","6694.56","10.399999999999977","3.172","73.0","39.75","263.0","6.71","49.87","1062.0","300","152","90","6","1","0.5","10.399999999999977","3.172","268","89","254","5.75","43","75","11.5",
"852967616","626114474","160110250","6697.48","10.199999999999989","3.154","73.0","39.75","263.0","6.81","49.96","1031.0","300","152","91","6","1","0.0","10.199999999999989","3.154","272","90","258","5.875","43","76","11.25",
"852967617","626114406","160109779","6700.23","10.399999999999977","3.135","73.0","40.0","264.0","6.9","50.06","1022.0","300","152","91","6","1","0.0","10.399999999999977","3.135","268","91","256","5.75","43","74","11.5",
"852967618","626114349","160109290","6703.07","10.199999999999989","3.126","73.0","39.75","262.0","7.03","50.06","1015.0","300","152","91","6","1","0.0","10.199999999999989","3.126","265","89","256","5.75","43","74","11.75",
"852967619","626114277","160108775","6706.08","10.399999999999977","3.107","72.2","39.5","261.0","6.9","50.06","992.0","300","152","91","6","1","0.0","10.399999999999977","3.107","272","92","254","5.75","43","75","11.5",
"852967620","626114150","160108140","6709.88","10.199999999999989","3.098","71.2","39.75","261.0","7.03","49.93","987.0","300","151","91","6","1","0.0","10.199999999999989","3.098","274","92","252","5.75","43","75","11.5",
"852967621","626114056","160107519","6713.52","10.399999999999977","3.098","71.2","39.75","261.0","7.03","49.84","983.0","300","151","91","6","1","0.5","10.399999999999977","3.098","272","90","252","5.625","42","74","11.625",
"852967622","626113924","160106913","6717.17","10.0","3.107","71.2","40.0","261.0","7.03","49.84","980.0","300","152","91","6","1","0.5","10.0","3.107","274","91","252","5.625","43","74","12.0",
"852967623","626113823","160106290","6720.84","10.0","3.135","70.2","40.0","260.0","7.03","49.84","980.0","300","152","92","6","1","0.5","10.0","3.135","273","91","246","5.625","42","74","12.0",
"852967624","626113720","160105728","6724.19","10.0","3.144","70.2","39.75","259.0","6.81","49.93","1012.0","300","151","92","6","1","0.5","10.0","3.144","274","91","248","5.625","42","74","12.0",
"852967625","626113633","160105125","6727.71","10.0","3.163","70.2","39.5","257.0","6.71","50.03","1027.0","300","151","92","6","1","0.5","10.0","3.163","274","93","248","5.625","42","75","12.0",
"852967626","626113549","160104571","6730.96","10.0","3.172","70.2","40.0","258.0","6.71","50.12","1033.0","300","152","93","6","1","0.0","10.0","3.172","270","92","248","5.625","42","74","12.0",
"852967627","626113432","160103948","6734.65","10.0","3.182","71.2","40.25","260.0","6.71","50.25","1044.0","300","152","92","6","1","0.5","10.0","3.182","270","94","248","5.5","42","74","12.0",
"852967628","626113382","160103354","6738.06","10.0","3.182","72.2","39.5","256.0","6.62","50.25","1070.0","300","152","92","5","1","0.5","10.0","3.182","257","92","250","5.5","42","74","12.0",
"852967629","626113321","160102812","6741.19","10.0","3.21","72.2","39.75","258.0","6.53","50.25","1078.0","300","152","91","5","1","0.5","10.0","3.21","257","90","250","5.625","42","75","12.0",
"852967630","626113217","160102156","6745.04","10.0","3.219","71.2","39.5","258.0","6.53","50.25","1091.0","300","153","91","5","1","0.0","10.0","3.219","246","91","260","5.75","42","75","11.625",
"852967631","626113173","160101642","6748.0","9.800000000000011","3.219","71.2","39.25","257.0","6.43","50.25","1089.0","300","153","91","5","1","0.0","9.800000000000011","3.219","246","90","260","5.625","42","74","11.25",
"852967632","626113142","160101129","6750.93","9.800000000000011","3.228","71.2","39.25","257.0","6.43","50.25","1093.0","300","153","91","5","1","0.0","9.800000000000011","3.228","242","91","262","5.5","42","73","11.125",
"852967633","626113146","160100587","6754.02","9.600000000000023","3.228","71.2","39.75","261.0","6.43","50.25","1088.0","300","152","91","5","1","0.0","9.600000000000023","3.228","243","91","264","5.5","42","73","11.5",
"852967634","626113133","160100076","6756.93","9.800000000000011","3.219","71.2","39.5","258.0","6.53","50.25","1059.0","300","153","91","5","1","0.0","9.800000000000011","3.219","252","91","260","5.625","42","74","11.75",
"852967635","626113112","160099604","6759.62","9.600000000000023","3.219","71.2","39.75","260.0","6.53","50.25","1047.0","300","152","91","5","1","0.0","9.600000000000023","3.219","250","91","254","5.625","42","74","11.5",
"852967636","626113091","160099147","6762.22","9.600000000000023","3.21","71.2","39.5","258.0","6.53","50.12","1037.0","300","153","91","5","1","0.5","9.600000000000023","3.21","252","91","256","5.625","42","74","11.375",
"852967637","626113119","160098640","6765.12","9.600000000000023","3.2","70.2","39.5","259.0","6.53","50.03","1033.0","300","152","91","5","1","0.5","9.600000000000023","3.2","252","91","256","5.625","42","74","11.375",
"852967638","626113156","160098123","6768.08","9.600000000000023","3.182","70.2","40.0","261.0","6.62","50.03","1019.0","300","153","91","5","1","0.5","9.600000000000023","3.182","254","92","258","5.5","42","73","11.375",
"852967639","626113216","160097622","6770.99","9.600000000000023","3.182","69.2","40.25","262.0","6.71","50.03","980.0","300","152","92","5","1","0.0","9.600000000000023","3.182","254","92","256","5.5","42","73","11.375",
"852967640","626113252","160097075","6774.12","9.600000000000023","3.172","69.2","40.5","262.0","6.81","50.12","974.0","300","153","92","5","1","0.5","9.600000000000023","3.172","252","93","256","5.375","42","73","11.5",
"852967642","626113269","160095968","6780.42","9.800000000000011","3.163","69.2","40.5","264.0","6.81","50.12","975.0","300","153","92","5","1","0.0","9.800000000000011","3.163","250","92","254","5.375","42","72","11.75",
"852967643","626113257","160095412","6783.58","9.600000000000023","3.163","69.2","40.5","264.0","6.81","50.12","980.0","300","152","92","5","1","0.0","9.600000000000023","3.163","254","92","256","5.375","41","72","11.625",
"852967644","626113268","160094898","6786.5","9.600000000000023","3.163","69.2","40.25","264.0","6.81","50.12","985.0","300","153","92","5","1","0.0","9.600000000000023","3.163","252","91","256","5.625","41","74","11.5",
"852967645","626113240","160094388","6789.41","9.600000000000023","3.163","69.2","40.5","265.0","6.81","50.21","996.0","300","153","92","5","1","0.0","9.600000000000023","3.163","255","91","256","5.625","42","74","11.5",
"852967646","626113233","160093852","6792.46","9.600000000000023","3.154","70.2","40.75","265.0","6.81","50.21","1000.0","300","153","92","5","1","0.0","9.600000000000023","3.154","261","91","256","5.5","42","73","11.75",
"852967647","626113293","160093356","6795.34","9.600000000000023","3.144","70.2","40.75","265.0","6.81","50.21","999.0","300","152","92","5","1","0.0","9.600000000000023","3.144","266","91","256","5.625","42","74","11.75",
"852967648","626113359","160092780","6798.68","9.399999999999977","3.144","69.2","40.25","262.0","6.81","50.21","996.0","300","152","92","5","1","0.0","9.399999999999977","3.144","266","91","256","5.625","42","74","11.75",
"852967649","626113438","160092216","6801.97","9.399999999999977","3.144","69.2","39.75","258.0","6.81","50.21","994.0","300","152","92","5","1","0.0","9.399999999999977","3.144","264","92","252","5.625","42","74","11.75",
"852967650","626113474","160091647","6805.23","9.399999999999977","3.144","69.2","40.0","260.0","6.81","50.09","992.0","300","152","92","5","1","0.0","9.399999999999977","3.144","264","93","252","5.5","42","73","11.625",
"852967651","626113568","160091129","6808.3","9.399999999999977","3.144","69.2","40.5","263.0","6.81","50.0","999.0","300","152","92","5","1","0.0","9.399999999999977","3.144","268","92","248","5.5","42","73","12.375",
"852967652","626113604","160090560","6811.55","9.399999999999977","3.144","69.2","40.5","263.0","6.81","50.0","997.0","300","151","92","5","1","0.5","9.399999999999977","3.144","270","92","248","5.625","42","74","12.25",
"852967653","626113692","160090035","6814.65","9.399999999999977","3.154","69.2","40.0","261.0","6.81","50.0","1000.0","300","152","92","5","1","0.0","9.399999999999977","3.154","266","92","252","5.625","42","74","12.25",
"852967654","626113760","160089462","6817.97","9.199999999999989","3.144","70.2","40.0","262.0","6.81","50.0","1014.0","300","151","92","5","1","0.0","9.199999999999989","3.144","266","91","252","5.5","42","73","11.875",
"852967655","626113847","160088962","6820.93","9.399999999999977","3.154","70.2","39.5","259.0","6.81","50.0","1017.0","300","152","91","5","1","0.5","9.399999999999977","3.154","266","90","252","5.625","42","75","11.875",
"852967656","626113931","160088473","6823.83","9.399999999999977","3.154","70.2","39.5","259.0","6.71","50.09","1022.0","300","152","91","5","1","0.5","9.399999999999977","3.154","266","91","252","5.625","42","74","11.875",
"852967657","626113992","160087958","6826.81","9.399999999999977","3.154","70.2","40.0","261.0","6.62","50.21","1022.0","300","152","91","5","1","0.5","9.399999999999977","3.154","271","90","254","5.75","42","75","11.375",
"852967658","626114041","160087403","6830.0","9.399999999999977","3.154","70.2","39.75","261.0","6.71","50.21","1021.0","300","151","91","5","1","0.5","9.399999999999977","3.154","271","90","256","5.75","42","75","11.375",
"852967659","626114103","160086835","6833.28","9.399999999999977","3.154","71.2","39.5","259.0","6.81","50.21","1022.0","300","152","91","5","1","0.5","9.399999999999977","3.154","269","92","256","5.625","42","74","11.75",
"852967660","626114188","160086290","6836.48","9.399999999999977","3.154","71.2","39.5","260.0","6.71","50.21","1025.0","300","151","91","5","1","0.5","9.399999999999977","3.154","269","90","254","5.75","42","75","12.125",
"852967661","626114270","160085744","6839.68","9.399999999999977","3.154","71.2","39.75","261.0","6.71","50.21","1028.0","300","152","91","5","1","0.5","9.399999999999977","3.154","267","90","250","5.875","42","75","12.125",
"852967662","626114371","160085205","6842.89","9.399999999999977","3.154","71.2","39.75","261.0","6.71","50.21","1027.0","300","151","91","5","1","0.0","9.399999999999977","3.154","264","91","250","5.75","41","75","12.0",
"852967663","626114508","160084677","6846.15","9.399999999999977","3.154","71.2","40.0","263.0","6.71","50.21","1026.0","300","152","91","5","1","0.5","9.399999999999977","3.154","262","91","254","5.75","41","75","11.875",
"852967664","626114616","160084156","6849.29","9.199999999999989","3.154","71.2","40.0","264.0","6.71","50.21","1032.0","300","151","91","5","1","0.5","9.199999999999989","3.154","262","91","252","5.75","41","75","11.875",
"852967665","626114750","160083638","6852.49","9.199999999999989","3.154","71.2","39.5","260.0","6.71","50.21","1032.0","300","151","91","5","1","0.0","9.199999999999989","3.154","263","92","252","5.75","41","75","11.875",
"852967666","626114857","160083077","6855.83","9.199999999999989","3.154","71.2","40.0","262.0","6.71","50.09","1028.0","300","151","91","5","1","0.5","9.199999999999989","3.154","261","92","252","5.625","41","74","11.75",
"852967667","626114935","160082473","6859.34","9.0","3.154","71.2","40.25","264.0","6.71","50.21","1024.0","300","151","91","5","1","0.5","9.0","3.154","261","92","254","5.625","41","74","11.75",
"852967668","626115039","160081900","6862.74","9.0","3.163","71.2","40.25","264.0","6.71","50.21","1026.0","300","151","91","5","1","0.5","9.0","3.163","259","90","254","5.625","41","74","11.75",
"852967669","626115146","160081332","6866.12","8.800000000000011","3.163","71.2","40.25","264.0","6.71","50.31","1040.0","300","152","91","5","1","0.5","8.800000000000011","3.163","255","91","254","5.625","41","74","11.75",
"852967670","626115237","160080753","6869.52","8.800000000000011","3.172","72.2","40.25","265.0","6.71","50.43","1045.0","300","152","91","5","1","0.0","8.800000000000011","3.172","260","90","252","5.75","41","75","11.75",
"852967671","626115339","160080199","6872.81","8.600000000000023","3.172","71.2","40.5","265.0","6.71","50.43","1046.0","300","152","91","5","1","0.0","8.600000000000023","3.172","262","90","252","5.875","41","75","11.75",
"852967672","626115433","160079643","6876.09","8.800000000000011","3.172","70.2","40.25","265.0","6.71","50.53","1047.0","300","152","91","5","1","0.5","8.800000000000011","3.172","261","91","254","5.75","41","75","11.625",
"852967673","626115576","160079087","6879.53","8.600000000000023","3.172","70.2","40.25","265.0","6.62","50.53","1050.0","300","152","91","5","1","0.5","8.600000000000023","3.172","254","91","254","5.625","41","74","11.75",
"852967674","626115746","160078522","6883.11","8.800000000000011","3.182","71.2","40.0","262.0","6.62","50.62","1045.0","300","152","91","5","1","0.5","8.800000000000011","3.182","258","92","250","5.625","41","74","11.875",
"852967675","626115881","160077985","6886.42","8.600000000000023","3.182","71.2","40.25","263.0","6.62","50.5","1047.0","300","152","91","5","1","0.5","8.600000000000023","3.182","257","92","248","5.625","41","74","12.25",
"852967676","626115988","160077447","6889.64","8.800000000000011","3.182","71.2","40.0","263.0","6.53","50.5","1050.0","300","152","91","5","1","0.5","8.800000000000011","3.182","256","90","250","5.75","41","75","12.25",
"852967677","626116086","160076946","6892.62","8.399999999999977","3.191","70.2","40.0","263.0","6.53","50.5","1051.0","300","152","91","5","1","0.5","8.399999999999977","3.191","251","91","248","5.75","41","75","12.5",
"852967678","626116198","160076414","6895.82","8.600000000000023","3.191","70.2","40.0","262.0","6.53","50.59","1049.0","300","152","91","5","1","0.5","8.600000000000023","3.191","255","92","250","5.75","41","76","12.25",
"852967679","626116312","160075909","6898.88","8.399999999999977","3.191","70.2","40.25","263.0","6.53","50.59","1045.0","300","151","92","5","1","0.0","8.399999999999977","3.191","253","90","250","5.75","41","75","12.25",
"852967680","626116453","160075347","6902.34","8.600000000000023","3.182","70.2","40.5","264.0","6.53","50.59","1045.0","300","151","92","5","1","0.0","8.600000000000023","3.182","252","92","250","5.5","41","74","12.0",
"852967681","626116564","160074776","6905.74","8.399999999999977","3.191","70.2","40.5","265.0","6.53","50.59","1044.0","300","151","91","5","1","0.5","8.399999999999977","3.191","254","90","250","5.75","41","75","12.125",
"852967682","626116674","160074177","6909.3","8.399999999999977","3.191","70.2","40.5","265.0","6.53","50.68","1040.0","300","151","91","5","1","0.5","8.399999999999977","3.191","248","92","250","5.75","41","75","12.125",
"852967683","626116779","160073639","6912.52","8.399999999999977","3.191","70.2","40.5","265.0","6.53","50.68","1038.0","300","150","91","5","1","0.5","8.399999999999977","3.191","249","91","248","5.75","41","75","12.375",
"852967684","626116864","160073079","6915.8","8.399999999999977","3.191","70.2","40.5","265.0","6.53","50.68","1043.0","300","151","91","5","1","0.5","8.399999999999977","3.191","255","92","248","5.75","41","75","12.125",
"852967685","626116960","160072559","6918.89","8.399999999999977","3.2","70.2","40.25","264.0","6.43","50.68","1044.0","300","150","91","5","1","0.5","8.399999999999977","3.2","254","90","248","5.75","40","75","12.25",
"852967686","626117027","160071969","6922.3","8.399999999999977","3.2","69.2","39.75","259.0","6.43","50.68","1044.0","300","150","91","5","1","0.5","8.399999999999977","3.2","251","90","250","5.875","40","76","12.0",
"852967687","626117141","160071432","6925.53","8.399999999999977","3.2","70.2","39.5","258.0","6.43","50.78","1045.0","300","150","92","5","1","0.0","8.399999999999977","3.2","246","93","256","5.75","40","75","11.375",
"852967688","626117249","160070837","6929.06","8.199999999999989","3.2","70.2","39.5","259.0","6.43","50.78","1049.0","300","150","91","5","1","0.5","8.199999999999989","3.2","253","91","254","5.625","41","74","11.75",
"852967689","626117367","160070231","6932.67","8.199999999999989","3.2","70.2","39.5","258.0","6.43","50.68","1052.0","300","151","91","5","1","0.5","8.199999999999989","3.2","253","91","252","5.75","40","75","11.875",
"852967690","626117466","160069565","6936.57","8.0","3.21","70.2","39.75","260.0","6.43","50.68","1054.0","300","151","91","5","1","0.5","8.0","3.21","258","91","250","5.75","41","75","11.875",
"852967691","626117572","160068936","6940.28","8.0","3.219","70.2","40.0","262.0","6.43","50.68","1059.0","300","152","91","5","1","0.0","8.0","3.219","257","91","252","5.75","40","75","11.625",
"852967692","626117677","160068382","6943.58","7.800000000000011","3.275","70.2","40.0","262.0","6.25","50.68","1154.0","300","151","91","5","1","0.5","7.800000000000011","3.275","256","90","254","5.75","40","75","11.75",
"852967693","626117813","160067858","6946.82","7.800000000000011","3.284","70.2","40.0","262.0","6.12","50.68","1161.0","300","150","91","5","1","0.5","7.800000000000011","3.284","258","91","254","5.625","40","74","11.625",
"852967694","626117912","160067304","6950.11","7.600000000000023","3.284","70.2","40.25","264.0","6.03","50.59","1164.0","300","150","91","5","1","0.5","7.600000000000023","3.284","259","91","254","5.75","41","75","11.75",
"852967695","626117976","160066697","6953.6","7.800000000000011","3.284","70.2","40.0","263.0","6.03","50.59","1158.0","300","150","91","5","1","0.0","7.800000000000011","3.284","260","91","250","5.75","40","75","12.125",
"852967696","626118066","160066128","6956.93","7.800000000000011","3.294","70.2","40.25","264.0","6.03","50.59","1144.0","300","149","91","5","1","0.5","7.800000000000011","3.294","259","90","250","5.75","40","75","12.0",
"852967697","626118173","160065540","6960.42","8.0","3.294","70.2","40.25","264.0","6.03","50.59","1137.0","300","150","91","5","1","0.5","8.0","3.294","257","90","250","5.75","40","75","12.0",
"852967698","626118278","160064961","6963.85","7.800000000000011","3.294","70.2","40.5","265.0","6.03","50.68","1128.0","300","150","91","5","1","0.5","7.800000000000011","3.294","257","89","250","5.875","40","76","12.625",
"852967699","626118391","160064343","6967.53","8.0","3.303","70.2","40.75","267.0","6.03","50.68","1123.0","300","150","91","5","1","0.0","8.0","3.303","261","91","250","5.875","40","76","12.625",
"852967700","626118489","160063803","6970.73","8.0","3.303","70.2","40.5","266.0","6.03","50.78","1114.0","300","150","91","5","1","0.0","8.0","3.303","263","91","248","5.875","40","76","12.5",
"852967701","626118593","160063287","6973.82","8.0","3.303","70.2","40.0","263.0","6.03","50.65","1109.0","300","150","91","5","1","0.5","8.0","3.303","265","91","250","5.75","40","75","12.25",
"852967702","626118670","160062704","6977.2","7.800000000000011","3.303","70.2","40.0","262.0","6.03","50.56","1097.0","300","150","91","5","1","0.5","7.800000000000011","3.303","265","92","250","5.75","40","75","12.25",
"852967703","626118765","160062159","6980.43","7.800000000000011","3.303","70.2","40.25","264.0","6.12","50.46","1087.0","300","149","92","5","1","0.0","7.800000000000011","3.303","263","91","252","5.625","40","74","12.0",
"852967704","626118869","160061604","6983.74","7.800000000000011","3.303","69.2","40.0","263.0","6.12","50.46","1084.0","300","150","91","5","1","0.5","7.800000000000011","3.303","260","91","256","5.625","40","74","11.75",
"852967705","626119000","160060993","6987.42","7.800000000000011","3.303","69.2","40.25","264.0","6.25","50.46","1075.0","300","150","92","5","1","0.0","7.800000000000011","3.303","258","91","256","5.5","40","73","11.875",
"852967706","626119129","160060461","6990.68","7.800000000000011","3.303","69.2","39.75","261.0","6.34","50.37","1078.0","300","150","92","5","1","0.0","7.800000000000011","3.303","257","91","254","5.5","40","73","11.75",
"852967707","626119222","160059846","6994.28","7.600000000000023","3.312","71.2","40.0","262.0","6.34","50.37","1079.0","300","151","91","5","1","0.5","7.600000000000023","3.312","263","90","254","5.625","40","74","11.625",
"852967708","626119335","160059302","6997.55","7.600000000000023","3.312","71.2","40.0","263.0","6.34","50.28","1079.0","300","151","91","5","1","0.5","7.600000000000023","3.312","264","92","254","5.625","40","74","11.625",
"852967709","626119428","160058745","7000.82","7.600000000000023","3.312","70.2","39.5","259.0","6.34","50.28","1083.0","300","150","91","5","1","0.5","7.600000000000023","3.312","259","92","252","5.75","40","75","11.75",
"852967710","626119547","160058237","7003.92","7.600000000000023","3.312","70.2","39.75","260.0","6.34","50.18","1077.0","300","151","91","5","1","0.5","7.600000000000023","3.312","253","91","250","5.75","40","75","12.25",
"852967711","626119615","160057705","7007.01","7.399999999999977","3.312","70.2","39.75","261.0","6.34","50.18","1077.0","300","150","91","5","1","0.5","7.399999999999977","3.312","251","91","250","5.75","40","75","12.25",
"852967712","626119675","160057099","7010.5","7.399999999999977","3.312","71.2","40.0","261.0","6.43","50.18","1074.0","300","151","91","5","1","0.5","7.399999999999977","3.312","263","92","248","5.75","40","75","11.875",
"852967713","626119766","160056560","7013.66","7.199999999999989","3.312","71.2","39.5","260.0","6.43","50.18","1075.0","300","151","91","5","1","0.5","7.199999999999989","3.312","262","91","248","5.875","40","76","11.75",
"852967714","626119887","160056007","7017.0","7.399999999999977","3.312","71.2","39.75","261.0","6.43","50.18","1076.0","300","150","91","5","1","0.0","7.399999999999977","3.312","260","89","250","5.75","40","75","11.75",
"852967715","626119994","160055412","7020.52","7.199999999999989","3.312","71.2","40.0","262.0","6.43","50.09","1077.0","300","150","91","5","1","0.0","7.199999999999989","3.312","253","92","250","5.875","40","76","12.0",
"852967716","626120118","160054843","7023.96","7.199999999999989","3.312","71.2","40.25","264.0","6.43","50.09","1078.0","300","151","91","5","1","0.0","7.199999999999989","3.312","253","92","250","5.875","40","76","12.0",
"852967717","626120250","160054316","7027.2","7.199999999999989","3.312","71.2","40.5","265.0","6.43","50.09","1076.0","300","151","91","5","1","0.0","7.199999999999989","3.312","256","90","254","5.75","40","75","11.625",
"852967718","626120390","160053809","7030.37","7.199999999999989","3.312","71.2","40.25","265.0","6.43","50.09","1078.0","300","151","91","5","1","0.5","7.199999999999989","3.312","259","90","252","5.75","40","75","11.625",
"852967719","626120500","160053282","7033.53","7.199999999999989","3.312","71.2","40.25","265.0","6.43","50.09","1077.0","300","151","91","5","1","0.5","7.199999999999989","3.312","256","92","252","5.75","40","75","12.125",
"852967720","626120569","160052714","7036.83","7.399999999999977","3.303","70.2","40.25","265.0","6.34","50.09","1075.0","300","151","91","5","1","0.5","7.399999999999977","3.303","254","91","246","5.75","40","75","12.75",
"852967721","626120637","160052205","7039.79","7.199999999999989","3.303","70.2","40.0","262.0","6.34","50.09","1073.0","300","151","91","5","1","0.5","7.199999999999989","3.303","257","91","248","5.875","40","76","12.625",
"852967722","626120697","160051652","7042.98","7.399999999999977","3.303","70.2","40.0","263.0","6.34","50.21","1066.0","300","151","91","5","1","0.5","7.399999999999977","3.303","256","92","254","5.625","40","74","11.75",
"852967723","626120792","160051164","7045.89","7.199999999999989","3.303","70.2","40.0","263.0","6.34","50.31","1061.0","300","151","91","5","1","0.5","7.199999999999989","3.303","259","90","256","5.75","40","74","11.75",
"852967724","626120915","160050656","7049.0","7.199999999999989","3.303","70.2","40.5","264.0","6.43","50.31","1050.0","300","151","91","5","1","0.5","7.199999999999989","3.303","262","92","254","5.75","40","75","11.625",
"852967725","626121028","160050159","7052.03","7.199999999999989","3.294","70.2","40.0","262.0","6.43","50.4","1051.0","300","152","92","5","1","0.0","7.199999999999989","3.294","262","91","252","5.5","40","73","11.75",
"852967726","626121141","160049627","7055.23","7.199999999999989","3.294","69.2","40.0","262.0","6.53","50.4","1044.0","300","151","91","5","1","0.5","7.199999999999989","3.294","268","91","250","5.625","40","74","11.875",
"852967727","626121242","160049093","7058.41","7.199999999999989","3.284","69.2","40.0","261.0","6.53","50.4","1042.0","300","151","92","5","1","0.0","7.199999999999989","3.284","268","91","252","5.75","40","75","11.75",
"852967728","626121353","160048559","7061.63","7.199999999999989","3.284","69.2","40.25","261.0","6.62","50.4","1034.0","300","151","92","5","1","0.0","7.199999999999989","3.284","272","91","248","5.625","40","74","11.875",
"852967729","626121477","160048120","7064.38","7.199999999999989","3.284","70.2","40.5","263.0","6.62","50.4","1042.0","300","151","92","5","1","0.0","7.199999999999989","3.284","268","92","248","5.75","40","75","12.25",
