record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],record.developer.0.Elevation[Meters],
"852364979","626401682","159518353","0.0","57.39999999999998","0.075","0.0","0.0","0.0","5.15","31.65","320.0","300","94","0","24","1","0.0","57.39999999999998","0.075","0","0","0","0.0","0","0.0",
"852364980","626401612","159518140","1.35","58.0","0.0","50.7","46.25","570.0","5.15","31.65","320.0","300","90","49","24","1","0.5","58.0","0.0","0","0","0","0.0","0","0.0",
"852364981","626401682","159517842","3.16","58.0","0.093","50.7","46.25","570.0","40.81","35.9","224.0","300","87","49","24","1","0.5","58.0","0.093","0","0","0","0.0","0","0.0",
"852364982","626401823","159517621","4.95","58.39999999999998","0.121","80.0","38.25","291.0","30.93","40.93","236.0","300","87","88","24","1","0.0","58.39999999999998","0.121","0","0","0","0.0","0","0.0",
"852364983","626401962","159517420","6.66","58.200000000000045","1.502","80.0","38.0","277.0","17.75","43.18","439.0","300","88","89","24","1","0.5","58.200000000000045","1.502","0","0","0","0.0","0","0.0",
"852364984","626402151","159517196","8.76","58.60000000000002","1.717","77.0","38.25","272.0","12.87","45.25","583.0","300","88","90","24","1","0.5","58.60000000000002","1.717","0","0","0","0.0","0","0.0","0",
"852364985","626402387","159516971","11.29","58.200000000000045","1.717","76.0","38.25","269.0","13.15","46.09","581.0","300","88","90","24","1","0.5","58.200000000000045","1.717","0","92","0","0.0","0","0.0","0",
"852364986","626402585","159516602","14.03","58.200000000000045","2.389","77.0","38.75","269.0","12.87","46.75","603.0","300","90","90","24","1","0.5","58.200000000000045","2.389","41","91","0","0.0","41","0.0","0",
"852364987","626402835","159516432","16.55","58.200000000000045","2.687","77.0","39.25","267.0","12.28","47.09","832.0","300","92","91","24","1","0.0","58.200000000000045","2.687","202","91","256","0.0","41","0.0","0",
"852364988","626402998","159516158","18.65","58.200000000000045","2.753","77.0","39.25","267.0","10.53","47.62","841.0","300","93","90","24","1","0.5","58.200000000000045","2.753","233","90","250","5.875","75","13.625","0",
"852364989","626403114","159515788","20.97","58.200000000000045","2.753","76.0","39.75","269.0","10.15","47.75","846.0","300","94","90","24","1","0.5","58.200000000000045","2.753","228","88","250","5.875","76","13.25","0",
"852364990","626403167","159515273","23.77","58.200000000000045","2.463","76.0","40.0","270.0","9.65","48.0","844.0","300","99","90","24","1","0.0","58.200000000000045","2.463","233","88","252","6.0","77","13.125","0",
"852364991","626403315","159514936","26.12","58.200000000000045","2.463","76.0","40.25","272.0","9.46","48.09","839.0","300","101","89","24","1","0.5","58.200000000000045","2.463","226","89","258","6.0","76","12.5","0",
"852364992","626403324","159514318","29.21","58.200000000000045","2.501","75.0","40.0","269.0","9.25","48.31","839.0","300","104","89","24","1","0.5","58.200000000000045","2.501","221","90","262","5.875","75","12.25","0",
"852364993","626403495","159513957","31.8","58.200000000000045","2.594","75.0","40.0","269.0","9.15","48.4","836.0","300","109","89","24","1","0.5","58.200000000000045","2.594","221","89","264","5.75","74","12.25","0",
"852364994","626403462","159513228","35.63","58.200000000000045","2.659","74.0","40.25","270.0","8.87","48.5","838.0","300","113","89","24","1","0.5","58.200000000000045","2.659","215","88","268","5.875","74","12.625","0",
"852364995","626403589","159512856","38.01","58.200000000000045","2.678","73.0","40.5","272.0","8.78","48.5","843.0","300","114","89","24","1","0.5","58.200000000000045","2.678","211","90","270","5.75","74","12.5","0",
"852364996","626403695","159512544","39.87","58.200000000000045","2.753","73.0","40.5","273.0","8.46","48.5","946.0","300","115","89","24","1","0.5","58.200000000000045","2.753","206","89","272","5.5","72","12.375","0",
"852364997","626403867","159512310","41.94","58.39999999999998","2.753","73.0","40.5","274.0","8.28","48.5","928.0","300","116","89","24","1","0.0","58.39999999999998","2.753","211","88","272","5.375","71","12.5","0",
"852364998","626404001","159512022","43.99","58.39999999999998","2.585","73.0","40.25","273.0","8.37","48.59","891.0","300","116","89","24","1","0.0","58.39999999999998","2.585","207","88","274","5.5","72","12.5","0",
"852364999","626404162","159511627","46.67","58.39999999999998","2.529","73.0","40.75","274.0","8.46","48.59","869.0","300","117","89","24","1","0.0","58.39999999999998","2.529","210","88","274","5.625","73","12.375","0",
"852365000","626404150","159510972","50.18","58.39999999999998","2.501","74.0","40.5","274.0","8.59","48.59","854.0","300","119","89","23","1","0.0","58.39999999999998","2.501","215","88","272","5.75","73","12.5","0",
"852365001","626404233","159510638","52.19","58.39999999999998","2.501","75.0","40.75","275.0","8.68","48.78","826.0","300","120","89","23","1","0.0","58.39999999999998","2.501","215","88","272","5.875","74","12.375","0",
"852365002","626404339","159510274","54.42","58.39999999999998","2.529","74.0","40.75","274.0","8.68","48.87","825.0","300","121","89","23","1","0.5","58.39999999999998","2.529","226","88","270","5.75","74","12.625","0",
"852365003","626404455","159509887","56.72","58.60000000000002","2.529","74.0","40.75","275.0","8.68","48.87","837.0","300","122","89","23","1","0.0","58.60000000000002","2.529","222","90","270","5.75","73","12.625","0",
"852365004","626404511","159509388","59.41","58.60000000000002","2.51","75.0","40.25","271.0","8.78","48.96","833.0","300","123","89","23","1","0.0","58.60000000000002","2.51","232","89","268","5.75","74","12.0","0",
"852365005","626404639","159509001","61.87","58.60000000000002","2.51","74.0","40.5","274.0","8.78","49.12","831.0","300","124","89","23","1","0.0","58.60000000000002","2.51","242","86","268","5.75","73","12.0","0",
"852365006","626404798","159508675","64.24","58.39999999999998","2.519","74.0","41.0","276.0","8.78","49.12","831.0","300","125","89","23","1","0.0","58.39999999999998","2.519","243","90","268","5.75","74","12.125","0",
"852365007","626404922","159508305","66.64","58.39999999999998","2.51","73.0","41.0","278.0","8.59","49.21","832.0","300","125","89","23","1","0.0","58.39999999999998","2.51","239","90","268","5.75","74","12.125","0",
"852365008","626405057","159507899","69.24","58.60000000000002","2.501","73.0","41.0","278.0","8.59","49.31","832.0","300","126","88","23","1","0.5","58.60000000000002","2.501","244","90","270","5.75","74","12.375","0",
"852365009","626405266","159507502","72.23","58.60000000000002","2.491","72.2","40.75","273.0","8.59","49.43","828.0","300","127","89","23","1","0.5","58.60000000000002","2.491","241","87","266","5.625","73","12.875","0",
"852365010","626405470","159507169","74.86","58.60000000000002","2.491","71.2","40.75","272.0","8.59","49.53","807.0","300","127","90","23","1","0.0","58.60000000000002","2.491","240","87","276","5.875","74","12.125","0",
"852365011","626405667","159506886","77.3","58.60000000000002","2.51","69.2","40.5","266.0","8.59","49.53","797.0","300","127","92","23","1","0.0","58.60000000000002","2.51","235","92","276","5.5","72","12.0","0",
"852365012","626405878","159506664","79.61","58.60000000000002","2.519","69.2","40.5","267.0","8.59","49.53","805.0","300","128","92","23","1","0.0","58.60000000000002","2.519","245","92","276","5.5","72","12.0","0",
"852365013","626406107","159506408","82.18","58.60000000000002","2.519","70.2","40.5","267.0","8.46","49.65","819.0","300","127","91","23","1","0.5","58.60000000000002","2.519","237","93","276","5.0","69","11.875","0",
"852365014","626406321","159506142","84.69","58.60000000000002","2.519","70.2","40.25","266.0","8.46","49.65","824.0","300","127","91","23","1","0.0","58.60000000000002","2.519","253","90","268","5.25","71","12.5","0",
"852365015","626406447","159505695","87.46","58.60000000000002","2.529","70.2","40.5","266.0","8.46","49.65","824.0","300","128","91","23","1","0.0","58.60000000000002","2.529","252","92","266","5.25","71","12.5","0",
"852365016","626406585","159505261","90.22","58.60000000000002","2.529","70.2","40.25","266.0","8.37","49.65","827.0","300","129","91","22","1","0.0","58.60000000000002","2.529","246","90","266","5.5","73","12.375","0",
"852365017","626406737","159504705","93.62","58.60000000000002","2.538","71.2","40.75","269.0","8.37","49.65","831.0","300","130","91","22","1","0.0","58.60000000000002","2.538","245","90","268","5.5","73","12.375","0",
"852365018","626406928","159504329","96.38","58.60000000000002","2.547","71.2","40.5","269.0","8.28","49.65","834.0","300","131","91","22","1","0.0","58.60000000000002","2.547","246","91","266","5.375","71","12.5","0",
"852365019","626407084","159503912","99.11","58.39999999999998","2.613","71.2","40.5","269.0","8.09","49.65","924.0","300","131","91","22","1","0.0","58.39999999999998","2.613","251","90","270","5.5","73","12.25","0",
"852365020","626407215","159503494","101.73","58.39999999999998","2.613","71.2","40.5","268.0","8.0","49.65","899.0","300","131","90","22","1","0.5","58.39999999999998","2.613","252","91","270","5.375","71","12.375","0",
"852365021","626407359","159503064","104.45","58.39999999999998","2.613","72.2","40.5","269.0","8.0","49.75","902.0","300","131","90","22","1","0.5","58.39999999999998","2.613","246","88","268","5.375","72","12.625","0",
"852365022","626407473","159502608","107.06","58.39999999999998","2.613","72.2","40.5","269.0","8.0","49.75","900.0","300","132","90","22","1","0.0","58.39999999999998","2.613","240","89","268","5.5","72","12.625","0",
"852365023","626407698","159502330","109.69","58.39999999999998","2.613","72.2","40.5","270.0","8.0","49.75","896.0","300","132","89","22","1","0.5","58.39999999999998","2.613","251","89","272","5.625","73","12.375","0",
"852365024","626407771","159501718","113.05","58.60000000000002","2.613","72.2","41.0","273.0","8.0","49.75","894.0","300","131","90","22","1","0.0","58.60000000000002","2.613","243","91","272","5.625","73","12.25","0",
"852365025","626407843","159501123","116.37","58.60000000000002","2.613","72.2","40.75","272.0","8.0","49.84","887.0","300","132","89","22","1","0.5","58.60000000000002","2.613","241","89","272","5.625","73","12.0","0",
"852365026","626408005","159500686","119.27","58.799999999999955","2.65","72.2","40.75","271.0","7.9","49.84","887.0","300","132","90","22","1","0.0","58.799999999999955","2.65","245","89","270","5.5","72","12.25","0",
"852365027","626408199","159500305","122.09","59.0","2.678","70.2","41.0","272.0","7.68","49.84","895.0","300","132","90","22","1","0.0","59.0","2.678","254","90","270","5.625","73","12.125","0",
"852365028","626408396","159499944","124.84","59.0","2.687","69.2","41.0","272.0","7.5","49.75","913.0","300","132","90","22","1","0.5","59.0","2.687","248","91","270","5.5","72","12.5","0",
"852365029","626408607","159499605","127.6","59.0","2.687","69.2","41.0","272.0","7.5","49.75","913.0","300","132","90","22","1","0.5","59.0","2.687","244","90","268","5.625","73","12.75","0",
"852365030","626408734","159499222","130.04","58.799999999999955","2.687","69.2","40.75","270.0","7.5","49.75","910.0","300","133","90","22","1","0.5","58.799999999999955","2.687","237","90","268","5.375","72","12.625","0",
"852365031","626408859","159498849","132.45","58.799999999999955","2.687","68.2","40.75","268.0","7.4","49.75","901.0","300","133","91","22","1","0.0","58.799999999999955","2.687","242","91","270","5.5","73","12.375","0",
"852365032","626408982","159498431","135.01","59.0","2.678","68.2","40.75","269.0","7.5","49.75","895.0","300","132","91","21","1","0.0","59.0","2.678","248","91","268","5.5","73","12.375","0",
"852365033","626409116","159498018","137.61","59.0","2.678","69.2","40.75","270.0","7.59","49.75","883.0","300","133","90","21","1","0.5","59.0","2.678","254","91","268","5.25","71","12.5","0",
"852365034","626409262","159497620","140.23","59.0","2.669","70.2","41.0","271.0","7.68","49.75","875.0","300","133","90","21","1","0.5","59.0","2.669","248","90","268","5.375","71","12.625","0",
"852365035","626409422","159497140","143.27","59.0","2.669","69.2","41.0","273.0","7.68","49.75","871.0","300","133","90","21","1","0.5","59.0","2.669","246","89","274","5.25","71","12.0","0",
"852365036","626409619","159496742","146.18","59.0","2.669","69.2","41.0","272.0","7.81","49.87","870.0","300","133","90","21","1","0.5","59.0","2.669","245","89","274","5.375","71","12.0","0",
"852365037","626409824","159496353","149.1","59.0","2.678","69.2","41.0","273.0","7.81","49.96","873.0","300","134","90","21","1","0.0","59.0","2.678","255","90","274","5.375","71","12.0","0",
"852365038","626410031","159495962","152.05","59.200000000000045","2.687","69.2","41.0","272.0","7.68","50.06","882.0","300","133","90","21","1","0.5","59.200000000000045","2.687","264","90","274","5.375","71","12.0","0",
"852365039","626410226","159495601","154.76","59.0","2.697","68.2","40.75","268.0","7.5","50.06","881.0","300","134","91","21","1","0.5","59.0","2.697","254","89","274","5.5","72","12.625","0",
"852365040","626410466","159495336","157.46","59.200000000000045","2.697","67.2","41.0","268.0","7.5","50.06","883.0","300","135","92","21","1","0.0","59.200000000000045","2.697","259","91","266","5.5","73","12.75","0",
"852365041","626410693","159495060","160.1","59.200000000000045","2.697","67.2","41.0","269.0","7.4","49.96","895.0","300","135","92","21","1","0.0","59.200000000000045","2.697","257","93","274","5.375","71","12.375","0",
"852365042","626410972","159494750","163.24","59.200000000000045","2.706","68.2","41.5","276.0","7.4","49.96","906.0","300","136","90","21","1","0.5","59.200000000000045","2.706","258","93","272","5.125","70","12.25","0",
"852365043","626411290","159494646","166.26","59.39999999999998","2.706","68.2","41.5","275.0","7.4","50.06","903.0","300","136","90","21","1","0.5","59.39999999999998","2.706","260","93","272","5.125","70","12.25","0",
"852365044","626411677","159494696","169.82","59.39999999999998","2.715","68.2","41.5","274.0","7.21","50.06","903.0","300","136","90","21","1","0.5","59.39999999999998","2.715","281","88","268","5.0","69","12.125","0",
"852365045","626411948","159494651","172.31","59.60000000000002","2.725","67.2","41.25","273.0","7.21","50.06","919.0","300","136","91","21","1","0.0","59.60000000000002","2.725","281","88","268","5.0","69","12.125","0",
"852365046","626412176","159494496","174.57","59.60000000000002","2.734","68.2","41.0","272.0","7.21","50.06","925.0","300","136","90","21","1","0.5","59.60000000000002","2.734","285","92","276","5.125","70","12.25","1",
"852365047","626412466","159494324","177.37","59.60000000000002","2.734","68.2","40.75","269.0","7.21","50.15","930.0","300","137","90","21","1","0.5","59.60000000000002","2.734","292","89","274","5.5","72","12.125","1",
"852365048","626412720","159494110","180.02","59.799999999999955","2.725","67.2","40.75","269.0","7.21","49.93","908.0","300","138","91","21","1","0.0","59.799999999999955","2.725","297","89","274","5.625","72","12.25","1",
"852365049","626412971","159493857","182.77","59.799999999999955","2.725","67.2","41.0","269.0","7.31","49.93","900.0","300","138","91","20","1","0.0","59.799999999999955","2.725","300","90","274","5.5","72","12.25","1",
"852365050","626413242","159493622","185.61","60.0","2.725","68.2","40.5","267.0","7.4","49.81","895.0","300","138","90","20","1","0.5","60.0","2.725","304","91","276","5.5","72","11.75","2",
"852365051","626413507","159493361","188.47","60.39999999999998","2.715","68.2","40.5","267.0","7.5","49.81","877.0","300","138","90","20","1","0.5","60.39999999999998","2.715","286","91","276","4.875","68","12.125","2",
"852365052","626413741","159493105","191.08","60.60000000000002","2.715","68.2","41.0","270.0","7.59","49.81","871.0","300","140","91","20","1","0.0","60.60000000000002","2.715","281","91","278","4.875","68","12.125","1",
"852365053","626413985","159492878","193.67","60.60000000000002","2.715","68.2","40.5","268.0","7.68","49.81","869.0","300","139","91","20","1","0.0","60.60000000000002","2.715","276","89","278","5.0","68","12.125","1",
"852365054","626414208","159492657","196.09","60.799999999999955","2.715","69.2","40.75","270.0","7.68","49.81","873.0","300","140","90","20","1","0.5","60.799999999999955","2.715","288","90","280","5.125","69","12.125","2",
"852365055","626414449","159492470","198.55","61.0","2.715","69.2","40.75","271.0","7.68","49.81","874.0","300","141","90","20","1","0.0","61.0","2.715","294","89","288","5.0","69","11.625","2",
"852365056","626414717","159492255","201.32","61.200000000000045","2.715","68.2","41.0","272.0","7.59","49.81","867.0","300","141","90","20","1","0.0","61.200000000000045","2.715","288","89","284","4.875","68","12.125","2",
"852365057","626414887","159492120","203.09","61.39999999999998","2.706","68.2","41.5","275.0","7.68","49.81","863.0","300","142","90","20","1","0.5","61.39999999999998","2.706","288","89","282","5.125","69","12.125","2",
"852365058","626415146","159491959","205.66","61.60000000000002","2.706","68.2","41.0","273.0","7.68","49.81","855.0","300","142","90","20","1","0.5","61.60000000000002","2.706","305","89","284","5.125","69","12.125","3",
"852365059","626415437","159491871","208.42","61.60000000000002","2.669","67.2","40.75","270.0","8.0","49.81","830.0","300","142","91","20","1","0.0","61.60000000000002","2.669","312","89","282","5.125","69","12.125","3",
"852365060","626415744","159491836","211.29","61.60000000000002","2.669","68.2","40.75","268.0","8.46","49.81","761.0","300","142","92","20","1","0.0","61.60000000000002","2.669","317","93","280","5.0","68","12.125","4",
"852365061","626416029","159491832","213.95","61.60000000000002","2.669","71.2","40.75","269.0","8.78","49.81","894.0","300","142","91","20","1","0.0","61.60000000000002","2.669","317","93","280","5.0","68","12.125","4",
"852365062","626416298","159491855","216.46","61.799999999999955","2.669","85.7","41.25","284.0","8.78","49.93","955.0","300","142","82","20","1","0.0","61.799999999999955","2.669","324","92","272","5.0","69","12.375","4",
"852365063","626416499","159491901","218.35","62.0","2.65","83.7","41.5","287.0","8.18","50.06","993.0","300","144","80","20","1","0.0","62.0","2.65","318","84","272","5.125","70","12.75","4",
"852365064","626416637","159491953","219.66","62.200000000000045","2.51","81.0","41.25","291.0","8.18","50.06","993.0","300","142","77","20","1","0.5","62.200000000000045","2.51","303","84","264","5.125","70","12.75","4",
"852365065","626416776","159492044","221.02","62.200000000000045","2.277","60.5","41.25","302.0","7.81","50.06","1032.0","300","142","75","20","1","0.5","62.200000000000045","2.277","269","71","266","7.0","81","14.625","3",
"852365066","626416921","159492113","222.43","62.200000000000045","2.015","60.5","41.25","302.0","7.03","50.21","1187.0","300","142","75","20","1","0.5","62.200000000000045","2.015","166","53","266","0.0","16","0.0","3",
"852365067","626417039","159492166","223.55","62.200000000000045","1.101","53.5","41.0","312.0","6.43","50.21","1187.0","300","142","73","20","1","0.5","62.200000000000045","1.101","151","46","490","0.0","16","0.0","3",
"852365068","626417110","159492200","224.21","62.200000000000045","1.064","46.7","40.5","338.0","5.93","50.31","1046.0","300","141","56","20","1","0.0","62.200000000000045","1.064","142","46","1264","0.0","16","0.0","3",
"852365077","626417560","159491917","225.7","62.39999999999998","0.075","50.7","40.25","416.0","3.9","53.0","906.0","300","138","69","19","1","0.5","62.39999999999998","0.075","0","0","1360","0.0","0","0.0","3",
"852365078","626417845","159491910","228.35","62.39999999999998","1.484","77.0","37.0","311.0","3.9","50.4","906.0","300","138","89","19","1","0.5","62.39999999999998","1.484","0","0","1360","0.0","0","0.0","3",
"852365079","626418158","159491890","231.26","62.200000000000045","1.502","75.0","37.0","298.0","15.5","49.25","514.0","300","139","90","19","1","0.5","62.200000000000045","1.502","0","0","1360","0.0","0","0.0","3",
"852365080","626418509","159491962","234.57","62.200000000000045","2.398","77.0","38.25","281.0","15.12","49.59","502.0","300","140","89","19","1","0.5","62.200000000000045","2.398","0","0","1360","0.0","0","0.0","3",
"852365081","626418867","159492022","237.92","62.0","2.669","79.0","38.25","273.0","12.68","49.68","889.0","300","140","90","19","1","0.0","62.0","2.669","0","0","1360","0.0","0","0.0","3",
"852365082","626419202","159492109","241.08","62.0","3.079","80.0","38.25","267.0","10.43","50.03","926.0","300","140","90","19","1","0.5","62.0","3.079","0","0","0","0.0","0","0.0","4",
"852365083","626419533","159492219","244.23","61.60000000000002","3.098","79.0","38.75","266.0","9.37","50.03","965.0","300","142","90","19","1","0.5","61.60000000000002","3.098","41","88","0","0.0","41","0.0","4",
"852365084","626419798","159492324","246.77","61.60000000000002","3.079","79.0","39.0","266.0","8.78","50.12","985.0","300","143","90","19","1","0.5","61.60000000000002","3.079","267","90","0","6.25","78","12.625","4",
"852365085","626420048","159492452","249.21","61.39999999999998","2.986","78.0","38.75","264.0","8.59","50.12","1007.0","300","143","90","19","1","0.0","61.39999999999998","2.986","255","90","250","6.125","78","12.5","4",
"852365086","626420299","159492584","251.67","61.39999999999998","2.687","78.0","39.0","265.0","8.28","50.12","1006.0","300","143","89","19","1","0.5","61.39999999999998","2.687","251","89","254","6.0","77","12.125","4",
"852365087","626420549","159492737","254.16","61.200000000000045","2.538","78.0","39.25","264.0","8.18","50.03","966.0","300","143","90","19","1","0.0","61.200000000000045","2.538","232","89","254","6.0","76","11.875","4",
"852365088","626420813","159492914","256.82","61.200000000000045","2.538","77.0","39.5","263.0","8.28","50.03","871.0","300","143","91","19","1","0.0","61.200000000000045","2.538","215","90","262","6.0","75","11.875","3",
"852365089","626421093","159493105","259.65","61.0","2.575","76.0","39.75","265.0","8.28","49.93","870.0","300","143","90","19","1","0.5","61.0","2.575","219","91","260","5.875","75","12.0","4",
"852365090","626421389","159493297","262.62","61.200000000000045","2.631","76.0","39.75","265.0","8.28","49.93","875.0","300","143","90","19","1","0.5","61.200000000000045","2.631","223","90","258","5.75","74","12.25","4",
"852365091","626421669","159493478","265.43","61.0","2.697","75.0","40.0","265.0","8.28","49.84","872.0","300","143","90","19","1","0.5","61.0","2.697","235","90","258","5.75","75","12.25","4",
"852365092","626421937","159493669","268.15","61.0","2.753","75.0","40.25","266.0","8.18","49.84","900.0","300","142","91","19","1","0.0","61.0","2.753","233","91","256","5.625","74","12.25","4",
"852365093","626422167","159493837","270.5","60.60000000000002","2.753","76.0","40.25","272.0","8.09","49.84","966.0","300","142","85","19","1","0.5","60.60000000000002","2.753","237","91","254","5.75","74","12.375","4",
"852365094","626422407","159493951","272.8","60.39999999999998","2.725","77.0","41.75","284.0","8.0","49.84","975.0","300","142","84","19","1","0.5","60.39999999999998","2.725","240","87","254","5.75","74","12.625","4",
"852365109","626423302","159494280","272.8","62.200000000000045","0.037","0.0","0.0","0.0","3.0","51.53","224.0","300","125","0","18","1","0.0","62.200000000000045","0.037","0","0","256","6.5","0","0.0","4",
"852365110","626423457","159494438","274.49","62.200000000000045","0.0","75.0","37.75","261.0","3.0","50.43","224.0","300","126","69","18","1","0.0","62.200000000000045","0.0","0","0","256","6.5","0","0.0","4",
"852365111","626423738","159494589","277.24","62.39999999999998","0.933","82.0","36.25","230.0","4.0","49.5","239.0","300","126","92","18","1","0.0","62.39999999999998","0.933","0","0","256","6.5","0","0.0","4",
"852365112","626424079","159494749","280.55","62.39999999999998","1.185","78.0","36.5","239.0","13.37","49.96","554.0","300","126","92","18","1","0.0","62.39999999999998","1.185","0","0","256","6.5","0","0.0","4",
"852365113","626424424","159494940","283.95","62.200000000000045","2.818","77.0","37.0","246.0","10.71","49.96","946.0","300","132","91","18","1","0.0","62.200000000000045","2.818","0","0","256","6.5","0","0.0","4",
"852365114","626424784","159495150","287.51","62.200000000000045","3.182","76.0","37.5","249.0","8.96","50.21","1032.0","300","135","91","18","1","0.5","62.200000000000045","3.182","38","0","206","6.5","0","0.0","5",
"852365115","626425138","159495345","290.99","62.0","3.294","77.0","37.75","250.0","8.46","50.4","1063.0","300","136","91","18","1","0.5","62.0","3.294","63","92","912","0.0","16","0.0","5",
"852365116","626425460","159495522","294.16","61.799999999999955","3.359","80.0","38.25","250.0","8.28","50.4","1069.0","300","135","91","18","1","0.5","61.799999999999955","3.359","206","92","912","0.0","41","0.0","5",
"852365117","626425782","159495717","297.36","61.39999999999998","3.359","80.0","38.5","251.0","8.09","50.5","1070.0","300","134","92","18","1","0.0","61.39999999999998","3.359","240","91","342","8.0","41","5.625","5",
"852365118","626426077","159495927","300.36","61.200000000000045","3.191","79.0","38.75","251.0","7.59","50.59","1075.0","300","134","92","18","1","0.5","61.200000000000045","3.191","270","90","342","6.0","77","12.875","5",
"852365119","626426390","159496133","303.51","61.0","3.163","78.0","39.0","253.0","7.31","50.59","1073.0","300","133","92","18","1","0.5","61.0","3.163","271","90","234","6.0","77","12.875","4",
"852365120","626426707","159496331","306.67","61.200000000000045","3.051","76.0","39.5","258.0","7.31","50.5","1050.0","300","133","92","18","1","0.5","61.200000000000045","3.051","254","91","236","6.125","78","13.375","4",
"852365121","626427016","159496541","309.79","61.0","3.032","76.0","39.5","259.0","7.31","50.5","1045.0","300","134","92","18","1","0.0","61.0","3.032","250","91","240","6.125","78","13.375","4",
"852365122","626427315","159496722","312.76","61.0","3.042","76.0","40.25","265.0","7.21","50.4","1041.0","300","134","90","18","1","0.5","61.0","3.042","251","92","242","5.875","76","12.75","3",
"852365123","626427616","159496911","315.77","60.60000000000002","3.042","76.0","40.0","265.0","7.21","50.31","1037.0","300","134","90","18","1","0.0","60.60000000000002","3.042","256","92","244","5.875","76","12.75","4",
"852365124","626427935","159497082","318.9","60.799999999999955","2.967","76.0","40.0","266.0","7.21","50.31","1028.0","300","134","90","18","1","0.0","60.799999999999955","2.967","251","91","244","6.0","77","13.0","4",
"852365125","626428267","159497262","322.16","60.60000000000002","2.967","75.0","40.0","266.0","7.21","50.21","1015.0","300","134","90","18","1","0.0","60.60000000000002","2.967","235","88","258","6.25","77","12.125","4",
"852365126","626428581","159497453","325.29","60.60000000000002","2.967","75.0","40.0","267.0","7.31","50.09","1003.0","300","135","90","18","1","0.0","60.60000000000002","2.967","224","90","258","6.25","77","12.25","4",
"852365127","626428880","159497652","328.29","60.60000000000002","3.004","75.0","40.25","268.0","7.21","50.09","999.0","300","135","90","18","1","0.0","60.60000000000002","3.004","223","90","256","5.75","75","12.5","3",
"852365128","626429210","159497850","331.57","60.799999999999955","3.004","73.0","40.25","268.0","7.12","50.09","1000.0","300","136","90","18","1","0.5","60.799999999999955","3.004","221","88","256","6.0","76","12.5","3",
"852365129","626429510","159498023","334.54","60.60000000000002","3.023","73.0","40.25","268.0","7.12","50.0","1000.0","300","136","90","18","1","0.5","60.60000000000002","3.023","220","91","252","5.875","76","12.75","3",
"852365130","626429810","159498191","337.5","60.799999999999955","3.004","73.0","40.5","271.0","7.12","49.9","1005.0","300","137","90","18","1","0.0","60.799999999999955","3.004","212","91","254","5.875","76","12.875","3",
"852365131","626430099","159498356","340.35","60.60000000000002","3.004","73.0","40.75","271.0","7.12","49.81","998.0","300","137","90","17","1","0.5","60.60000000000002","3.004","207","90","254","5.625","74","12.625","3",
"852365132","626430426","159498634","343.78","60.60000000000002","3.004","73.0","40.25","267.0","7.21","49.81","998.0","300","137","91","17","1","0.0","60.60000000000002","3.004","203","88","260","5.75","75","12.375","3",
"852365133","626430708","159498822","346.62","60.60000000000002","3.004","73.0","40.0","265.0","7.21","49.81","992.0","300","137","91","17","1","0.0","60.60000000000002","3.004","203","88","262","5.75","75","12.375","3",
"852365134","626431002","159499021","349.59","60.60000000000002","2.976","73.0","39.75","264.0","7.31","49.81","994.0","300","137","91","17","1","0.0","60.60000000000002","2.976","208","92","262","5.75","74","12.375","3",
"852365135","626431329","159499182","352.77","60.39999999999998","2.976","75.0","39.75","265.0","7.31","49.81","994.0","300","137","90","17","1","0.5","60.39999999999998","2.976","219","88","256","5.25","71","12.25","3",
"852365136","626431649","159499358","355.92","60.39999999999998","2.976","75.0","39.75","263.0","7.4","50.03","986.0","300","138","90","17","1","0.5","60.39999999999998","2.976","222","91","254","5.625","74","12.375","2",
"852365137","626432082","159499537","360.08","60.200000000000045","2.976","75.0","40.0","264.0","7.4","50.03","979.0","300","137","91","17","1","0.0","60.200000000000045","2.976","220","90","256","5.75","75","12.875","2",
"852365138","626432453","159499705","363.67","60.39999999999998","2.976","75.0","40.0","266.0","7.31","50.03","986.0","300","137","90","17","1","0.5","60.39999999999998","2.976","229","91","256","5.75","75","12.875","2",
"852365139","626432772","159499855","366.76","60.200000000000045","2.986","74.0","40.0","266.0","7.31","49.93","988.0","300","138","90","17","1","0.5","60.200000000000045","2.986","227","91","260","5.75","75","12.875","3",
"852365140","626433132","159500029","370.27","60.200000000000045","2.986","74.0","40.0","266.0","7.21","49.93","993.0","300","138","90","17","1","0.0","60.200000000000045","2.986","218","90","258","5.625","74","12.625","3",
"852365141","626433455","159500149","373.36","60.0","2.995","73.0","39.75","264.0","7.21","50.03","995.0","300","138","90","17","1","0.5","60.0","2.995","220","90","262","5.625","74","12.625","2",
