record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],record.developer.0.Elevation[Meters],
"852365704","626466833","159335659","1984.68","63.39999999999998","2.79","71.2","39.75","263.0","7.68","50.25","907.0","300","146","91","9","1","0.0","63.39999999999998","2.79","241","90","272","5.375","71","12.5","2",
"852365705","626466649","159335241","1987.59","63.200000000000045","2.79","72.2","39.75","264.0","7.81","50.15","917.0","300","148","91","9","1","0.0","63.200000000000045","2.79","241","90","272","5.25","70","12.75","2",
"852365706","626466521","159334773","1990.5","63.39999999999998","2.799","74.0","40.0","265.0","7.9","50.15","925.0","300","147","90","9","1","0.5","63.39999999999998","2.799","238","89","268","5.375","72","12.75","2",
"852365707","626466406","159334272","1993.54","63.39999999999998","2.799","75.0","39.25","259.0","7.9","50.06","916.0","300","148","90","9","1","0.5","63.39999999999998","2.799","238","89","268","5.625","73","13.0","2",
"852365708","626466330","159333686","1996.94","63.39999999999998","2.799","75.0","39.0","255.0","8.0","50.06","908.0","300","148","92","9","1","0.5","63.39999999999998","2.799","249","91","268","5.75","74","12.375","2",
"852365709","626466240","159333174","1999.97","63.39999999999998","2.818","75.0","39.25","254.0","8.0","50.06","904.0","300","148","93","9","1","0.0","63.39999999999998","2.818","261","93","262","5.75","74","12.125","2",
"852365710","626466180","159332568","2003.47","63.200000000000045","2.837","75.0","39.0","254.0","7.9","50.06","935.0","300","150","93","9","1","0.0","63.200000000000045","2.837","294","93","238","5.75","76","12.375","2",
"852365711","626466125","159332033","2006.55","63.200000000000045","2.855","75.0","39.5","254.0","7.81","49.96","945.0","300","151","93","9","1","0.0","63.200000000000045","2.855","308","93","234","5.75","76","12.375","3",
"852365712","626466065","159331481","2009.74","63.200000000000045","2.883","75.0","39.25","253.0","7.68","49.96","973.0","300","151","93","9","1","0.5","63.200000000000045","2.883","319","93","234","5.875","77","12.75","3",
"852365713","626466043","159330927","2012.9","63.200000000000045","2.893","75.0","39.25","252.0","7.59","49.96","997.0","300","151","93","9","1","0.0","63.200000000000045","2.893","317","93","226","5.875","77","12.75","3",
"852365714","626466016","159330365","2016.11","63.200000000000045","2.911","75.0","39.5","253.0","7.4","50.06","1014.0","300","151","93","9","1","0.0","63.200000000000045","2.911","308","93","226","6.0","78","13.0","3",
"852365715","626466009","159329874","2018.91","63.200000000000045","2.93","75.0","39.5","255.0","7.31","50.06","1037.0","300","152","93","9","1","0.0","63.200000000000045","2.93","305","93","228","6.0","78","13.375","3",
"852365716","626465976","159329356","2021.87","63.200000000000045","2.939","75.0","39.25","253.0","7.31","50.06","1036.0","300","153","93","9","1","0.0","63.200000000000045","2.939","300","92","228","6.125","79","12.75","2",
"852365717","626465962","159328800","2025.03","63.200000000000045","2.948","75.0","39.5","254.0","7.21","50.28","1028.0","300","153","93","9","1","0.0","63.200000000000045","2.948","288","92","236","5.875","77","12.625","2",
"852365718","626465917","159328256","2028.16","63.39999999999998","2.948","75.0","39.5","254.0","7.21","50.28","1003.0","300","153","93","9","1","0.0","63.39999999999998","2.948","286","92","236","5.875","77","12.5","2",
"852365719","626465869","159327662","2031.55","63.39999999999998","2.967","74.0","39.5","253.0","7.21","50.28","992.0","300","153","93","9","1","0.5","63.39999999999998","2.967","276","92","238","5.875","77","12.5","2",
"852365720","626465842","159327085","2034.83","63.39999999999998","2.967","74.0","39.75","254.0","7.21","50.18","991.0","300","154","94","9","1","0.0","63.39999999999998","2.967","275","94","238","5.5","75","12.5","2",
"852365721","626465832","159326527","2038.01","63.39999999999998","2.995","75.0","39.75","254.0","7.21","50.18","993.0","300","153","93","9","1","0.5","63.39999999999998","2.995","284","94","234","5.625","75","12.625","2",
"852365722","626465811","159326017","2040.92","63.39999999999998","3.004","75.0","39.75","254.0","7.21","50.28","999.0","300","155","93","9","1","0.5","63.39999999999998","3.004","287","93","232","5.75","76","12.75","2",
"852365723","626465770","159325460","2044.1","63.39999999999998","3.004","75.0","39.0","250.0","7.21","50.28","1004.0","300","154","93","9","1","0.5","63.39999999999998","3.004","293","92","232","5.875","77","12.5","2",
"852365724","626465765","159324916","2047.19","63.39999999999998","3.004","75.0","38.75","251.0","7.21","50.28","1010.0","300","155","92","9","1","0.5","63.39999999999998","3.004","289","92","234","5.75","76","12.125","2",
"852365725","626465741","159324390","2050.19","63.39999999999998","3.004","75.0","39.0","251.0","7.31","50.28","1006.0","300","154","92","9","1","0.5","63.39999999999998","3.004","286","92","234","5.875","77","11.875","2",
"852365726","626465738","159323860","2053.21","63.39999999999998","3.014","76.0","38.75","250.0","7.31","50.18","1002.0","300","155","92","9","1","0.5","63.39999999999998","3.014","287","92","242","5.875","77","11.875","2",
"852365727","626465682","159323311","2056.37","63.60000000000002","3.014","76.0","39.0","254.0","7.31","50.18","1001.0","300","155","92","9","1","0.0","63.60000000000002","3.014","287","92","242","5.75","75","12.125","2",
"852365728","626465658","159322715","2059.76","63.39999999999998","3.014","76.0","39.25","254.0","7.4","50.18","986.0","300","155","92","9","1","0.0","63.39999999999998","3.014","277","91","242","5.875","76","12.0","3",
"852365729","626465593","159322107","2063.26","63.39999999999998","3.014","76.0","39.75","259.0","7.4","50.18","982.0","300","156","92","9","1","0.0","63.39999999999998","3.014","277","91","242","5.875","76","12.0","3",
"852365730","626465507","159321423","2067.22","63.39999999999998","3.023","76.0","40.0","260.0","7.5","50.18","979.0","300","156","92","9","1","0.0","63.39999999999998","3.023","283","92","242","5.875","76","12.25","3",
"852365731","626465429","159320771","2070.98","63.39999999999998","3.051","75.0","39.75","258.0","7.4","50.18","986.0","300","155","92","9","1","0.5","63.39999999999998","3.051","289","93","242","5.875","77","12.0","3",
"852365732","626465306","159320053","2075.17","63.39999999999998","3.07","75.0","39.75","257.0","7.31","50.18","1008.0","300","156","93","9","1","0.0","63.39999999999998","3.07","288","93","242","5.75","76","12.25","3",
"852365733","626465105","159319175","2080.43","63.39999999999998","3.079","75.0","39.5","255.0","7.21","50.18","1015.0","300","156","93","9","1","0.0","63.39999999999998","3.079","295","91","242","5.75","76","12.125","3",
"852365734","626464980","159318444","2084.73","63.39999999999998","3.098","75.0","39.25","253.0","7.03","50.18","1055.0","300","157","92","9","1","0.5","63.39999999999998","3.098","292","93","242","5.625","75","12.625","2",
"852365735","626464914","159317767","2088.63","63.39999999999998","3.098","75.0","39.5","255.0","6.9","50.18","1062.0","300","157","92","9","1","0.5","63.39999999999998","3.098","287","92","238","5.75","76","12.75","2",
"852365736","626464749","159316944","2093.53","63.39999999999998","3.126","75.0","39.25","253.0","6.81","50.18","1089.0","300","157","92","9","1","0.5","63.39999999999998","3.126","287","92","238","5.875","77","12.625","2",
"852365737","626464687","159316279","2097.35","63.39999999999998","3.144","75.0","39.0","253.0","6.62","50.18","1119.0","300","156","92","9","1","0.5","63.39999999999998","3.144","279","92","240","5.75","76","12.5","2",
"852365738","626464571","159315465","2102.09","63.39999999999998","3.182","75.0","39.25","253.0","6.62","50.18","1120.0","300","156","92","9","1","0.5","63.39999999999998","3.182","272","92","240","5.75","76","12.375","2",
"852365739","626464374","159314529","2107.7","63.39999999999998","3.182","74.0","39.0","251.0","6.53","50.18","1121.0","300","156","93","9","1","0.0","63.39999999999998","3.182","271","92","240","6.0","77","12.5","2",
"852365740","626464245","159313826","2111.86","63.39999999999998","3.21","74.0","38.75","251.0","6.53","50.18","1123.0","300","155","93","9","1","0.0","63.39999999999998","3.21","271","92","238","6.0","77","12.5","2",
"852365741","626464196","159313144","2115.77","63.39999999999998","3.266","75.0","39.0","252.0","6.53","50.18","1124.0","300","156","93","9","1","0.0","63.39999999999998","3.266","272","93","238","5.875","77","12.25","2",
"852365742","626464184","159312518","2119.34","63.39999999999998","3.303","76.0","39.5","253.0","6.53","50.28","1125.0","300","156","93","9","1","0.0","63.39999999999998","3.303","268","94","236","5.75","76","12.625","2",
"852365743","626464146","159311828","2123.28","63.39999999999998","3.331","76.0","39.5","254.0","6.53","50.28","1143.0","300","156","93","9","1","0.0","63.39999999999998","3.331","273","94","232","5.75","76","12.625","2",
"852365744","626464124","159311203","2126.84","63.200000000000045","3.368","76.0","39.75","255.0","6.43","50.28","1156.0","300","156","93","9","1","0.0","63.200000000000045","3.368","269","93","232","5.875","77","12.75","2",
"852365745","626464077","159310567","2130.48","63.200000000000045","3.396","76.0","40.0","257.0","6.43","50.18","1161.0","300","156","93","9","1","0.0","63.200000000000045","3.396","269","92","232","5.875","77","12.75","2",
"852365746","626464045","159309971","2133.89","63.200000000000045","3.406","75.0","39.75","256.0","6.34","50.09","1160.0","300","156","93","9","1","0.0","63.200000000000045","3.406","272","93","234","5.75","77","12.625","2",
"852365747","626464078","159309399","2137.16","63.200000000000045","3.424","75.0","40.0","258.0","6.34","50.0","1161.0","300","156","93","9","1","0.0","63.200000000000045","3.424","274","92","230","5.875","77","12.875","2",
"852365748","626464111","159308814","2140.5","63.200000000000045","3.434","75.0","40.0","259.0","6.34","50.0","1157.0","300","157","93","9","1","0.0","63.200000000000045","3.434","271","92","230","5.875","77","13.125","2",
"852365749","626464155","159308138","2144.37","63.200000000000045","3.452","75.0","39.5","256.0","6.34","49.87","1160.0","300","157","93","9","1","0.0","63.200000000000045","3.452","271","92","230","5.875","77","13.125","2",
"852365750","626464236","159307524","2147.94","63.39999999999998","3.462","74.0","39.75","256.0","6.34","49.78","1156.0","300","157","93","9","1","0.0","63.39999999999998","3.462","271","92","230","6.125","78","13.375","2",
"852365751","626464341","159306927","2151.47","63.39999999999998","3.48","74.0","39.75","256.0","6.34","49.78","1155.0","300","157","93","9","1","0.0","63.39999999999998","3.48","271","93","238","5.875","77","12.625","1",
"852365752","626464435","159306450","2154.33","63.39999999999998","3.48","74.0","39.5","254.0","6.34","49.78","1152.0","300","157","93","9","1","0.0","63.39999999999998","3.48","271","93","238","5.875","77","12.5","1",
"852365753","626464528","159305996","2157.06","63.39999999999998","3.48","75.0","39.5","255.0","6.34","49.78","1152.0","300","157","92","9","1","0.5","63.39999999999998","3.48","271","92","238","5.75","76","12.5","1",
"852365754","626464724","159305521","2160.29","63.39999999999998","3.424","75.0","39.5","256.0","6.34","49.78","1150.0","300","157","92","9","1","0.5","63.39999999999998","3.424","271","93","238","5.875","77","12.75","1",
"852365755","626464804","159304953","2163.6","63.39999999999998","3.378","75.0","39.5","256.0","6.43","49.68","1120.0","300","158","92","9","1","0.5","63.39999999999998","3.378","278","92","238","5.875","77","12.75","2",
"852365756","626464961","159304368","2167.23","63.39999999999998","3.368","74.0","39.75","257.0","6.43","49.81","1076.0","300","158","93","9","1","0.0","63.39999999999998","3.368","278","93","238","5.75","76","12.625","2",
"852365757","626464971","159303808","2170.39","63.60000000000002","3.368","74.0","39.5","254.0","6.53","49.81","1074.0","300","158","93","9","1","0.0","63.60000000000002","3.368","277","92","238","5.875","76","12.625","1",
"852365758","626465134","159303468","2172.8","63.60000000000002","3.378","74.0","39.75","256.0","6.53","49.81","1075.0","300","157","93","9","1","0.0","63.60000000000002","3.378","277","92","238","5.875","77","12.625","1",
"852365759","626465238","159302801","2176.72","63.60000000000002","3.368","74.0","39.25","253.0","6.62","49.81","1083.0","300","157","93","9","1","0.0","63.60000000000002","3.368","284","92","238","5.875","77","12.375","1",
"852365760","626465325","159302126","2180.65","63.60000000000002","3.35","75.0","39.25","255.0","6.71","49.81","1074.0","300","157","92","9","1","0.5","63.60000000000002","3.35","282","92","238","5.75","76","12.0","1",
"852365761","626465442","159301627","2183.68","63.39999999999998","3.35","75.0","39.5","256.0","6.71","49.81","1072.0","300","157","92","9","1","0.5","63.39999999999998","3.35","280","92","242","5.75","76","12.125","2",
"852365762","626465604","159301079","2187.13","63.200000000000045","3.359","75.0","39.75","257.0","6.81","49.81","1076.0","300","157","92","9","1","0.5","63.200000000000045","3.359","278","91","240","5.875","77","12.125","1",
"852365763","626465733","159300607","2190.06","63.200000000000045","3.368","76.0","39.75","257.0","6.81","49.81","1079.0","300","157","92","9","1","0.5","63.200000000000045","3.368","278","91","240","5.875","77","12.125","1",
"852365764","626465883","159300074","2193.37","63.200000000000045","3.359","76.0","40.0","260.0","6.81","49.9","1086.0","300","156","92","9","1","0.0","63.200000000000045","3.359","280","92","240","5.875","76","12.125","2",
"852365765","626465980","159299483","2196.85","63.200000000000045","3.35","77.0","40.0","261.0","6.81","49.9","1086.0","300","156","92","9","1","0.0","63.200000000000045","3.35","282","92","238","5.875","76","12.125","2",
"852365766","626466081","159298870","2200.45","63.0","3.35","76.0","40.0","261.0","6.81","49.9","1083.0","300","157","92","9","1","0.0","63.0","3.35","288","91","240","5.875","77","12.125","2",
"852365767","626466183","159298317","2203.73","63.0","3.359","77.0","40.0","260.0","6.81","49.9","1085.0","300","157","92","9","1","0.0","63.0","3.359","299","92","240","6.0","77","12.125","2",
"852365768","626466230","159297673","2207.41","63.200000000000045","3.368","76.0","40.0","259.0","6.81","50.0","1085.0","300","157","92","9","1","0.5","63.200000000000045","3.368","304","91","238","6.125","78","12.25","2",
"852365769","626466215","159297059","2210.9","63.39999999999998","3.378","76.0","39.25","255.0","6.71","50.09","1090.0","300","156","92","9","1","0.5","63.39999999999998","3.378","303","91","234","6.125","79","12.375","2",
"852365770","626466220","159296543","2213.84","63.39999999999998","3.387","75.0","38.75","251.0","6.71","50.09","1091.0","300","157","92","9","1","0.5","63.39999999999998","3.387","290","92","232","6.125","79","13.375","2",
"852365771","626466239","159296001","2216.93","63.60000000000002","3.387","75.0","38.25","250.0","6.62","50.09","1097.0","300","157","92","9","1","0.5","63.60000000000002","3.387","290","92","230","6.125","79","13.375","2",
"852365772","626466198","159295441","2220.14","63.799999999999955","3.359","76.0","38.25","250.0","6.71","50.09","1090.0","300","158","92","9","1","0.5","63.799999999999955","3.359","291","93","234","6.25","79","12.75","2",
"852365773","626466183","159294875","2223.36","63.799999999999955","3.35","76.0","38.0","249.0","6.81","50.09","1088.0","300","158","92","9","1","0.0","63.799999999999955","3.35","297","92","232","5.875","77","12.875","2",
"852365774","626466168","159294304","2226.61","63.799999999999955","3.34","78.0","38.0","250.0","6.9","50.09","1083.0","300","157","92","9","1","0.0","63.799999999999955","3.34","306","91","234","6.0","78","12.75","2",
"852365775","626466054","159293563","2230.91","63.799999999999955","3.34","78.0","37.5","246.0","7.03","50.09","1078.0","300","158","92","9","1","0.0","63.799999999999955","3.34","306","91","234","6.0","78","12.375","2",
"852365776","626466104","159292909","2234.65","63.799999999999955","3.34","77.0","38.25","250.0","6.9","50.09","1070.0","300","158","92","9","1","0.0","63.799999999999955","3.34","293","92","236","6.25","79","12.375","2",
"852365777","626466282","159292313","2238.42","63.60000000000002","3.359","76.0","38.25","248.0","6.9","50.09","1061.0","300","158","93","9","1","0.0","63.60000000000002","3.359","293","92","234","6.25","79","12.375","2",
"852365778","626466605","159291967","2242.01","63.60000000000002","3.368","76.0","38.5","250.0","6.81","50.21","1082.0","300","158","93","9","1","0.0","63.60000000000002","3.368","293","91","236","6.25","79","12.25","2",
"852365779","626466936","159291656","2245.56","63.39999999999998","3.378","76.0","38.5","250.0","6.81","50.21","1090.0","300","158","92","9","1","0.5","63.39999999999998","3.378","293","93","238","6.125","78","11.375","1",
"852365780","626467318","159291489","2249.24","63.39999999999998","3.387","76.0","38.5","250.0","6.81","50.21","1107.0","300","159","93","9","1","0.0","63.39999999999998","3.387","293","94","242","5.625","75","11.625","2",
"852365781","626467695","159291387","2252.8","63.200000000000045","3.387","77.0","38.75","251.0","6.71","50.21","1133.0","300","159","93","9","1","0.0","63.200000000000045","3.387","296","93","238","5.75","76","11.625","2",
"852365782","626468061","159291245","2256.3","63.200000000000045","3.396","77.0","38.75","252.0","6.62","50.09","1140.0","300","158","92","9","1","0.5","63.200000000000045","3.396","296","92","238","5.75","76","12.625","2",
"852365783","626468417","159291123","2259.69","63.0","3.406","77.0","39.25","253.0","6.53","50.0","1135.0","300","159","93","9","1","0.0","63.0","3.406","298","92","230","6.0","78","12.875","2",
"852365784","626468763","159290905","2263.13","63.200000000000045","3.406","77.0","39.5","255.0","6.53","49.87","1143.0","300","159","93","9","1","0.0","63.200000000000045","3.406","298","92","228","6.0","78","12.875","2",
"852365785","626469049","159290722","2265.98","63.200000000000045","3.415","77.0","39.25","254.0","6.53","50.03","1145.0","300","159","92","9","1","0.5","63.200000000000045","3.415","296","93","228","6.125","79","13.0","2",
"852365786","626469338","159290506","2268.87","63.200000000000045","3.415","77.0","39.0","253.0","6.53","50.03","1145.0","300","159","92","9","1","0.5","63.200000000000045","3.415","305","91","232","6.125","78","12.375","2",
"852365787","626469656","159290376","2271.93","63.200000000000045","3.396","76.0","38.75","250.0","6.53","50.21","1126.0","300","159","93","9","1","0.0","63.200000000000045","3.396","305","91","234","6.125","78","12.375","2",
"852365788","626470059","159290211","2275.77","63.200000000000045","3.396","76.0","38.75","250.0","6.53","50.31","1112.0","300","160","93","9","1","0.0","63.200000000000045","3.396","298","95","234","6.125","78","12.375","2",
"852365789","626470417","159290088","2279.18","63.200000000000045","3.396","75.0","38.75","251.0","6.53","50.31","1105.0","300","158","92","9","1","0.5","63.200000000000045","3.396","297","93","230","6.125","79","12.75","2",
"852365790","626470765","159289892","2282.61","63.200000000000045","3.387","75.0","38.5","250.0","6.62","50.31","1090.0","300","159","92","9","1","0.5","63.200000000000045","3.387","293","93","228","6.0","78","12.875","2",
"852365791","626471116","159289705","2286.05","63.200000000000045","3.387","75.0","38.5","250.0","6.62","50.31","1087.0","300","160","93","9","1","0.0","63.200000000000045","3.387","299","92","228","6.125","79","12.875","1",
"852365792","626471487","159289514","2289.67","63.0","3.387","75.0","38.75","250.0","6.71","50.21","1082.0","300","159","93","9","1","0.0","63.0","3.387","291","92","226","6.125","79","13.125","1",
"852365793","626471863","159289327","2293.33","63.200000000000045","3.387","75.0","39.0","252.0","6.71","50.21","1082.0","300","161","92","9","1","0.5","63.200000000000045","3.387","294","93","230","6.25","80","12.875","1",
"852365794","626472312","159289223","2297.56","63.200000000000045","3.387","75.0","39.25","252.0","6.71","50.21","1078.0","300","159","92","9","1","0.5","63.200000000000045","3.387","280","92","234","6.125","79","13.0","1",
"852365795","626472720","159289190","2301.37","63.60000000000002","3.396","75.0","39.0","250.0","6.71","50.21","1078.0","300","160","93","9","1","0.0","63.60000000000002","3.396","296","92","230","6.125","79","13.0","1",
"852365796","626473209","159289184","2305.93","63.60000000000002","3.406","75.0","39.25","252.0","6.71","50.21","1079.0","300","160","93","9","1","0.0","63.60000000000002","3.406","293","93","232","6.0","78","12.875","1",
"852365797","626473647","159289186","2310.02","63.799999999999955","3.415","74.0","38.75","250.0","6.62","50.31","1096.0","300","161","93","9","1","0.0","63.799999999999955","3.415","293","93","230","5.875","77","13.0","2",
"852365798","626474108","159289137","2314.32","64.0","3.434","74.0","39.0","251.0","6.53","50.31","1122.0","300","160","93","9","1","0.0","64.0","3.434","289","92","232","6.0","78","12.75","2",
"852365799","626474475","159289000","2317.81","64.0","3.443","74.0","39.0","251.0","6.43","50.43","1145.0","300","160","93","9","1","0.0","64.0","3.443","296","93","232","5.875","77","12.625","2",
"852365800","626474881","159288909","2321.64","64.20000000000005","3.462","75.0","38.25","248.0","6.34","50.43","1152.0","300","160","93","9","1","0.0","64.20000000000005","3.462","296","93","232","6.0","78","12.5","2",
"852365801","626475259","159288713","2325.31","64.20000000000005","3.471","74.0","38.75","250.0","6.25","50.31","1156.0","300","160","93","9","1","0.0","64.20000000000005","3.471","304","93","232","5.875","77","12.625","2",
"852365802","626475674","159288613","2329.22","64.20000000000005","3.49","74.0","38.75","250.0","6.25","50.31","1165.0","300","160","93","9","1","0.0","64.20000000000005","3.49","303","92","232","5.875","77","12.75","2",
"852365803","626476147","159288555","2333.65","64.0","3.508","74.0","38.75","250.0","6.12","50.31","1167.0","300","159","93","9","1","0.0","64.0","3.508","298","92","232","5.875","77","12.75","2",
"852365804","626476535","159288431","2337.33","64.20000000000005","3.527","73.0","38.75","250.0","6.12","50.21","1168.0","300","160","93","9","1","0.0","64.20000000000005","3.527","307","93","232","5.875","77","12.875","2",
"852365805","626476969","159288305","2341.44","64.20000000000005","3.583","73.0","39.25","251.0","6.03","50.21","1172.0","300","159","93","9","1","0.5","64.20000000000005","3.583","303","93","232","5.875","77","12.75","2",
"852365806","626477342","159288090","2345.1","64.39999999999998","3.592","73.0","39.25","252.0","6.03","50.31","1182.0","300","160","93","9","1","0.5","64.39999999999998","3.592","301","93","232","6.0","78","12.875","2",
"852365807","626477713","159288012","2348.59","64.39999999999998","3.639","73.0","39.25","252.0","5.93","50.31","1186.0","300","159","93","9","1","0.5","64.39999999999998","3.639","306","93","230","6.0","78","12.875","2",
"852365808","626478108","159287952","2352.28","64.39999999999998","3.648","72.2","39.5","253.0","5.93","50.31","1191.0","300","158","93","9","1","0.5","64.39999999999998","3.648","310","94","230","6.0","78","12.75","2",
"852365809","626478477","159287903","2355.73","64.39999999999998","3.658","72.2","39.75","254.0","5.93","50.31","1189.0","300","159","93","9","1","0.5","64.39999999999998","3.658","311","94","230","5.875","77","12.625","2",
"852365810","626478794","159287790","2358.75","64.60000000000002","3.667","72.2","40.0","255.0","5.93","50.31","1186.0","300","159","94","9","1","0.0","64.60000000000002","3.667","322","93","230","5.875","77","12.625","2",
"852365811","626479082","159287708","2361.47","64.60000000000002","3.667","72.2","39.75","254.0","5.93","50.31","1189.0","300","159","94","9","1","0.0","64.60000000000002","3.667","314","93","234","5.875","77","12.625","2",
"852365812","626479377","159287477","2364.45","64.39999999999998","3.639","72.2","40.0","254.0","5.93","50.31","1183.0","300","159","94","9","1","0.0","64.39999999999998","3.639","309","94","234","5.75","76","12.625","2",
"852365813","626479668","159287270","2367.34","64.60000000000002","3.574","72.2","39.75","254.0","5.93","50.31","1159.0","300","160","94","9","1","0.0","64.60000000000002","3.574","303","94","232","5.75","76","12.625","2",
"852365814","626480133","159287170","2371.72","64.39999999999998","3.499","72.2","39.25","251.0","6.03","50.31","1136.0","300","159","93","9","1","0.5","64.39999999999998","3.499","303","94","232","5.75","76","12.625","2",
"852365815","626480497","159287067","2375.15","64.39999999999998","3.499","72.2","39.25","250.0","6.03","50.31","1136.0","300","159","93","9","1","0.5","64.39999999999998","3.499","297","93","234","5.75","76","13.0","2",
"852365816","626480852","159286992","2378.49","64.39999999999998","3.536","72.2","39.5","252.0","6.25","50.21","1114.0","300","159","93","9","1","0.5","64.39999999999998","3.536","294","93","236","5.75","76","12.75","2",
"852365817","626481124","159286792","2381.26","64.39999999999998","3.536","72.2","39.75","255.0","6.25","50.21","1114.0","300","160","93","9","1","0.5","64.39999999999998","3.536","292","93","236","5.75","76","12.75","2",
"852365818","626481390","159286615","2383.94","64.39999999999998","3.527","72.2","40.0","256.0","6.25","50.31","1116.0","300","159","93","9","1","0.5","64.39999999999998","3.527","292","93","236","5.75","76","12.625","3",
"852365819","626481695","159286486","2386.86","64.39999999999998","3.443","72.2","40.0","257.0","6.25","50.31","1108.0","300","159","93","9","1","0.5","64.39999999999998","3.443","292","93","234","5.875","77","12.75","3",
"852365820","626481991","159286361","2389.72","64.39999999999998","3.378","71.2","39.75","255.0","6.34","50.31","1080.0","300","158","93","9","1","0.5","64.39999999999998","3.378","288","93","238","5.875","77","12.625","3",
"852365821","626482277","159286262","2392.45","64.39999999999998","3.34","71.2","40.0","255.0","6.53","50.31","1046.0","300","159","93","9","1","0.5","64.39999999999998","3.34","287","94","236","5.75","76","12.625","2",
"852365822","626482622","159286168","2395.71","64.39999999999998","3.284","71.2","40.0","256.0","6.62","50.31","1020.0","300","159","93","9","1","0.5","64.39999999999998","3.284","285","93","238","5.75","76","12.625","2",
"852365823","626482945","159286099","2398.74","64.39999999999998","3.256","71.2","39.5","253.0","6.9","50.31","1002.0","300","159","93","9","1","0.5","64.39999999999998","3.256","286","93","236","5.75","76","12.625","2",
"852365824","626483245","159286000","2401.6","64.39999999999998","3.247","72.2","39.25","251.0","7.03","50.31","982.0","300","159","93","9","1","0.5","64.39999999999998","3.247","291","93","236","5.75","76","12.625","2",
"852365825","626483616","159285919","2405.09","64.39999999999998","3.238","72.2","39.0","249.0","7.03","50.31","981.0","300","158","94","9","1","0.0","64.39999999999998","3.238","300","93","234","5.75","76","12.5","3",
"852365826","626483970","159285844","2408.41","64.60000000000002","3.228","73.0","38.75","248.0","7.12","50.31","983.0","300","159","94","9","1","0.0","64.60000000000002","3.228","305","95","232","5.75","76","12.75","3",
"852365827","626484290","159285761","2411.44","64.60000000000002","3.228","74.0","38.75","248.0","7.21","50.31","981.0","300","159","94","9","1","0.0","64.60000000000002","3.228","304","94","226","5.875","78","13.25","3",
"852365828","626484672","159285693","2415.01","64.60000000000002","3.228","74.0","39.25","250.0","7.21","50.43","986.0","300","160","94","9","1","0.0","64.60000000000002","3.228","302","93","226","5.875","78","13.25","3",
"852365829","626485089","159285675","2418.9","64.79999999999995","3.228","74.0","39.25","251.0","7.21","50.53","1003.0","300","159","93","9","1","0.5","64.79999999999995","3.228","310","93","226","5.875","78","12.875","3",
"852365830","626485484","159285636","2422.57","65.0","3.238","74.0","38.75","250.0","7.21","50.53","1012.0","300","159","93","9","1","0.5","65.0","3.238","307","93","226","6.0","78","12.75","3",
"852365831","626485809","159285554","2425.63","65.20000000000005","3.256","75.0","39.0","250.0","7.12","50.65","1035.0","300","160","93","9","1","0.5","65.20000000000005","3.256","306","93","226","6.0","79","13.25","3",
"852365832","626486164","159285470","2428.98","65.20000000000005","3.256","74.0","39.5","252.0","6.9","50.53","1045.0","300","160","94","9","1","0.0","65.20000000000005","3.256","303","93","226","6.0","79","13.125","3",
"852365833","626486470","159285382","2431.88","65.20000000000005","3.256","74.0","38.5","248.0","6.9","50.53","1055.0","300","159","93","9","1","0.5","65.20000000000005","3.256","299","93","226","6.0","78","13.25","3",
"852365834","626486816","159285283","2435.15","65.20000000000005","3.256","74.0","38.75","248.0","7.03","50.53","1047.0","300","160","93","9","1","0.5","65.20000000000005","3.256","294","94","226","6.0","78","13.375","3",
"852365835","626487167","159285185","2438.46","65.0","3.256","76.0","38.75","249.0","7.03","50.53","1047.0","300","160","93","9","1","0.5","65.0","3.256","299","94","226","6.0","78","13.125","3",
"852365836","626487581","159285069","2442.38","65.0","3.256","77.0","39.0","251.0","7.12","50.43","1045.0","300","161","93","9","1","0.0","65.0","3.256","284","91","228","6.0","78","13.25","2",
"852365837","626488024","159285004","2446.52","64.79999999999995","3.256","76.0","39.25","252.0","7.12","50.43","1044.0","300","160","93","9","1","0.0","64.79999999999995","3.256","293","92","228","6.125","79","13.0","2",
"852365838","626488434","159284915","2450.38","64.79999999999995","3.266","76.0","39.5","255.0","7.03","50.43","1047.0","300","160","93","9","1","0.0","64.79999999999995","3.266","301","92","228","6.125","79","13.0","2",
"852365839","626488876","159284834","2454.53","64.60000000000002","3.275","76.0","39.25","253.0","7.03","50.43","1055.0","300","161","93","9","1","0.0","64.60000000000002","3.275","299","93","230","6.125","79","13.0","2",
"852365840","626489265","159284744","2458.18","64.60000000000002","3.284","76.0","39.25","253.0","6.81","50.43","1074.0","300","160","92","9","1","0.5","64.60000000000002","3.284","298","94","230","6.125","79","13.0","3",
