record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"853138754","626400517","159521306","0.0","57.39999999999998","0.009","0.0","0.0","0.0","0.0","0.0","0.0","300","73","0","24","1","0.0","57.39999999999998","0.009",
"853138758","626401362","159520838","8.29","57.200000000000045","0.065","68.2","38.5","249.0","0.37","51.09","42.0","300","71","93","24","1","0.0","57.200000000000045","0.065","0","0","0","0.0",
"853138759","626401584","159520551","10.91","57.60000000000002","1.922","70.2","39.25","253.0","12.96","50.75","607.0","300","72","92","24","1","0.5","57.60000000000002","1.922","0","0","0","0.0",
"853138760","626401812","159520277","13.54","57.60000000000002","2.566","73.0","39.25","255.0","10.81","50.62","859.0","300","73","91","24","1","0.5","57.60000000000002","2.566","0","0","0","0.0",
"853138761","626402041","159519999","16.18","57.39999999999998","2.781","74.0","39.25","255.0","9.65","50.31","845.0","300","78","91","24","1","0.5","57.39999999999998","2.781","0","0","0","0.0",
"853138762","626402305","159519782","18.91","57.799999999999955","2.781","74.0","39.5","256.0","9.25","50.06","847.0","300","82","91","24","1","0.5","57.799999999999955","2.781","0","0","0","0.0",
"853138763","626402551","159519521","21.63","57.60000000000002","2.818","73.0","39.25","254.0","8.96","49.96","858.0","300","85","92","24","1","0.5","57.60000000000002","2.818","16","93","0","0.0","110","16","0.0",
"853138764","626402784","159519220","24.37","57.60000000000002","2.79","73.0","39.0","254.0","8.78","49.96","873.0","300","89","92","24","1","0.0","57.60000000000002","2.79","218","93","126","0.125","111","41","0.0",
"853138765","626403032","159519040","26.89","57.60000000000002","2.79","73.0","39.25","256.0","8.46","49.96","883.0","300","92","92","24","1","0.0","57.60000000000002","2.79","286","93","250","0.125","111","41","0.0",
"853138766","626403233","159518714","29.47","57.60000000000002","2.781","72.2","39.75","256.0","8.18","49.96","868.0","300","93","93","24","1","0.0","57.60000000000002","2.781","286","93","250","0.125","111","41","0.0",
"853138767","626403380","159518398","31.61","57.799999999999955","2.706","49.7","40.25","253.0","7.4","49.75","762.0","300","96","110","24","1","0.5","57.799999999999955","2.706","266","93","250","0.125","111","41","0.0",
"853138768","626403409","159518122","33.02","58.200000000000045","2.706","39.0","40.75","259.0","7.03","49.65","950.0","300","99","109","24","1","0.0","58.200000000000045","2.706","273","96","252","5.625","111","74","13.125",
"853138769","626403386","159517853","33.66","58.60000000000002","2.678","66.2","41.5","268.0","7.12","49.65","753.0","300","101","90","24","1","0.0","58.60000000000002","2.678","265","89","236","6.125","111","79","16.0",
"853138770","626403437","159517527","35.43","58.799999999999955","1.885","69.2","41.25","268.0","16.96","49.75","423.0","300","103","90","24","1","0.0","58.799999999999955","1.885","262","86","248","6.25","111","79","15.25",
"853138771","626403538","159517151","37.67","59.0","1.885","70.2","41.25","268.0","17.56","49.75","425.0","300","107","90","24","1","0.5","59.0","1.885","262","86","248","6.25","111","79","15.25",
"853138772","626403686","159516772","40.17","59.200000000000045","2.165","71.2","40.5","264.0","16.59","49.75","455.0","300","112","91","24","1","0.5","59.200000000000045","2.165","263","92","286","5.75","112","75","11.375",
"853138773","626403881","159516457","42.64","59.0","2.417","71.2","40.25","262.0","12.28","49.75","739.0","300","114","91","24","1","0.5","59.0","2.417","269","92","290","5.0","111","69","11.875",
"853138774","626404121","159516178","45.37","58.799999999999955","2.697","71.2","40.0","259.0","10.81","49.75","781.0","300","115","92","24","1","0.5","58.799999999999955","2.697","276","93","256","5.0","111","70","12.625",
"853138775","626404335","159515853","48.05","58.60000000000002","2.706","71.2","39.75","258.0","10.25","49.75","802.0","300","115","92","24","1","0.5","58.60000000000002","2.706","283","92","254","5.375","111","72","12.375",
"853138776","626404524","159515488","50.75","58.39999999999998","2.706","72.2","39.75","260.0","9.65","49.84","823.0","300","116","92","24","1","0.0","58.39999999999998","2.706","285","89","246","5.375","111","73","13.375",
"853138777","626404707","159515173","53.14","58.200000000000045","2.697","71.2","39.75","259.0","9.25","49.84","832.0","300","116","92","24","1","0.0","58.200000000000045","2.697","296","91","248","5.75","112","76","13.125",
"853138778","626404929","159514951","55.48","58.0","2.641","71.2","39.75","260.0","9.06","49.75","842.0","300","117","92","24","1","0.0","58.0","2.641","288","92","248","5.75","112","75","13.125",
"853138779","626405150","159514790","57.74","57.799999999999955","2.585","72.2","39.75","262.0","8.87","49.75","851.0","300","117","91","24","1","0.0","57.799999999999955","2.585","283","91","254","5.75","112","75","12.5",
"853138780","626405364","159514647","59.88","57.60000000000002","2.575","73.0","40.0","264.0","8.59","49.75","854.0","300","118","90","24","1","0.5","57.60000000000002","2.575","273","90","254","5.625","112","74","12.625",
"853138781","626405562","159514493","61.85","57.60000000000002","2.547","73.0","40.0","265.0","8.59","49.75","854.0","300","120","90","24","1","0.5","57.60000000000002","2.547","266","90","262","5.625","112","74","12.625",
"853138782","626405748","159514327","63.76","57.39999999999998","2.491","74.0","40.25","265.0","8.46","49.65","846.0","300","121","90","24","1","0.5","57.39999999999998","2.491","257","91","262","5.625","112","74","12.625",
"853138783","626405921","159514151","65.59","57.60000000000002","2.491","73.0","40.25","266.0","8.46","49.65","844.0","300","122","90","24","1","0.5","57.60000000000002","2.491","251","91","258","5.625","111","74","13.0",
