record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"853316717","626398582","159519565","0.0","57.39999999999998","0.0","0.0","0.0","0.0","0.0","0.0","0.0","300","57","0","24","1","0.0","57.39999999999998","0.0",
"853316718","626398531","159519737","1.02","57.39999999999998","0.0","23.2","50.0","539.0","0.0","39.59","0.0","300","61","52","24","1","0.0","57.39999999999998","0.0",
"853316721","626398149","159520362","5.99","56.799999999999955","1.25","77.0","38.75","268.0","18.53","46.4","449.0","300","57","88","24","1","0.5","56.799999999999955","1.25","0","0","0","0.0",
"853316722","626398084","159520600","7.26","57.0","1.577","76.0","38.75","267.0","17.96","47.43","428.0","300","57","89","24","1","0.0","57.0","1.577","178","88","142","0.125",
"853316723","626398043","159520833","8.46","57.39999999999998","1.586","75.0","38.75","263.0","17.06","48.78","428.0","300","57","89","24","1","0.5","57.39999999999998","1.586","246","85","142","9.5","132","104","13.75",
"853316724","626398058","159521092","9.87","57.39999999999998","1.577","63.2","38.25","251.0","16.18","49.31","437.0","300","57","98","24","1","0.0","57.39999999999998","1.577","231","91","270","5.625","132","73","12.75",
"853316725","626398247","159521401","11.62","57.39999999999998","1.586","71.2","37.75","247.0","16.09","49.53","445.0","300","58","94","24","1","0.0","57.39999999999998","1.586","249","98","250","5.625","132","73","13.25",
"853316726","626398405","159521738","13.59","57.39999999999998","1.596","74.0","38.25","251.0","16.4","49.75","447.0","300","58","92","24","1","0.0","57.39999999999998","1.596","267","98","244","5.625","132","73","13.25",
"853316727","626398455","159522051","15.35","57.39999999999998","1.987","75.0","37.75","250.0","16.09","49.96","582.0","300","59","91","24","1","0.0","57.39999999999998","1.987","282","90","244","5.5","132","75","12.625",
"853316728","626398462","159522364","17.13","57.39999999999998","1.987","75.0","37.75","250.0","15.21","49.96","577.0","300","60","90","24","1","0.0","57.39999999999998","1.987","274","89","238","5.25","132","73","12.625",
"853316729","626398362","159522700","19.25","57.39999999999998","1.829","75.0","37.75","250.0","13.65","50.06","588.0","300","63","90","24","1","0.0","57.39999999999998","1.829","257","90","256","6.25","132","78","12.125",
"853316730","626398240","159523026","21.41","57.39999999999998","1.829","74.0","37.75","250.0","13.56","50.15","582.0","300","64","90","24","1","0.0","57.39999999999998","1.829","257","89","256","5.875","132","76","12.625",
"853316731","626398117","159523356","23.6","57.39999999999998","1.95","74.0","38.25","252.0","13.37","50.15","574.0","300","67","90","24","1","0.5","57.39999999999998","1.95","257","92","260","5.875","132","75","12.375",
"853316732","626397995","159523665","25.66","57.39999999999998","2.23","73.0","39.5","258.0","13.28","50.15","575.0","300","77","90","24","1","0.5","57.39999999999998","2.23","249","90","258","5.875","132","75","12.375",
"853316733","626397855","159523961","27.77","57.60000000000002","2.249","73.0","39.75","261.0","12.68","50.06","601.0","300","83","90","24","1","0.5","57.60000000000002","2.249","248","90","264","5.75","132","74","11.875",
"853316734","626397686","159524268","30.12","57.60000000000002","2.249","72.2","39.75","261.0","12.37","50.06","608.0","300","88","90","24","1","0.5","57.60000000000002","2.249","252","89","262","5.625","132","73","12.0",
"853316735","626397515","159524555","32.38","57.60000000000002","2.249","72.2","39.25","259.0","12.09","50.06","616.0","300","93","90","24","1","0.5","57.60000000000002","2.249","260","90","262","5.75","132","74","11.875",
"853316736","626397366","159524815","34.39","57.60000000000002","2.267","73.0","39.0","259.0","11.81","50.06","635.0","300","93","90","24","1","0.0","57.60000000000002","2.267","253","91","260","5.625","132","74","12.125",
"853316737","626397178","159525125","36.88","57.60000000000002","2.267","72.2","39.5","261.0","11.59","50.15","639.0","300","94","90","24","1","0.5","57.60000000000002","2.267","247","89","260","5.625","132","74","12.5",
"853316738","626396983","159525504","39.7","57.39999999999998","2.267","72.2","39.25","260.0","11.4","50.15","644.0","300","96","90","24","1","0.5","57.39999999999998","2.267","250","90","262","5.75","132","75","12.25",
"853316739","626396789","159525905","42.61","57.39999999999998","2.314","72.2","39.25","258.0","11.31","50.15","647.0","300","97","90","24","1","0.5","57.39999999999998","2.314","248","92","262","5.625","132","73","12.0",
"853316740","626396613","159526282","45.31","57.200000000000045","2.417","72.2","39.25","260.0","11.12","50.25","656.0","300","97","90","23","1","0.5","57.200000000000045","2.417","249","91","260","5.5","132","73","12.125",
"853316741","626396460","159526603","47.62","57.200000000000045","2.501","72.2","39.25","260.0","10.43","50.37","785.0","300","97","90","23","1","0.5","57.200000000000045","2.501","246","89","260","5.625","132","73","12.125",
"853316742","626396290","159526945","50.13","57.200000000000045","2.501","72.2","39.75","264.0","10.25","50.37","766.0","300","98","90","23","1","0.0","57.200000000000045","2.501","252","88","260","5.625","132","74","12.25",
"853316743","626396104","159527334","52.95","57.200000000000045","2.435","71.2","39.75","263.0","9.93","50.37","761.0","300","103","90","23","1","0.5","57.200000000000045","2.435","247","91","264","5.625","132","74","12.125",
"853316744","626395868","159527775","56.28","57.0","2.435","71.2","39.75","263.0","9.84","50.37","749.0","300","107","90","23","1","0.5","57.0","2.435","245","91","268","5.625","132","74","12.125",
"853316745","626395645","159528204","59.49","57.0","2.463","72.2","40.0","264.0","9.75","50.28","752.0","300","110","90","23","1","0.5","57.0","2.463","249","89","268","5.625","132","74","12.125",
"853316746","626395428","159528615","62.58","57.0","2.547","72.2","40.0","265.0","9.37","50.18","787.0","300","113","90","23","1","0.5","57.0","2.547","249","90","268","5.5","132","73","12.0",
"853316747","626395227","159529041","65.65","57.0","2.603","71.2","40.25","269.0","9.15","50.18","874.0","300","115","90","23","1","0.0","57.0","2.603","254","90","268","5.5","132","72","12.125",
"853316748","626395051","159529409","68.31","57.0","2.613","71.2","40.25","267.0","8.78","50.0","869.0","300","120","90","23","1","0.5","57.0","2.613","251","89","264","5.625","132","73","11.75",
"853316749","626394859","159529810","71.21","57.0","2.613","71.2","40.0","265.0","8.46","50.0","867.0","300","124","90","23","1","0.5","57.0","2.613","253","90","264","5.5","132","72","12.0",
"853316750","626394675","159530159","73.83","57.0","2.622","71.2","40.25","267.0","8.46","50.09","865.0","300","126","90","23","1","0.5","57.0","2.622","249","90","264","5.5","132","73","12.0",
"853316751","626394482","159530469","76.35","57.0","2.613","72.2","40.25","268.0","8.28","50.0","861.0","300","126","90","23","1","0.0","57.0","2.613","249","90","266","5.5","132","73","12.0",
"853316752","626394251","159530824","79.31","57.0","2.613","70.2","40.0","265.0","8.18","49.87","856.0","300","124","90","23","1","0.5","57.0","2.613","241","90","268","5.5","132","73","11.875",
"853316753","626394006","159531218","82.5","57.0","2.613","70.2","40.0","265.0","8.18","49.78","839.0","300","124","90","23","1","0.5","57.0","2.613","243","89","266","5.5","132","73","12.125",
"853316754","626393768","159531613","85.66","56.799999999999955","2.613","69.2","40.0","266.0","8.0","49.78","837.0","300","123","90","23","1","0.0","56.799999999999955","2.613","245","91","268","5.625","132","73","12.125",
"853316755","626393547","159531991","88.64","56.799999999999955","2.641","68.2","40.5","269.0","8.0","49.78","843.0","300","123","90","23","1","0.5","56.799999999999955","2.641","246","88","268","5.5","132","73","12.125",
"853316756","626393132","159532418","93.16","56.799999999999955","2.669","68.2","40.0","265.0","7.9","49.78","864.0","300","122","90","23","1","0.5","56.799999999999955","2.669","238","89","268","5.125","132","70","11.875",
"853316757","626392813","159532918","97.27","56.799999999999955","2.669","70.2","40.0","268.0","7.9","49.78","881.0","300","120","90","23","1","0.0","56.799999999999955","2.669","245","89","276","5.5","132","72","11.625",
"853316758","626392526","159533439","101.27","56.799999999999955","2.678","70.2","40.25","268.0","7.81","49.87","884.0","300","119","90","23","1","0.0","56.799999999999955","2.678","243","89","276","5.5","132","71","11.75",
"853316759","626392248","159533985","105.31","56.799999999999955","2.687","71.2","39.75","266.0","7.81","49.75","887.0","300","118","90","23","1","0.0","56.799999999999955","2.687","253","90","274","5.625","132","73","11.625",
"853316760","626392000","159534500","109.04","56.799999999999955","2.706","71.2","39.5","263.0","7.81","49.75","889.0","300","118","90","23","1","0.0","56.799999999999955","2.706","248","90","270","5.625","132","73","11.625",
"853316761","626391769","159535025","112.73","56.799999999999955","2.753","71.2","39.25","262.0","7.59","50.0","919.0","300","118","90","23","1","0.0","56.799999999999955","2.753","248","90","270","5.625","132","73","11.625",
"853316762","626391275","159535697","118.68","56.799999999999955","2.771","71.2","39.0","261.0","7.59","50.09","931.0","300","118","89","23","1","0.5","56.799999999999955","2.771","252","90","264","5.625","132","73","11.625",
"853316763","626390966","159536210","122.77","56.799999999999955","2.771","71.2","39.25","261.0","7.59","50.09","938.0","300","118","89","23","1","0.5","56.799999999999955","2.771","252","90","264","5.5","132","72","12.0",
"853316764","626390717","159536687","126.34","56.799999999999955","2.79","70.2","38.75","258.0","7.5","50.21","939.0","300","120","90","23","1","0.0","56.799999999999955","2.79","248","88","262","5.5","132","72","12.125",
"853316765","626390472","159537241","130.24","56.799999999999955","2.837","70.2","38.75","257.0","7.4","50.21","940.0","300","121","90","23","1","0.0","56.799999999999955","2.837","252","89","264","6.0","132","75","12.0",
"853316766","626390296","159537737","133.5","56.799999999999955","2.837","70.2","38.75","257.0","7.31","50.31","942.0","300","123","90","23","1","0.0","56.799999999999955","2.837","247","89","264","5.75","132","74","12.25",
"853316767","626390191","159538279","136.73","57.0","2.855","70.2","38.75","257.0","7.31","50.4","951.0","300","123","90","23","1","0.0","57.0","2.855","250","90","264","5.75","132","74","12.0",
"853316768","626390099","159538771","139.65","56.799999999999955","2.855","70.2","38.75","257.0","7.21","50.5","948.0","300","124","90","23","1","0.0","56.799999999999955","2.855","249","90","264","5.375","132","72","12.125",
"853316769","626390024","159539330","142.91","57.0","2.846","69.2","38.75","256.0","7.21","50.5","948.0","300","125","90","23","1","0.5","57.0","2.846","259","90","262","5.375","132","72","12.125",
"853316770","626389926","159539869","146.12","56.799999999999955","2.818","70.2","38.75","256.0","7.31","50.75","939.0","300","125","90","23","1","0.0","56.799999999999955","2.818","256","91","262","5.625","132","73","12.0",
"853316771","626389820","159540473","149.69","57.0","2.809","70.2","38.5","256.0","7.4","50.84","936.0","300","126","90","22","1","0.0","57.0","2.809","253","91","260","5.625","132","73","12.125",
