record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"852451692","626405513","159517963","0.81","57.39999999999998","0.0","43.7","7.4","584.0","300","123","46","25","6","0.5","57.39999999999998","0.0",
"852451693","626405623","159517819","2.09","57.39999999999998","0.103","44.7","8.46","561.0","300","123","47","25","6","0.5","57.39999999999998","0.103",
"852451694","626405755","159517667","3.57","57.60000000000002","1.054","79.0","22.75","370.0","300","124","89","25","1","0.5","57.60000000000002","1.054","37.75","261.0","48.84",
"852451695","626405939","159517406","5.84","58.39999999999998","1.222","80.0","23.81","458.0","300","125","89","25","1","0.5","58.39999999999998","1.222","38.5","254.0","49.43","0","0","0","0.0",
"852451696","626406162","159517086","8.57","57.799999999999955","1.652","80.0","14.71","542.0","300","126","88","25","1","0.5","57.799999999999955","1.652","37.75","255.0","49.59","110","85","1170","0.0",
"852451697","626406366","159516826","10.91","57.200000000000045","2.305","80.0","14.62","572.0","300","126","89","25","1","0.0","57.200000000000045","2.305","38.75","259.0","49.68","204","91","274","0.0","165","41","0.0",
"852451698","626406526","159516567","12.81","57.60000000000002","2.79","78.0","11.71","873.0","300","125","89","25","1","0.5","57.60000000000002","2.79","38.25","256.0","49.78","204","89","274","6.25","165","41","12.375",
"852451699","626406668","159516347","14.51","57.39999999999998","2.79","77.0","10.43","938.0","300","126","89","25","1","0.5","57.39999999999998","2.79","38.5","257.0","49.87","272","88","256","5.875","165","74","12.375",
"852451700","626406725","159516028","16.16","57.39999999999998","2.557","76.0","9.25","925.0","300","126","90","25","1","0.0","57.39999999999998","2.557","38.5","257.0","50.0","274","92","254","5.875","165","75","12.25",
"852451701","626406786","159515720","17.78","57.200000000000045","2.389","77.0","9.15","914.0","300","127","89","25","1","0.5","57.200000000000045","2.389","38.25","255.0","50.0","274","91","254","6.0","165","76","12.125",
"852451702","626406722","159515009","20.86","57.0","2.221","77.0","9.15","875.0","300","126","90","25","1","0.0","57.0","2.221","38.25","253.0","50.0","245","86","256","5.75","164","75","12.25",
"852451703","626406770","159514623","22.84","56.799999999999955","2.221","76.0","9.15","772.0","300","127","90","25","1","0.5","56.799999999999955","2.221","38.5","255.0","50.09","244","92","258","5.625","164","74","12.375",
"852451704","626406816","159514251","24.76","56.799999999999955","2.473","74.0","9.25","767.0","300","128","90","25","1","0.5","56.799999999999955","2.473","39.0","258.0","50.09","244","92","260","5.625","164","74","12.375",
"852451705","626406817","159513793","26.95","56.60000000000002","2.473","75.0","9.46","761.0","300","129","90","25","1","0.0","56.60000000000002","2.473","39.25","261.0","50.0","238","91","262","5.375","164","72","12.125",
"852451706","626406798","159513300","29.43","56.60000000000002","2.435","74.0","9.46","752.0","300","129","90","25","1","0.5","56.60000000000002","2.435","39.5","264.0","50.0","238","91","264","5.375","164","72","12.125",
"852451707","626406750","159512851","31.47","56.799999999999955","2.435","74.0","9.46","754.0","300","130","90","25","1","0.0","56.799999999999955","2.435","39.75","264.0","50.0","247","89","262","5.5","164","73","12.25",
"852451708","626406734","159512437","33.56","57.39999999999998","2.417","74.0","9.56","756.0","300","130","90","25","1","0.0","57.39999999999998","2.417","39.25","262.0","49.87","257","89","266","5.375","165","72","12.75",
"852451709","626406694","159511958","36.07","57.799999999999955","2.398","74.0","9.56","760.0","300","130","90","25","1","0.0","57.799999999999955","2.398","39.25","261.0","49.87","257","89","260","5.375","165","72","12.75",
"852451710","626406664","159511528","38.33","58.0","2.379","74.0","9.46","749.0","300","131","90","25","1","0.0","58.0","2.379","39.25","260.0","49.87","265","91","264","5.75","165","74","12.25",
"852451711","626406659","159511026","40.87","58.200000000000045","2.37","71.2","9.46","745.0","300","132","93","25","1","0.5","58.200000000000045","2.37","39.25","257.0","49.96","254","89","264","5.625","165","74","12.25",
"852451712","626406670","159510554","43.28","58.200000000000045","2.379","71.2","9.37","749.0","300","131","92","25","1","0.5","58.200000000000045","2.379","39.25","257.0","49.96","254","89","266","5.625","165","74","12.25",
"852451713","626406728","159510208","45.21","58.200000000000045","2.407","71.2","9.37","756.0","300","132","92","25","1","0.0","58.200000000000045","2.407","39.0","255.0","50.06","249","94","266","5.625","165","73","12.125",
"852451714","626406775","159509823","47.29","58.200000000000045","2.407","72.2","9.25","772.0","300","133","92","25","1","0.0","58.200000000000045","2.407","39.5","258.0","50.06","263","91","262","5.125","165","70","12.375",
"852451715","626406830","159509448","49.33","58.0","2.379","72.2","9.15","777.0","300","133","91","25","1","0.5","58.0","2.379","39.5","259.0","50.06","271","89","260","5.375","166","72","12.625",
"852451716","626406856","159508972","51.69","58.0","2.351","71.2","9.15","774.0","300","133","91","25","1","0.5","58.0","2.351","39.75","260.0","50.06","264","93","260","5.375","165","72","12.625",
"852451717","626406934","159508637","53.64","57.799999999999955","2.351","71.2","9.15","765.0","300","133","91","25","1","0.0","57.799999999999955","2.351","39.75","261.0","50.06","262","88","258","5.375","165","72","12.75",
"852451718","626406928","159508083","56.52","57.799999999999955","2.342","72.2","9.37","761.0","300","134","90","24","1","0.5","57.799999999999955","2.342","39.75","263.0","50.06","263","88","262","5.375","165","72","12.75",
"852451719","626406932","159507702","58.31","57.799999999999955","2.351","72.2","9.25","763.0","300","134","89","24","1","0.5","57.799999999999955","2.351","39.75","264.0","50.06","273","91","262","5.375","165","72","12.25",
"852451720","626406858","159507257","60.47","57.799999999999955","2.351","72.2","9.25","765.0","300","134","89","24","1","0.5","57.799999999999955","2.351","39.5","263.0","50.06","277","90","264","5.625","165","73","12.125",
"852451721","626406914","159506960","61.87","57.60000000000002","2.351","72.2","9.15","770.0","300","134","90","24","1","0.0","57.60000000000002","2.351","39.75","264.0","50.06","269","88","260","5.75","165","74","12.5",
"852451722","626406977","159506629","63.76","57.39999999999998","2.342","72.2","9.25","765.0","300","134","90","24","1","0.5","57.39999999999998","2.342","39.5","262.0","50.06","264","89","268","5.875","165","75","11.875",
"852451723","626406956","159506125","66.34","57.200000000000045","2.305","72.2","9.25","766.0","300","134","90","24","1","0.0","57.200000000000045","2.305","39.5","264.0","50.06","268","90","268","5.625","165","73","12.0",
"852451724","626407011","159505697","68.74","57.0","2.305","72.2","9.46","747.0","300","134","90","24","1","0.0","57.0","2.305","39.5","264.0","50.15","255","90","268","5.625","165","73","12.0",
"852451725","626407101","159505360","70.78","56.799999999999955","2.305","72.2","9.56","740.0","300","134","89","24","1","0.5","56.799999999999955","2.305","39.5","265.0","50.25","233","89","266","5.625","165","74","12.125",
"852451726","626407137","159504914","73.22","56.799999999999955","2.305","73.0","9.56","743.0","300","135","89","24","1","0.5","56.799999999999955","2.305","39.5","265.0","50.25","233","89","266","5.625","165","73","12.25",
"852451727","626407224","159504532","75.49","56.60000000000002","2.286","73.0","9.56","744.0","300","135","89","24","1","0.5","56.60000000000002","2.286","39.5","265.0","50.25","229","88","266","5.75","165","74","12.375",
"852451728","626407333","159504295","77.16","56.60000000000002","2.286","72.2","9.46","744.0","300","135","89","24","1","0.5","56.60000000000002","2.286","39.5","265.0","50.25","227","88","266","5.75","165","74","12.375",
"852451729","626407379","159503894","79.44","56.60000000000002","2.286","71.2","9.37","744.0","300","136","89","24","1","0.5","56.60000000000002","2.286","39.5","265.0","50.34","236","88","266","5.75","165","74","12.375",
"852451730","626407483","159503650","81.14","56.60000000000002","2.249","71.2","9.25","739.0","300","136","89","24","1","0.5","56.60000000000002","2.249","39.75","266.0","50.43","239","91","272","5.75","165","74","12.125",
"852451731","626407575","159503507","82.28","56.799999999999955","2.249","69.2","9.25","726.0","300","136","89","24","1","0.5","56.799999999999955","2.249","40.0","268.0","50.43","236","90","268","5.5","165","73","12.25",
"852451732","626407528","159503125","83.73","56.799999999999955","2.23","68.2","9.25","718.0","300","136","89","24","1","0.5","56.799999999999955","2.23","40.25","270.0","50.43","232","88","270","5.5","165","73","12.125",
"852451733","626407607","159502942","85.01","56.799999999999955","2.211","69.2","9.46","709.0","300","136","89","24","1","0.0","56.799999999999955","2.211","40.0","268.0","50.53","235","89","270","5.625","165","73","12.125",
"852451734","626407658","159502615","86.78","57.0","2.211","69.2","9.56","701.0","300","136","89","24","1","0.5","57.0","2.211","39.75","265.0","50.53","239","89","270","5.625","165","73","12.125",
"852451735","626407691","159502176","88.74","57.39999999999998","2.193","69.2","9.75","697.0","300","137","89","24","1","0.5","57.39999999999998","2.193","39.75","265.0","50.43","237","88","272","5.625","165","73","12.25",
"852451736","626407896","159501973","90.97","57.60000000000002","2.174","69.2","9.75","693.0","300","137","90","24","1","0.0","57.60000000000002","2.174","39.75","265.0","50.43","246","89","272","5.625","166","73","12.125",
"852451737","626408006","159501583","92.9","57.60000000000002","2.174","69.2","10.03","688.0","300","137","90","24","1","0.0","57.60000000000002","2.174","39.75","266.0","50.34","260","92","272","5.625","166","73","12.0",
"852451738","626407996","159501009","95.12","57.799999999999955","2.174","71.2","10.03","691.0","300","137","89","24","1","0.5","57.799999999999955","2.174","39.5","265.0","50.34","271","89","268","5.5","166","72","12.375",
"852451739","626408062","159500547","97.78","57.799999999999955","2.174","71.2","9.93","690.0","300","138","89","24","1","0.5","57.799999999999955","2.174","39.5","265.0","50.43","270","88","268","5.5","166","73","12.375",
"852451740","626408144","159500199","99.9","58.0","2.202","71.2","9.84","700.0","300","138","90","24","1","0.0","58.0","2.202","39.5","265.0","50.43","279","88","264","5.625","167","73","12.5",
"852451741","626408222","159499819","101.97","58.0","2.202","70.2","9.75","714.0","300","138","90","23","1","0.0","58.0","2.202","39.5","263.0","50.43","285","90","266","5.625","167","73","12.5",
"852451742","626408330","159499430","104.34","58.0","2.062","70.2","9.65","725.0","300","138","89","23","1","0.5","58.0","2.062","39.75","266.0","50.43","283","89","264","5.625","166","73","12.5",
"852451743","626408349","159498905","107.2","58.0","2.062","70.2","9.65","723.0","300","139","89","23","1","0.5","58.0","2.062","39.75","267.0","50.43","278","90","266","5.625","167","73","12.375",
"852451744","626408487","159498524","109.71","58.0","2.221","70.2","9.65","720.0","300","139","89","23","1","0.5","58.0","2.221","39.75","268.0","50.43","284","88","266","5.625","166","73","12.375",
"852451745","626408604","159498050","112.61","58.0","2.258","70.2","9.56","719.0","300","139","89","23","1","0.5","58.0","2.258","40.0","268.0","50.56","279","88","268","5.625","166","73","12.375",
"852451746","626408735","159497573","115.56","57.799999999999955","2.295","69.2","9.46","721.0","300","139","90","23","1","0.0","57.799999999999955","2.295","40.0","267.0","50.56","271","90","268","5.625","166","73","12.25",
"852451747","626408948","159497231","118.32","57.799999999999955","2.361","70.2","9.46","727.0","300","139","90","23","1","0.0","57.799999999999955","2.361","40.25","268.0","50.56","272","89","270","5.625","166","73","12.0",
"852451748","626409091","159496714","121.47","57.799999999999955","2.435","69.2","9.37","744.0","300","139","89","23","1","0.5","57.799999999999955","2.435","40.0","268.0","50.43","277","91","270","5.5","166","72","12.0",
"852451749","626409244","159496271","124.34","57.799999999999955","2.435","69.2","9.25","761.0","300","139","89","23","1","0.0","57.799999999999955","2.435","39.75","268.0","50.43","264","90","270","5.375","166","72","12.0",
"852451750","626409457","159495899","127.23","57.799999999999955","2.501","69.2","8.96","779.0","300","139","89","23","1","0.5","57.799999999999955","2.501","40.0","268.0","50.65","269","88","272","5.5","166","72","11.75",
"852451751","626409659","159495580","129.85","58.0","2.51","68.2","8.78","788.0","300","139","89","23","1","0.5","58.0","2.51","40.5","270.0","50.65","270","88","270","5.75","166","73","12.125",
"852451752","626409875","159495225","132.7","58.39999999999998","2.51","68.2","8.78","796.0","300","138","89","23","1","0.5","58.39999999999998","2.51","40.75","272.0","50.65","262","88","270","5.75","166","73","12.125",
"852451753","626410052","159494831","135.48","58.60000000000002","2.491","68.2","8.59","815.0","300","136","89","23","1","0.5","58.60000000000002","2.491","40.5","270.0","50.65","254","90","272","5.75","166","74","11.625",
"852451754","626410253","159494459","138.3","58.60000000000002","2.473","69.2","8.46","826.0","300","136","89","23","1","0.0","58.60000000000002","2.473","40.0","270.0","50.65","261","90","274","5.75","167","74","11.625",
"852451755","626410386","159493948","141.46","58.799999999999955","2.454","69.2","8.46","816.0","300","136","89","23","1","0.0","58.799999999999955","2.454","40.25","269.0","50.53","269","90","272","5.375","167","71","11.625",
"852451756","626410555","159493520","144.35","58.799999999999955","2.463","68.2","8.37","814.0","300","135","89","23","1","0.0","58.799999999999955","2.463","40.5","272.0","50.37","267","87","272","5.375","167","72","11.625",
"852451757","626410755","159493137","147.21","59.0","2.473","68.2","8.37","807.0","300","134","89","23","1","0.5","59.0","2.473","40.5","270.0","50.21","266","90","274","5.5","168","72","11.75",
"852451758","626410896","159492552","150.75","59.0","2.473","67.2","8.37","804.0","300","134","91","23","1","0.0","59.0","2.473","40.0","266.0","50.21","269","90","270","5.625","168","73","12.25",
"852451759","626411102","159492112","153.91","59.200000000000045","2.482","67.2","8.28","807.0","300","134","91","23","1","0.0","59.200000000000045","2.482","40.0","265.0","50.21","272","88","276","5.75","168","74","12.0",
"852451760","626411319","159491600","157.44","59.200000000000045","2.519","68.2","8.28","814.0","300","134","90","23","1","0.5","59.200000000000045","2.519","40.0","267.0","50.31","269","92","274","5.375","168","71","12.125",
"852451761","626411547","159491193","160.58","59.39999999999998","2.529","69.2","8.28","834.0","300","134","90","23","1","0.0","59.39999999999998","2.529","39.75","265.0","50.31","269","92","274","5.375","168","71","12.125",
"852451762","626411842","159490886","163.75","59.60000000000002","2.557","69.2","8.09","857.0","300","135","89","22","1","0.5","59.60000000000002","2.557","39.0","261.0","50.21","296","92","270","5.375","168","71","12.125",
"852451763","626411994","159490299","167.38","59.799999999999955","2.557","68.2","7.9","862.0","300","135","90","22","1","0.0","59.799999999999955","2.557","39.25","261.0","50.12","289","88","270","5.125","168","70","12.5",
"852451764","626412197","159489813","170.72","59.799999999999955","2.575","68.2","7.9","864.0","300","136","90","22","1","0.0","59.799999999999955","2.575","39.75","264.0","50.12","291","88","276","5.125","168","70","12.5",
"852451765","626413156","159490339","177.43","59.799999999999955","2.631","68.2","7.81","866.0","300","137","90","22","1","0.0","59.799999999999955","2.631","40.0","265.0","50.03","304","91","276","5.375","168","71","12.125",
"852451766","626412966","159489208","182.71","59.60000000000002","2.669","68.2","7.81","891.0","300","137","90","22","1","0.0","59.60000000000002","2.669","39.75","265.0","50.03","327","91","268","5.25","169","71","12.5",
"852451767","626413398","159489285","186.63","59.799999999999955","2.669","78.0","7.81","1007.0","300","138","85","22","1","0.5","59.799999999999955","2.669","39.0","265.0","50.03","338","90","268","5.25","169","71","12.25",
"852451768","626414049","159489676","192.81","59.60000000000002","2.669","75.0","7.68","938.0","300","138","87","22","1","0.5","59.60000000000002","2.669","39.0","263.0","50.03","349","89","270","5.375","170","72","12.125",
"852451769","626414440","159489706","196.46","59.799999999999955","2.678","72.2","7.68","922.0","300","139","89","22","1","0.5","59.799999999999955","2.678","38.75","261.0","49.93","351","89","270","5.375","170","72","12.125",
"852451770","626414826","159489745","200.05","59.60000000000002","2.697","72.2","7.68","928.0","300","139","89","22","1","0.0","59.60000000000002","2.697","38.75","261.0","49.93","351","83","270","5.5","170","72","12.125",
"852451771","626415160","159489818","203.19","59.60000000000002","2.697","74.0","7.9","927.0","300","141","88","22","1","0.5","59.60000000000002","2.697","38.25","259.0","49.93","341","83","270","5.5","170","72","12.125",
"852451772","626415619","159490100","207.54","59.60000000000002","2.715","75.0","7.9","922.0","300","142","89","22","1","0.0","59.60000000000002","2.715","38.25","258.0","49.93","327","89","272","5.5","170","72","12.25",
"852451773","626416023","159490159","211.25","59.799999999999955","2.715","75.0","7.9","921.0","300","140","89","22","1","0.5","59.799999999999955","2.715","38.75","262.0","50.06","307","89","270","5.5","170","72","12.25",
"852451774","626416318","159490186","213.73","59.799999999999955","2.715","75.0","7.9","941.0","300","140","88","22","1","0.0","59.799999999999955","2.715","39.75","269.0","50.25","311","88","270","5.625","170","73","12.125",
"852451775","626416685","159490453","216.36","59.799999999999955","2.669","74.0","7.68","952.0","300","142","80","22","1","0.5","59.799999999999955","2.669","41.5","287.0","50.25","327","88","270","6.0","170","75","12.5",
"852451787","626417890","159491004","216.36","60.799999999999955","0.093","30.2","3.9","1371.0","300","140","47","21","1","0.0","60.799999999999955","0.093","44.0","609.0","50.53","0","0","256","6.25","170","0","13.25",
"852451788","626418122","159491099","218.59","60.60000000000002","1.101","77.0","3.9","1371.0","300","140","62","21","1","0.5","60.60000000000002","1.101","43.75","503.0","52.84","0","0","256","6.25","170","0","13.25",
"852451789","626418429","159491225","221.55","60.39999999999998","1.176","69.2","19.71","376.0","300","140","92","21","1","0.0","60.39999999999998","1.176","39.25","246.0","54.03","0","0","256","6.25","170","0","13.25",
"852451790","626418767","159491459","224.97","60.39999999999998","1.922","73.0","16.59","572.0","300","141","91","21","1","0.5","60.39999999999998","1.922","38.75","253.0","52.56","0","0","256","6.25","170","0","13.25",
"852451791","626419083","159491699","228.21","60.200000000000045","2.697","74.0","14.06","624.0","300","141","90","21","1","0.0","60.200000000000045","2.697","38.5","255.0","52.25","0","0","256","6.25","170","0","13.25",
"852451792","626419413","159491927","231.55","60.0","3.004","74.0","11.9","992.0","300","141","89","21","1","0.5","60.0","3.004","38.5","256.0","52.12","0","45","256","0.0","170","0","0.0",
"852451793","626419714","159492146","234.62","59.799999999999955","3.051","74.0","9.46","968.0","300","141","89","21","1","0.0","59.799999999999955","3.051","38.5","256.0","52.12","129","37","0","0.0","169","16","0.0",
"852451794","626420012","159492374","237.68","59.799999999999955","3.004","75.0","8.96","976.0","300","139","90","21","1","0.0","59.799999999999955","3.004","38.75","257.0","52.03","251","88","168","0.875","170","41","21.0",
"852451795","626420309","159492581","240.69","59.799999999999955","2.865","75.0","8.59","986.0","300","140","90","21","1","0.0","59.799999999999955","2.865","38.75","256.0","51.71","299","89","232","5.25","170","42","6.125",
"852451796","626420626","159492797","243.89","59.799999999999955","2.855","75.0","8.37","983.0","300","140","90","21","1","0.0","59.799999999999955","2.855","38.5","256.0","51.59","287","90","364","4.375","171","50","12.25",
"852451797","626420903","159492962","246.65","60.0","2.865","73.0","7.9","967.0","300","141","90","21","1","0.0","60.0","2.865","38.5","256.0","51.59","292","90","260","5.875","171","75","12.25",
"852451798","626421230","159493151","249.88","60.200000000000045","2.855","72.2","7.81","966.0","300","141","90","21","1","0.0","60.200000000000045","2.855","38.5","255.0","51.59","295","91","260","5.75","171","75","12.375",
"852451799","626421543","159493342","252.99","60.200000000000045","2.986","72.2","7.68","969.0","300","142","90","21","1","0.5","60.200000000000045","2.986","38.25","253.0","51.59","295","91","258","5.75","171","75","12.375",
"852451800","626421851","159493569","256.14","60.39999999999998","2.986","73.0","7.59","967.0","300","142","90","21","1","0.5","60.39999999999998","2.986","38.75","256.0","51.5","292","92","258","5.75","171","75","12.375",
"852451801","626422108","159493757","258.77","60.39999999999998","2.986","74.0","7.59","976.0","300","142","90","21","1","0.0","60.39999999999998","2.986","39.25","261.0","51.37","285","90","256","5.625","170","74","12.625",
"852451802","626422398","159493947","261.68","60.60000000000002","2.995","74.0","7.5","982.0","300","142","89","21","1","0.5","60.60000000000002","2.995","40.0","265.0","51.15","271","90","260","5.75","170","75","12.625",
"852451803","626422678","159494137","264.51","60.799999999999955","2.846","75.0","7.5","998.0","300","142","88","21","1","0.5","60.799999999999955","2.846","39.5","266.0","50.87","274","88","262","5.75","170","74","12.375",
"852451804","626422995","159494340","267.68","61.0","2.846","75.0","7.5","986.0","300","142","89","21","1","0.0","61.0","2.846","39.25","263.0","50.87","267","87","262","5.875","170","75","12.5",
"852451805","626423337","159494532","271.05","61.0","2.846","75.0","7.5","965.0","300","143","89","21","1","0.5","61.0","2.846","39.0","261.0","50.78","275","88","266","6.125","171","77","12.5",
"852451806","626423696","159494728","274.58","61.0","2.893","75.0","7.5","962.0","300","143","89","21","1","0.5","61.0","2.893","38.75","259.0","50.78","274","89","266","6.0","171","75","12.125",
"852451807","626424037","159494906","277.92","61.0","2.976","74.0","7.4","981.0","300","142","89","21","1","0.5","61.0","2.976","39.25","262.0","50.78","274","89","266","6.0","171","75","11.875",
"852451808","626424371","159495069","281.17","60.799999999999955","3.014","74.0","7.31","1004.0","300","142","89","21","1","0.0","60.799999999999955","3.014","39.25","265.0","50.78","293","90","252","6.0","170","76","12.5",
"852451809","626424681","159495214","284.17","60.799999999999955","3.051","74.0","7.12","1030.0","300","143","89","20","1","0.0","60.799999999999955","3.051","39.25","265.0","50.87","279","89","256","6.0","170","77","12.5",
"852451810","626425002","159495379","287.31","60.60000000000002","3.051","74.0","7.03","1040.0","300","143","88","20","1","0.0","60.60000000000002","3.051","38.75","264.0","50.87","254","88","260","6.0","170","76","12.5",
"852451811","626425312","159495528","290.32","60.60000000000002","3.051","73.0","6.9","1038.0","300","143","89","20","1","0.0","60.60000000000002","3.051","39.75","268.0","50.87","240","86","262","6.0","171","76","12.375",
"852451812","626425662","159495689","293.71","60.60000000000002","3.051","73.0","6.9","1023.0","300","143","89","20","1","0.5","60.60000000000002","3.051","39.75","267.0","50.78","240","88","262","6.25","171","77","12.625",
"852451813","626425992","159495857","296.93","60.799999999999955","3.06","73.0","7.03","1016.0","300","143","90","20","1","0.0","60.799999999999955","3.06","39.25","263.0","50.78","247","88","264","6.25","171","77","12.625",
"852451814","626426314","159496024","300.08","60.799999999999955","3.07","72.2","7.03","1007.0","300","143","90","20","1","0.0","60.799999999999955","3.07","39.25","262.0","50.78","247","89","260","5.75","171","74","12.25",
"852451815","626426625","159496178","303.11","60.799999999999955","3.079","71.2","6.9","1019.0","300","143","90","20","1","0.0","60.799999999999955","3.079","39.5","263.0","50.78","241","91","256","5.75","170","74","12.5",
"852451816","626426973","159496365","306.53","60.60000000000002","3.079","71.2","6.81","1024.0","300","143","90","20","1","0.5","60.60000000000002","3.079","40.0","264.0","50.78","248","91","258","5.75","170","74","12.625",
"852451817","626427290","159496558","309.68","60.60000000000002","3.088","71.2","6.81","1024.0","300","143","89","20","1","0.5","60.60000000000002","3.088","39.25","262.0","50.78","248","90","258","5.875","170","75","12.375",
"852451818","626427644","159496759","313.17","60.39999999999998","3.088","71.2","6.81","1040.0","300","143","89","20","1","0.5","60.39999999999998","3.088","39.5","265.0","50.65","247","88","262","5.625","170","74","12.25",
"852451819","626427932","159496929","316.03","60.200000000000045","3.088","71.2","6.71","1039.0","300","143","89","20","1","0.5","60.200000000000045","3.088","40.0","268.0","50.65","247","88","262","5.625","170","74","12.25",
"852451820","626428240","159497119","319.09","60.0","3.088","70.2","6.71","1037.0","300","143","89","20","1","0.5","60.0","3.088","40.0","266.0","50.65","245","89","262","5.875","170","75","12.0",
"852451821","626428549","159497310","322.18","60.0","3.088","70.2","6.71","1040.0","300","143","90","20","1","0.0","60.0","3.088","39.5","261.0","50.65","252","88","264","6.0","170","75","12.0",
"852451822","626428920","159497519","325.84","60.0","3.088","72.2","6.9","1033.0","300","143","90","20","1","0.0","60.0","3.088","39.25","261.0","50.87","243","88","268","6.0","170","75","11.75",
"852451823","626429271","159497696","329.26","59.799999999999955","3.088","75.0","6.9","1030.0","300","144","90","20","1","0.0","59.799999999999955","3.088","39.25","261.0","50.87","232","90","264","5.875","170","74","12.0",
"852451824","626429638","159497870","332.82","59.60000000000002","3.107","74.0","6.81","1034.0","300","143","90","20","1","0.0","59.60000000000002","3.107","39.25","262.0","50.96","228","90","264","5.875","170","74","12.0",
"852451825","626429975","159498058","336.14","59.60000000000002","3.116","73.0","6.71","1037.0","300","143","90","20","1","0.0","59.60000000000002","3.116","39.5","264.0","50.96","231","89","262","5.625","170","73","12.125",
"852451826","626430279","159498238","339.16","59.39999999999998","3.144","73.0","6.71","1045.0","300","143","90","20","1","0.0","59.39999999999998","3.144","39.5","263.0","50.84","229","89","260","5.875","170","75","12.5",
"852451827","626430580","159498444","342.2","59.60000000000002","3.144","73.0","6.62","1076.0","300","144","89","20","1","0.5","59.60000000000002","3.144","39.25","263.0","50.75","230","92","260","5.875","170","75","12.375",
"852451828","626430893","159498642","345.33","59.200000000000045","3.144","72.2","6.53","1083.0","300","144","89","20","1","0.5","59.200000000000045","3.144","39.5","265.0","50.75","230","90","260","5.875","169","75","12.5",
"852451829","626431172","159498810","348.1","59.200000000000045","3.144","72.2","6.53","1082.0","300","143","89","20","1","0.5","59.200000000000045","3.144","39.5","265.0","50.75","220","88","262","5.75","169","74","12.375",
"852451830","626431453","159498973","350.87","59.0","3.135","72.2","6.53","1054.0","300","143","90","20","1","0.0","59.0","3.135","39.5","264.0","50.65","211","89","264","5.625","169","74","12.75",
"852451831","626431728","159499125","353.58","59.200000000000045","3.126","71.2","6.53","1047.0","300","143","90","20","1","0.5","59.200000000000045","3.126","39.5","262.0","50.65","204","88","268","5.75","169","74","12.625",
"852451832","626432018","159499289","356.45","59.0","3.107","71.2","6.62","1008.0","300","143","91","20","1","0.0","59.0","3.107","39.5","261.0","50.43","209","89","270","5.75","169","74","12.375",
"852451833","626432293","159499458","359.18","58.799999999999955","3.088","70.2","6.81","980.0","300","143","91","20","1","0.0","58.799999999999955","3.088","39.5","260.0","50.34","208","88","270","5.625","169","73","12.375",
"852451834","626432572","159499629","361.96","58.60000000000002","3.088","72.2","6.9","981.0","300","143","90","20","1","0.5","58.60000000000002","3.088","39.5","262.0","50.25","207","93","270","5.5","169","72","12.375",
"852451835","626432824","159499793","364.49","58.39999999999998","3.07","72.2","7.03","977.0","300","143","90","20","1","0.0","58.39999999999998","3.07","39.5","263.0","50.25","212","91","270","5.0","169","69","12.25",
"852451836","626433134","159499970","367.55","58.200000000000045","3.051","72.2","7.12","968.0","300","143","90","20","1","0.0","58.200000000000045","3.051","39.5","261.0","50.25","219","89","270","5.25","169","71","12.25",
"852451837","626433458","159500128","370.7","58.200000000000045","3.032","73.0","7.31","958.0","300","143","90","20","1","0.0","58.200000000000045","3.032","39.5","264.0","50.25","208","89","270","5.25","169","71","12.375",
"852451838","626433769","159500274","373.71","58.0","3.032","73.0","7.4","952.0","300","144","90","20","1","0.0","58.0","3.032","39.5","264.0","50.25","210","88","268","5.625","169","73","12.25",
"852451839","626434056","159500421","376.52","58.0","3.023","73.0","7.4","953.0","300","143","89","20","1","0.5","58.0","3.023","39.25","261.0","50.25","212","89","268","5.75","169","74","12.25",
"852451840","626434308","159500573","379.02","58.0","3.023","73.0","7.4","958.0","300","143","90","19","1","0.0","58.0","3.023","39.25","261.0","50.25","228","90","264","5.75","169","74","12.25",
"852451841","626434566","159500716","381.56","57.799999999999955","3.023","73.0","7.4","962.0","300","142","90","19","1","0.0","57.799999999999955","3.023","39.25","262.0","50.25","221","90","266","5.75","168","74","12.25",
"852451842","626434849","159500843","384.3","57.39999999999998","3.014","73.0","7.4","968.0","300","143","90","19","1","0.0","57.39999999999998","3.014","39.75","265.0","50.25","206","90","266","5.75","168","74","12.25",
"852451843","626435122","159500921","386.88","57.200000000000045","3.004","73.0","7.4","970.0","300","143","89","19","1","0.5","57.200000000000045","3.004","39.5","265.0","50.25","195","91","270","5.625","167","73","11.875",
"852451844","626435404","159501025","389.57","56.799999999999955","3.004","73.0","7.4","971.0","300","143","89","19","1","0.5","56.799999999999955","3.004","40.0","269.0","50.37","200","89","264","5.5","167","73","12.25",
