record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"853570742","626399345","159519731","0.0","42.39999999999998","0.0","100","117","0","23","0.0","42.39999999999998","0.0",
"853570743","626399172","159519535","0.0","57.39999999999998","1.008","100","117","0","23","0.0","57.39999999999998","1.008",
"853570745","626399471","159518994","4.15","57.200000000000045","1.521","100","116","0","23","0.0","57.200000000000045","1.521","0","0","0","0.0",
"853570746","626399633","159518580","6.91","57.200000000000045","2.613","100","116","0","23","0.0","57.200000000000045","2.613","41","91","62","0.0",
"853570747","626399861","159518207","9.89","57.200000000000045","2.743","100","115","91","23","0.5","57.200000000000045","2.743","279","90","250","9.5","65385","106","13.25",
"853570749","626400267","159517578","15.26","57.200000000000045","3.051","100","114","90","23","0.5","57.200000000000045","3.051","259","90","248","5.875","65385","76","12.75",
"853570750","626400337","159517142","17.61","57.0","2.799","100","113","90","23","0.5","57.0","2.799","261","91","248","6.0","65385","77","12.75",
"853570751","626400393","159516640","20.38","57.0","2.809","100","113","90","23","0.5","57.0","2.809","263","93","252","6.0","65385","77","12.5",
"853570752","626400556","159516259","23.03","57.0","2.837","100","112","91","23","0.0","57.0","2.837","262","92","254","5.625","65385","74","12.5",
"853570753","626400711","159515941","25.32","57.0","2.837","300","109","91","23","0.0","57.0","2.837","260","90","254","5.5","65385","73","12.625",
"853570754","626400862","159515597","27.66","56.799999999999955","2.734","300","106","91","23","0.0","56.799999999999955","2.734","255","89","256","5.5","65385","73","12.75",
"853570755","626400925","159515107","30.25","56.799999999999955","2.734","300","102","91","23","0.0","56.799999999999955","2.734","257","90","256","5.625","65385","74","12.75",
"853570756","626400993","159514633","32.78","56.39999999999998","2.743","300","103","91","23","0.0","56.39999999999998","2.743","259","89","260","5.75","65385","75","12.5",
"853570757","626401220","159514340","35.46","56.60000000000002","2.753","300","102","91","23","0.0","56.60000000000002","2.753","262","91","260","5.75","65385","74","12.375",
"853570758","626401437","159514037","38.13","56.39999999999998","2.753","300","104","90","23","0.0","56.39999999999998","2.753","257","90","260","5.75","65385","75","12.375",
"853570759","626401552","159513596","40.73","56.60000000000002","2.753","300","105","90","23","0.0","56.60000000000002","2.753","255","92","258","5.625","65385","74","12.5",
"853570760","626401636","159513104","43.37","56.39999999999998","2.753","300","106","90","23","0.0","56.39999999999998","2.753","259","90","256","5.625","65385","74","12.625",
"853570761","626401702","159512636","45.81","56.60000000000002","2.743","300","107","90","23","0.0","56.60000000000002","2.743","267","91","254","5.75","65385","75","12.875",
"853570762","626401919","159512393","48.26","56.60000000000002","2.734","300","108","90","23","0.0","56.60000000000002","2.734","266","91","256","5.75","65385","75","12.75",
"853570763","626402164","159512178","50.85","56.60000000000002","2.725","300","106","91","23","0.0","56.60000000000002","2.725","264","89","256","5.75","65385","74","12.75",
