record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],
"854348948","626399873","159519515","0.0","57.39999999999998","0.037","52.5","41.0","585.0","9.15","47.06","631.0","300","63","43","24","1","0.5","57.39999999999998","0.037",
"854348949","626399963","159519487","0.85","57.39999999999998","0.0","58.5","45.0","632.0","9.15","47.06","631.0","300","66","44","24","1","0.0","57.39999999999998","0.0",
"854348950","626400092","159519470","2.06","57.60000000000002","0.131","73.0","42.25","480.0","22.75","48.09","189.0","300","70","51","24","1","0.0","57.60000000000002","0.131",
"854348951","626400269","159519381","3.78","57.60000000000002","0.14","78.0","39.0","261.0","35.34","49.56","225.0","300","74","89","24","1","0.5","57.60000000000002","0.14","0","0","0","0.0",
"854348952","626400421","159519249","5.38","58.200000000000045","0.14","76.0","37.75","248.0","28.78","49.71","300.0","300","77","89","24","1","0.5","58.200000000000045","0.14","0","0","0","0.0",
"854348953","626400605","159519041","7.45","58.0","1.54","76.0","37.75","250.0","25.65","49.87","346.0","300","79","90","24","1","0.0","58.0","1.54","0","0","0","0.0",
"854348954","626400817","159518824","9.79","58.39999999999998","2.155","77.0","37.75","250.0","16.0","50.34","489.0","300","82","90","24","1","0.5","58.39999999999998","2.155","0","0","0","0.0",
"854348955","626401067","159518599","12.45","57.799999999999955","2.398","78.0","37.75","250.0","14.25","50.46","571.0","300","86","90","24","1","0.5","57.799999999999955","2.398","0","0","0","0.0",
"854348956","626401330","159518409","15.12","58.0","2.566","78.0","38.0","251.0","12.0","50.34","769.0","300","90","90","24","1","0.5","58.0","2.566","0","0","0","0.0",
"854348957","626401586","159518230","17.71","58.0","2.734","78.0","38.5","252.0","11.59","50.34","779.0","300","93","91","24","1","0.0","58.0","2.734","0","0","0","0.0",
"854348958","626401768","159517956","19.99","58.0","2.734","78.0","38.5","252.0","10.81","50.25","814.0","300","96","91","24","1","0.0","58.0","2.734","0","0","0","0.0",
"854348959","626401870","159517590","22.1","58.0","2.725","78.0","38.5","252.0","10.53","50.25","834.0","300","98","91","24","1","0.0","58.0","2.725","0","0","0","0.0",
"854348960","626401941","159517185","24.37","58.0","2.566","79.0","39.0","260.0","10.53","50.25","834.0","300","100","90","24","1","0.0","58.0","2.566","0","0","0","0.0",
"854348961","626402035","159516787","26.76","57.799999999999955","2.557","79.0","39.25","261.0","9.84","50.06","855.0","300","103","89","24","1","0.5","57.799999999999955","2.557","0","0","0","0.0",
"854348962","626402187","159516421","29.25","58.0","2.501","79.0","39.25","262.0","9.84","50.06","855.0","300","105","89","24","1","0.5","58.0","2.501","0","0","0","0.0",
