"session","time","distance","heart.rate","speed","power","pace"
1,2017-06-03 07:21:12,0,NA,0,NA,NA
1,2017-06-03 07:21:12,0,NA,0,NA,NA
1,2017-06-03 07:21:12,0,NA,0,NA,NA
1,2017-06-03 07:21:13,0,NA,0,NA,NA
1,2017-06-03 07:21:13,0,NA,0,NA,NA
1,2017-06-03 07:21:14,0,NA,0,NA,NA
1,2017-06-03 07:21:14,0,NA,0,NA,NA
1,2017-06-03 07:21:14,0,NA,0,NA,NA
1,2017-06-03 07:21:15,0,NA,0,NA,NA
1,2017-06-03 07:21:15,0,NA,0,NA,NA
1,2017-06-03 07:21:16,0,NA,0,NA,NA
1,2017-06-03 07:21:17,0,60,21.24,0,2.82485875706215
1,2017-06-03 07:21:18,5.9,60,5.76,0,10.4166666666667
1,2017-06-03 07:21:19,7.5,60,5.76,0,10.4166666666667
1,2017-06-03 07:21:20,9.1,60,5.76000000000001,0,10.4166666666667
1,2017-06-03 07:21:21,10.7,60,3.6,0,16.6666666666667
1,2017-06-03 07:21:22,11.7,63,2.52,41,23.8095238095238
1,2017-06-03 07:21:23,12.4,66,7.2,41,8.33333333333333
1,2017-06-03 07:21:24,14.4,71,2.88,267,20.8333333333333
1,2017-06-03 07:21:25,15.2,73,0,265,NA
1,2017-06-03 07:21:26,15.2,80,0,259,NA
1,2017-06-03 07:21:27,15.2,80,0,259,NA
1,2017-06-03 07:21:28,15.2,81,3.6,264,16.6666666666667
1,2017-06-03 07:21:29,16.2,83,0.359999999999992,264,166.66666666667
1,2017-06-03 07:21:30,16.3,82,3.6,257,16.6666666666667
1,2017-06-03 07:21:31,17.3,82,2.52000000000001,252,23.8095238095237
1,2017-06-03 07:21:32,18,82,5.04,243,11.9047619047619
1,2017-06-03 07:21:33,19.4,82,5.4,242,11.1111111111111
1,2017-06-03 07:21:34,20.9,83,4.68,239,12.8205128205128
1,2017-06-03 07:21:35,22.2,85,4.68,246,12.8205128205128
1,2017-06-03 07:21:36,23.5,90,5.75999999999999,246,10.4166666666667
1,2017-06-03 07:21:37,25.1,92,6.12,253,9.80392156862746
1,2017-06-03 07:21:38,26.8,97,5.76000000000001,250,10.4166666666667
1,2017-06-03 07:21:39,28.4,99,7.2,249,8.33333333333333
1,2017-06-03 07:21:40,30.4,99,7.56,256,7.93650793650793
1,2017-06-03 07:21:41,32.5,100,7.91999999999999,255,7.57575757575759
1,2017-06-03 07:21:42,34.7,102,8.64000000000002,244,6.94444444444443
1,2017-06-03 07:21:43,37.1,103,9.35999999999998,244,6.41025641025642
1,2017-06-03 07:21:44,39.7,103,9.36,245,6.41025641025641
1,2017-06-03 07:21:45,42.3,99,9.72000000000001,242,6.17283950617283
1,2017-06-03 07:21:46,45,97,9.36,246,6.41025641025641
1,2017-06-03 07:21:47,47.6,97,8.27999999999999,243,7.24637681159421
1,2017-06-03 07:21:48,49.9,100,12.24,245,4.90196078431373
1,2017-06-03 07:21:49,53.3,100,8.63999999999999,243,6.94444444444445
1,2017-06-03 07:21:50,55.7,100,9,244,6.66666666666667
1,2017-06-03 07:21:51,58.2,98,9,245,6.66666666666667
1,2017-06-03 07:21:52,60.7,99,9,240,6.66666666666667
1,2017-06-03 07:21:53,63.2,104,9,242,6.66666666666667
1,2017-06-03 07:21:54,65.7,109,10.08,243,5.95238095238096
1,2017-06-03 07:21:55,68.5,106,9.72000000000001,245,6.17283950617283
1,2017-06-03 07:21:56,71.2,105,10.08,246,5.95238095238096
1,2017-06-03 07:21:57,74,110,10.8,247,5.55555555555556
1,2017-06-03 07:21:58,77,116,9.36000000000003,244,6.41025641025639
1,2017-06-03 07:21:59,79.6,116,9,251,6.66666666666667
1,2017-06-03 07:22:00,82.1,116,9.35999999999998,253,6.41025641025642
1,2017-06-03 07:22:01,84.7,115,9.36000000000003,250,6.41025641025639
1,2017-06-03 07:22:02,87.3,117,9,251,6.66666666666667
1,2017-06-03 07:22:03,89.8,118,8.63999999999997,255,6.94444444444447
1,2017-06-03 07:22:04,92.2,122,9,252,6.66666666666667
1,2017-06-03 07:22:05,94.7,122,10.08,248,5.95238095238096
1,2017-06-03 07:22:06,97.5,125,9.72000000000001,248,6.17283950617283
1,2017-06-03 07:22:07,100.2,127,9.36000000000003,244,6.41025641025639
1,2017-06-03 07:22:08,102.8,127,8.63999999999997,245,6.94444444444447
1,2017-06-03 07:22:09,105.2,131,7.56000000000003,252,7.9365079365079
1,2017-06-03 07:22:10,107.3,129,8.63999999999997,259,6.94444444444447
1,2017-06-03 07:22:11,109.7,131,8.64000000000002,261,6.94444444444443
1,2017-06-03 07:22:12,112.1,132,10.44,260,5.74712643678163
1,2017-06-03 07:22:13,115,131,11.16,258,5.37634408602149
1,2017-06-03 07:22:14,118.1,134,10.08,262,5.95238095238096
1,2017-06-03 07:22:15,120.9,132,9.72000000000001,261,6.17283950617283
1,2017-06-03 07:22:16,123.6,132,11.52,255,5.20833333333333
1,2017-06-03 07:22:17,126.8,132,10.8,257,5.55555555555556
1,2017-06-03 07:22:18,129.8,133,10.44,257,5.7471264367816
1,2017-06-03 07:22:19,132.7,133,9.71999999999996,257,6.17283950617287
1,2017-06-03 07:22:20,135.4,132,10.8,256,5.55555555555556
1,2017-06-03 07:22:21,138.4,131,10.44,254,5.7471264367816
1,2017-06-03 07:22:22,141.3,130,10.44,249,5.7471264367816
1,2017-06-03 07:22:23,144.2,129,9.71999999999996,248,6.17283950617287
1,2017-06-03 07:22:24,146.9,129,9.71999999999996,248,6.17283950617287
1,2017-06-03 07:22:25,149.6,129,9.36000000000008,255,6.41025641025635
1,2017-06-03 07:22:26,152.2,131,9.71999999999996,255,6.17283950617287
1,2017-06-03 07:22:27,154.9,134,10.08,256,5.95238095238093
1,2017-06-03 07:22:28,157.7,134,10.0799999999999,261,5.95238095238099
1,2017-06-03 07:22:29,160.5,135,10.44,266,5.7471264367816
1,2017-06-03 07:22:30,163.4,136,32.4,265,1.85185185185185
1,2017-06-03 07:22:31,172.4,138,14.76,266,4.06504065040651
1,2017-06-03 07:22:32,176.5,134,14.76,269,4.06504065040651
1,2017-06-03 07:22:33,180.6,134,14.4,264,4.16666666666667
1,2017-06-03 07:22:34,184.6,135,12.9600000000001,255,4.6296296296296
1,2017-06-03 07:22:35,188.2,134,11.8799999999999,263,5.05050505050508
1,2017-06-03 07:22:36,191.5,135,11.16,265,5.37634408602151
1,2017-06-03 07:22:37,194.6,135,9.72000000000006,273,6.1728395061728
1,2017-06-03 07:22:38,197.3,136,8.27999999999994,274,7.24637681159426
1,2017-06-03 07:22:39,199.6,135,8.64000000000002,269,6.94444444444443
1,2017-06-03 07:22:40,202,136,9.35999999999998,267,6.41025641025642
1,2017-06-03 07:22:41,204.6,137,11.1600000000001,250,5.37634408602147
1,2017-06-03 07:22:42,207.7,138,12.2399999999999,245,4.90196078431376
1,2017-06-03 07:22:43,211.1,137,12.6,235,4.76190476190476
1,2017-06-03 07:22:44,214.6,135,12.6,245,4.76190476190476
1,2017-06-03 07:22:45,218.1,138,12.24,277,4.90196078431372
1,2017-06-03 07:22:46,221.5,137,12.24,284,4.90196078431372
1,2017-06-03 07:22:47,224.9,135,13.68,277,4.38596491228069
1,2017-06-03 07:22:48,228.7,136,10.8,259,5.55555555555556
1,2017-06-03 07:22:49,231.7,135,11.52,254,5.20833333333335
1,2017-06-03 07:22:50,234.9,134,9.71999999999996,255,6.17283950617287
1,2017-06-03 07:22:51,237.6,134,9.72000000000006,264,6.1728395061728
1,2017-06-03 07:22:52,240.3,134,10.8,262,5.55555555555556
1,2017-06-03 07:22:53,243.3,134,11.16,257,5.37634408602151
1,2017-06-03 07:22:54,246.4,133,12.24,254,4.90196078431372
1,2017-06-03 07:22:55,249.8,133,12.24,248,4.90196078431372
1,2017-06-03 07:22:56,253.2,134,12.2399999999999,245,4.90196078431376
1,2017-06-03 07:22:57,256.6,134,12.2400000000001,246,4.90196078431368
1,2017-06-03 07:22:58,260,135,11.8799999999998,239,5.05050505050512
1,2017-06-03 07:22:59,263.3,135,12.2400000000001,238,4.90196078431368
1,2017-06-03 07:23:00,266.7,136,13.32,238,4.50450450450452
1,2017-06-03 07:23:01,270.4,136,11.88,241,5.05050505050503
1,2017-06-03 07:23:02,273.7,136,14.0399999999999,240,4.2735042735043
1,2017-06-03 07:23:03,277.6,136,13.32,240,4.50450450450452
1,2017-06-03 07:23:04,281.3,136,12.2400000000001,239,4.90196078431368
1,2017-06-03 07:23:05,284.7,136,12.2399999999999,238,4.90196078431376
1,2017-06-03 07:23:06,288.1,136,12.9600000000001,253,4.6296296296296
1,2017-06-03 07:23:07,291.7,136,12.6,252,4.76190476190476
1,2017-06-03 07:23:08,295.2,136,12.6,250,4.76190476190476
1,2017-06-03 07:23:09,298.7,136,12.9599999999999,250,4.62962962962967
1,2017-06-03 07:23:10,302.3,136,12.9600000000001,246,4.6296296296296
1,2017-06-03 07:23:11,305.9,136,13.32,243,4.50450450450452
1,2017-06-03 07:23:12,309.6,136,11.88,245,5.05050505050503
1,2017-06-03 07:23:13,312.9,136,11.1600000000001,244,5.37634408602147
1,2017-06-03 07:23:14,316,136,11.8799999999998,245,5.05050505050512
1,2017-06-03 07:23:15,319.3,136,12.2400000000001,245,4.90196078431368
1,2017-06-03 07:23:16,322.7,136,11.1599999999999,248,5.37634408602156
1,2017-06-03 07:23:17,325.8,136,11.1600000000001,248,5.37634408602147
1,2017-06-03 07:23:18,328.9,136,11.88,244,5.05050505050503
1,2017-06-03 07:23:19,332.2,136,10.4399999999999,244,5.74712643678165
1,2017-06-03 07:23:20,335.1,135,12.6,247,4.76190476190476
1,2017-06-03 07:23:21,338.6,135,12.2400000000001,248,4.90196078431368
1,2017-06-03 07:23:22,342,135,12.2399999999999,245,4.90196078431376
1,2017-06-03 07:23:23,345.4,135,11.88,246,5.05050505050503
1,2017-06-03 07:23:24,348.7,135,8.28000000000004,246,7.24637681159417
1,2017-06-03 07:23:25,351,135,10.0799999999998,245,5.95238095238105
1,2017-06-03 07:23:26,353.8,134,11.5200000000002,241,5.20833333333326
1,2017-06-03 07:23:27,357,134,12.2399999999999,240,4.90196078431376
1,2017-06-03 07:23:28,360.4,134,10.8,242,5.55555555555556
1,2017-06-03 07:23:29,363.4,134,11.52,241,5.20833333333335
1,2017-06-03 07:23:30,366.6,134,11.52,238,5.20833333333335
1,2017-06-03 07:23:31,369.8,134,11.1600000000001,234,5.37634408602147
1,2017-06-03 07:23:32,372.9,134,11.1600000000001,230,5.37634408602147
1,2017-06-03 07:23:33,376,134,10.4399999999999,231,5.74712643678165
1,2017-06-03 07:23:34,378.9,134,10.8,226,5.55555555555556
1,2017-06-03 07:23:35,381.9,134,11.52,226,5.20833333333335
1,2017-06-03 07:23:36,385.1,134,11.88,224,5.05050505050503
1,2017-06-03 07:23:37,388.4,135,12.9600000000001,229,4.6296296296296
1,2017-06-03 07:23:38,392,135,11.8799999999998,228,5.05050505050512
1,2017-06-03 07:23:39,395.3,135,11.1600000000001,230,5.37634408602147
1,2017-06-03 07:23:40,398.4,135,10.4399999999999,231,5.74712643678165
1,2017-06-03 07:23:41,401.3,135,10.8,230,5.55555555555556
1,2017-06-03 07:23:42,404.3,134,12.2400000000001,231,4.90196078431368
1,2017-06-03 07:23:43,407.7,134,11.1599999999999,231,5.37634408602156
1,2017-06-03 07:23:44,410.8,134,10.4400000000001,227,5.74712643678154
1,2017-06-03 07:23:45,413.7,134,10.8,227,5.55555555555556
1,2017-06-03 07:23:46,416.7,134,10.08,229,5.95238095238093
1,2017-06-03 07:23:47,419.5,133,10.0799999999998,235,5.95238095238105
1,2017-06-03 07:23:48,422.3,133,10.8,243,5.55555555555556
1,2017-06-03 07:23:49,425.3,133,9,243,6.66666666666667
1,2017-06-03 07:23:50,427.8,133,10.08,247,5.95238095238093
1,2017-06-03 07:23:51,430.6,133,7.91999999999996,249,7.57575757575762
1,2017-06-03 07:23:52,432.8,133,9.36000000000008,249,6.41025641025635
1,2017-06-03 07:23:53,435.4,134,8.28000000000004,245,7.24637681159417
1,2017-06-03 07:23:54,437.7,134,9.35999999999988,244,6.41025641025649
1,2017-06-03 07:23:55,440.3,134,10.08,241,5.95238095238093
1,2017-06-03 07:23:56,443.1,134,10.08,239,5.95238095238093
1,2017-06-03 07:23:57,445.9,134,10.08,236,5.95238095238093
1,2017-06-03 07:23:58,448.7,134,11.1599999999999,236,5.37634408602156
1,2017-06-03 07:23:59,451.8,134,10.8,234,5.55555555555556
1,2017-06-03 07:24:00,454.8,134,11.1600000000001,232,5.37634408602147
1,2017-06-03 07:24:01,457.9,134,10.8,232,5.55555555555556
1,2017-06-03 07:24:02,460.9,134,10.08,238,5.95238095238093
1,2017-06-03 07:24:03,463.7,134,11.52,238,5.20833333333335
1,2017-06-03 07:24:04,466.9,134,11.52,228,5.20833333333335
1,2017-06-03 07:24:05,470.1,133,10.4400000000001,229,5.74712643678154
1,2017-06-03 07:24:06,473,128,9.71999999999996,229,6.17283950617287
1,2017-06-03 07:24:07,475.7,127,9.35999999999988,231,6.41025641025649
1,2017-06-03 07:24:08,478.3,128,10.08,235,5.95238095238093
1,2017-06-03 07:24:09,481.1,128,9,238,6.66666666666667
1,2017-06-03 07:24:10,483.6,129,9.71999999999996,238,6.17283950617287
1,2017-06-03 07:24:11,486.3,131,9.72000000000017,239,6.17283950617273
1,2017-06-03 07:24:12,489,131,10.4399999999999,239,5.74712643678165
1,2017-06-03 07:24:13,491.9,133,10.4399999999999,244,5.74712643678165
1,2017-06-03 07:24:14,494.8,134,11.1600000000001,244,5.37634408602147
1,2017-06-03 07:24:15,497.9,135,10.8,241,5.55555555555556
1,2017-06-03 07:24:16,500.9,136,10.8,236,5.55555555555556
1,2017-06-03 07:24:17,503.9,137,10.8,232,5.55555555555556
1,2017-06-03 07:24:18,506.9,141,8.28000000000004,230,7.24637681159417
1,2017-06-03 07:24:19,509.2,141,7.91999999999996,228,7.57575757575762
1,2017-06-03 07:24:20,511.4,143,10.8,230,5.55555555555556
1,2017-06-03 07:24:21,514.4,143,10.4399999999999,230,5.74712643678165
1,2017-06-03 07:24:22,517.3,143,10.4399999999999,233,5.74712643678165
