"session","time","distance","heart.rate","speed","power","pace"
1,2017-06-03 07:46:21,4135.38450704225,149,9.35999999999803,245,6.41025641025776
1,2017-06-03 07:46:22,4137.98450704225,150,9,245,6.66666666666667
1,2017-06-03 07:46:23,4140.48450704225,151,11.1600000000013,243,5.37634408602087
1,2017-06-03 07:46:24,4143.58450704225,152,11.159999999998,243,5.37634408602245
1,2017-06-03 07:46:25,4146.68450704225,152,12.6,248,4.76190476190476
1,2017-06-03 07:46:26,4150.18450704225,153,10.440000000002,248,5.74712643678053
1,2017-06-03 07:46:27,4153.08450704225,153,10.8,245,5.55555555555556
1,2017-06-03 07:46:28,4156.08450704225,154,10.0800000000007,244,5.95238095238057
1,2017-06-03 07:46:29,4158.88450704225,154,10.0799999999974,240,5.9523809523825
1,2017-06-03 07:46:30,4161.68450704225,154,9,242,6.66666666666667
1,2017-06-03 07:46:31,4164.18450704225,155,9.36000000000131,241,6.41025641025551
1,2017-06-03 07:46:32,4166.78450704225,155,10.8,237,5.55555555555556
1,2017-06-03 07:46:33,4169.78450704225,155,10.8,238,5.55555555555556
1,2017-06-03 07:46:34,4172.78450704225,156,10.4399999999987,239,5.74712643678233
1,2017-06-03 07:46:35,4175.68450704225,156,10.8,241,5.55555555555556
1,2017-06-03 07:46:36,4178.68450704225,156,9,245,6.66666666666667
1,2017-06-03 07:46:37,4181.18450704225,156,8.64000000000197,245,6.94444444444287
1,2017-06-03 07:46:38,4183.58450704225,156,8.63999999999869,245,6.9444444444455
1,2017-06-03 07:46:39,4185.98450704225,156,8.64000000000197,243,6.94444444444287
1,2017-06-03 07:46:40,4188.38450704225,156,10.4399999999987,244,5.74712643678233
1,2017-06-03 07:46:41,4191.28450704225,156,9.36000000000131,243,6.41025641025551
1,2017-06-03 07:46:42,4193.88450704225,155,11.159999999998,245,5.37634408602245
1,2017-06-03 07:46:43,4196.98450704225,155,11.1600000000013,247,5.37634408602087
1,2017-06-03 07:46:44,4200.08450704225,155,10.4399999999987,252,5.74712643678233
1,2017-06-03 07:46:45,4202.98450704225,155,9,255,6.66666666666667
1,2017-06-03 07:46:46,4205.48450704225,154,10.0800000000007,255,5.95238095238057
1,2017-06-03 07:46:47,4208.28450704225,154,9.36000000000131,252,6.41025641025551
1,2017-06-03 07:46:48,4210.88450704225,154,9.35999999999803,253,6.41025641025776
1,2017-06-03 07:46:49,4213.48450704225,154,9.71999999999934,255,6.17283950617326
1,2017-06-03 07:46:50,4216.18450704225,154,10.0800000000007,252,5.95238095238057
1,2017-06-03 07:46:51,4218.98450704225,154,12.6,252,4.76190476190476
1,2017-06-03 07:46:52,4222.48450704225,153,11.1600000000013,252,5.37634408602087
1,2017-06-03 07:46:53,4225.58450704225,153,10.0800000000007,253,5.95238095238057
1,2017-06-03 07:46:54,4228.38450704225,153,10.0799999999974,254,5.9523809523825
1,2017-06-03 07:46:55,4231.18450704225,153,11.1600000000013,251,5.37634408602087
1,2017-06-03 07:46:56,4234.28450704225,153,9.71999999999934,249,6.17283950617326
1,2017-06-03 07:46:57,4236.98450704225,153,10.0800000000007,251,5.95238095238057
1,2017-06-03 07:46:58,4239.78450704225,153,9.71999999999934,252,6.17283950617326
1,2017-06-03 07:46:59,4242.48450704225,153,8.28000000000065,250,7.24637681159363
1,2017-06-03 07:47:00,4244.78450704225,153,7.91999999999934,246,7.5757575757582
1,2017-06-03 07:47:01,4246.98450704225,154,8.64000000000197,243,6.94444444444287
1,2017-06-03 07:47:02,4249.38450704225,154,10.8,240,5.55555555555556
1,2017-06-03 07:47:03,4252.38450704225,154,8.63999999999869,241,6.9444444444455
1,2017-06-03 07:47:04,4254.78450704225,154,8.63999999999869,242,6.9444444444455
1,2017-06-03 07:47:05,4257.18450704225,154,10.440000000002,240,5.74712643678053
1,2017-06-03 07:47:06,4260.08450704225,154,11.5199999999993,236,5.20833333333363
1,2017-06-03 07:47:07,4263.28450704225,154,11.1600000000013,235,5.37634408602087
1,2017-06-03 07:47:08,4266.38450704225,154,9.35999999999803,234,6.41025641025776
1,2017-06-03 07:47:09,4268.98450704225,154,10.0800000000007,241,5.95238095238057
1,2017-06-03 07:47:10,4271.78450704225,154,10.0800000000007,250,5.95238095238057
1,2017-06-03 07:47:11,4274.58450704225,154,9,248,6.66666666666667
1,2017-06-03 07:47:12,4277.08450704225,154,9.35999999999803,242,6.41025641025776
1,2017-06-03 07:47:13,4279.68450704225,154,8.64000000000197,242,6.94444444444287
1,2017-06-03 07:47:14,4282.08450704225,154,9,239,6.66666666666667
1,2017-06-03 07:47:15,4284.58450704225,154,9.35999999999803,245,6.41025641025776
1,2017-06-03 07:47:16,4287.18450704225,154,9.72000000000262,244,6.17283950617118
1,2017-06-03 07:47:17,4289.88450704225,154,10.8,249,5.55555555555556
1,2017-06-03 07:47:18,4292.88450704225,153,10.4399999999987,254,5.74712643678233
1,2017-06-03 07:47:19,4295.78450704225,153,10.0800000000007,253,5.95238095238057
1,2017-06-03 07:47:20,4298.58450704225,153,10.0800000000007,256,5.95238095238057
1,2017-06-03 07:47:21,4301.38450704225,152,10.0799999999974,258,5.9523809523825
1,2017-06-03 07:47:22,4304.18450704225,152,11.1600000000013,256,5.37634408602087
1,2017-06-03 07:47:23,4307.28450704225,152,10.8,252,5.55555555555556
1,2017-06-03 07:47:24,4310.28450704225,152,12.2399999999987,253,4.90196078431425
1,2017-06-03 07:47:25,4313.68450704225,152,12.6,252,4.76190476190476
1,2017-06-03 07:47:26,4317.18450704225,151,12.240000000002,252,4.90196078431294
1,2017-06-03 07:47:27,4320.58450704225,151,11.8800000000007,249,5.05050505050477
1,2017-06-03 07:47:28,4323.88450704225,151,13.3199999999993,249,4.50450450450472
1,2017-06-03 07:47:29,4327.58450704225,150,11.8800000000007,246,5.05050505050477
1,2017-06-03 07:47:30,4330.88450704225,150,11.8799999999974,244,5.05050505050616
1,2017-06-03 07:47:31,4334.18450704225,150,10.8,242,5.55555555555556
1,2017-06-03 07:47:32,4337.18450704225,149,10.8,246,5.55555555555556
1,2017-06-03 07:47:33,4340.18450704225,149,11.5200000000026,244,5.20833333333215
1,2017-06-03 07:47:34,4343.38450704225,149,11.159999999998,243,5.37634408602245
1,2017-06-03 07:47:35,4346.48450704225,148,12.240000000002,242,4.90196078431294
1,2017-06-03 07:47:36,4349.88450704225,148,12.6,243,4.76190476190476
1,2017-06-03 07:47:37,4353.38450704225,148,11.159999999998,242,5.37634408602245
1,2017-06-03 07:47:38,4356.48450704225,148,10.0800000000007,242,5.95238095238057
1,2017-06-03 07:47:39,4359.28450704225,148,10.0800000000007,244,5.95238095238057
1,2017-06-03 07:47:40,4362.08450704225,148,9.35999999999803,237,6.41025641025776
1,2017-06-03 07:47:41,4364.68450704225,149,9.36000000000131,234,6.41025641025551
1,2017-06-03 07:47:42,4367.28450704225,150,9,239,6.66666666666667
1,2017-06-03 07:47:43,4369.78450704225,150,9.36000000000131,241,6.41025641025551
1,2017-06-03 07:47:44,4372.38450704225,151,9.35999999999803,241,6.41025641025776
1,2017-06-03 07:47:45,4374.98450704225,152,7.56000000000131,241,7.93650793650656
1,2017-06-03 07:47:46,4377.08450704225,152,9,244,6.66666666666667
1,2017-06-03 07:47:47,4379.58450704225,152,10.0800000000007,243,5.95238095238057
1,2017-06-03 07:47:48,4382.38450704225,153,8.63999999999869,244,6.9444444444455
1,2017-06-03 07:47:49,4384.78450704225,154,9.71999999999934,245,6.17283950617326
1,2017-06-03 07:47:50,4387.48450704225,154,10.0800000000007,245,5.95238095238057
1,2017-06-03 07:47:51,4390.28450704225,154,10.4399999999987,250,5.74712643678233
1,2017-06-03 07:47:52,4393.18450704225,154,10.440000000002,252,5.74712643678053
1,2017-06-03 07:47:53,4396.08450704225,154,10.8,253,5.55555555555556
1,2017-06-03 07:47:54,4399.08450704225,154,11.159999999998,249,5.37634408602245
1,2017-06-03 07:47:55,4402.18450704225,154,11.8800000000007,246,5.05050505050477
1,2017-06-03 07:47:56,4405.48450704225,154,11.1600000000013,245,5.37634408602087
1,2017-06-03 07:47:57,4408.58450704225,154,9.35999999999803,240,6.41025641025776
1,2017-06-03 07:47:58,4411.18450704225,154,7.92000000000262,242,7.57575757575507
1,2017-06-03 07:47:59,4413.38450704225,154,6.11999999999935,246,9.8039215686285
1,2017-06-03 07:48:00,4415.08450704225,154,6.11999999999935,250,9.8039215686285
1,2017-06-03 07:48:01,4416.78450704225,154,4.68000000000065,244,12.820512820511
1,2017-06-03 07:48:02,4418.08450704225,154,6.11999999999935,226,9.8039215686285
1,2017-06-03 07:48:03,4419.78450704225,153,8.63999999999869,138,6.9444444444455
1,2017-06-03 07:48:04,4422.18450704225,153,10.440000000002,140,5.74712643678053
1,2017-06-03 07:48:05,4425.08450704225,153,11.8800000000007,94,5.05050505050477
1,2017-06-03 07:48:06,4428.38450704225,152,11.8799999999974,105,5.05050505050616
1,2017-06-03 07:48:07,4431.68450704225,152,12.6,115,4.76190476190476
1,2017-06-03 07:48:08,4435.18450704225,152,10.440000000002,209,5.74712643678053
1,2017-06-03 07:48:09,4438.08450704225,152,11.159999999998,250,5.37634408602245
1,2017-06-03 07:48:10,4441.18450704225,152,10.440000000002,252,5.74712643678053
1,2017-06-03 07:48:11,4444.08450704225,152,10.0800000000007,248,5.95238095238057
1,2017-06-03 07:48:12,4446.88450704225,152,10.8,247,5.55555555555556
1,2017-06-03 07:48:13,4449.88450704225,152,11.8799999999974,255,5.05050505050616
1,2017-06-03 07:48:14,4453.18450704225,152,11.5200000000026,263,5.20833333333215
1,2017-06-03 07:48:15,4456.38450704225,152,11.8799999999974,265,5.05050505050616
1,2017-06-03 07:48:16,4459.68450704225,152,13.3200000000026,265,4.50450450450362
1,2017-06-03 07:48:17,4463.38450704225,151,11.159999999998,265,5.37634408602245
1,2017-06-03 07:48:18,4466.48450704225,151,14.4,262,4.16666666666667
1,2017-06-03 07:48:19,4470.48450704225,150,12.6,257,4.76190476190476
1,2017-06-03 07:48:20,4473.98450704225,150,15.1199999999993,255,3.96825396825414
1,2017-06-03 07:48:21,4478.18450704225,150,11.5200000000026,259,5.20833333333215
1,2017-06-03 07:48:22,4481.38450704225,150,13.3199999999993,261,4.50450450450472
1,2017-06-03 07:48:23,4485.08450704225,150,11.8800000000007,259,5.05050505050477
1,2017-06-03 07:48:24,4488.38450704225,151,10.0799999999974,262,5.9523809523825
1,2017-06-03 07:48:25,4491.18450704225,151,11.5200000000026,254,5.20833333333215
1,2017-06-03 07:48:26,4494.38450704225,150,7.2,248,8.33333333333333
1,2017-06-03 07:48:27,4496.38450704225,150,10.8,247,5.55555555555556
1,2017-06-03 07:48:28,4499.38450704225,150,10.4399999999987,246,5.74712643678233
1,2017-06-03 07:48:29,4502.28450704225,150,11.1600000000013,242,5.37634408602087
1,2017-06-03 07:48:30,4505.38450704225,150,8.63999999999869,241,6.9444444444455
1,2017-06-03 07:48:31,4507.78450704225,150,10.0800000000007,239,5.95238095238057
1,2017-06-03 07:48:32,4510.58450704225,150,7.91999999999934,239,7.5757575757582
1,2017-06-03 07:48:33,4512.78450704225,150,9.71999999999934,237,6.17283950617326
1,2017-06-03 07:48:34,4515.48450704225,151,10.440000000002,240,5.74712643678053
1,2017-06-03 07:48:35,4518.38450704225,151,10.0799999999974,244,5.9523809523825
1,2017-06-03 07:48:36,4521.18450704225,151,10.0800000000007,242,5.95238095238057
1,2017-06-03 07:48:37,4523.98450704225,151,8.64000000000197,242,6.94444444444287
1,2017-06-03 07:48:38,4526.38450704225,152,10.8,240,5.55555555555556
1,2017-06-03 07:48:39,4529.38450704225,152,10.4399999999987,239,5.74712643678233
1,2017-06-03 07:48:40,4532.28450704225,152,11.5199999999993,241,5.20833333333363
1,2017-06-03 07:48:41,4535.48450704225,152,9.71999999999934,247,6.17283950617326
1,2017-06-03 07:48:42,4538.18450704225,151,12.6,246,4.76190476190476
1,2017-06-03 07:48:43,4541.68450704225,151,10.0800000000007,245,5.95238095238057
1,2017-06-03 07:48:44,4544.48450704225,151,13.3199999999993,245,4.50450450450472
1,2017-06-03 07:48:45,4548.18450704225,151,10.440000000002,244,5.74712643678053
1,2017-06-03 07:48:46,4551.08450704225,151,9.71999999999934,245,6.17283950617326
1,2017-06-03 07:48:47,4553.78450704225,151,9.71999999999934,248,6.17283950617326
1,2017-06-03 07:48:48,4556.48450704225,151,10.440000000002,246,5.74712643678053
1,2017-06-03 07:48:49,4559.38450704225,151,10.0799999999974,244,5.9523809523825
1,2017-06-03 07:48:50,4562.18450704225,151,10.0800000000007,240,5.95238095238057
1,2017-06-03 07:48:51,4564.98450704225,151,11.1600000000013,242,5.37634408602087
1,2017-06-03 07:48:52,4568.08450704225,151,10.8,243,5.55555555555556
1,2017-06-03 07:48:53,4571.08450704225,151,11.5199999999993,243,5.20833333333363
1,2017-06-03 07:48:54,4574.28450704225,151,10.0800000000007,247,5.95238095238057
1,2017-06-03 07:48:55,4577.08450704225,151,10.0800000000007,250,5.95238095238057
1,2017-06-03 07:48:56,4579.88450704225,151,9.35999999999803,252,6.41025641025776
1,2017-06-03 07:48:57,4582.48450704225,152,9,253,6.66666666666667
1,2017-06-03 07:48:58,4584.98450704225,152,8.64000000000197,250,6.94444444444287
1,2017-06-03 07:48:59,4587.38450704225,152,7.91999999999934,246,7.5757575757582
1,2017-06-03 07:49:00,4589.58450704225,152,9.71999999999934,247,6.17283950617326
1,2017-06-03 07:49:01,4592.28450704225,153,9.71999999999934,250,6.17283950617326
1,2017-06-03 07:49:02,4594.98450704225,153,10.440000000002,249,5.74712643678053
1,2017-06-03 07:49:03,4597.88450704225,153,10.4399999999987,248,5.74712643678233
1,2017-06-03 07:49:04,4600.78450704225,153,9.71999999999934,247,6.17283950617326
1,2017-06-03 07:49:05,4603.48450704225,153,10.0800000000007,246,5.95238095238057
1,2017-06-03 07:49:06,4606.28450704225,153,10.4399999999987,246,5.74712643678233
1,2017-06-03 07:49:07,4609.18450704225,153,9,249,6.66666666666667
1,2017-06-03 07:49:08,4611.68450704225,153,10.440000000002,248,5.74712643678053
1,2017-06-03 07:49:09,4614.58450704225,152,10.0800000000007,246,5.95238095238057
1,2017-06-03 07:49:10,4617.38450704225,152,9.71999999999934,247,6.17283950617326
1,2017-06-03 07:49:11,4620.08450704225,152,9,244,6.66666666666667
1,2017-06-03 07:49:12,4622.58450704225,152,9,247,6.66666666666667
1,2017-06-03 07:49:13,4625.08450704225,152,9,246,6.66666666666667
1,2017-06-03 07:49:14,4627.58450704225,152,10.4399999999987,247,5.74712643678233
1,2017-06-03 07:49:15,4630.48450704225,152,9,245,6.66666666666667
1,2017-06-03 07:49:16,4632.98450704225,152,9.71999999999934,244,6.17283950617326
1,2017-06-03 07:49:17,4635.68450704225,152,11.5200000000026,240,5.20833333333215
1,2017-06-03 07:49:18,4638.88450704225,151,10.4399999999987,241,5.74712643678233
1,2017-06-03 07:49:19,4641.78450704225,151,9.36000000000131,241,6.41025641025551
1,2017-06-03 07:49:20,4644.38450704225,151,13.3199999999993,242,4.50450450450472
1,2017-06-03 07:49:21,4648.08450704225,150,10.0800000000007,240,5.95238095238057
1,2017-06-03 07:49:22,4650.88450704225,150,11.8799999999974,243,5.05050505050616
1,2017-06-03 07:49:23,4654.18450704225,150,11.5200000000026,243,5.20833333333215
1,2017-06-03 07:49:24,4657.38450704225,150,10.4399999999987,246,5.74712643678233
1,2017-06-03 07:49:25,4660.28450704225,149,10.8,248,5.55555555555556
1,2017-06-03 07:49:26,4663.28450704225,149,9,248,6.66666666666667
1,2017-06-03 07:49:27,4665.78450704225,149,10.4399999999987,252,5.74712643678233
1,2017-06-03 07:49:28,4668.68450704225,149,11.5200000000026,252,5.20833333333215
1,2017-06-03 07:49:29,4671.88450704225,149,12.2399999999987,248,4.90196078431425
1,2017-06-03 07:49:30,4675.28450704225,149,12.2399999999987,252,4.90196078431425
1,2017-06-03 07:49:31,4678.68450704225,149,11.5200000000026,254,5.20833333333215
1,2017-06-03 07:49:32,4681.88450704225,148,11.159999999998,258,5.37634408602245
1,2017-06-03 07:49:33,4684.98450704225,148,10.0800000000007,256,5.95238095238057
1,2017-06-03 07:49:34,4687.78450704225,148,10.0800000000007,256,5.95238095238057
1,2017-06-03 07:49:35,4690.58450704225,148,11.5199999999993,257,5.20833333333363
1,2017-06-03 07:49:36,4693.78450704225,148,12.6,256,4.76190476190476
1,2017-06-03 07:49:37,4697.28450704225,148,10.4399999999987,255,5.74712643678233
1,2017-06-03 07:49:38,4700.18450704225,148,9.72000000000262,255,6.17283950617118
1,2017-06-03 07:49:39,4702.88450704225,148,10.4399999999987,247,5.74712643678233
1,2017-06-03 07:49:40,4705.78450704225,148,9.71999999999934,241,6.17283950617326
1,2017-06-03 07:49:41,4708.48450704225,148,11.8800000000007,240,5.05050505050477
1,2017-06-03 07:49:42,4711.78450704225,148,10.0800000000007,240,5.95238095238057
1,2017-06-03 07:49:43,4714.58450704225,148,9.71999999999934,239,6.17283950617326
1,2017-06-03 07:49:44,4717.28450704225,147,10.4399999999987,244,5.74712643678233
1,2017-06-03 07:49:45,4720.18450704225,147,10.0800000000007,244,5.95238095238057
1,2017-06-03 07:49:46,4722.98450704225,146,9.36000000000131,244,6.41025641025551
1,2017-06-03 07:49:47,4725.58450704225,146,8.63999999999869,245,6.9444444444455
1,2017-06-03 07:49:48,4727.98450704225,147,10.0800000000007,241,5.95238095238057
1,2017-06-03 07:49:49,4730.78450704225,147,10.0800000000007,241,5.95238095238057
1,2017-06-03 07:49:50,4733.58450704225,149,14.4,240,4.16666666666667
1,2017-06-03 07:49:51,4737.58450704225,149,12.2399999999987,238,4.90196078431425
1,2017-06-03 07:49:52,4740.98450704225,150,10.0800000000007,238,5.95238095238057
1,2017-06-03 07:49:53,4743.78450704225,150,10.0800000000007,238,5.95238095238057
1,2017-06-03 07:49:54,4746.58450704225,150,11.159999999998,242,5.37634408602245
1,2017-06-03 07:49:55,4749.68450704225,150,10.8,243,5.55555555555556
1,2017-06-03 07:49:56,4752.68450704225,150,10.0800000000007,242,5.95238095238057
1,2017-06-03 07:49:57,4755.48450704225,150,10.8,242,5.55555555555556
1,2017-06-03 07:49:58,4758.48450704225,150,11.8800000000007,247,5.05050505050477
1,2017-06-03 07:49:59,4761.78450704225,151,12.9600000000013,248,4.62962962962916
1,2017-06-03 07:50:00,4765.38450704225,151,10.8,248,5.55555555555556
1,2017-06-03 07:50:01,4768.38450704225,152,10.4399999999987,252,5.74712643678233
1,2017-06-03 07:50:02,4771.28450704225,152,8.63999999999869,252,6.9444444444455
1,2017-06-03 07:50:03,4773.68450704225,152,8.28000000000065,245,7.24637681159363
1,2017-06-03 07:50:04,4775.98450704225,152,8.28000000000065,245,7.24637681159363
1,2017-06-03 07:50:05,4778.28450704225,152,7.56000000000131,245,7.93650793650656
1,2017-06-03 07:50:06,4780.38450704225,152,9.35999999999803,244,6.41025641025776
1,2017-06-03 07:50:07,4782.98450704225,153,10.8,243,5.55555555555556
1,2017-06-03 07:50:08,4785.98450704225,153,10.440000000002,243,5.74712643678053
1,2017-06-03 07:50:09,4788.88450704225,154,11.8799999999974,243,5.05050505050616
1,2017-06-03 07:50:10,4792.18450704225,154,13.6800000000007,242,4.38596491228049
1,2017-06-03 07:50:11,4795.98450704225,154,10.0800000000007,243,5.95238095238057
1,2017-06-03 07:50:12,4798.78450704225,154,10.8,246,5.55555555555556
1,2017-06-03 07:50:13,4801.78450704225,154,10.8,253,5.55555555555556
1,2017-06-03 07:50:14,4804.78450704225,154,11.1600000000013,249,5.37634408602087
1,2017-06-03 07:50:15,4807.88450704225,154,9.35999999999803,247,6.41025641025776
1,2017-06-03 07:50:16,4810.48450704225,154,9.71999999999934,244,6.17283950617326
1,2017-06-03 07:50:17,4813.18450704225,154,9,243,6.66666666666667
1,2017-06-03 07:50:18,4815.68450704225,154,10.0800000000007,242,5.95238095238057
1,2017-06-03 07:50:19,4818.48450704225,154,11.8800000000007,242,5.05050505050477
1,2017-06-03 07:50:20,4821.78450704225,153,11.5199999999993,239,5.20833333333363
1,2017-06-03 07:50:21,4824.98450704225,153,9.36000000000131,238,6.41025641025551
1,2017-06-03 07:50:22,4827.58450704225,153,10.0800000000007,239,5.95238095238057
1,2017-06-03 07:50:23,4830.38450704225,152,12.6,238,4.76190476190476
1,2017-06-03 07:50:24,4833.88450704225,152,10.4399999999987,238,5.74712643678233
1,2017-06-03 07:50:25,4836.78450704225,153,12.6,237,4.76190476190476
1,2017-06-03 07:50:26,4840.28450704225,154,10.4399999999987,239,5.74712643678233
1,2017-06-03 07:50:27,4843.18450704225,154,10.8,237,5.55555555555556
1,2017-06-03 07:50:28,4846.18450704225,154,12.240000000002,237,4.90196078431294
1,2017-06-03 07:50:29,4849.58450704225,154,11.159999999998,232,5.37634408602245
1,2017-06-03 07:50:30,4852.68450704225,154,10.0800000000007,237,5.95238095238057
1,2017-06-03 07:50:31,4855.48450704225,154,9,239,6.66666666666667
1,2017-06-03 07:50:32,4857.98450704225,154,10.440000000002,241,5.74712643678053
1,2017-06-03 07:50:33,4860.88450704225,154,14.0399999999987,239,4.27350427350467
1,2017-06-03 07:50:34,4864.78450704225,153,12.9600000000013,243,4.62962962962916
1,2017-06-03 07:50:35,4868.38450704225,153,10.8,242,5.55555555555556
1,2017-06-03 07:50:36,4871.38450704225,152,9.35999999999803,243,6.41025641025776
1,2017-06-03 07:50:37,4873.98450704225,152,9.71999999999934,244,6.17283950617326
1,2017-06-03 07:50:38,4876.68450704225,151,9,244,6.66666666666667
1,2017-06-03 07:50:39,4879.18450704225,152,10.440000000002,238,5.74712643678053
1,2017-06-03 07:50:40,4882.08450704225,152,10.0800000000007,238,5.95238095238057
1,2017-06-03 07:50:41,4884.88450704225,153,9,238,6.66666666666667
1,2017-06-03 07:50:42,4887.38450704225,153,11.159999999998,238,5.37634408602245
1,2017-06-03 07:50:43,4890.48450704225,154,10.440000000002,240,5.74712643678053
1,2017-06-03 07:50:44,4893.38450704225,156,10.0799999999974,241,5.9523809523825
1,2017-06-03 07:50:45,4896.18450704225,157,10.0800000000007,240,5.95238095238057
1,2017-06-03 07:50:46,4898.98450704225,157,10.0800000000007,242,5.95238095238057
1,2017-06-03 07:50:47,4901.78450704225,157,9.71999999999934,242,6.17283950617326
1,2017-06-03 07:50:48,4904.48450704225,157,11.1600000000013,245,5.37634408602087
1,2017-06-03 07:50:49,4907.58450704225,156,10.4399999999987,250,5.74712643678233
1,2017-06-03 07:50:50,4910.48450704225,155,11.5199999999993,250,5.20833333333363
1,2017-06-03 07:50:51,4913.68450704225,155,10.0800000000007,250,5.95238095238057
1,2017-06-03 07:50:52,4916.48450704225,154,10.440000000002,246,5.74712643678053
1,2017-06-03 07:50:53,4919.38450704225,154,10.4399999999987,244,5.74712643678233
1,2017-06-03 07:50:54,4922.28450704225,154,11.8800000000007,245,5.05050505050477
1,2017-06-03 07:50:55,4925.58450704225,155,13.3199999999993,245,4.50450450450472
1,2017-06-03 07:50:56,4929.28450704225,155,14.0399999999987,249,4.27350427350467
1,2017-06-03 07:50:57,4933.18450704225,155,11.5200000000026,250,5.20833333333215
1,2017-06-03 07:50:58,4936.38450704225,155,11.5199999999993,247,5.20833333333363
1,2017-06-03 07:50:59,4939.58450704225,155,9.71999999999934,245,6.17283950617326
1,2017-06-03 07:51:00,4942.28450704225,155,9.71999999999934,245,6.17283950617326
1,2017-06-03 07:51:01,4944.98450704225,154,11.8800000000007,248,5.05050505050477
1,2017-06-03 07:51:02,4948.28450704225,154,9,244,6.66666666666667
1,2017-06-03 07:51:03,4950.78450704225,154,10.4399999999987,244,5.74712643678233
1,2017-06-03 07:51:04,4953.68450704225,154,10.440000000002,237,5.74712643678053
1,2017-06-03 07:51:05,4956.58450704225,154,9.71999999999934,237,6.17283950617326
1,2017-06-03 07:51:06,4959.28450704225,155,15.1199999999993,239,3.96825396825414
1,2017-06-03 07:51:07,4963.48450704225,155,11.5199999999993,241,5.20833333333363
1,2017-06-03 07:51:08,4966.68450704225,155,10.440000000002,242,5.74712643678053
1,2017-06-03 07:51:09,4969.58450704225,155,12.6,242,4.76190476190476
1,2017-06-03 07:51:10,4973.08450704225,155,16.9199999999993,242,3.54609929078028
1,2017-06-03 07:51:11,4977.78450704225,155,13.3199999999993,240,4.50450450450472
1,2017-06-03 07:51:12,4981.48450704225,155,11.1600000000013,238,5.37634408602087
1,2017-06-03 07:51:13,4984.58450704225,154,10.8,236,5.55555555555556
1,2017-06-03 07:51:14,4987.58450704225,154,11.8800000000007,238,5.05050505050477
1,2017-06-03 07:51:15,4990.88450704225,154,11.5199999999993,238,5.20833333333363
1,2017-06-03 07:51:16,4994.08450704225,154,11.159999999998,236,5.37634408602245
1,2017-06-03 07:51:17,4997.18450704225,154,10.8,235,5.55555555555556
1,2017-06-03 07:51:18,5000.18450704225,154,9.72000000000262,239,6.17283950617118
1,2017-06-03 07:51:19,5002.88450704225,154,11.159999999998,239,5.37634408602245
1,2017-06-03 07:51:20,5005.98450704225,154,11.8800000000007,243,5.05050505050477
1,2017-06-03 07:51:21,5009.28450704225,154,10.4399999999987,243,5.74712643678233
1,2017-06-03 07:51:22,5012.18450704225,154,10.0800000000007,243,5.95238095238057
1,2017-06-03 07:51:23,5014.98450704225,154,9,244,6.66666666666667
1,2017-06-03 07:51:24,5017.48450704225,153,10.440000000002,244,5.74712643678053
1,2017-06-03 07:51:25,5020.38450704225,153,9.35999999999803,238,6.41025641025776
1,2017-06-03 07:51:26,5022.98450704225,153,10.440000000002,239,5.74712643678053
1,2017-06-03 07:51:27,5025.88450704225,153,10.8,239,5.55555555555556
1,2017-06-03 07:51:28,5028.88450704225,153,11.159999999998,239,5.37634408602245
1,2017-06-03 07:51:29,5031.98450704225,153,9.71999999999934,241,6.17283950617326
1,2017-06-03 07:51:30,5034.68450704225,153,9.36000000000131,242,6.41025641025551
1,2017-06-03 07:51:31,5037.28450704225,153,10.8,248,5.55555555555556
1,2017-06-03 07:51:32,5040.28450704225,153,9.36000000000131,244,6.41025641025551
1,2017-06-03 07:51:33,5042.88450704225,153,11.5199999999993,242,5.20833333333363
1,2017-06-03 07:51:34,5046.08450704225,153,11.5199999999993,248,5.20833333333363
1,2017-06-03 07:51:35,5049.28450704225,153,11.1600000000013,252,5.37634408602087
1,2017-06-03 07:51:36,5052.38450704225,153,10.0799999999974,247,5.9523809523825
1,2017-06-03 07:51:37,5055.18450704225,153,11.5200000000026,251,5.20833333333215
1,2017-06-03 07:51:38,5058.38450704225,153,11.159999999998,251,5.37634408602245
1,2017-06-03 07:51:39,5061.48450704225,153,13.3199999999993,257,4.50450450450472
1,2017-06-03 07:51:40,5065.18450704225,153,10.8,257,5.55555555555556
1,2017-06-03 07:51:41,5068.18450704225,154,9.72000000000262,254,6.17283950617118
1,2017-06-03 07:51:42,5070.88450704225,153,10.4399999999987,251,5.74712643678233
1,2017-06-03 07:51:43,5073.78450704225,153,10.0800000000007,246,5.95238095238057
1,2017-06-03 07:51:44,5076.58450704225,153,11.5199999999993,245,5.20833333333363
1,2017-06-03 07:51:45,5079.78450704225,153,11.8800000000007,245,5.05050505050477
1,2017-06-03 07:51:46,5083.08450704225,153,10.8,243,5.55555555555556
1,2017-06-03 07:51:47,5086.08450704225,153,9.71999999999934,239,6.17283950617326
1,2017-06-03 07:51:48,5088.78450704225,153,9,239,6.66666666666667
1,2017-06-03 07:51:49,5091.28450704225,154,9.36000000000131,239,6.41025641025551
1,2017-06-03 07:51:50,5093.88450704225,154,9.35999999999803,237,6.41025641025776
1,2017-06-03 07:51:51,5096.48450704225,154,9.36000000000131,236,6.41025641025551
1,2017-06-03 07:51:52,5099.08450704225,154,9.71999999999934,237,6.17283950617326
1,2017-06-03 07:51:53,5101.78450704225,154,9.36000000000131,233,6.41025641025551
