record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"867647587","626398554","159523402","0.21","56.60000000000002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","300","87","0","29","1","0.0","56.60000000000002","0.0","0","0","0","0.0","191","0","0.0",
"867647588","626399537","159519921","17.11","56.60000000000002","0.886","27.2","50.0","492.0","0.0","48.18","0.0","300","89","61","29","1","0.0","56.60000000000002","0.886","0","0","0","0.0","191","0","0.0",
"867647589","626399637","159519509","19.32","56.60000000000002","0.905","65.2","36.5","238.0","0.0","47.65","0.0","300","93","83","29","1","0.5","56.60000000000002","0.905","0","0","0","0.0","191","0","0.0",
"867647590","626399666","159519438","19.77","56.39999999999998","1.344","80.0","37.25","250.0","45.59","48.09","179.0","300","98","91","29","1","0.5","56.39999999999998","1.344","0","0","0","0.0","191","0","0.0",
"867647591","626399718","159519318","20.49","56.39999999999998","1.642","80.0","37.75","248.0","44.12","48.46","173.0","300","103","93","29","1","0.5","56.39999999999998","1.642","0","0","0","0.0","190","0","0.0",
"867647592","626399797","159518981","21.8","56.39999999999998","1.773","79.0","37.75","248.0","15.9","49.43","534.0","300","107","93","29","1","0.0","56.39999999999998","1.773","0","0","0","0.0","190","0","0.0",
"867647593","626399865","159518673","22.94","56.39999999999998","1.773","81.0","37.75","250.0","26.43","49.65","289.0","300","108","88","29","1","0.0","56.39999999999998","1.773","0","0","0","0.0","191","0","0.0",
"867647594","626400028","159518473","24.73","56.39999999999998","1.978","80.0","37.75","250.0","25.87","49.93","319.0","300","109","89","29","1","0.0","56.39999999999998","1.978","233","87","128","0.125","191","41","0.0",
"867647595","626400236","159518351","26.78","56.200000000000045","1.978","78.0","38.0","251.0","13.65","50.03","566.0","300","109","90","29","1","0.0","56.200000000000045","1.978","301","87","254","0.125","191","41","0.0",
"867647596","626400493","159518291","29.19","56.200000000000045","1.978","79.0","38.0","250.0","13.65","50.03","594.0","300","109","91","29","1","0.0","56.200000000000045","1.978","301","91","254","9.625","191","106","12.25",
"867647597","626400908","159518266","33.04","56.200000000000045","1.987","79.0","38.25","251.0","13.46","50.12","604.0","300","109","91","29","1","0.0","56.200000000000045","1.987","272","87","252","6.125","190","77","12.375",
"867647598","626401193","159518166","35.75","56.0","2.062","80.0","38.25","253.0","13.28","50.21","611.0","300","109","90","29","1","0.5","56.0","2.062","267","91","250","5.75","190","75","12.375",
"867647599","626401516","159518096","38.79","56.0","2.305","80.0","38.5","255.0","13.06","50.21","619.0","300","110","90","29","1","0.5","56.0","2.305","268","88","260","5.875","190","76","12.5",
"867647600","626401784","159518046","41.3","56.0","2.314","79.0","38.75","257.0","12.0","50.31","724.0","300","111","90","29","1","0.5","56.0","2.314","263","91","262","6.0","191","76","11.625",
