record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],
"865266877","626216756","159724594","0.0","102.0","0.886","35.0","7.21","566.0","300","94","47","27","6","0.0","102.0","0.886","0","0","1208","0.0","65525","0","0.0",
"865266878","626216793","159724437","0.96","101.39999999999998","0.0","37.0","8.37","545.0","300","95","46","27","6","0.5","101.39999999999998","0.0","0","0","1208","0.0","65525","0","0.0",
"865266879","626216870","159724156","2.7","101.0","0.877","81.0","30.06","320.0","300","96","74","27","1","0.0","101.0","0.877","0","0","1208","0.0","65525","0","0.0","46.25","265.0","49.53",
"865266880","626217016","159723781","5.22","100.79999999999995","0.896","88.7","26.15","365.0","300","99","89","27","1","0.5","100.79999999999995","0.896","0","0","1208","0.0","65525","0","0.0","37.25","250.0","49.75",
"865266881","626217063","159723357","7.67","100.39999999999998","2.09","89.7","18.93","727.0","300","101","89","27","1","0.5","100.39999999999998","2.09","0","0","1208","0.0","65525","0","0.0","36.75","247.0","49.75",
"865266882","626217064","159722821","10.72","100.79999999999995","2.314","87.7","10.93","761.0","300","104","90","27","1","0.5","100.79999999999995","2.314","39","50","196","0.0","65514","16","0.0","37.75","250.0","49.75",
"865266883","626217089","159722294","13.73","100.20000000000005","2.753","87.7","11.03","794.0","300","107","90","27","1","0.5","100.20000000000005","2.753","144","91","262","1.25","65515","41","20.375","37.5","250.0","49.75",
"865266884","626217174","159721807","16.61","100.79999999999995","2.967","86.7","10.43","943.0","300","108","90","27","1","0.0","100.79999999999995","2.967","231","90","384","6.125","65515","41","5.5","37.5","250.0","49.75",
"865266885","626217111","159721234","19.92","100.60000000000002","3.107","84.7","9.56","980.0","300","110","90","27","1","0.0","100.60000000000002","3.107","258","89","246","4.875","65515","45","12.25","37.5","250.0","49.65",
"865266886","626216954","159720567","23.99","100.39999999999998","3.191","85.7","9.37","998.0","300","112","89","27","1","0.5","100.39999999999998","3.191","303","91","238","6.125","65515","78","12.875","37.75","252.0","49.65",
"865266887","626216859","159719902","27.85","100.20000000000005","3.191","88.7","9.15","1006.0","300","113","89","27","1","0.5","100.20000000000005","3.191","309","90","238","6.375","65515","79","12.625","38.0","254.0","49.65",
"865266888","626216745","159719240","31.77","100.39999999999998","3.163","86.7","8.78","1038.0","300","115","89","27","1","0.5","100.39999999999998","3.163","308","89","240","6.625","65515","81","11.875","38.5","258.0","49.65",
"865266889","626216612","159718619","35.51","100.39999999999998","3.163","86.7","8.59","1048.0","300","117","88","27","1","0.5","100.39999999999998","3.163","305","86","240","6.375","65515","79","12.0","38.5","260.0","49.75",
"865266890","626216601","159718083","38.54","100.39999999999998","3.098","86.7","8.37","1065.0","300","118","88","27","1","0.0","100.39999999999998","3.098","300","91","244","6.125","65515","78","12.375","38.25","260.0","49.75",
"865266891","626216567","159717551","41.57","100.60000000000002","3.042","85.7","8.09","1070.0","300","120","88","27","1","0.0","100.60000000000002","3.042","298","86","244","6.125","65515","78","12.5","38.25","260.0","49.75",
"865266892","626216624","159717093","44.1","100.60000000000002","2.995","84.7","8.0","1073.0","300","121","87","27","1","0.5","100.60000000000002","2.995","307","87","252","6.875","65515","82","11.75","38.75","264.0","49.75",
"865266893","626216865","159716773","46.02","100.79999999999995","2.939","82.0","7.4","1063.0","300","122","87","27","1","0.5","100.79999999999995","2.939","299","90","252","6.625","65515","80","12.0","39.25","269.0","49.75",
"865266894","626216931","159716489","47.39","100.79999999999995","2.818","74.0","7.5","1070.0","300","122","87","27","1","0.0","100.79999999999995","2.818","301","87","260","6.75","65515","81","11.25","41.5","285.0","49.75",
"865266895","626216949","159716295","48.03","100.79999999999995","2.734","82.0","7.59","1057.0","300","123","83","27","1","0.5","100.79999999999995","2.734","269","85","270","6.375","65515","78","12.0","40.75","283.0","49.75",
"865266896","626217041","159716170","48.03","100.79999999999995","2.435","83.0","8.28","782.0","300","124","85","27","1","0.0","100.79999999999995","2.435","255","80","280","6.125","65515","76","12.5","40.0","279.0","49.75",
"865266897","626217096","159716062","48.03","100.79999999999995","2.211","83.0","8.68","791.0","300","124","86","27","1","0.5","100.79999999999995","2.211","244","85","290","5.75","65515","72","11.875","39.75","276.0","49.75",
"865266898","626217091","159715967","48.08","100.79999999999995","2.006","82.0","10.03","701.0","300","124","87","27","1","0.0","100.79999999999995","2.006","243","85","294","5.875","65515","73","11.375","39.5","273.0","49.75",
"865266899","626216935","159715819","49.55","101.0","1.987","82.0","12.28","576.0","300","125","87","27","1","0.0","101.0","1.987","243","87","294","5.75","65515","72","11.625","39.5","273.0","49.75",
"865266900","626216812","159715675","50.76","101.0","1.987","81.0","12.28","576.0","300","125","86","27","1","0.5","101.0","1.987","251","87","278","5.75","65515","72","11.625","39.25","273.0","49.75",
"865266901","626216610","159715503","52.7","101.0","2.09","82.0","13.06","575.0","300","126","86","27","1","0.5","101.0","2.09","253","85","280","6.0","65516","74","11.625","39.5","274.0","49.65",
"865266902","626216346","159715350","55.13","101.0","2.202","82.0","13.28","580.0","300","126","86","27","1","0.5","101.0","2.202","258","84","280","5.875","65516","74","11.625","39.25","274.0","49.53",
"865266903","626216100","159715210","57.5","101.0","2.323","81.0","13.28","589.0","300","126","86","27","1","0.0","101.0","2.323","258","85","282","5.875","65516","73","11.625","39.25","273.0","49.53",
"865266904","626215849","159715041","59.67","101.20000000000005","2.323","81.0","13.06","606.0","300","127","86","27","1","0.0","101.20000000000005","2.323","269","85","282","6.25","65516","75","11.5","38.75","270.0","49.43",
"865266905","626215597","159714892","61.75","101.39999999999998","2.165","81.0","12.96","620.0","300","127","86","27","1","0.5","101.39999999999998","2.165","272","85","282","6.25","65516","75","11.5","38.75","270.0","49.43",
"865266906","626215355","159714778","63.75","101.60000000000002","2.155","80.0","12.68","631.0","300","128","86","27","1","0.5","101.60000000000002","2.155","270","86","282","6.0","65516","74","11.625","38.75","269.0","49.43",
"865266907","626215090","159714609","66.21","101.60000000000002","2.202","80.0","12.59","634.0","300","129","86","27","1","0.5","101.60000000000002","2.202","268","87","282","6.0","65516","74","11.625","39.0","269.0","49.43",
"865266908","626214795","159714391","69.12","101.79999999999995","2.239","80.0","12.28","651.0","300","129","86","27","1","0.5","101.79999999999995","2.239","261","85","282","6.0","65516","74","11.5","38.75","269.0","49.43",
"865266909","626214555","159714211","71.52","102.0","2.305","79.0","12.09","663.0","300","130","86","27","1","0.5","102.0","2.305","259","85","278","6.0","65516","74","11.5","39.0","269.0","49.43",
"865266910","626214280","159713996","74.22","102.0","2.314","79.0","12.0","669.0","300","130","86","27","1","0.5","102.0","2.314","256","87","280","5.75","65516","73","11.875","39.0","268.0","49.43",
"865266911","626213989","159713751","77.23","102.20000000000005","2.323","79.0","11.71","678.0","300","131","87","27","1","0.0","102.20000000000005","2.323","262","86","278","5.875","65516","74","11.75","39.0","268.0","49.65",
"865266912","626213675","159713506","80.46","102.20000000000005","2.342","79.0","11.71","684.0","300","131","87","27","1","0.0","102.20000000000005","2.342","263","87","274","6.0","65516","74","12.25","39.25","270.0","49.65",
"865266913","626213441","159713265","83.02","102.20000000000005","2.37","79.0","11.5","691.0","300","132","87","27","1","0.0","102.20000000000005","2.37","271","85","276","6.125","65516","76","11.875","39.25","270.0","49.65",
"865266914","626213084","159713005","86.65","102.20000000000005","2.37","79.0","11.21","719.0","300","133","86","27","1","0.5","102.20000000000005","2.37","271","85","272","6.125","65516","76","11.875","39.0","270.0","49.65",
"865266915","626212811","159712719","89.67","102.39999999999998","2.407","80.0","11.12","721.0","300","133","86","27","1","0.5","102.39999999999998","2.407","266","87","278","5.875","65517","73","11.875","39.25","272.0","49.65",
"865266916","626212466","159712488","93.14","102.20000000000005","2.417","82.0","11.12","730.0","300","133","86","27","1","0.5","102.20000000000005","2.417","263","86","278","6.125","65517","75","11.125","39.25","272.0","49.75",
"865266917","626212063","159712274","97.07","102.39999999999998","2.445","82.0","11.03","744.0","300","134","86","27","1","0.5","102.39999999999998","2.445","261","85","280","6.125","65517","75","11.625","39.5","273.0","49.75",
"865266918","626211601","159712088","101.5","102.60000000000002","2.519","81.0","10.53","764.0","300","135","86","27","1","0.5","102.60000000000002","2.519","259","89","280","6.25","65517","75","11.5","39.25","271.0","49.65",
"865266919","626211110","159711912","106.19","102.60000000000002","2.594","80.0","10.25","799.0","300","135","86","27","1","0.5","102.60000000000002","2.594","262","86","280","6.125","65517","75","11.5","39.0","270.0","49.65",
"865266920","626210697","159711723","110.19","102.60000000000002","2.659","81.0","9.93","926.0","300","135","86","27","1","0.0","102.60000000000002","2.659","260","87","280","6.0","65517","74","11.625","39.0","272.0","49.65",
"865266921","626210314","159711588","113.84","102.79999999999995","2.697","80.0","9.46","925.0","300","136","85","27","1","0.5","102.79999999999995","2.697","261","85","280","5.875","65517","74","11.625","39.25","274.0","49.65",
"865266922","626209977","159711491","117.03","102.79999999999995","2.697","79.0","9.25","924.0","300","136","85","27","1","0.5","102.79999999999995","2.697","259","85","280","6.25","65517","76","12.0","39.25","275.0","49.65",
"865266923","626209634","159711382","120.28","103.0","2.669","79.0","9.06","922.0","300","137","86","27","1","0.0","103.0","2.669","259","85","280","6.25","65517","76","12.0","39.25","274.0","49.65",
"865266924","626209278","159711259","123.68","103.20000000000005","2.669","79.0","8.87","908.0","300","137","86","27","1","0.0","103.20000000000005","2.669","264","86","284","6.375","65517","76","11.75","39.5","274.0","49.65",
"865266925","626208940","159711136","126.91","103.39999999999998","2.669","78.0","8.87","899.0","300","138","87","27","1","0.0","103.39999999999998","2.669","264","87","284","5.875","65517","74","11.75","39.25","272.0","49.65",
"865266926","626208609","159711066","130.0","103.60000000000002","2.669","77.0","8.78","894.0","300","139","87","27","1","0.0","103.60000000000002","2.669","269","86","282","5.875","65518","73","11.75","39.5","272.0","49.65",
"865266927","626208270","159711019","133.17","103.79999999999995","2.669","77.0","8.68","889.0","300","139","87","27","1","0.0","103.79999999999995","2.669","271","87","280","5.875","65518","73","11.75","39.25","271.0","49.53",
"865266928","626207939","159710937","136.29","104.0","2.669","77.0","8.68","889.0","300","140","87","27","1","0.0","104.0","2.669","273","88","280","5.875","65518","74","11.875","39.25","271.0","49.53",
"865266929","626207641","159710867","139.1","104.20000000000005","2.669","77.0","8.59","890.0","300","140","87","27","1","0.0","104.20000000000005","2.669","271","86","280","5.875","65518","74","12.0","39.5","272.0","49.53",
"865266930","626207352","159710802","141.81","104.39999999999998","2.65","77.0","8.68","890.0","300","140","87","27","1","0.0","104.39999999999998","2.65","271","87","276","5.75","65518","74","11.875","39.5","272.0","49.53",
"865266931","626207051","159710751","144.63","104.39999999999998","2.622","77.0","8.68","889.0","300","141","87","27","1","0.0","104.39999999999998","2.622","274","86","276","5.875","65518","74","11.875","39.5","272.0","49.53",
"865266932","626207138","159711098","144.63","104.39999999999998","2.613","77.0","8.68","889.0","300","142","87","27","1","0.0","104.39999999999998","2.613","275","86","278","6.0","65518","75","11.875","39.25","271.0","49.53",
"865266933","626206967","159711232","146.29","104.39999999999998","2.566","77.0","8.59","874.0","300","142","87","27","1","0.0","104.39999999999998","2.566","283","84","280","6.0","65518","75","11.625","39.25","270.0","49.75",
"865266934","626206737","159711266","148.39","104.60000000000002","2.51","77.0","8.59","876.0","300","142","87","27","1","0.0","104.60000000000002","2.51","285","89","278","6.0","65518","74","11.75","39.25","272.0","49.75",
"865266935","626206482","159711299","150.75","104.60000000000002","2.491","77.0","8.68","861.0","300","143","87","27","1","0.0","104.60000000000002","2.491","285","86","278","5.75","65518","73","11.75","39.25","272.0","49.75",
"865266936","626206243","159711332","152.94","104.79999999999995","2.473","77.0","8.96","843.0","300","143","86","27","1","0.5","104.79999999999995","2.473","283","86","278","5.75","65519","73","11.75","39.75","275.0","49.75",
"865266937","626205994","159711320","155.24","105.0","2.454","79.0","9.06","839.0","300","143","86","27","1","0.5","105.0","2.454","279","85","278","5.875","65519","74","12.125","39.5","275.0","49.75",
"865266938","626205733","159711308","157.65","105.0","2.445","79.0","9.06","839.0","300","143","86","27","1","0.5","105.0","2.445","278","85","278","5.875","65519","74","12.125","39.25","272.0","49.75",
"865266939","626205454","159711267","160.24","105.20000000000005","2.435","78.0","9.06","839.0","300","144","87","27","1","0.0","105.20000000000005","2.435","278","84","278","6.0","65519","75","12.125","38.75","268.0","49.75",
"865266940","626205183","159711225","162.76","105.20000000000005","2.445","78.0","9.06","839.0","300","144","87","27","1","0.0","105.20000000000005","2.445","280","89","276","6.125","65519","75","12.25","38.75","266.0","49.75",
"865266941","626204923","159711203","165.17","105.20000000000005","2.445","77.0","9.25","815.0","300","144","87","27","1","0.5","105.20000000000005","2.445","283","88","272","6.0","65519","75","12.25","38.75","265.0","49.75",
"865266942","626204663","159711198","167.56","105.0","2.445","77.0","9.25","818.0","300","145","87","27","1","0.5","105.0","2.445","281","87","268","6.125","65519","76","12.25","38.75","265.0","49.75",
"865266943","626204395","159711167","170.05","104.79999999999995","2.435","78.0","9.37","817.0","300","144","87","27","1","0.5","104.79999999999995","2.435","280","87","268","6.125","65519","76","12.25","38.5","264.0","49.75",
"865266944","626204111","159711168","172.68","105.0","2.445","78.0","9.37","821.0","300","146","87","27","1","0.5","105.0","2.445","280","87","268","6.0","65519","75","12.375","38.5","264.0","49.84",
"865266945","626203797","159711218","175.61","105.0","2.445","79.0","9.46","822.0","300","146","87","27","1","0.0","105.0","2.445","279","87","270","6.125","65519","76","12.25","38.5","264.0","49.84",
"865266946","626203491","159711281","178.46","105.20000000000005","2.463","79.0","9.46","820.0","300","146","87","27","1","0.0","105.20000000000005","2.463","274","87","268","6.125","65519","75","12.75","38.25","264.0","49.84",
"865266947","626203172","159711336","181.44","105.20000000000005","2.482","79.0","9.46","825.0","300","146","87","27","1","0.5","105.20000000000005","2.482","274","87","268","6.125","65519","75","12.75","38.5","263.0","49.84",
"865266948","626202798","159711384","184.92","105.39999999999998","2.51","79.0","9.46","825.0","300","147","87","27","1","0.5","105.39999999999998","2.51","269","88","272","6.125","65519","76","12.25","38.5","264.0","49.84",
"865266949","626202448","159711387","188.18","105.39999999999998","2.557","79.0","9.15","842.0","300","147","87","27","1","0.5","105.39999999999998","2.557","259","87","272","5.875","65519","74","12.25","38.5","264.0","49.84",
"865266950","626202080","159711395","191.61","105.39999999999998","2.594","77.0","9.15","842.0","300","147","87","27","1","0.5","105.39999999999998","2.594","254","87","270","5.875","65519","75","12.375","38.5","264.0","49.84",
"865266951","626201751","159711374","194.66","105.39999999999998","2.622","77.0","9.15","842.0","300","147","87","27","1","0.5","105.39999999999998","2.622","254","87","272","5.875","65519","75","12.375","38.5","264.0","49.84",
"865266952","626201436","159711351","197.59","105.39999999999998","2.641","77.0","8.78","890.0","300","147","87","27","1","0.5","105.39999999999998","2.641","255","87","268","6.0","65519","75","12.375","38.75","266.0","49.84",
"865266953","626201154","159711399","200.24","105.60000000000002","2.641","79.0","8.68","911.0","300","146","87","27","1","0.0","105.60000000000002","2.641","250","87","270","6.0","65519","75","12.375","39.0","269.0","49.84",
"865266954","626200934","159711543","202.43","105.39999999999998","2.631","79.0","8.68","911.0","300","147","87","27","1","0.0","105.39999999999998","2.631","250","86","270","6.0","65519","75","12.125","39.25","270.0","49.84",
"865266955","626200683","159711654","204.83","105.20000000000005","2.603","79.0","8.59","921.0","300","146","87","27","1","0.0","105.20000000000005","2.603","247","86","272","6.0","65519","75","12.125","39.25","270.0","49.84",
"865266956","626200437","159711685","207.12","105.20000000000005","2.575","80.0","8.59","920.0","300","147","85","27","1","0.5","105.20000000000005","2.575","242","84","272","6.125","65519","76","12.375","39.5","276.0","49.84",
"865266957","626200189","159711697","209.41","105.0","2.547","82.0","8.68","917.0","300","146","85","27","1","0.5","105.0","2.547","243","84","274","6.125","65519","76","12.375","39.25","276.0","49.75",
"865266958","626199967","159711604","211.48","105.0","2.529","83.0","8.87","909.0","300","146","85","27","1","0.0","105.0","2.529","241","86","278","6.25","65519","76","12.25","39.25","278.0","49.75",
"865266959","626199750","159711366","213.87","105.20000000000005","2.491","83.0","8.96","901.0","300","148","84","27","1","0.0","105.20000000000005","2.491","236","85","280","6.25","65519","76","12.25","39.25","279.0","49.65",
"865266960","626199634","159711152","215.27","105.0","2.482","83.0","9.15","874.0","300","147","84","27","1","0.0","105.0","2.482","228","81","286","6.25","65519","76","12.125","39.25","280.0","49.65",
"865266961","626199591","159710880","216.8","105.20000000000005","2.426","83.0","9.46","835.0","300","147","84","27","1","0.0","105.20000000000005","2.426","222","85","300","6.25","65519","75","11.375","39.0","278.0","49.65",
"865266962","626199607","159710565","218.58","105.20000000000005","2.389","82.0","9.65","805.0","300","148","84","27","1","0.5","105.20000000000005","2.389","217","82","302","6.125","65519","74","11.25","39.25","277.0","49.75",
"865266963","626199639","159710223","220.54","105.0","2.37","82.0","9.75","794.0","300","147","85","27","1","0.5","105.0","2.37","216","85","302","6.0","65519","73","11.375","39.25","277.0","49.75",
"865266964","626199685","159709862","222.63","104.79999999999995","2.361","81.0","9.84","780.0","300","148","86","27","1","0.0","104.79999999999995","2.361","231","84","282","6.375","65519","76","11.625","39.25","274.0","49.75",
"865266965","626199726","159709466","224.92","104.60000000000002","2.351","80.0","9.84","776.0","300","147","86","27","1","0.5","104.60000000000002","2.351","229","87","278","6.375","65519","76","12.0","39.0","272.0","49.75",
"865266966","626199770","159709030","227.43","104.20000000000005","2.361","79.0","9.93","770.0","300","147","87","27","1","0.5","104.20000000000005","2.361","233","85","278","6.375","65519","77","12.5","39.0","270.0","49.84",
"865266967","626199820","159708619","229.81","104.0","2.379","78.0","9.84","773.0","300","147","88","27","1","0.0","104.0","2.379","236","89","276","6.25","65519","77","11.75","39.5","271.0","49.84",
"865266968","626199932","159708276","232.03","103.79999999999995","2.398","79.0","9.93","782.0","300","147","87","27","1","0.5","103.79999999999995","2.398","232","88","264","6.125","65519","76","12.625","39.25","272.0","49.84",
"865266969","626200053","159707940","234.25","104.0","2.407","81.0","9.93","819.0","300","147","86","27","1","0.5","104.0","2.407","232","88","264","6.125","65519","76","12.625","39.5","274.0","49.84",
"865266970","626200199","159707648","236.4","104.0","2.407","83.0","9.84","827.0","300","147","85","27","1","0.5","104.0","2.407","230","86","272","6.0","65518","75","11.75","39.25","275.0","49.84",
"865266971","626200304","159707319","238.51","104.20000000000005","2.407","83.0","9.75","839.0","300","147","85","27","1","0.5","104.20000000000005","2.407","225","86","274","6.0","65518","75","11.75","39.25","275.0","49.84",
"865266972","626200411","159706980","240.67","104.20000000000005","2.389","83.0","9.65","839.0","300","146","85","27","1","0.0","104.20000000000005","2.389","221","84","274","6.375","65518","77","12.0","38.75","273.0","49.75",
"865266973","626200465","159706583","242.99","104.20000000000005","2.389","82.0","9.65","834.0","300","147","85","27","1","0.5","104.20000000000005","2.389","219","85","274","6.375","65518","77","12.125","38.75","272.0","49.75",
"865266974","626200426","159706120","245.64","104.39999999999998","2.389","82.0","9.65","833.0","300","146","85","27","1","0.5","104.39999999999998","2.389","214","85","276","6.375","65518","77","12.5","39.0","275.0","49.75",
"865266975","626200335","159705769","247.76","104.39999999999998","2.379","83.0","9.65","835.0","300","146","85","27","1","0.0","104.39999999999998","2.379","212","86","278","6.125","65518","75","12.25","39.25","278.0","49.84",
"865266976","626200165","159705538","249.79","104.20000000000005","2.361","83.7","9.75","837.0","300","146","84","27","1","0.5","104.20000000000005","2.361","208","85","274","6.125","65518","75","12.5","39.5","280.0","49.93",
"865266977","626199964","159705354","251.93","104.0","2.342","83.7","9.75","834.0","300","146","84","27","1","0.5","104.0","2.342","208","85","274","6.125","65518","75","12.5","39.5","281.0","49.93",
"865266978","626199771","159705199","253.9","104.0","2.323","83.7","10.03","822.0","300","146","84","27","1","0.5","104.0","2.323","213","80","264","6.75","65518","80","13.5","39.25","279.0","50.03",
"865266979","626199549","159705049","256.15","104.0","2.305","84.7","10.15","809.0","300","147","84","27","1","0.5","104.0","2.305","212","80","260","6.75","65517","80","13.5","39.25","279.0","50.03",
"865266980","626199299","159704913","258.6","104.20000000000005","2.305","83.7","10.03","800.0","300","147","84","27","1","0.5","104.20000000000005","2.305","208","85","284","6.875","65517","80","13.75","39.5","282.0","50.03",
"865266981","626199034","159704747","261.24","104.20000000000005","2.305","82.0","10.03","799.0","300","147","84","27","1","0.5","104.20000000000005","2.305","212","85","286","6.875","65518","80","13.75","40.0","283.0","50.03",
"865266982","626198784","159704564","263.79","104.39999999999998","2.314","82.0","10.03","793.0","300","150","85","27","1","0.0","104.39999999999998","2.314","212","82","286","6.375","65518","76","11.625","40.0","283.0","50.03",
"865266983","626198521","159704320","266.61","104.39999999999998","2.314","81.0","9.93","791.0","300","150","85","27","1","0.5","104.39999999999998","2.314","213","86","284","6.125","65518","74","11.875","39.75","281.0","50.03",
"865266984","626198210","159704058","269.87","104.39999999999998","2.323","80.0","9.93","793.0","300","149","85","27","1","0.5","104.39999999999998","2.323","220","87","284","6.375","65518","76","11.75","39.5","278.0","50.03",
"865266985","626197915","159703869","272.82","104.20000000000005","2.351","81.0","9.93","805.0","300","146","85","27","1","0.5","104.20000000000005","2.351","226","87","284","6.0","65518","74","11.625","39.5","279.0","50.03",
"865266986","626197653","159703704","275.43","104.39999999999998","2.361","80.0","9.65","818.0","300","147","85","27","1","0.5","104.39999999999998","2.361","230","83","280","6.125","65518","75","11.625","39.5","278.0","50.03",
"865266987","626197408","159703575","277.83","104.39999999999998","2.361","80.0","9.56","830.0","300","147","85","27","1","0.5","104.39999999999998","2.361","230","83","280","6.125","65518","75","11.625","39.5","277.0","50.03",
"865266988","626197242","159703585","279.37","104.39999999999998","2.37","79.0","9.46","833.0","300","147","85","27","1","0.5","104.39999999999998","2.37","235","83","278","6.125","65518","75","12.125","39.5","276.0","49.93",
"865266989","626197049","159703624","281.16","104.39999999999998","2.351","79.0","9.37","832.0","300","148","86","27","1","0.0","104.39999999999998","2.351","235","83","276","6.125","65518","75","12.125","39.5","275.0","49.84",
"865266990","626196768","159703567","283.79","104.39999999999998","2.342","78.0","9.37","824.0","300","147","86","27","1","0.0","104.39999999999998","2.342","237","87","276","5.875","65518","74","12.0","39.5","275.0","49.84",
"865266991","626196490","159703420","286.46","104.60000000000002","2.333","78.0","9.46","819.0","300","148","86","27","1","0.0","104.60000000000002","2.333","239","86","276","6.125","65518","75","12.0","39.25","273.0","49.75",
"865266992","626196175","159703254","289.54","104.60000000000002","2.342","78.0","9.46","805.0","300","148","86","27","1","0.0","104.60000000000002","2.342","249","86","274","6.125","65519","75","12.0","39.25","273.0","49.65",
"865266993","626195898","159703158","292.18","104.79999999999995","2.342","79.0","9.65","801.0","300","148","86","27","1","0.0","104.79999999999995","2.342","249","86","274","6.125","65519","75","12.0","39.5","273.0","49.65",
"865266994","626195570","159703066","295.28","105.0","2.342","81.0","9.75","803.0","300","148","86","27","1","0.0","105.0","2.342","266","85","274","6.125","65519","75","12.125","39.25","273.0","49.65",
"865266995","626195288","159703126","297.92","105.0","2.351","81.0","9.65","812.0","300","148","86","27","1","0.0","105.0","2.351","266","85","274","6.125","65519","75","12.125","39.25","274.0","49.53",
"865266996","626195018","159703168","300.45","105.0","2.351","81.0","9.56","822.0","300","148","85","27","1","0.0","105.0","2.351","273","85","272","6.125","65519","75","12.125","39.25","276.0","49.53",
"865266997","626194773","159703171","302.69","105.0","2.361","81.0","9.46","824.0","300","148","85","27","1","0.0","105.0","2.361","273","84","274","6.5","65519","77","12.125","39.25","276.0","49.43",
"865266998","626194589","159703223","304.41","105.0","2.351","80.0","9.56","820.0","300","148","85","27","1","0.5","105.0","2.351","273","86","276","6.625","65519","78","12.125","39.5","277.0","49.43",
"865266999","626194356","159703296","306.62","105.0","2.342","79.0","9.56","815.0","300","148","86","27","1","0.0","105.0","2.342","270","86","280","6.625","65519","78","12.125","39.75","277.0","49.34",
"865267000","626194102","159703273","308.98","105.0","2.342","79.0","9.56","814.0","300","149","85","27","1","0.5","105.0","2.342","270","83","280","6.125","65519","75","11.875","39.5","278.0","49.34",
"865267001","626193820","159703215","311.61","105.20000000000005","2.342","79.0","9.75","796.0","300","149","85","27","1","0.5","105.20000000000005","2.342","273","86","278","6.125","65519","75","12.0","39.75","277.0","49.34",
"865267002","626193554","159703117","314.14","105.39999999999998","2.342","79.0","9.75","795.0","300","149","86","27","1","0.0","105.39999999999998","2.342","277","84","276","6.25","65519","76","12.0","39.5","276.0","49.34",
"865267003","626193265","159702997","316.91","105.39999999999998","2.342","78.0","9.65","794.0","300","148","86","27","1","0.0","105.39999999999998","2.342","277","84","276","6.25","65519","76","12.0","39.25","275.0","49.34",
"865267004","626192969","159702863","319.76","105.39999999999998","2.342","79.0","9.75","798.0","300","148","86","27","1","0.0","105.39999999999998","2.342","274","86","282","6.0","65520","75","11.375","39.25","275.0","49.53",
"865267005","626192676","159702762","322.55","105.60000000000002","2.361","78.0","9.65","798.0","300","148","86","27","1","0.0","105.60000000000002","2.361","272","86","274","6.0","65520","75","11.375","39.25","274.0","49.53",
"865267006","626192386","159702715","325.26","105.60000000000002","2.37","78.0","9.56","806.0","300","149","86","27","1","0.0","105.60000000000002","2.37","271","84","274","6.25","65520","76","11.75","39.25","274.0","49.53",
"865267007","626192124","159702734","327.7","105.79999999999995","2.37","78.0","9.46","818.0","300","149","86","27","1","0.5","105.79999999999995","2.37","273","86","274","6.0","65520","74","12.125","39.25","273.0","49.53",
"865267008","626191810","159702679","330.64","106.0","2.37","78.0","9.37","823.0","300","149","86","27","1","0.5","106.0","2.37","273","87","270","6.125","65520","75","12.5","39.25","272.0","49.65",
"865267009","626191507","159702690","333.46","105.79999999999995","2.379","78.0","9.37","827.0","300","150","86","27","1","0.5","105.79999999999995","2.379","274","87","274","6.375","65520","77","11.875","39.25","273.0","49.65",
"865267010","626191207","159702604","336.29","105.79999999999995","2.389","79.0","9.25","841.0","300","149","86","27","1","0.0","105.79999999999995","2.389","280","87","274","6.25","65520","76","11.625","39.25","275.0","49.75",
"865267011","626190909","159702596","339.07","106.0","2.389","79.0","9.15","843.0","300","149","86","27","1","0.0","106.0","2.389","281","86","270","6.125","65520","75","12.0","39.5","276.0","49.75",
"865267012","626190615","159702669","341.82","106.0","2.398","78.0","9.06","847.0","300","150","86","27","1","0.0","106.0","2.398","279","86","270","6.25","65520","77","12.125","39.5","276.0","49.75",
"865267013","626190339","159702689","344.34","106.0","2.407","78.0","8.96","848.0","300","149","86","27","1","0.0","106.0","2.407","279","86","270","6.25","65520","77","12.125","39.25","274.0","49.75",
"865267014","626190110","159702694","346.41","106.20000000000005","2.407","77.0","8.96","848.0","300","150","86","27","1","0.5","106.20000000000005","2.407","276","85","270","6.375","65520","77","12.25","39.5","274.0","49.75",
"865267015","626189854","159702689","348.78","106.39999999999998","2.398","77.0","8.96","845.0","300","150","86","27","1","0.5","106.39999999999998","2.398","271","87","270","6.375","65520","77","12.375","39.5","274.0","49.75",
"865267016","626189522","159702551","351.97","106.60000000000002","2.407","77.0","8.96","848.0","300","150","86","27","1","0.5","106.60000000000002","2.407","275","85","272","6.5","65521","77","12.25","39.5","275.0","49.75",
"865267017","626189182","159702394","355.27","106.79999999999995","2.417","78.0","9.06","844.0","300","150","86","27","1","0.0","106.79999999999995","2.417","275","87","272","6.375","65521","77","12.125","39.25","273.0","49.75",
