record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],
"865268382","626038499","160059473","4340.11","106.79999999999995","2.893","85.7","8.37","1004.0","300","151","85","22","1","0.0","106.79999999999995","2.893","246","86","260","7.0","65523","81","13.0","38.5","272.0","51.25",
"865268383","626038821","160059394","4343.14","106.79999999999995","2.893","85.7","8.28","1001.0","300","150","85","22","1","0.0","106.79999999999995","2.893","252","85","264","6.875","65523","81","12.5","38.5","272.0","51.25",
"865268384","626039149","160059252","4346.3","106.79999999999995","2.893","84.7","8.28","1001.0","300","150","85","22","1","0.5","106.79999999999995","2.893","251","83","264","6.875","65523","80","12.375","38.25","268.0","51.25",
"865268385","626039461","160059150","4349.27","106.60000000000002","2.902","84.7","8.28","1004.0","300","151","85","22","1","0.5","106.60000000000002","2.902","247","85","264","6.625","65523","79","12.375","38.25","268.0","51.25",
"865268386","626039772","160059026","4352.26","106.60000000000002","2.902","84.7","8.28","1009.0","300","150","85","22","1","0.0","106.60000000000002","2.902","246","86","260","6.5","65523","78","12.875","38.25","270.0","51.25",
"865268387","626040075","160058936","4355.13","106.39999999999998","2.902","84.7","8.18","1015.0","300","151","85","22","1","0.0","106.39999999999998","2.902","253","85","260","6.625","65523","79","12.75","38.5","269.0","51.15",
"865268388","626040383","160058816","4358.08","106.39999999999998","2.902","84.7","8.18","1016.0","300","151","85","22","1","0.0","106.39999999999998","2.902","256","85","260","6.625","65523","79","12.75","38.5","269.0","51.15",
"865268389","626040679","160058717","4360.9","106.39999999999998","2.902","83.7","8.18","1016.0","300","151","85","22","1","0.5","106.39999999999998","2.902","264","84","260","7.0","65523","81","12.875","38.75","272.0","51.15",
"865268390","626040991","160058649","4363.83","106.39999999999998","2.902","83.7","8.09","1018.0","300","151","85","22","1","0.5","106.39999999999998","2.902","262","85","258","6.875","65523","80","13.25","38.75","272.0","51.15",
"865268391","626041319","160058514","4366.98","106.39999999999998","2.902","83.7","8.18","1019.0","300","152","85","22","1","0.5","106.39999999999998","2.902","267","84","260","7.0","65523","82","13.0","38.75","272.0","51.15",
"865268392","626041636","160058424","4369.98","106.39999999999998","2.911","83.7","8.18","1020.0","300","151","85","22","1","0.5","106.39999999999998","2.911","265","84","262","7.0","65523","81","12.875","38.75","272.0","51.15",
"865268393","626041947","160058293","4372.98","106.20000000000005","2.911","85.7","8.18","1020.0","300","151","85","22","1","0.5","106.20000000000005","2.911","265","86","262","6.875","65523","80","13.0","38.5","271.0","51.15",
"865268394","626042267","160058146","4376.07","106.0","2.911","85.7","8.18","1024.0","300","151","85","22","1","0.5","106.0","2.911","263","85","264","7.0","65523","81","12.625","38.5","270.0","51.25",
"865268395","626042605","160058042","4379.28","105.60000000000002","2.911","85.7","8.18","1024.0","300","151","85","22","1","0.0","105.60000000000002","2.911","259","86","256","6.75","65523","80","13.125","38.5","270.0","51.25",
"865268396","626042939","160057893","4382.51","105.39999999999998","2.921","84.7","8.18","1024.0","300","151","85","22","1","0.5","105.39999999999998","2.921","269","84","256","7.0","65523","82","13.125","38.5","270.0","51.25",
"865268397","626043246","160057815","4385.4","105.39999999999998","2.921","84.7","8.09","1029.0","300","152","85","22","1","0.5","105.39999999999998","2.921","269","85","256","6.75","65523","80","13.0","38.5","270.0","51.34",
"865268398","626043573","160057685","4388.54","105.39999999999998","2.921","84.7","8.0","1037.0","300","151","85","22","1","0.5","105.39999999999998","2.921","270","85","260","6.875","65524","80","12.75","38.5","272.0","51.34",
"865268399","626043865","160057593","4391.31","105.20000000000005","2.93","84.7","8.0","1039.0","300","151","85","22","1","0.0","105.20000000000005","2.93","270","85","260","6.875","65524","80","12.75","38.5","272.0","51.43",
"865268400","626044165","160057462","4394.21","105.0","2.93","85.7","8.09","1041.0","300","152","85","22","1","0.0","105.0","2.93","266","85","260","6.875","65524","81","13.0","38.25","270.0","51.43",
"865268401","626044474","160057355","4397.16","105.0","2.93","86.7","8.09","1042.0","300","151","85","22","1","0.0","105.0","2.93","259","85","260","7.0","65524","81","13.0","38.25","269.0","51.43",
"865268402","626044760","160057265","4399.87","105.0","2.93","86.7","8.09","1042.0","300","151","85","22","1","0.0","105.0","2.93","258","85","260","7.0","65524","81","13.0","38.25","269.0","51.43",
"865268403","626045076","160057114","4402.93","105.0","2.93","85.7","8.18","1038.0","300","151","85","22","1","0.0","105.0","2.93","264","85","264","7.0","65524","81","12.625","38.0","268.0","51.43",
"865268404","626045393","160057015","4405.94","105.0","2.93","85.7","8.18","1026.0","300","151","85","22","1","0.0","105.0","2.93","262","85","268","7.0","65524","81","12.625","38.25","270.0","51.43",
"865268405","626045694","160056897","4408.83","105.20000000000005","2.93","85.7","8.18","1031.0","300","150","85","22","1","0.0","105.20000000000005","2.93","252","85","268","6.75","65524","79","12.375","38.5","272.0","51.43",
"865268406","626046014","160056810","4411.85","105.39999999999998","2.93","85.7","8.18","1032.0","300","151","85","22","1","0.0","105.39999999999998","2.93","248","82","268","6.625","65524","79","12.25","38.5","272.0","51.34",
"865268407","626046341","160056742","4414.93","105.39999999999998","2.93","86.7","8.18","1034.0","300","151","84","22","1","0.5","105.39999999999998","2.93","247","86","270","6.5","65523","78","12.125","38.5","273.0","51.34",
"865268408","626046665","160056666","4417.98","105.60000000000002","2.93","86.7","8.18","1036.0","300","150","84","22","1","0.5","105.60000000000002","2.93","246","86","268","6.5","65523","78","12.125","38.75","274.0","51.25",
"865268409","626046991","160056611","4421.04","105.60000000000002","2.939","86.7","8.18","1039.0","300","150","84","22","1","0.5","105.60000000000002","2.939","248","86","268","6.625","65523","79","12.125","38.5","273.0","51.25",
"865268410","626047307","160056544","4424.01","105.60000000000002","2.939","86.7","8.18","1040.0","300","151","84","22","1","0.5","105.60000000000002","2.939","242","86","256","6.5","65523","78","13.5","38.5","273.0","51.25",
"865268411","626047625","160056477","4427.0","105.79999999999995","2.939","85.7","8.09","1041.0","300","150","85","22","1","0.0","105.79999999999995","2.939","251","86","268","7.5","65523","84","12.375","38.5","273.0","51.25",
"865268412","626047943","160056396","4430.0","105.79999999999995","2.939","85.7","8.09","1041.0","300","150","85","22","1","0.0","105.79999999999995","2.939","244","85","262","7.0","65523","81","13.0","38.25","272.0","51.34",
"865268413","626048262","160056299","4433.02","105.79999999999995","2.948","85.7","8.18","1038.0","300","151","85","22","1","0.5","105.79999999999995","2.948","243","86","258","6.75","65523","80","13.125","38.25","271.0","51.34",
"865268414","626048578","160056215","4436.01","105.79999999999995","2.948","87.7","8.18","1040.0","300","150","85","22","1","0.5","105.79999999999995","2.948","250","85","256","6.875","65523","81","12.75","38.25","270.0","51.25",
"865268415","626048883","160056142","4438.88","105.79999999999995","2.948","88.7","8.18","1043.0","300","151","85","22","1","0.0","105.79999999999995","2.948","249","85","256","6.875","65523","81","12.75","38.25","270.0","51.25",
"865268416","626049185","160056093","4441.72","105.79999999999995","2.948","88.7","8.18","1046.0","300","152","85","22","1","0.0","105.79999999999995","2.948","249","85","256","6.875","65523","81","12.875","38.25","270.0","51.25",
"865268417","626049506","160056042","4444.73","105.60000000000002","2.948","88.7","8.18","1049.0","300","151","85","22","1","0.0","105.60000000000002","2.948","246","85","258","6.875","65523","81","12.875","38.5","272.0","51.25",
"865268418","626049845","160055988","4447.9","105.60000000000002","2.948","87.7","8.18","1044.0","300","151","84","22","1","0.5","105.60000000000002","2.948","243","83","260","6.875","65523","81","12.875","38.25","271.0","51.15",
"865268419","626050171","160055928","4450.95","105.39999999999998","2.948","87.7","8.18","1045.0","300","151","85","22","1","0.0","105.39999999999998","2.948","239","83","254","6.875","65523","81","12.875","38.5","271.0","51.06",
"865268420","626050481","160055821","4453.91","105.20000000000005","2.948","87.7","8.18","1049.0","300","151","84","22","1","0.5","105.20000000000005","2.948","239","83","254","7.375","65523","83","13.375","38.75","276.0","51.06",
"865268421","626050756","160055722","4456.53","105.39999999999998","2.948","87.7","7.68","1081.0","300","150","83","22","1","0.0","105.39999999999998","2.948","245","85","258","7.25","65523","83","12.875","39.25","281.0","51.06",
"865268446","626053753","160055133","4457.51","106.60000000000002","0.0","48.7","5.06","682.0","300","134","49","22","6","0.0","106.60000000000002","0.0","76","48","1220","0.0","65523","16","0.0","39.25","281.0","51.06",
"865268447","626053887","160055013","4458.93","106.60000000000002","0.737","67.2","6.43","684.0","300","132","49","23","1","0.5","106.60000000000002","0.737","75","49","1226","0.0","65523","16","0.0","48.75","597.0","50.4",
"865268448","626054110","160054740","4461.51","106.20000000000005","1.008","80.0","20.59","421.0","300","132","76","23","1","0.0","106.20000000000005","1.008","73","48","1226","0.0","65523","16","0.0","36.0","253.0","50.4",
"865268449","626054379","160054341","4464.89","106.0","2.547","91.7","11.9","936.0","300","132","84","23","1","0.5","106.0","2.547","73","58","1204","0.0","65522","16","0.0","36.25","259.0","50.31",
"865268450","626054575","160053879","4468.09","105.39999999999998","3.144","91.7","10.53","1008.0","300","134","85","23","1","0.5","105.39999999999998","3.144","96","84","1110","0.0","65522","41","0.0","36.75","259.0","50.4",
"865268451","626054752","160053424","4471.16","105.0","3.144","90.7","9.84","1084.0","300","136","85","23","1","0.5","105.0","3.144","181","84","414","0.0","65521","41","5.375","36.75","260.0","50.5",
"865268452","626054918","160053000","4474.03","104.79999999999995","3.032","88.7","9.25","1076.0","300","136","86","23","1","0.0","104.79999999999995","3.032","201","85","256","5.75","65521","45","12.75","37.5","264.0","50.5",
"865268453","626055077","160052552","4476.98","104.79999999999995","2.921","88.7","8.87","1083.0","300","137","86","23","1","0.0","104.79999999999995","2.921","242","87","254","7.125","65521","82","12.75","37.5","265.0","50.37",
"865268454","626055227","160052103","4479.9","104.79999999999995","2.902","89.7","8.78","1062.0","300","137","86","23","1","0.0","104.79999999999995","2.902","240","86","256","7.0","65521","81","12.625","37.75","266.0","50.46",
"865268455","626055379","160051639","4482.89","104.79999999999995","2.921","89.7","8.68","1034.0","300","137","85","23","1","0.5","104.79999999999995","2.921","240","87","260","6.875","65521","81","12.375","38.0","268.0","50.46",
"865268456","626055543","160051172","4485.96","104.79999999999995","2.93","88.7","8.68","1025.0","300","137","86","23","1","0.0","104.79999999999995","2.93","237","87","258","6.625","65521","79","12.5","38.25","267.0","50.56",
"865268457","626055681","160050668","4489.11","105.0","2.967","88.7","8.59","1021.0","300","138","86","23","1","0.0","105.0","2.967","235","87","256","6.625","65521","79","12.5","38.25","267.0","50.65",
"865268458","626055824","160050158","4492.3","105.0","3.032","87.7","8.46","1022.0","300","139","86","23","1","0.0","105.0","3.032","235","86","258","6.5","65521","78","12.5","38.0","266.0","50.65",
"865268459","626055922","160049653","4495.32","105.20000000000005","3.032","86.7","8.37","1027.0","300","140","86","23","1","0.0","105.20000000000005","3.032","236","85","260","6.875","65521","80","12.5","38.25","266.0","50.65",
"865268460","626055952","160049184","4498.01","105.20000000000005","2.976","86.7","8.28","1029.0","300","140","86","23","1","0.5","105.20000000000005","2.976","229","87","248","6.5","65521","78","13.625","38.25","266.0","50.78",
"865268461","626055932","160048691","4500.82","105.0","2.893","86.7","8.18","1029.0","300","140","86","23","1","0.5","105.0","2.893","234","87","248","7.0","65521","82","13.25","38.25","265.0","50.78",
"865268462","626055916","160048182","4503.72","105.20000000000005","2.874","85.7","8.18","1027.0","300","140","86","23","1","0.5","105.20000000000005","2.874","227","85","256","6.5","65521","79","12.75","38.25","265.0","50.78",
"865268463","626055871","160047621","4506.94","105.20000000000005","2.874","86.7","8.28","1020.0","300","140","86","23","1","0.5","105.20000000000005","2.874","227","86","254","6.625","65521","80","13.0","38.0","264.0","50.78",
"865268464","626055817","160047073","4510.1","105.20000000000005","2.911","86.7","8.37","1018.0","300","140","86","23","1","0.5","105.20000000000005","2.911","227","86","254","6.625","65521","80","13.0","38.0","264.0","50.87",
"865268465","626055772","160046564","4513.03","105.39999999999998","2.93","87.7","8.37","1022.0","300","140","86","23","1","0.0","105.39999999999998","2.93","233","86","254","6.75","65521","80","13.0","37.75","264.0","50.87",
"865268466","626055711","160046012","4516.22","105.20000000000005","2.93","86.7","8.28","1026.0","300","142","85","23","1","0.5","105.20000000000005","2.93","236","85","254","6.75","65520","81","13.0","37.75","264.0","50.87",
"865268467","626055670","160045488","4519.23","105.20000000000005","2.948","86.7","8.18","1024.0","300","143","86","23","1","0.0","105.20000000000005","2.948","240","85","254","6.875","65520","81","12.875","38.25","267.0","50.87",
"865268468","626055630","160044960","4522.25","105.20000000000005","2.967","85.7","8.18","1024.0","300","143","86","23","1","0.0","105.20000000000005","2.967","238","85","260","6.75","65520","80","12.5","38.25","265.0","50.87",
"865268469","626055607","160044442","4525.21","105.20000000000005","2.958","84.7","8.09","1024.0","300","142","86","23","1","0.5","105.20000000000005","2.958","233","85","264","6.75","65520","80","12.5","38.25","266.0","50.78",
"865268470","626055580","160043887","4528.38","105.20000000000005","2.967","83.7","8.0","1023.0","300","142","86","23","1","0.5","105.20000000000005","2.967","235","86","264","6.625","65521","79","12.625","38.25","266.0","50.78",
"865268471","626055543","160043340","4531.52","105.20000000000005","2.976","83.7","8.0","1024.0","300","142","86","23","1","0.5","105.20000000000005","2.976","236","87","264","6.5","65521","78","12.875","38.5","267.0","50.78",
"865268472","626055503","160042797","4534.63","105.20000000000005","2.976","83.7","8.0","1030.0","300","142","86","23","1","0.5","105.20000000000005","2.976","239","87","258","6.5","65521","78","12.875","38.75","268.0","50.78",
"865268473","626055468","160042255","4537.74","105.20000000000005","3.004","83.7","8.0","1035.0","300","142","86","23","1","0.5","105.20000000000005","3.004","239","87","258","6.5","65521","79","13.0","38.5","267.0","50.78",
"865268474","626055425","160041700","4540.92","105.39999999999998","3.023","83.7","7.9","1042.0","300","142","86","23","1","0.5","105.39999999999998","3.023","244","85","258","6.5","65521","79","12.75","38.75","267.0","50.78",
"865268475","626055391","160041150","4544.07","105.60000000000002","3.032","83.7","7.9","1050.0","300","142","86","23","1","0.5","105.60000000000002","3.032","240","85","258","6.5","65520","79","12.75","38.75","268.0","50.87",
"865268476","626055367","160040613","4547.14","105.39999999999998","3.032","83.7","7.9","1061.0","300","143","86","23","1","0.5","105.39999999999998","3.032","246","86","258","6.5","65520","79","12.75","38.5","268.0","50.87",
"865268477","626055371","160040094","4550.09","105.39999999999998","3.032","84.7","7.81","1070.0","300","142","86","23","1","0.0","105.39999999999998","3.032","245","85","258","6.75","65520","80","12.75","38.25","267.0","50.87",
"865268478","626055367","160039573","4553.06","105.39999999999998","3.032","83.7","7.68","1068.0","300","142","86","23","1","0.0","105.39999999999998","3.032","246","86","260","6.75","65520","80","12.875","38.25","268.0","50.87",
"865268479","626055370","160039055","4556.01","105.20000000000005","2.995","83.7","7.68","1064.0","300","141","86","23","1","0.0","105.20000000000005","2.995","250","85","260","6.75","65520","80","12.875","38.25","267.0","50.87",
"865268480","626055390","160038560","4558.83","105.20000000000005","2.995","83.7","7.68","1067.0","300","143","86","23","1","0.0","105.20000000000005","2.995","249","87","260","6.875","65520","80","13.0","38.5","268.0","50.87",
"865268481","626055386","160038053","4561.72","105.0","2.939","83.7","7.81","1062.0","300","143","86","23","1","0.0","105.0","2.939","248","85","258","6.875","65521","80","13.0","38.5","268.0","50.96",
"865268482","626055391","160037535","4564.67","104.79999999999995","2.939","84.7","7.81","1060.0","300","144","86","23","1","0.0","104.79999999999995","2.939","248","84","258","6.875","65520","80","13.0","38.5","268.0","50.96",
"865268483","626055392","160037020","4567.6","104.79999999999995","2.939","83.7","7.81","1041.0","300","143","86","23","1","0.0","104.79999999999995","2.939","252","84","258","6.875","65521","80","13.0","38.5","268.0","50.96",
"865268484","626055401","160036504","4570.54","104.79999999999995","2.93","83.7","7.9","1035.0","300","144","86","23","1","0.0","104.79999999999995","2.93","250","87","258","6.875","65521","80","13.125","38.5","268.0","50.96",
"865268485","626055396","160035986","4573.49","104.79999999999995","2.93","83.7","7.9","1019.0","300","144","86","23","1","0.0","104.79999999999995","2.93","251","85","260","6.875","65520","80","12.75","38.5","268.0","51.06",
"865268486","626055379","160035451","4576.54","104.79999999999995","2.93","83.7","8.0","1020.0","300","144","86","23","1","0.0","104.79999999999995","2.93","248","85","258","6.875","65520","80","12.75","38.5","268.0","51.06",
"865268487","626055366","160034921","4579.56","104.79999999999995","2.93","83.7","8.0","1021.0","300","144","85","23","1","0.5","104.79999999999995","2.93","243","86","258","6.75","65520","80","12.625","38.5","269.0","51.06",
"865268488","626055332","160034367","4582.73","104.60000000000002","2.93","83.7","7.9","1024.0","300","143","85","23","1","0.5","104.60000000000002","2.93","240","85","264","6.875","65520","80","12.375","38.5","270.0","51.06",
"865268489","626055328","160033847","4585.69","104.60000000000002","2.93","83.0","7.9","1022.0","300","144","86","23","1","0.0","104.60000000000002","2.93","235","85","266","6.625","65520","79","12.375","38.5","269.0","50.96",
"865268490","626055296","160033311","4588.76","104.60000000000002","2.939","83.0","7.9","1025.0","300","145","86","23","1","0.0","104.60000000000002","2.939","235","87","266","6.5","65520","78","12.5","38.5","269.0","50.96",
"865268491","626055283","160032813","4591.6","104.60000000000002","2.939","83.0","7.9","1025.0","300","144","86","23","1","0.0","104.60000000000002","2.939","239","86","266","6.625","65520","79","12.375","38.75","269.0","50.96",
"865268492","626055251","160032309","4594.48","104.39999999999998","2.93","83.0","7.81","1033.0","300","144","86","23","1","0.0","104.39999999999998","2.93","241","87","266","6.5","65520","78","12.625","38.75","269.0","50.96",
"865268493","626055208","160031830","4597.24","104.60000000000002","2.93","83.0","7.81","1034.0","300","144","85","23","1","0.5","104.60000000000002","2.93","248","85","264","6.5","65520","78","12.625","38.75","272.0","50.96",
"865268494","626055159","160031362","4599.95","104.60000000000002","2.93","83.0","7.81","1034.0","300","144","85","23","1","0.5","104.60000000000002","2.93","245","86","264","6.625","65520","79","12.5","39.0","273.0","50.96",
"865268495","626055095","160030888","4602.71","104.79999999999995","2.921","83.0","8.0","1015.0","300","145","85","23","1","0.5","104.79999999999995","2.921","245","86","266","6.5","65520","78","12.75","39.0","273.0","50.65",
"865268496","626055052","160030388","4605.59","105.0","2.921","83.0","8.0","1011.0","300","144","85","23","1","0.5","105.0","2.921","245","86","262","6.75","65520","79","12.75","39.0","273.0","50.65",
"865268497","626055003","160029890","4608.46","105.20000000000005","2.921","83.7","8.09","1004.0","300","145","86","23","1","0.0","105.20000000000005","2.921","249","86","262","6.5","65521","78","12.875","38.5","269.0","50.65",
"865268498","626054978","160029392","4611.3","105.20000000000005","2.911","83.7","8.18","996.0","300","145","86","23","1","0.0","105.20000000000005","2.911","249","86","262","6.5","65521","78","12.875","38.25","267.0","50.56",
"865268499","626054950","160028897","4614.13","105.20000000000005","2.911","83.7","8.28","999.0","300","146","86","23","1","0.0","105.20000000000005","2.911","255","85","258","6.75","65521","80","12.875","38.25","267.0","50.56",
"865268500","626054913","160028387","4617.05","105.20000000000005","2.902","83.7","8.18","1000.0","300","146","86","23","1","0.0","105.20000000000005","2.902","253","85","260","6.75","65521","80","13.0","38.25","267.0","50.56",
"865268501","626054889","160027893","4619.87","105.39999999999998","2.902","83.7","8.18","1002.0","300","146","85","23","1","0.5","105.39999999999998","2.902","254","84","258","6.875","65521","80","13.0","38.5","270.0","50.56",
"865268502","626054861","160027414","4622.62","105.39999999999998","2.883","83.7","8.18","1004.0","300","147","85","23","1","0.5","105.39999999999998","2.883","256","85","260","6.875","65521","80","13.125","38.5","270.0","50.56",
"865268503","626054856","160026906","4625.51","105.20000000000005","2.883","83.7","8.18","1004.0","300","147","85","23","1","0.5","105.20000000000005","2.883","256","85","260","6.875","65521","80","13.125","38.0","266.0","50.56",
"865268504","626054829","160026415","4628.31","105.20000000000005","2.883","84.7","8.28","1001.0","300","147","85","23","1","0.5","105.20000000000005","2.883","267","85","262","7.0","65521","81","12.75","38.25","268.0","50.56",
"865268505","626054815","160025927","4631.1","105.39999999999998","2.865","85.7","8.28","1001.0","300","148","85","23","1","0.5","105.39999999999998","2.865","267","86","262","6.75","65521","80","12.75","38.25","269.0","50.56",
"865268506","626054792","160025397","4634.12","105.39999999999998","2.865","85.7","8.28","1007.0","300","148","85","23","1","0.0","105.39999999999998","2.865","262","84","266","6.875","65521","80","12.25","38.0","269.0","50.56",
"865268507","626054763","160024904","4636.94","105.60000000000002","2.865","84.7","8.18","1003.0","300","148","85","23","1","0.0","105.60000000000002","2.865","256","85","264","7.0","65521","81","12.375","38.75","273.0","50.56",
"865268508","626054740","160024401","4639.82","105.60000000000002","2.865","84.7","8.18","1004.0","300","148","85","23","1","0.0","105.60000000000002","2.865","253","85","264","6.75","65521","79","12.75","38.75","273.0","50.56",
"865268509","626054712","160023918","4642.58","105.79999999999995","2.865","84.7","8.18","1004.0","300","148","85","23","1","0.0","105.79999999999995","2.865","253","84","264","6.75","65521","80","12.75","38.75","273.0","50.56",
"865268510","626054722","160023435","4645.33","105.79999999999995","2.865","84.7","8.18","1002.0","300","149","85","23","1","0.0","105.79999999999995","2.865","253","85","264","6.75","65521","80","12.75","38.75","273.0","50.56",
"865268511","626054668","160022907","4648.37","106.20000000000005","2.865","82.0","8.0","1002.0","300","148","85","23","1","0.5","106.20000000000005","2.865","253","85","270","6.75","65521","79","12.625","38.0","267.0","50.56",
"865268512","626054608","160022352","4651.57","106.0","2.865","82.0","8.0","1000.0","300","149","85","23","1","0.5","106.0","2.865","248","85","270","6.875","65521","80","12.25","38.25","268.0","50.43",
"865268513","626054584","160021839","4654.5","105.79999999999995","2.874","82.0","8.0","1006.0","300","148","85","23","1","0.5","105.79999999999995","2.874","241","86","270","6.625","65521","79","12.375","38.25","268.0","50.43",
"865268514","626054553","160021335","4657.38","105.60000000000002","2.874","82.0","7.9","1017.0","300","148","85","23","1","0.5","105.60000000000002","2.874","239","85","272","6.625","65521","79","12.5","38.25","268.0","50.53",
"865268515","626054529","160020817","4660.35","105.0","2.883","82.0","7.9","1024.0","300","149","85","23","1","0.5","105.0","2.883","239","85","272","6.625","65521","78","12.375","38.25","268.0","50.65",
"865268516","626054469","160020266","4663.53","104.39999999999998","2.883","82.0","7.9","1024.0","300","149","85","23","1","0.5","104.39999999999998","2.883","239","86","270","6.625","65521","78","12.375","38.25","268.0","50.65",
"865268517","626054429","160019764","4666.41","104.20000000000005","2.883","82.0","7.9","1024.0","300","148","85","23","1","0.5","104.20000000000005","2.883","239","86","268","6.625","65521","78","12.375","38.75","271.0","50.65",
"865268518","626054400","160019285","4669.15","104.0","2.883","82.0","7.9","1024.0","300","149","85","23","1","0.5","104.0","2.883","241","85","266","6.625","65521","79","12.625","38.75","271.0","50.65",
"865268519","626054363","160018754","4672.2","104.20000000000005","2.883","82.0","7.9","1026.0","300","149","85","23","1","0.5","104.20000000000005","2.883","239","86","266","6.5","65521","78","12.875","38.75","272.0","50.78",
"865268520","626054344","160018248","4675.09","104.39999999999998","2.883","83.0","8.0","1021.0","300","148","85","23","1","0.0","104.39999999999998","2.883","239","86","272","6.5","65521","78","12.875","38.75","273.0","50.78",
"865268521","626054305","160017692","4678.27","104.60000000000002","2.883","83.7","8.0","1020.0","300","149","85","23","1","0.5","104.60000000000002","2.883","239","85","272","6.5","65521","78","12.375","38.75","273.0","50.78",
"865268522","626054301","160017174","4681.22","104.79999999999995","2.911","83.7","8.0","1020.0","300","149","85","23","1","0.5","104.79999999999995","2.911","250","84","264","6.375","65521","77","12.5","39.0","273.0","50.65",
"865268523","626054279","160016672","4684.08","104.79999999999995","2.911","83.7","7.9","1034.0","300","150","85","23","1","0.0","104.79999999999995","2.911","255","84","262","6.5","65521","78","12.875","39.0","273.0","50.65",
"865268524","626054271","160016182","4686.87","104.79999999999995","2.883","83.0","7.81","1040.0","300","150","85","23","1","0.0","104.79999999999995","2.883","255","84","262","6.75","65521","80","13.0","39.0","275.0","50.65",
"865268525","626054256","160015676","4689.76","104.79999999999995","2.874","82.0","7.81","1016.0","300","150","85","23","1","0.5","104.79999999999995","2.874","256","85","262","7.0","65521","81","12.875","39.0","273.0","50.78",
"865268526","626054235","160015164","4692.68","104.60000000000002","2.874","82.0","8.0","996.0","300","151","85","23","1","0.5","104.60000000000002","2.874","258","84","262","7.0","0","81","12.75","39.0","272.0","50.87",
"865268527","626054240","160014676","4695.46","104.60000000000002","2.874","83.0","8.0","991.0","300","151","85","23","1","0.5","104.60000000000002","2.874","255","85","266","6.75","65521","79","12.625","38.75","272.0","50.96",
"865268528","626054233","160014182","4698.27","104.39999999999998","2.874","82.0","8.0","996.0","300","150","85","23","1","0.5","104.39999999999998","2.874","266","85","270","6.75","65522","79","12.625","38.75","271.0","50.96",
"865268529","626054222","160013666","4701.21","104.20000000000005","2.874","82.0","8.0","994.0","300","152","85","23","1","0.5","104.20000000000005","2.874","264","88","270","6.625","65522","78","12.25","38.5","269.0","51.06",
"865268530","626054196","160013148","4704.18","104.20000000000005","2.874","81.0","7.9","998.0","300","152","85","23","1","0.5","104.20000000000005","2.874","266","85","270","6.25","65522","76","12.375","38.75","272.0","51.15",
"865268531","626054176","160012659","4706.97","104.20000000000005","2.865","81.0","8.0","998.0","300","151","85","23","1","0.5","104.20000000000005","2.865","262","85","270","6.375","65522","77","12.75","38.75","272.0","51.15",
"865268532","626054151","160012170","4709.75","104.20000000000005","2.865","82.0","8.09","996.0","300","152","85","23","1","0.5","104.20000000000005","2.865","260","83","268","6.5","65521","78","12.5","38.5","269.0","51.15",
"865268533","626054117","160011650","4712.73","104.39999999999998","2.855","83.0","8.09","991.0","300","152","86","23","1","0.0","104.39999999999998","2.855","253","86","268","6.625","65521","78","12.25","38.75","269.0","51.15",
"865268534","626054095","160011141","4715.64","104.60000000000002","2.855","83.0","8.09","998.0","300","151","85","23","1","0.5","104.60000000000002","2.855","251","87","270","6.25","65521","76","12.25","38.75","270.0","51.15",
"865268535","626054068","160010658","4718.4","104.79999999999995","2.855","83.7","8.09","999.0","300","152","85","23","1","0.5","104.79999999999995","2.855","251","87","268","6.25","65521","76","12.25","38.5","271.0","51.15",
"865268536","626054036","160010153","4721.29","104.79999999999995","2.855","83.0","8.09","999.0","300","152","85","23","1","0.5","104.79999999999995","2.855","250","82","254","6.375","65521","77","12.375","38.75","271.0","51.15",
"865268537","626053992","160009663","4724.11","105.0","2.846","83.0","8.0","999.0","300","152","85","23","1","0.5","105.0","2.846","254","87","260","7.0","65521","82","12.875","38.75","272.0","51.15",
"865268538","626053943","160009150","4727.07","105.0","2.855","83.0","8.0","1004.0","300","153","85","23","1","0.5","105.0","2.855","246","84","260","7.125","65521","82","12.875","38.5","271.0","51.15",
"865268539","626053908","160008633","4730.03","105.0","2.855","83.0","8.0","1006.0","300","153","85","23","1","0.5","105.0","2.855","243","84","260","7.125","65521","82","12.875","38.5","270.0","51.15",
"865268540","626053884","160008109","4733.02","105.0","2.865","82.0","8.0","1003.0","300","153","86","23","1","0.0","105.0","2.865","239","85","264","7.0","65520","81","12.875","38.5","269.0","51.15",
"865268541","626053881","160007606","4735.89","105.20000000000005","2.865","83.0","8.0","1005.0","300","153","86","23","1","0.0","105.20000000000005","2.865","240","87","262","6.625","65521","79","12.625","38.75","269.0","51.15",
