record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"867309836","626398796","159521969","0.18","76.0","0.224","0.0","0.0","0.0","0.0","0.0","0.0","300","64","0","28","1","0.0","76.0","0.224","0","0","0","0.0","60","0","0.0",
"867309837","626398771","159522103","0.95","76.0","0.0","51.7","39.75","843.0","0.0","71.43","0.0","300","66","35","28","1","0.5","76.0","0.0","0","0","0","0.0","60","0","0.0",
"867309838","626398814","159522432","2.86","76.0","0.0","69.2","37.5","242.0","0.0","71.43","0.0","300","68","79","28","1","0.5","76.0","0.0","0","0","0","0.0","60","0","0.0",
"867309839","626398788","159522764","4.76","76.0","0.056","83.0","37.0","236.0","0.0","66.84","0.0","300","70","91","28","1","0.0","76.0","0.056","0","0","0","0.0","60","0","0.0",
"867309840","626398730","159523042","6.37","76.0","0.056","82.0","36.75","242.0","31.34","58.81","254.0","300","70","90","28","1","0.5","76.0","0.056","0","0","0","0.0","60","0","0.0",
"867309841","626398633","159523198","7.58","76.0","2.277","80.0","37.0","243.0","30.75","56.75","257.0","300","70","90","28","1","0.5","76.0","2.277","0","0","0","0.0","60","0","0.0",
"867309842","626398480","159523470","9.68","76.0","2.277","80.0","37.0","243.0","13.93","54.34","685.0","300","70","90","28","1","0.5","76.0","2.277","0","0","0","0.0","60","0","0.0",
"867309843","626398400","159523737","11.32","75.79999999999995","2.239","80.0","37.0","245.0","13.28","53.53","674.0","300","70","91","28","1","0.0","75.79999999999995","2.239","0","0","0","0.0","60","0","0.0",
"867309844","626398332","159524033","13.04","75.79999999999995","2.239","80.0","37.25","246.0","12.78","52.9","670.0","300","73","91","28","1","0.0","75.79999999999995","2.239","0","0","0","0.0","60","0","0.0",
"867309845","626398198","159524377","15.37","75.79999999999995","2.258","79.0","37.5","247.0","12.37","52.5","675.0","300","78","91","28","1","0.0","75.79999999999995","2.258","0","0","0","0.0","60","0","0.0",
"867309846","626398053","159524651","17.41","75.79999999999995","2.323","79.0","37.25","248.0","12.18","52.28","679.0","300","83","90","28","1","0.5","75.79999999999995","2.323","0","0","0","0.0","60","0","0.0",
"867309847","626397905","159524813","19.07","75.79999999999995","2.342","79.0","37.75","250.0","12.18","52.28","679.0","300","87","90","28","1","0.5","75.79999999999995","2.342","0","0","0","0.0","60","0","0.0",
"867309848","626397720","159525025","21.17","76.0","2.351","78.0","37.75","250.0","11.71","51.56","685.0","300","91","91","28","1","0.0","76.0","2.351","0","86","0","0.0","59","0","0.0",
"867309849","626397537","159525301","23.48","75.79999999999995","2.305","78.0","37.75","250.0","11.4","51.21","701.0","300","95","90","28","1","0.5","75.79999999999995","2.305","0","86","0","0.0","59","0","0.0",
"867309850","626397351","159525573","25.8","76.0","2.305","77.0","38.25","251.0","11.12","51.06","698.0","300","98","90","28","1","0.5","76.0","2.305","221","92","0","0.0","59","41","11.75",
"867309851","626397153","159525917","28.47","75.79999999999995","2.361","76.0","38.0","250.0","10.93","50.87","700.0","300","101","91","28","1","0.0","75.79999999999995","2.361","221","92","270","0.0","59","41","11.75",
"867309852","626396970","159526122","30.55","76.0","2.445","76.0","38.0","250.0","10.81","50.78","702.0","300","103","91","28","1","0.0","76.0","2.445","252","89","272","5.125","59","70","11.875",
