record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"866261434","626400266","159518177","0.0","96.20000000000005","0.0","32.0","46.75","687.0","0.0","0.0","0.0","300","90","43","29","1","0.5","96.20000000000005","0.0","0","0","0","0.0","19","0","0.0",
"866261440","626399230","159518963","9.94","96.0","2.249","81.0","38.25","275.0","13.46","48.43","696.0","300","98","90","29","1","0.0","96.0","2.249","0","0","0","0.0","19","0","0.0",
"866261441","626399033","159519231","12.33","96.0","2.314","81.0","38.25","273.0","12.78","48.68","680.0","300","100","89","29","1","0.0","96.0","2.314","0","0","0","0.0","19","0","0.0",
"866261442","626398839","159519730","15.66","95.79999999999995","2.547","78.0","38.75","271.0","12.5","48.78","669.0","300","103","89","29","1","0.0","95.79999999999995","2.547","0","0","0","0.0","19","0","0.0",
"866261443","626398638","159520161","18.59","95.60000000000002","2.622","68.2","38.75","269.0","11.81","48.9","657.0","300","105","89","29","1","0.0","95.60000000000002","2.622","0","0","0","0.0","19","0","0.0",
"866261444","626398453","159520524","21.17","95.60000000000002","2.659","71.2","38.75","268.0","11.12","49.0","821.0","300","107","89","29","1","0.0","95.60000000000002","2.659","16","73","0","0.0","19","16","0.0",
"866261445","626398229","159520843","23.93","95.60000000000002","2.631","74.0","39.25","268.0","10.71","49.0","811.0","300","108","89","29","1","0.0","95.60000000000002","2.631","16","73","0","0.0","19","16","0.0",
"866261446","626397994","159521127","26.64","95.60000000000002","2.631","74.0","39.25","267.0","10.15","49.21","824.0","300","109","89","29","1","0.0","95.60000000000002","2.631","240","88","268","10.5","19","110","14.5",
"866261447","626397777","159521327","28.93","95.60000000000002","2.501","74.0","39.5","270.0","9.65","49.21","832.0","300","110","89","29","1","0.0","95.60000000000002","2.501","230","90","274","5.875","19","74","12.25",
"866261448","626397591","159521484","30.87","95.60000000000002","2.267","74.0","39.5","270.0","9.46","49.21","833.0","300","110","88","29","1","0.5","95.60000000000002","2.267","227","87","276","5.75","19","73","12.25",
"866261449","626397436","159521801","33.09","95.60000000000002","2.165","74.0","39.5","270.0","9.37","49.34","830.0","300","111","88","29","1","0.5","95.60000000000002","2.165","231","87","280","5.75","19","73","12.25",
"866261450","626397363","159522162","35.19","95.60000000000002","2.165","83.7","40.0","279.0","9.46","49.46","847.0","300","111","85","29","1","0.5","95.60000000000002","2.165","231","87","280","5.625","19","73","11.875",
"866261451","626397299","159522492","37.05","95.60000000000002","2.165","90.7","40.25","280.0","9.84","49.46","824.0","300","112","85","29","1","0.5","95.60000000000002","2.165","229","84","286","5.5","19","71","11.375",
"866261452","626397205","159522825","39.11","95.60000000000002","2.155","87.7","40.0","278.0","9.93","49.46","809.0","300","113","86","29","1","0.0","95.60000000000002","2.155","240","80","274","6.375","19","78","11.625",
"866261453","626397130","159523306","41.91","95.60000000000002","2.155","84.7","39.75","277.0","9.93","49.46","785.0","300","114","86","29","1","0.5","95.60000000000002","2.155","240","82","274","6.625","19","78","11.875",
"866261454","626396973","159523579","43.96","95.60000000000002","2.193","74.0","39.75","277.0","9.93","49.46","770.0","300","115","86","29","1","0.5","95.60000000000002","2.193","245","89","278","6.625","19","78","11.375",
"866261455","626396788","159523806","46.07","95.39999999999998","2.193","76.0","39.5","274.0","10.03","49.46","759.0","300","115","86","29","1","0.5","95.39999999999998","2.193","245","89","278","6.625","19","78","11.375",
"866261456","626396596","159524113","48.56","95.20000000000005","2.174","76.0","39.25","272.0","9.93","49.46","748.0","300","116","87","29","1","0.0","95.20000000000005","2.174","237","88","274","5.875","19","73","11.625",
"866261457","626396406","159524387","50.91","95.20000000000005","2.174","76.0","39.25","269.0","10.03","49.56","741.0","300","117","88","29","1","0.0","95.20000000000005","2.174","236","88","276","5.875","19","73","11.625",
"866261458","626396213","159524669","53.3","95.20000000000005","2.174","77.0","39.25","268.0","10.25","49.65","736.0","300","118","88","29","1","0.0","95.20000000000005","2.174","236","88","276","5.75","19","73","11.875",
"866261459","626396040","159524921","55.41","95.20000000000005","2.174","76.0","39.25","268.0","10.25","49.75","733.0","300","120","88","29","1","0.0","95.20000000000005","2.174","238","87","274","5.75","19","73","11.875",
"866261460","626395865","159525247","57.86","95.20000000000005","2.174","76.0","39.5","271.0","10.25","49.87","735.0","300","121","87","29","1","0.5","95.20000000000005","2.174","243","88","274","5.875","19","74","11.75",
