record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"863842056","626397680","159518478","0.0","102.60000000000002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","300","69","0","28","1","0.0","102.60000000000002","0.0",
"863842057","626397664","159518466","0.0","102.60000000000002","0.0","1.7","42.5","203.0","0.0","0.0","0.0","300","69","128","28","1","0.0","102.60000000000002","0.0",
"863842058","626397754","159518326","1.13","102.39999999999998","0.0","6.7","39.5","216.0","0.0","45.96","0.0","300","70","128","28","1","0.0","102.39999999999998","0.0","0","0","0","0.0",
"863842059","626397982","159518174","3.43","102.60000000000002","0.0","77.0","37.25","233.0","0.0","45.28","0.0","300","70","93","28","1","0.5","102.60000000000002","0.0","0","0","0","0.0","65422","0","0.0",
"863842060","626398471","159518150","7.98","102.60000000000002","0.551","79.0","37.5","238.0","20.68","46.71","377.0","300","70","91","28","1","0.0","102.60000000000002","0.551","0","0","0","0.0","65422","0","0.0",
"863842061","626399024","159518178","13.13","102.39999999999998","2.529","77.0","37.75","242.0","14.25","47.56","724.0","300","71","91","28","1","0.5","102.39999999999998","2.529","0","0","0","0.0","65422","0","0.0",
"863842062","626399383","159517991","16.54","102.39999999999998","2.967","76.0","37.75","244.0","12.96","47.75","707.0","300","73","91","28","1","0.0","102.39999999999998","2.967","0","0","0","0.0","65421","0","0.0",
"863842063","626399637","159517866","18.95","102.39999999999998","3.163","75.0","38.0","247.0","9.56","48.09","1383.0","300","81","91","28","1","0.5","102.39999999999998","3.163","41","92","0","0.0","65422","41","0.0",
"863842064","626400182","159517933","24.03","102.39999999999998","3.21","73.0","38.25","249.0","6.9","48.46","1279.0","300","86","91","28","1","0.5","102.39999999999998","3.21","291","92","240","5.75","65422","75","12.625",
"863842065","626400502","159517959","26.97","102.20000000000005","3.275","74.0","38.5","249.0","6.9","48.46","1279.0","300","91","92","28","1","0.0","102.20000000000005","3.275","294","92","242","5.875","65422","77","12.25",
"863842066","626400558","159517768","27.79","102.20000000000005","3.275","75.0","38.75","249.0","6.71","48.46","1080.0","300","93","93","28","1","0.0","102.20000000000005","3.275","292","92","238","5.75","65422","75","12.625",
"863842067","626400648","159517688","28.69","102.0","3.107","74.0","39.75","254.0","6.71","48.46","1100.0","300","97","92","28","1","0.0","102.0","3.107","296","96","244","5.875","65422","77","12.125",
"863842068","626400647","159517535","29.36","102.0","3.014","75.0","40.25","256.0","6.71","48.46","1101.0","300","100","92","28","1","0.5","102.0","3.014","281","93","244","5.5","65422","74","12.5",
"863842069","626400767","159517470","30.45","101.79999999999995","2.79","73.0","40.0","255.0","6.9","48.46","920.0","300","103","92","28","1","0.5","101.79999999999995","2.79","271","91","248","5.625","65421","74","12.25",
"863842070","626400532","159517070","30.45","101.79999999999995","2.678","73.0","39.75","255.0","7.12","48.46","893.0","300","106","92","28","1","0.5","101.79999999999995","2.678","266","93","250","5.5","65421","74","12.125",
"863842071","626400772","159517090","32.69","102.20000000000005","2.678","73.0","40.0","256.0","7.4","48.46","875.0","300","108","92","28","1","0.5","102.20000000000005","2.678","268","91","250","5.5","65421","74","12.125",
"863842072","626401126","159517149","35.95","102.39999999999998","2.678","73.0","39.75","256.0","8.0","48.46","803.0","300","111","92","28","1","0.5","102.39999999999998","2.678","268","92","252","5.5","65422","73","12.25",
"863842073","626401109","159516933","35.95","102.60000000000002","2.781","72.2","40.25","260.0","8.18","48.46","789.0","300","115","92","28","1","0.5","102.60000000000002","2.781","268","92","252","5.5","65422","73","12.25",
"863842074","626401756","159517039","41.93","102.60000000000002","2.883","72.2","40.25","261.0","8.46","48.37","794.0","300","120","92","28","1","0.5","102.60000000000002","2.883","278","92","252","5.5","65422","74","12.375",
"863842075","626402120","159516848","45.4","102.60000000000002","3.135","72.2","39.75","260.0","8.59","48.37","796.0","300","123","92","28","1","0.0","102.60000000000002","3.135","275","90","250","5.5","65422","74","12.375",
"863842076","626402895","159516926","52.64","102.60000000000002","3.135","71.2","39.5","259.0","8.46","48.46","802.0","300","124","92","28","1","0.0","102.60000000000002","3.135","281","90","248","5.625","65422","74","12.25",
"863842077","626403302","159516760","56.54","102.60000000000002","3.107","72.2","39.75","262.0","8.46","48.56","834.0","300","125","91","28","1","0.0","102.60000000000002","3.107","281","90","252","5.75","65422","75","12.0",
"863842078","626403821","159516649","61.42","102.39999999999998","3.088","73.0","39.75","261.0","8.37","48.65","855.0","300","126","91","28","1","0.0","102.39999999999998","3.088","286","89","254","5.875","65422","76","11.875",
"863842079","626404253","159516433","65.62","102.39999999999998","3.07","72.2","39.75","261.0","8.28","48.78","873.0","300","127","91","28","1","0.0","102.39999999999998","3.07","264","89","254","5.875","65422","76","11.875",
"863842080","626404479","159516122","68.26","102.20000000000005","3.07","73.0","39.75","260.0","8.18","48.78","877.0","300","127","91","27","1","0.5","102.20000000000005","3.07","260","92","252","5.75","65422","75","12.625",
"863842081","626404720","159515829","70.91","102.20000000000005","3.042","73.0","39.5","259.0","8.09","48.78","902.0","300","127","91","27","1","0.5","102.20000000000005","3.042","260","90","250","5.75","65422","75","12.625",
"863842082","626404831","159515416","73.03","102.20000000000005","3.032","72.2","39.5","259.0","7.9","48.87","904.0","300","128","91","27","1","0.0","102.20000000000005","3.032","270","92","250","5.625","65422","75","12.625",
"863842083","626404472","159514569","73.03","102.20000000000005","3.032","71.2","39.5","258.0","7.81","48.87","902.0","300","128","91","27","1","0.5","102.20000000000005","3.032","260","92","252","5.625","65422","74","12.625",
"863842084","626404845","159514344","76.64","102.0","3.032","71.2","40.0","260.0","7.68","48.87","906.0","300","128","92","27","1","0.0","102.0","3.032","268","93","252","5.625","65422","74","12.5",
"863842085","626405459","159514239","82.39","102.20000000000005","3.051","70.2","39.75","259.0","7.59","48.78","912.0","300","128","92","27","1","0.5","102.20000000000005","3.051","278","91","254","5.5","65422","74","12.25",
"863842086","626405690","159513824","85.28","102.0","3.126","70.2","39.5","257.0","7.5","48.78","918.0","300","128","92","27","1","0.0","102.0","3.126","275","93","254","5.5","65422","73","12.25",
"863842087","626405962","159513556","88.13","102.20000000000005","3.144","70.2","39.75","260.0","7.4","48.78","943.0","300","128","92","27","1","0.0","102.20000000000005","3.144","265","93","256","5.375","65422","72","12.0",
"863842088","626406342","159513388","91.74","102.0","3.144","70.2","39.75","261.0","7.31","48.87","969.0","300","127","91","27","1","0.5","102.0","3.144","260","90","258","5.5","65422","73","12.0",
"863842089","626406566","159513120","94.18","102.20000000000005","3.144","70.2","39.75","260.0","7.21","48.87","967.0","300","127","92","27","1","0.0","102.20000000000005","3.144","264","90","260","5.75","65422","74","11.75",
"863842090","626406529","159512615","96.08","102.39999999999998","3.144","70.2","39.5","257.0","7.12","48.87","976.0","300","127","92","27","1","0.0","102.39999999999998","3.144","259","89","260","5.625","65422","73","11.75",
"863842091","626406750","159512328","98.54","102.60000000000002","3.144","70.2","39.5","257.0","7.03","48.87","978.0","300","127","92","27","1","0.0","102.60000000000002","3.144","262","93","260","5.5","65422","73","11.875",
"863842092","626406706","159511856","98.54","102.60000000000002","3.144","70.2","39.75","258.0","6.9","48.87","981.0","300","127","92","27","1","0.0","102.60000000000002","3.144","258","93","258","5.5","65422","73","11.75",
"863842093","626406628","159511361","98.54","102.60000000000002","3.135","69.2","39.5","257.0","6.9","48.96","987.0","300","126","92","27","1","0.0","102.60000000000002","3.135","258","93","258","5.375","65422","73","12.0",
