record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"864276114","626400315","159518584","0.8","94.79999999999995","0.728","0.0","0.0","0.0","0.0","0.0","0.0","300","65","0","28","1","0.0","94.79999999999995","0.728","0","0","0","0.0","0","0","0.0",
"864276115","626400261","159518786","2.05","94.60000000000002","0.523","14.5","45.5","492.0","0.0","62.71","0.0","300","69","61","28","1","0.0","94.60000000000002","0.523","0","0","0","0.0","0","0","0.0",
"864276116","626400175","159519151","4.27","94.60000000000002","0.523","54.5","38.5","253.0","0.0","62.71","0.0","300","72","87","28","1","0.0","94.60000000000002","0.523","0","0","0","0.0","0","0","0.0",
"864276117","626400088","159519660","7.28","94.20000000000005","0.821","70.2","38.5","250.0","0.0","57.31","0.0","300","72","95","28","1","0.0","94.20000000000005","0.821","0","0","0","0.0","0","0","0.0",
"864276118","626400064","159520094","9.76","94.60000000000002","2.025","76.0","38.25","246.0","0.0","54.5","0.0","300","73","95","28","1","0.0","94.60000000000002","2.025","0","0","0","0.0","0","0","0.0",
"864276119","626400020","159520534","12.29","94.39999999999998","2.613","78.0","37.75","245.0","2.81","53.53","686.0","300","73","93","28","1","0.5","94.39999999999998","2.613","0","0","0","0.0","0","0","0.0",
"864276120","626400004","159520921","14.5","94.79999999999995","2.715","78.0","37.75","245.0","9.84","52.43","764.0","300","74","93","28","1","0.0","94.79999999999995","2.715","0","0","0","0.0","0","0","0.0",
"864276121","626399892","159521314","16.93","94.60000000000002","2.715","78.0","37.75","246.0","9.93","51.87","773.0","300","74","92","28","1","0.0","94.60000000000002","2.715","0","0","0","0.0","0","0","0.0",
"864276122","626399761","159521663","19.26","94.60000000000002","2.631","78.0","37.75","247.0","9.75","51.5","791.0","300","77","92","28","1","0.0","94.60000000000002","2.631","0","0","0","0.0","0","0","0.0",
"864276123","626399549","159522033","22.15","94.60000000000002","2.463","78.0","38.0","248.0","9.46","51.21","814.0","300","83","92","28","1","0.0","94.60000000000002","2.463","0","0","0","0.0","0","0","0.0",
"864276124","626399392","159522440","24.88","94.79999999999995","2.501","77.0","38.0","247.0","9.46","50.93","819.0","300","88","92","28","1","0.0","94.79999999999995","2.501","0","0","0","0.0","0","0","0.0",
"864276125","626399149","159522922","28.43","95.0","2.501","77.0","38.25","250.0","9.37","50.78","822.0","300","93","91","28","1","0.5","95.0","2.501","0","0","0","0.0","0","0","0.0",
"864276126","626398917","159523387","31.86","95.20000000000005","2.538","77.0","38.25","250.0","9.15","50.65","832.0","300","97","91","28","1","0.5","95.20000000000005","2.538","0","0","0","0.0","0","0","0.0",
"864276127","626398677","159523825","35.21","95.20000000000005","2.715","77.0","38.25","251.0","9.06","50.56","849.0","300","100","91","28","1","0.5","95.20000000000005","2.715","0","0","0","0.0","0","0","0.0",
"864276128","626398425","159524246","38.56","95.20000000000005","2.771","78.0","38.0","250.0","9.06","50.56","864.0","300","104","91","28","1","0.5","95.20000000000005","2.771","0","0","0","0.0","0","0","0.0",
"864276129","626398175","159524691","42.0","95.20000000000005","2.809","77.0","38.0","250.0","8.78","50.46","883.0","300","107","91","28","1","0.0","95.20000000000005","2.809","0","0","0","0.0","0","0","0.0",
"864276130","626397907","159525143","45.59","95.20000000000005","2.818","76.0","38.25","251.0","8.46","50.46","901.0","300","109","91","28","1","0.0","95.20000000000005","2.818","0","0","0","0.0","0","0","0.0",
"864276131","626397636","159525534","48.95","95.0","2.818","76.0","38.25","251.0","8.28","50.37","912.0","300","111","91","28","1","0.0","95.0","2.818","0","0","0","0.0","0","0","0.0",
"864276132","626397403","159525914","52.01","94.79999999999995","2.837","76.0","38.25","251.0","8.18","50.37","922.0","300","119","91","28","1","0.0","94.79999999999995","2.837","0","0","0","0.0","0","0","0.0",
"864276133","626397164","159526271","55.03","94.60000000000002","2.837","75.0","38.5","253.0","8.09","50.28","927.0","300","122","91","28","1","0.0","94.60000000000002","2.837","0","0","0","0.0","0","0","0.0",
"864276134","626396856","159526630","58.55","94.39999999999998","2.837","75.0","38.5","253.0","7.9","50.18","933.0","300","123","91","28","1","0.0","94.39999999999998","2.837","0","0","0","0.0","0","0","0.0",
"864276135","626396627","159526999","61.55","94.39999999999998","2.837","74.0","38.5","253.0","7.81","50.0","933.0","300","124","91","28","1","0.0","94.39999999999998","2.837","250","91","262","5.5","65456","73","11.875",
"864276136","626396445","159527351","64.16","94.39999999999998","2.846","74.0","38.5","253.0","7.68","49.87","935.0","300","125","91","28","1","0.5","94.39999999999998","2.846","251","91","262","5.5","65456","73","12.0",
"864276137","626396273","159527655","66.53","94.39999999999998","2.846","73.0","38.75","254.0","7.68","49.78","938.0","300","125","91","28","1","0.5","94.39999999999998","2.846","246","92","264","5.5","65456","73","11.75",
"864276138","626396118","159528001","68.95","94.20000000000005","2.827","73.0","38.75","253.0","7.68","49.78","937.0","300","125","91","28","1","0.5","94.20000000000005","2.827","251","89","260","5.5","65456","73","12.125",
"864276139","626395924","159528291","71.4","94.20000000000005","2.781","75.0","38.5","255.0","7.68","49.78","939.0","300","126","91","28","1","0.0","94.20000000000005","2.781","250","91","262","5.5","65456","73","12.0",
"864276140","626395809","159528564","73.26","94.20000000000005","2.734","75.0","38.5","256.0","7.9","49.68","926.0","300","127","90","28","1","0.5","94.20000000000005","2.734","251","91","264","5.5","65456","73","11.875",
"864276141","626395694","159528782","74.69","94.20000000000005","2.697","75.0","38.25","255.0","8.0","49.59","912.0","300","127","90","28","1","0.5","94.20000000000005","2.697","249","88","264","5.5","65456","72","11.875",
