"",".id","is_longest","hr_average","score_efficiency","awake","temperature_delta","efficiency","hr_5min","rmssd_5min","score_rem","total","restless","onset_latency","hr_lowest","breath_average","rmssd","score_latency","score_deep","summary_date","hypnogram_5min","score_alignment","period_id","score","bedtime_start","duration","timezone","deep","score_disturbances","rem","light","score_total","midpoint_time","bedtime_end"
"1","sleep",1,52.375,88,3090,0.1,87,
