record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"859611006","626407016","159524322","6.42","-8.399999999999977","0.0","12.5","47.5","687.0","0.0","39.43","0.0","300","82","90","26","1","0.5","-8.399999999999977","0.0",
"859611007","626406975","159524222","6.98","-8.399999999999977","0.485","23.2","44.75","562.0","0.0","39.43","0.0","300","88","48","26","1","0.5","-8.399999999999977","0.485","0","0","0","0.0",
"859611008","626407102","159523985","8.75","-8.399999999999977","1.409","72.2","39.25","295.0","2.53","39.96","17.0","300","94","91","26","1","0.5","-8.399999999999977","1.409","0","0","260","0.0",
"859611009","626407036","159523754","9.5","-8.399999999999977","1.409","69.2","39.25","283.0","27.43","44.59","284.0","300","99","92","26","1","0.5","-8.399999999999977","1.409","0","0","260","6.375","65446","0","12.0",
"859611010","626407062","159523558","10.44","-8.399999999999977","1.409","71.2","39.5","276.0","20.59","45.75","440.0","300","104","90","26","1","0.5","-8.399999999999977","1.409","0","0","260","6.375","65446","0","12.0",
"859611011","626406869","159523258","10.44","-8.399999999999977","1.586","72.2","38.75","265.0","20.59","45.75","440.0","300","105","91","26","1","0.0","-8.399999999999977","1.586","16","0","0","6.375","65493","0","12.0",
"859611012","626406820","159523138","10.44","-8.399999999999977","1.316","72.2","38.75","261.0","17.37","46.93","786.0","300","109","92","26","1","0.0","-8.399999999999977","1.316","16","53","0","0.0","65493","16","0.0",
"859611013","626406856","159522973","11.14","-8.600000000000023","1.026","71.2","38.75","257.0","8.59","47.21","796.0","300","111","93","26","1","0.0","-8.600000000000023","1.026","118","95","298","8.25","65493","96","27.875",
"859611014","626406724","159522413","11.14","-8.600000000000023","1.026","71.2","38.75","254.0","9.06","47.75","806.0","300","113","93","26","1","0.0","-8.600000000000023","1.026","250","93","284","4.25","65493","63","9.875",
"859611015","626406741","159522243","11.55","-8.600000000000023","1.39","74.0","39.0","254.0","8.96","47.96","836.0","300","115","93","26","1","0.0","-8.600000000000023","1.39","269","92","236","5.75","65493","76","14.5",
