record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"857976610","626397310","159521915","0.0","-10.199999999999989","0.0","100","75","0","25","0.0","-10.199999999999989","0.0",
"857976611","626397383","159521968","0.64","-10.800000000000011","0.009","100","75","61","25","0.0","-10.800000000000011","0.009","0","0","0","0.0",
"857976612","626397386","159521570","1.56","-9.600000000000023","0.047","100","75","61","25","0.0","-9.600000000000023","0.047","0","0","0","0.0",
"857976613","626397489","159521217","3.43","-10.0","1.39","100","75","61","25","0.0","-10.0","1.39","0","0","0","0.0",
"857976614","626397669","159520817","6.11","-10.399999999999977","1.773","100","75","61","25","0.0","-10.399999999999977","1.773","0","0","0","0.0",
"857976615","626397756","159520383","8.44","-10.0","2.295","100","74","95","25","0.0","-10.0","2.295","0","0","0","0.0",
"857976616","626397995","159520121","11.03","-10.0","2.753","100","74","95","25","0.0","-10.0","2.753","0","0","0","0.0",
"857976617","626398280","159520001","13.73","-10.0","3.004","100","75","95","25","0.0","-10.0","3.004","0","0","0","0.0",
"857976618","626398588","159520106","16.66","-9.800000000000011","3.023","100","77","95","25","0.0","-9.800000000000011","3.023","0","0","0","0.0",
"857976619","626398852","159520099","19.03","-9.800000000000011","3.004","100","76","95","25","0.0","-9.800000000000011","3.004","0","0","0","0.0",
"857976620","626398987","159520031","20.28","-9.800000000000011","2.93","100","76","95","25","0.0","-9.800000000000011","2.93","0","0","0","0.0",
"857976621","626399166","159519916","22.08","-9.800000000000011","2.594","100","79","94","25","0.0","-9.800000000000011","2.594","0","0","0","0.0",
"857976622","626399521","159519777","25.46","-9.800000000000011","2.594","100","79","94","25","0.0","-9.800000000000011","2.594","0","0","0","0.0",
"857976623","626399876","159519748","28.77","-10.0","2.725","100","80","94","25","0.0","-10.0","2.725","0","0","0","0.0",
"857976624","626400309","159519600","32.88","-10.0","2.799","100","84","94","25","0.0","-10.0","2.799","0","0","0","0.0",
"857976625","626400760","159519400","37.22","-10.199999999999989","2.921","100","90","94","25","0.0","-10.199999999999989","2.921","0","0","0","0.0",
"857976626","626401149","159519151","41.12","-10.0","3.107","100","92","96","25","0.0","-10.0","3.107","0","0","0","0.0",
"857976627","626401444","159518728","44.63","-10.0","3.144","100","98","96","25","0.0","-10.0","3.144","0","0","0","0.0",
"857976628","626401812","159518415","48.5","-10.0","3.191","100","101","94","25","0.0","-10.0","3.191","240","0","248","0.0",
"857976629","626402116","159517981","52.25","-10.0","3.21","100","102","94","25","0.0","-10.0","3.21","240","93","242","5.75","65533","75","12.5",
"857976630","626402403","159517650","55.53","-10.0","3.21","100","102","94","25","0.0","-10.0","3.21","243","93","240","5.625","65533","75","12.875",
"857976631","626402678","159517366","58.56","-10.0","3.21","100","101","93","25","0.0","-10.0","3.21","237","96","240","5.125","65533","72","12.875",
"857976632","626402949","159517172","61.31","-10.199999999999989","3.172","100","101","93","24","0.0","-10.199999999999989","3.172","234","94","238","5.25","65533","73","13.125",
"857976633","626403184","159516947","63.85","-10.199999999999989","3.135","100","100","94","24","0.0","-10.199999999999989","3.135","236","96","240","5.25","65533","73","13.0",
"857976634","626403396","159516671","66.34","-10.199999999999989","3.07","100","99","94","24","0.0","-10.199999999999989","3.07","228","95","244","5.25","65533","73","12.75",
"857976635","626403617","159516394","68.92","-10.199999999999989","3.014","100","99","95","24","0.0","-10.199999999999989","3.014","232","97","240","5.125","65533","72","12.75",
"857976636","626403771","159515956","71.72","-10.199999999999989","2.986","100","99","96","24","0.0","-10.199999999999989","2.986","230","96","242","5.125","65533","72","12.375",
"857976637","626403908","159515478","74.61","-10.0","2.967","100","99","96","24","0.0","-10.0","2.967","230","96","240","5.125","65533","72","12.5",
"857976638","626404077","159515077","77.35","-10.0","2.967","100","99","96","24","0.0","-10.0","2.967","228","96","240","5.125","65532","72","12.5",
"857976639","626404224","159514668","80.03","-10.0","2.939","100","101","96","24","0.0","-10.0","2.939","229","97","238","5.125","65532","72","12.625",
"857976640","626404336","159514159","83.05","-10.0","2.93","100","103","95","24","0.0","-10.0","2.93","226","93","238","5.0","65532","72","12.875",
"857976641","626404490","159513699","86.0","-10.0","2.921","100","104","95","24","0.0","-10.0","2.921","226","95","240","5.25","65532","73","13.0",
"857976642","626404630","159513217","88.94","-9.800000000000011","2.921","100","106","96","24","0.0","-9.800000000000011","2.921","235","96","242","5.25","65533","73","12.875",
"857976643","626404811","159512774","91.96","-9.800000000000011","2.921","100","106","96","24","0.0","-9.800000000000011","2.921","246","95","242","5.125","65533","72","12.5",
"857976644","626404995","159512435","94.52","-10.0","2.911","100","109","95","24","0.0","-10.0","2.911","247","95","246","5.125","65533","72","12.5",
"857976645","626405146","159512041","97.12","-10.0","2.893","100","110","95","24","0.0","-10.0","2.893","245","95","248","5.125","65533","72","12.5",
"857976646","626405384","159511746","99.9","-10.0","2.865","100","107","95","24","0.0","-10.0","2.865","247","96","246","5.0","65533","71","12.25",
"857976647","626405607","159511384","102.8","-10.0","2.865","100","107","95","24","0.0","-10.0","2.865","257","94","246","5.125","65533","72","12.375",
"857976648","626405845","159511068","105.63","-9.800000000000011","2.855","100","110","95","24","0.0","-9.800000000000011","2.855","265","96","242","5.25","65533","73","12.375",
"857976649","626406018","159510772","107.94","-9.800000000000011","2.837","100","114","95","24","0.0","-9.800000000000011","2.837","267","95","242","5.125","65533","72","12.5",
"857976650","626406125","159510292","110.74","-9.800000000000011","2.809","100","117","96","24","0.0","-9.800000000000011","2.809","267","95","242","5.125","65533","72","12.5",
"857976651","626406313","159509961","113.28","-9.600000000000023","2.799","100","117","96","24","0.0","-9.600000000000023","2.799","267","95","242","5.125","65533","72","12.5",
"857976652","626406514","159509631","115.77","-9.399999999999977","2.781","100","122","97","24","0.0","-9.399999999999977","2.781","269","94","248","5.25","65533","72","11.875",
"857976653","626406748","159509445","118.2","-9.399999999999977","2.781","100","126","97","24","0.0","-9.399999999999977","2.781","268","95","252","5.0","65533","70","12.375",
