record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"858238408","626397129","159518650","1.4","-10.199999999999989","0.989","300","71","0","24","0.0","-10.199999999999989","0.989",
"858238411","626396995","159519676","6.93","-10.199999999999989","0.97","300","70","0","24","0.0","-10.199999999999989","0.97","0","0","0","0.0",
"858238412","626396946","159520036","8.73","-9.800000000000011","1.25","300","70","0","24","0.0","-9.800000000000011","1.25","0","0","0","0.0",
"858238413","626396946","159520036","8.73","-9.800000000000011","1.661","300","69","0","24","0.0","-9.800000000000011","1.661","0","0","0","0.0",
"858238414","626396895","159520507","11.26","-10.399999999999977","1.661","300","65","91","24","0.5","-10.399999999999977","1.661","0","0","0","0.0",
"858238415","626396948","159521477","16.59","-10.600000000000023","2.193","300","61","91","24","0.5","-10.600000000000023","2.193","0","0","0","0.0",
"858238416","626396930","159521969","19.32","-10.399999999999977","2.267","300","56","91","24","0.5","-10.399999999999977","2.267","0","0","0","0.0",
"858238417","626396803","159522428","22.17","-10.399999999999977","2.762","300","55","91","24","0.0","-10.399999999999977","2.762","0","0","0","0.0","65484","0","0.0",
"858238418","626396731","159522922","25.04","-10.399999999999977","2.762","300","60","91","24","0.0","-10.399999999999977","2.762","0","0","0","0.0","65484","0","0.0",
"858238419","626396731","159522922","25.04","-10.600000000000023","2.762","300","62","92","24","0.0","-10.600000000000023","2.762","0","91","0","0.0","65469","0","0.0",
"858238420","626396493","159523861","30.8","-10.600000000000023","2.753","300","66","93","24","0.0","-10.600000000000023","2.753","41","93","0","0.0","65469","41","0.0",
"858238421","626396356","159524358","33.9","-10.600000000000023","2.809","300","73","93","24","0.0","-10.600000000000023","2.809","41","93","0","0.0","65469","41","0.0",
"858238422","626396356","159524358","33.9","-10.600000000000023","2.837","300","75","93","24","0.0","-10.600000000000023","2.837","256","95","260","4.875","65469","69","12.875",
"858238423","626396200","159525305","39.44","-10.600000000000023","2.837","300","81","93","24","0.0","-10.600000000000023","2.837","258","95","256","4.875","65469","70","13.375",
