record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"858150694","626397366","159521036","1.45","-10.199999999999989","1.446","9.7","41.0","375.0","0.0","44.28","0.0","300","58","80","26","1","0.0","-10.199999999999989","1.446",
"858150695","626397167","159521042","1.45","-10.0","0.0","20.5","19.75","164.0","0.0","44.28","0.0","300","59","73","26","1","0.5","-10.0","0.0",
"858150696","626396988","159521181","1.77","-10.0","0.0","62.5","36.75","200.0","0.0","47.06","0.0","300","62","86","26","1","0.5","-10.0","0.0","0","0","0","0.0",
"858150697","626396795","159521381","3.89","-10.399999999999977","1.316","72.2","36.0","208.0","12.09","49.34","583.0","300","63","95","26","1","0.0","-10.399999999999977","1.316","0","0","0","0.0",
"858150698","626396656","159521727","6.24","-10.0","1.4","71.2","37.0","216.0","12.09","49.84","583.0","300","67","95","26","1","0.0","-10.0","1.4","0","0","0","0.0","65456","0","0.0",
"858150699","626396528","159522223","9.28","-10.600000000000023","2.379","71.2","37.0","219.0","11.9","49.96","607.0","300","69","95","26","1","0.0","-10.600000000000023","2.379","0","0","0","0.0","65456","0","0.0",
"858150700","626396462","159522833","12.81","-10.0","2.93","71.2","38.25","231.0","11.31","49.65","749.0","300","74","95","26","1","0.5","-10.0","2.93","0","0","0","0.0","65456","0","0.0",
"858150701","626396439","159523405","16.06","-10.0","3.042","71.2","38.5","234.0","10.25","49.56","826.0","300","79","95","26","1","0.5","-10.0","3.042","253","95","230","0.0","65456","41","0.0",
"858150702","626396321","159523840","18.76","-10.0","3.247","71.2","38.75","237.0","9.56","49.46","981.0","300","82","95","26","1","0.5","-10.0","3.247","253","95","230","0.0","65456","41","12.5",
"858150703","626396202","159524299","21.59","-10.0","3.247","72.2","38.75","240.0","9.15","49.46","1022.0","300","86","95","25","1","0.0","-10.0","3.247","283","95","234","5.5","65456","75","12.5",
"858150704","626396072","159524486","23.21","-10.0","3.032","74.0","39.0","245.0","8.68","49.46","1002.0","300","91","94","25","1","0.0","-10.0","3.032","281","95","240","5.5","65456","75","12.5",
"858150705","626395959","159524846","25.48","-10.0","2.911","74.0","39.0","246.0","8.28","49.46","976.0","300","94","94","25","1","0.0","-10.0","2.911","273","95","242","5.5","65456","74","12.5",
"858150706","626395812","159525263","28.22","-10.0","2.538","73.0","38.75","246.0","8.18","49.46","958.0","300","98","94","25","1","0.0","-10.0","2.538","273","95","246","5.5","65457","74","12.5",
"858150707","626395652","159525692","31.07","-10.0","2.538","73.0","39.0","249.0","8.09","49.46","906.0","300","101","93","25","1","0.5","-10.0","2.538","271","92","248","5.625","65456","75","12.5",
"858150708","626395454","159526149","34.26","-10.0","2.631","73.0","39.25","250.0","8.09","49.46","895.0","300","104","93","25","1","0.0","-10.0","2.631","269","92","246","5.625","65456","75","12.5",
"858150709","626395277","159526572","37.16","-10.0","2.715","72.2","39.25","250.0","8.0","49.46","885.0","300","107","93","25","1","0.5","-10.0","2.715","267","92","244","5.5","65456","73","12.75",
"858150710","626395086","159526906","39.77","-10.0","2.799","72.2","39.25","250.0","7.9","49.46","884.0","300","109","93","25","1","0.5","-10.0","2.799","273","94","244","5.5","65456","74","12.75",
"858150711","626394869","159527169","42.28","-10.0","2.799","71.2","39.5","253.0","7.9","49.46","889.0","300","111","93","25","1","0.0","-10.0","2.799","271","93","248","5.5","65456","74","12.375",
