record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"859182153","626403287","159523478","0.0","57.39999999999998","0.746","18.5","46.5","671.0","3.5","63.53","521.0","300","86","44","25","1","0.5","57.39999999999998","0.746",
"859182154","626403313","159523434","0.18","57.39999999999998","1.129","18.5","46.5","671.0","3.5","63.53","521.0","300","88","44","25","1","0.5","57.39999999999998","1.129",
"859182156","626402990","159522998","4.07","57.0","0.429","76.0","42.5","246.0","3.5","58.68","521.0","300","91","93","25","1","0.5","57.0","0.429","0","0","0","0.0",
"859182157","626402962","159522846","4.75","56.39999999999998","0.7","70.2","39.25","232.0","6.81","56.12","504.0","300","92","96","25","1","0.0","56.39999999999998","0.7","0","0","0","0.0",
"859182158","626403321","159522850","8.07","57.0","2.221","70.2","39.25","237.0","16.96","54.31","436.0","300","95","95","25","1","0.5","57.0","2.221","0","0","0","0.0",
"859182159","626403512","159522652","10.17","56.799999999999955","2.659","72.2","38.5","237.0","16.09","53.87","460.0","300","99","94","25","1","0.5","56.799999999999955","2.659","0","0","0","0.0","8","0","0.0",
"859182160","626403892","159522691","13.71","57.200000000000045","2.799","72.2","38.5","240.0","15.9","53.25","1016.0","300","101","94","25","1","0.5","57.200000000000045","2.799","0","0","0","0.0","8","0","0.0",
"859182161","626404214","159522570","16.72","57.0","2.986","73.0","38.0","238.0","7.4","53.0","933.0","300","104","94","25","1","0.0","57.0","2.986","0","0","0","0.0","65512","0","0.0",
"859182162","626404542","159522471","19.72","56.799999999999955","3.172","72.2","37.5","236.0","7.59","52.84","956.0","300","104","94","25","1","0.5","56.799999999999955","3.172","249","94","118","0.0","65512","41","0.0",
"859182163","626404762","159522198","22.05","56.799999999999955","3.266","74.0","37.75","238.0","7.59","52.37","982.0","300","104","94","25","1","0.5","56.799999999999955","3.266","289","92","118","5.75","65512","77","12.875",
"859182164","626404910","159521921","23.79","56.799999999999955","3.266","73.0","38.25","242.0","7.4","52.18","986.0","300","104","94","25","1","0.5","56.799999999999955","3.266","292","92","230","5.75","65512","77","12.875",
