record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"859447649","626396286","159519509","0.0","-10.199999999999989","0.121","0.0","0.0","0.0","0.0","0.0","0.0","300","78","0","26","1","0.0","-10.199999999999989","0.121",
"859447650","626396332","159519608","0.63","-10.199999999999989","0.0","54.5","48.25","773.0","0.0","62.59","0.0","300","81","39","26","1","0.0","-10.199999999999989","0.0",
"859447651","626396363","159519681","1.09","-10.199999999999989","0.765","60.5","40.5","285.0","1.84","61.78","20.0","300","86","66","26","1","0.0","-10.199999999999989","0.765",
"859447652","626396272","159519908","2.56","-10.399999999999977","0.84","66.2","39.25","258.0","27.21","59.03","251.0","300","93","91","26","1","0.0","-10.399999999999977","0.84","0","0","0","0.0",
"859447653","626396138","159520288","4.99","-10.600000000000023","0.84","70.2","39.0","259.0","27.21","59.03","251.0","300","99","89","26","1","0.5","-10.600000000000023","0.84","0","0","0","0.0",
"859447654","626396225","159520619","6.85","-10.600000000000023","1.138","70.2","39.0","259.0","30.56","53.87","239.0","300","103","89","26","1","0.5","-10.600000000000023","1.138","0","0","0","0.0",
"859447655","626396121","159521103","9.75","-11.199999999999989","1.801","74.0","38.5","253.0","28.68","53.09","265.0","300","106","91","26","1","0.5","-11.199999999999989","1.801","0","0","0","0.0","65462","0","0.0",
"859447656","626396953","159521981","9.75","-11.199999999999989","1.829","73.0","38.5","251.0","12.78","52.65","596.0","300","107","93","26","1","0.0","-11.199999999999989","1.829","0","0","0","0.0","65462","0","0.0",
"859447657","626398245","159523081","9.75","-11.399999999999977","2.305","73.0","38.5","251.0","12.78","52.65","596.0","300","109","92","26","1","0.5","-11.399999999999977","2.305","41","0","0","0.0","65449","0","0.0",
"859447658","626398902","159523941","14.88","-11.199999999999989","2.473","73.0","38.5","250.0","11.59","52.06","650.0","300","111","93","26","1","0.0","-11.199999999999989","2.473","41","92","0","0.0","65449","41","0.0",
"859447659","626398309","159524459","20.71","-11.199999999999989","2.575","74.0","38.25","250.0","11.21","51.93","730.0","300","113","92","26","1","0.5","-11.199999999999989","2.575","266","93","240","5.75","65449","76","13.25",
"859447660","626397962","159524803","24.36","-11.199999999999989","2.575","75.0","38.5","251.0","10.43","51.56","791.0","300","114","92","26","1","0.0","-11.199999999999989","2.575","265","92","240","5.75","65449","76","13.25",
"859447661","626397601","159525178","28.29","-11.399999999999977","2.669","74.0","38.25","250.0","10.25","51.43","798.0","300","115","92","26","1","0.0","-11.399999999999977","2.669","263","91","248","5.75","65449","75","12.875",
