record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"858577469","626403478","159521785","0.0","57.39999999999998","0.0","300","68","0","24","0.0","57.39999999999998","0.0",
"858577470","626403251","159521929","2.23","57.39999999999998","1.213","300","68","61","24","0.0","57.39999999999998","1.213",
"858577471","626402869","159522136","5.85","57.0","1.297","300","68","61","24","0.0","57.0","1.297","0","0","0","0.0",
"858577472","626402144","159522343","12.63","57.60000000000002","2.295","300","68","61","24","0.0","57.60000000000002","2.295","0","0","0","0.0",
"858577473","626401633","159522611","17.63","57.60000000000002","3.042","300","68","98","24","0.0","57.60000000000002","3.042","0","0","0","0.0",
"858577474","626401154","159522826","22.26","57.200000000000045","3.238","300","71","98","24","0.0","57.200000000000045","3.238","0","0","0","0.0",
"858577475","626400897","159523073","25.04","57.200000000000045","3.238","300","71","95","24","0.0","57.200000000000045","3.238","38","59","1032","0.0","65472","16","0.0",
"858577476","626400638","159523407","27.87","57.200000000000045","2.911","300","70","95","24","0.0","57.200000000000045","2.911","177","92","410","7.25","65462","52","4.25",
"858577477","626400328","159523720","31.23","57.200000000000045","2.911","300","70","94","24","0.0","57.200000000000045","2.911","169","93","410","5.625","65462","41","6.125",
"858577478","626399951","159524059","35.22","57.200000000000045","2.948","300","70","94","24","0.0","57.200000000000045","2.948","207","94","248","5.5","65462","74","13.0",
"858577479","626399647","159524326","38.43","57.200000000000045","2.948","300","70","94","24","0.0","57.200000000000045","2.948","208","93","248","5.5","65462","74","12.875",
"858577480","626399406","159524631","41.26","57.200000000000045","2.948","300","72","94","24","0.0","57.200000000000045","2.948","216","94","250","5.25","65462","72","12.75",
"858577481","626399096","159525034","44.95","57.200000000000045","2.948","300","70","94","24","0.0","57.200000000000045","2.948","219","93","252","5.375","65462","73","12.375",
"858577482","626398639","159525399","49.69","57.39999999999998","3.004","300","71","94","24","0.0","57.39999999999998","3.004","226","93","250","5.375","65462","73","12.375",
"858577483","626398027","159525832","55.9","57.39999999999998","3.126","300","71","94","24","0.0","57.39999999999998","3.126","233","93","246","5.375","65462","73","12.75",
"858577484","626397674","159526177","59.73","57.60000000000002","3.238","300","75","94","24","0.0","57.60000000000002","3.238","239","92","248","5.375","65463","73","12.75",
"858577485","626397318","159526473","63.45","57.60000000000002","3.238","300","80","94","24","0.0","57.60000000000002","3.238","250","92","248","5.625","65463","75","12.5",
"858577486","626396987","159526787","66.99","57.60000000000002","3.238","300","85","94","24","0.0","57.60000000000002","3.238","256","94","248","5.5","65463","74","12.625",
"858577487","626396511","159527130","71.82","57.60000000000002","3.247","300","87","94","24","0.0","57.60000000000002","3.247","264","93","244","5.5","65463","74","12.875",
"858577488","626395972","159527425","77.13","57.60000000000002","3.266","300","93","94","24","0.0","57.60000000000002","3.266","269","92","242","5.5","65463","74","13.125",
"858577489","626395858","159527929","79.72","57.39999999999998","3.294","300","98","94","24","0.0","57.39999999999998","3.294","270","94","242","5.625","65463","75","13.125",
"858577490","626395576","159528367","83.24","57.39999999999998","3.294","300","104","94","24","0.0","57.39999999999998","3.294","275","94","244","5.625","65463","75","13.125",
"858577491","626395479","159528810","85.69","57.39999999999998","3.294","300","105","94","24","0.0","57.39999999999998","3.294","272","91","250","5.75","65463","76","12.875",
"858577492","626395305","159529289","88.72","57.60000000000002","3.294","300","106","94","24","0.0","57.60000000000002","3.294","265","93","252","5.375","65463","73","12.25",
"858577493","626394286","159530080","99.22","57.60000000000002","3.294","300","109","94","24","0.0","57.60000000000002","3.294","262","93","252","5.375","65463","73","12.5",
"858577494","626393746","159530739","105.49","57.60000000000002","3.312","300","110","94","24","0.0","57.60000000000002","3.312","261","92","250","5.375","65462","73","12.625",
"858577495","626393220","159531275","111.25","57.60000000000002","3.415","300","110","94","24","0.0","57.60000000000002","3.415","261","92","248","5.375","65462","73","12.75",
"858577496","626392824","159531738","115.74","57.39999999999998","3.527","300","111","93","24","0.0","57.39999999999998","3.527","261","91","250","5.625","65462","74","12.625",
"858577497","626392476","159532138","119.7","57.39999999999998","3.574","300","110","93","24","0.0","57.39999999999998","3.574","263","92","252","5.5","65462","74","12.375",
"858577498","626392188","159532589","123.4","57.200000000000045","3.574","300","112","93","24","0.0","57.200000000000045","3.574","264","92","252","5.5","65462","73","12.0",
"858577499","626391952","159532989","126.54","57.200000000000045","3.564","300","116","93","24","0.0","57.200000000000045","3.564","264","92","254","5.5","65462","73","12.0",
"858577500","626391518","159533417","131.26","57.200000000000045","3.564","300","118","94","24","0.0","57.200000000000045","3.564","263","93","254","5.5","65463","74","12.125",
"858577501","626391204","159533759","134.76","57.200000000000045","3.602","300","117","94","24","0.0","57.200000000000045","3.602","263","93","248","5.375","65463","73","12.625",
"858577502","626391207","159534146","136.42","57.39999999999998","3.602","300","119","94","24","0.0","57.39999999999998","3.602","263","93","248","5.375","65463","73","12.625",
"858577503","626390932","159534468","139.54","57.39999999999998","3.471","300","120","94","24","0.0","57.39999999999998","3.471","260","93","246","5.5","65462","74","12.625",
"858577504","626390761","159534878","142.2","57.39999999999998","3.471","300","122","94","24","0.0","57.39999999999998","3.471","257","93","248","5.375","65462","73","12.5",
"858577505","626390453","159535188","145.57","57.39999999999998","3.527","300","120","94","24","0.0","57.39999999999998","3.527","260","93","250","5.375","65462","73","12.375",
"858577506","626390309","159535666","148.38","57.39999999999998","3.536","300","120","94","24","0.0","57.39999999999998","3.536","260","93","250","5.375","65462","73","12.375",
"858577507","626390115","159536103","151.32","57.39999999999998","3.555","300","120","94","24","0.0","57.39999999999998","3.555","259","93","254","5.375","65462","73","12.375",
"858577508","626389882","159536490","154.37","57.39999999999998","3.555","300","123","94","24","0.0","57.39999999999998","3.555","263","93","254","5.375","65462","73","12.0",
"858577509","626389637","159536898","157.57","57.200000000000045","3.555","300","130","93","24","0.0","57.200000000000045","3.555","264","93","254","5.375","65463","73","12.0",
"858577510","626389332","159537246","161.02","57.0","3.555","300","130","93","23","0.0","57.0","3.555","266","92","252","5.5","65462","73","12.125",
"858577511","626389132","159537652","163.92","57.0","3.546","300","128","93","23","0.0","57.0","3.546","263","93","250","5.375","65462","73","12.5",
"858577512","626388944","159538081","166.83","57.0","3.536","300","129","93","23","0.0","57.0","3.536","265","91","250","5.5","65462","74","12.375",
"858577513","626388716","159538503","169.91","57.200000000000045","3.527","300","131","93","23","0.0","57.200000000000045","3.527","258","93","252","5.5","65462","73","12.375",
"858577514","626388377","159538901","173.75","57.39999999999998","3.527","300","133","93","23","0.0","57.39999999999998","3.527","261","93","252","5.625","65462","74","12.25",
"858577515","626388156","159539327","176.86","57.39999999999998","3.527","300","132","93","23","0.0","57.39999999999998","3.527","256","93","254","5.375","65462","73","12.25",
"858577516","626387885","159539844","180.63","57.60000000000002","3.527","300","131","93","23","0.0","57.60000000000002","3.527","253","92","254","5.375","65462","73","12.75",
"858577517","626387765","159540412","183.7","57.39999999999998","3.536","300","131","93","23","0.0","57.39999999999998","3.536","253","92","250","5.375","65462","73","12.75",
"858577518","626387558","159540898","186.96","57.60000000000002","3.564","300","132","93","23","0.0","57.60000000000002","3.564","261","92","248","5.625","65462","75","12.75",
"858577519","626387424","159541376","189.79","57.39999999999998","3.564","300","134","93","23","0.0","57.39999999999998","3.564","259","92","246","5.625","65462","75","12.75",
