record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"859094908","626404249","159522340","5.51","50.60000000000002","1.222","100","99","0","26","0.0","50.60000000000002","1.222",
"859094909","626404372","159522175","6.99","57.39999999999998","0.0","100","99","0","26","0.0","57.39999999999998","0.0",
"859094911","626404796","159521648","11.84","57.60000000000002","1.549","100","99","0","26","0.0","57.60000000000002","1.549","0","0","0","0.0",
"859094912","626404902","159521365","13.47","57.0","1.549","100","99","0","26","0.0","57.0","1.549","0","0","0","0.0",
"859094913","626405047","159521171","15.01","57.200000000000045","2.314","100","99","91","26","0.5","57.200000000000045","2.314","0","0","0","0.0",
"859094914","626405141","159521075","15.84","56.60000000000002","2.361","100","98","91","26","0.5","56.60000000000002","2.361","0","0","0","0.0",
"859094915","626405338","159520888","17.9","57.200000000000045","2.37","100","96","89","26","0.5","57.200000000000045","2.37","36","68","62","0.0",
"859094916","626405525","159520575","20.29","57.200000000000045","2.398","100","100","89","26","0.5","57.200000000000045","2.398","33","93","62","0.125","65533","41","0.0",
"859094917","626405693","159520186","22.87","57.39999999999998","2.538","100","102","90","26","0.5","57.39999999999998","2.538","251","93","234","0.125","65533","41","0.0",
"859094918","626405912","159519885","25.42","57.39999999999998","2.65","100","102","92","26","0.0","57.39999999999998","2.65","261","93","228","6.0","65533","78","13.125",
"859094919","626406122","159519585","27.94","57.60000000000002","2.678","100","103","92","26","0.0","57.60000000000002","2.678","260","92","228","6.125","65533","79","13.25",
"859094920","626406309","159519292","30.19","57.799999999999955","2.65","100","102","92","25","0.0","57.799999999999955","2.65","257","92","230","6.125","65533","79","13.25",
"859094921","626406480","159518960","32.57","58.0","2.641","100","103","93","25","0.0","58.0","2.641","246","92","234","6.125","65533","79","13.0",
"859094922","626406618","159518582","34.98","58.0","2.622","100","102","93","25","0.0","58.0","2.622","249","93","236","6.125","65533","79","13.625",
"859094923","626406735","159518131","37.69","58.0","2.603","100","103","92","25","0.0","58.0","2.603","247","90","238","6.0","65533","78","13.5",
"859094924","626406846","159517646","40.55","57.799999999999955","2.603","100","104","92","25","0.0","57.799999999999955","2.603","241","91","238","6.25","65533","79","13.375",
"859094925","626406953","159517141","43.5","57.799999999999955","2.603","100","107","92","25","0.0","57.799999999999955","2.603","245","91","242","6.25","65533","78","13.125",
"859094926","626407027","159516670","46.15","57.799999999999955","2.631","100","111","91","25","0.0","57.799999999999955","2.631","248","92","242","6.25","65533","78","13.25",
"859094927","626407114","159516204","48.8","57.60000000000002","2.659","100","116","91","25","0.0","57.60000000000002","2.659","249","92","242","6.125","65533","78","13.25",
"859094928","626407230","159515781","51.34","57.60000000000002","2.669","100","120","91","25","0.0","57.60000000000002","2.669","252","90","242","6.125","65533","78","13.125",
"859094929","626407349","159515380","53.81","57.60000000000002","2.669","100","122","91","25","0.0","57.60000000000002","2.669","254","91","242","6.125","65533","78","13.125",
"859094930","626407481","159514968","56.4","57.60000000000002","2.641","100","122","91","25","0.0","57.60000000000002","2.641","261","90","242","6.0","65533","77","12.875",
"859094931","626407587","159514505","59.12","57.39999999999998","2.641","100","123","91","25","0.0","57.39999999999998","2.641","256","91","246","6.0","65533","77","13.0",
"859094932","626407722","159514130","61.52","57.39999999999998","2.641","100","123","91","25","0.0","57.39999999999998","2.641","263","91","246","6.0","65533","77","13.0",
"859094933","626407851","159513796","63.7","57.200000000000045","2.641","100","122","91","25","0.0","57.200000000000045","2.641","257","89","246","5.875","65533","76","13.0",
"859094934","626407980","159513432","66.06","57.200000000000045","2.631","100","121","91","25","0.0","57.200000000000045","2.631","266","92","246","6.0","65533","77","13.25",
"859094935","626408114","159513015","68.71","57.200000000000045","2.603","100","121","91","25","0.0","57.200000000000045","2.603","275","90","240","6.125","65533","78","13.375",
"859094936","626408224","159512540","71.48","57.39999999999998","2.594","100","124","91","25","0.0","57.39999999999998","2.594","282","91","242","6.25","65533","79","12.875",
"859094937","626408343","159512071","74.26","57.39999999999998","2.594","100","129","91","25","0.0","57.39999999999998","2.594","279","91","246","6.125","65534","78","13.125",
"859094938","626408468","159511607","77.04","57.39999999999998","2.603","100","134","91","25","0.0","57.39999999999998","2.603","279","91","246","6.125","65534","78","13.125",
"859094939","626408610","159511167","79.82","57.39999999999998","2.613","100","135","91","25","0.0","57.39999999999998","2.613","267","91","246","5.875","65533","76","13.0",
"859094940","626408746","159510711","82.66","57.60000000000002","2.631","100","132","91","25","0.0","57.60000000000002","2.631","274","90","250","6.0","65534","77","12.75",
"859094941","626408872","159510222","85.61","57.60000000000002","2.641","100","131","91","25","0.0","57.60000000000002","2.641","274","90","246","6.0","65534","77","12.75",
"859094942","626408163","159509332","85.61","57.799999999999955","2.65","100","132","91","24","0.0","57.799999999999955","2.65","283","90","246","6.125","65534","77","12.5",
"859094943","626408057","159508721","88.65","57.799999999999955","2.669","100","130","91","24","0.0","57.799999999999955","2.669","277","92","246","6.125","65533","77","12.5",
"859094944","626408082","159508131","91.77","58.0","2.678","100","128","91","24","0.0","58.0","2.678","277","92","246","6.125","65533","77","12.5",
"859094945","626408163","159507636","94.49","58.200000000000045","2.697","100","130","91","24","0.0","58.200000000000045","2.697","280","90","244","5.75","65533","76","12.75",
"859094946","626408291","159507147","97.38","58.39999999999998","2.715","100","134","91","24","0.0","58.39999999999998","2.715","278","90","242","5.75","65533","76","12.875",
