record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"869121097","626376225","159542084","0.0","-30.600000000000023","0.0","5.7","50.0","210.0","0.0","49.31","0.0","300","89","128","27","1","0.0","-30.600000000000023","0.0","0","0","0","0.0","65482","0","0.0",
"869121098","626376150","159541970","0.0","-30.19999999999999","1.017","5.7","50.0","210.0","0.0","49.31","0.0","300","89","128","27","1","0.0","-30.19999999999999","1.017","0","0","0","0.0","65482","0","0.0",
"869121099","626375947","159541956","0.0","-31.0","2.025","45.7","44.0","229.0","22.93","49.68","350.0","300","91","111","27","1","0.0","-31.0","2.025","0","0","0","0.0","65482","0","0.0",
"869121100","626375731","159542159","0.0","-30.600000000000023","2.351","80.0","40.75","243.0","26.06","50.59","314.0","300","93","90","27","1","0.5","-30.600000000000023","2.351","16","67","188","0.0","65477","16","0.0",
"869121101","626375716","159542230","0.0","-31.19999999999999","2.025","81.0","40.5","247.0","17.65","51.09","509.0","300","95","90","27","1","0.5","-31.19999999999999","2.025","13","87","188","0.0","65477","16","5.625",
"869121102","626375475","159542431","0.0","-30.600000000000023","1.866","82.0","40.25","250.0","14.25","51.09","794.0","300","97","89","27","1","0.5","-30.600000000000023","1.866","119","89","800","0.0","65477","41","0.0",
"869121103","626375527","159542527","0.22","-30.600000000000023","1.166","82.0","40.0","258.0","19.03","51.0","238.0","300","99","87","27","1","0.5","-30.600000000000023","1.166","166","87","412","0.0","65477","41","5.75",
"869121104","626375775","159542585","2.47","-30.600000000000023","1.857","82.0","40.0","262.0","16.09","50.87","555.0","300","101","87","27","1","0.0","-30.600000000000023","1.857","215","89","266","5.625","65477","73","12.375",
"869121105","626375885","159542902","3.89","-30.80000000000001","1.857","81.0","39.75","266.0","16.5","50.78","472.0","300","101","86","27","1","0.5","-30.80000000000001","1.857","221","85","264","5.875","65477","75","12.5",
"869121106","626375888","159543231","5.27","-30.80000000000001","1.885","81.0","39.75","267.0","15.62","50.78","529.0","300","103","87","27","1","0.0","-30.80000000000001","1.885","228","85","262","6.375","65477","78","12.375",
