record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],
"855470072","626397138","159520445","0.0","-10.399999999999977","0.0","28.2","46.75","601.0","0.0","66.75","0.0","300","91","44","24","1","0.0","-10.399999999999977","0.0","0","0","0","0.0",
"855470073","626397002","159520170","0.55","-10.199999999999989","0.709","63.2","35.75","238.0","0.0","66.75","0.0","300","91","78","24","1","0.0","-10.199999999999989","0.709","0","0","0","0.0",
"855470074","626396860","159519732","2.86","-10.399999999999977","0.97","73.0","36.75","246.0","14.53","59.25","535.0","300","91","92","24","1","0.0","-10.399999999999977","0.97","0","0","0","0.0",
"855470075","626396921","159519240","5.58","-10.199999999999989","1.437","75.0","37.5","249.0","13.37","56.12","600.0","300","94","91","24","1","0.5","-10.199999999999989","1.437","0","0","0","0.0",
"855470076","626397268","159518754","9.83","-10.600000000000023","2.501","76.0","37.75","251.0","12.18","54.62","743.0","300","102","91","24","1","0.5","-10.600000000000023","2.501","0","0","0","0.0",
"855470077","626397609","159518305","13.9","-10.399999999999977","2.902","76.0","38.25","256.0","11.59","54.21","789.0","300","106","90","24","1","0.5","-10.399999999999977","2.902","0","0","0","0.0",
"855470078","626397769","159518017","16.1","-10.399999999999977","3.172","76.0","38.75","258.0","9.37","52.93","953.0","300","108","90","24","1","0.5","-10.399999999999977","3.172","0","0","0","0.0",
"855470079","626397866","159517772","17.67","-10.399999999999977","3.172","75.0","39.25","260.0","8.46","52.31","1000.0","300","110","91","24","1","0.0","-10.399999999999977","3.172","0","0","0","0.0",
"855470080","626397935","159517501","19.31","-10.600000000000023","2.771","74.0","39.25","259.0","8.09","51.71","990.0","300","111","91","24","1","0.5","-10.600000000000023","2.771","0","0","0","0.0",
"855470081","626398524","159517172","24.69","-10.600000000000023","2.585","74.0","39.25","258.0","8.0","51.53","965.0","300","113","92","24","1","0.0","-10.600000000000023","2.585","0","0","0","0.0",
"855470082","626398669","159516886","26.77","-10.600000000000023","2.417","73.0","39.0","255.0","8.0","51.43","877.0","300","114","92","24","1","0.5","-10.600000000000023","2.417","0","0","0","0.0",
"855470083","626399022","159516636","30.36","-10.600000000000023","2.379","73.0","39.25","256.0","8.28","51.18","852.0","300","115","92","24","1","0.0","-10.600000000000023","2.379","0","0","0","0.0",
"855470084","626399178","159516423","32.21","-10.800000000000011","2.379","74.0","39.25","257.0","8.28","51.09","843.0","300","116","91","24","1","0.5","-10.800000000000011","2.379","0","0","0","0.0",
"855470085","626399355","159516315","33.91","-10.800000000000011","2.417","72.2","40.0","263.0","8.28","51.0","832.0","300","117","91","24","1","0.5","-10.800000000000011","2.417","0","0","0","0.0",
"855470086","626399951","159516263","39.32","-10.800000000000011","2.417","72.2","40.0","265.0","8.28","50.87","828.0","300","118","91","24","1","0.0","-10.800000000000011","2.417","0","0","0","0.0",
"855470087","626400061","159516291","40.35","-10.600000000000023","2.417","70.2","40.5","271.0","8.28","50.87","828.0","300","119","90","24","1","0.0","-10.600000000000023","2.417","0","0","0","0.0",
"855470088","626400116","159516210","41.02","-10.600000000000023","2.398","69.2","40.0","264.0","8.37","50.87","816.0","300","120","91","24","1","0.0","-10.600000000000023","2.398","0","0","0","0.0",
"855470089","626400291","159515941","43.15","-10.199999999999989","2.398","70.2","40.0","260.0","8.68","50.78","784.0","300","121","96","24","1","0.5","-10.199999999999989","2.398","0","0","0","0.0",
"855470090","626400452","159515640","45.43","-10.0","2.286","71.2","40.0","261.0","8.87","50.65","765.0","300","121","94","24","1","0.0","-10.0","2.286","0","0","0","0.0",
"855470091","626400589","159515337","47.52","-9.800000000000011","2.239","72.2","39.75","261.0","9.46","50.53","731.0","300","123","92","24","1","0.0","-9.800000000000011","2.239","0","0","0","0.0",
"855470092","626400662","159515027","49.3","-9.600000000000023","2.053","72.2","39.75","261.0","9.56","50.43","714.0","300","123","92","24","1","0.0","-9.600000000000023","2.053","0","0","0","0.0",
"855470093","626400598","159514767","50.76","-9.600000000000023","1.997","71.2","39.5","258.0","9.75","50.43","688.0","300","123","92","24","1","0.0","-9.600000000000023","1.997","0","0","0","0.0",
"855470094","626400696","159514377","53.15","-9.600000000000023","2.053","71.2","39.5","257.0","10.15","50.34","652.0","300","125","92","24","1","0.5","-9.600000000000023","2.053","0","0","0","0.0",
"855470095","626401172","159513984","57.48","-9.800000000000011","1.987","70.2","40.0","258.0","10.34","50.25","641.0","300","126","93","24","1","0.0","-9.800000000000011","1.987","0","0","0","0.0",
"855470096","626401630","159513177","63.75","-10.0","1.987","70.2","40.0","258.0","10.62","50.15","629.0","300","127","93","24","1","0.5","-10.0","1.987","0","0","0","0.0",
"855470097","626401994","159512552","68.56","-10.0","1.997","70.2","40.0","257.0","10.71","50.15","625.0","300","127","93","24","1","0.0","-10.0","1.997","0","0","0","0.0",
"855470098","626402214","159512058","72.04","-10.199999999999989","1.978","69.2","40.0","257.0","10.81","50.06","616.0","300","127","93","24","1","0.0","-10.199999999999989","1.978","0","0","0","0.0",
"855470099","626402320","159511721","74.1","-10.199999999999989","2.006","69.2","40.0","258.0","10.93","50.06","614.0","300","127","93","24","1","0.0","-10.199999999999989","2.006","0","0","0","0.0",
"855470100","626402638","159511358","77.69","-10.399999999999977","1.987","68.2","40.0","258.0","10.81","49.96","616.0","300","128","92","24","1","0.5","-10.399999999999977","1.987","0","0","0","0.0",
