record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856766473","626400365","159523209","1.43","57.39999999999998","0.009","4.7","47.75","187.0","0.0","43.62","0.0","300","69","128","25","1","0.0","57.39999999999998","0.009",
"856766474","626400527","159523053","3.17","57.60000000000002","0.0","6.7","45.25","197.0","31.53","42.84","59.0","300","69","128","25","1","0.0","57.60000000000002","0.0",
"856766475","626400763","159522837","5.68","57.799999999999955","1.586","73.0","40.25","220.0","26.65","42.84","271.0","300","69","94","25","1","0.5","57.799999999999955","1.586","0","0","0","0.0",
"856766476","626401020","159522626","8.36","57.60000000000002","1.717","74.0","39.25","225.0","17.75","45.09","618.0","300","69","93","25","1","0.5","57.60000000000002","1.717","0","0","0","0.0",
"856766477","626401366","159522493","11.63","57.60000000000002","2.37","73.0","39.0","233.0","15.21","45.65","667.0","300","69","93","25","1","0.0","57.60000000000002","2.37","0","0","0","0.0",
"856766478","626401366","159522493","11.63","57.0","2.641","73.0","39.25","241.0","13.75","46.09","663.0","300","69","92","25","1","0.5","57.0","2.641","0","0","0","0.0","140","0","0.0",
"856766479","626401868","159522180","16.39","57.200000000000045","2.697","73.0","39.0","242.0","10.53","46.75","948.0","300","76","92","25","1","0.5","57.200000000000045","2.697","0","0","0","0.0","139","0","0.0",
"856766480","626403400","159519436","35.33","57.39999999999998","2.697","73.0","39.0","242.0","8.78","47.09","1102.0","300","78","92","25","1","0.5","57.39999999999998","2.697","41","93","0","0.0","139","41","0.0",
"856766481","626403922","159518723","40.66","57.39999999999998","2.613","72.2","39.25","247.0","8.09","47.34","1039.0","300","82","93","25","1","0.0","57.39999999999998","2.613","41","93","0","0.0","139","41","0.0",
"856766482","626404127","159518214","43.83","57.200000000000045","2.613","75.0","39.0","249.0","8.0","47.5","1001.0","300","86","93","25","1","0.0","57.200000000000045","2.613","282","91","246","5.625","139","74","12.75",
"856766483","626404353","159517377","47.88","57.0","2.277","75.0","39.25","250.0","7.9","47.71","971.0","300","90","93","25","1","0.0","57.0","2.277","281","92","246","5.625","139","75","12.5",
"856766484","626404353","159517377","47.88","57.0","2.277","75.0","39.0","250.0","8.0","47.81","936.0","300","91","92","25","1","0.5","57.0","2.277","275","92","244","5.75","139","75","12.625",
"856766485","626404412","159516977","49.85","57.200000000000045","2.174","76.0","39.25","250.0","8.18","47.81","811.0","300","95","93","25","1","0.0","57.200000000000045","2.174","268","93","250","5.75","139","75","12.5",
"856766486","626404471","159516137","54.28","57.39999999999998","2.174","75.0","39.0","250.0","8.59","47.9","806.0","300","97","93","25","1","0.0","57.39999999999998","2.174","261","91","254","5.625","139","74","12.5",
"856766487","626404485","159515726","56.43","57.39999999999998","2.165","75.0","39.25","252.0","8.78","48.0","799.0","300","100","92","25","1","0.5","57.39999999999998","2.165","259","94","252","5.5","139","73","12.375",
"856766488","626404485","159515726","56.43","57.39999999999998","2.165","75.0","39.25","253.0","8.87","48.09","791.0","300","102","92","25","1","0.5","57.39999999999998","2.165","258","92","258","5.5","139","73","12.125",
"856766489","626404548","159515348","58.51","57.39999999999998","2.118","74.0","39.5","256.0","8.96","48.21","779.0","300","105","92","25","1","0.0","57.39999999999998","2.118","258","92","256","5.375","139","72","12.25",
"856766490","626404666","159515018","60.63","57.39999999999998","2.118","72.2","40.0","260.0","8.96","48.31","757.0","300","107","92","25","1","0.0","57.39999999999998","2.118","257","95","256","5.375","139","73","12.375",
"856766491","626404782","159514797","62.03","57.39999999999998","2.118","64.2","40.0","257.0","8.87","48.43","732.0","300","109","93","25","1","0.5","57.39999999999998","2.118","257","92","258","5.375","139","72","12.25",
"856766492","626404882","159514722","62.87","57.200000000000045","2.015","67.2","40.0","259.0","8.96","48.43","736.0","300","115","92","25","1","0.5","57.200000000000045","2.015","261","95","258","5.375","139","72","12.125",
"856766493","626404882","159514722","63.73","57.200000000000045","1.586","69.2","40.0","259.0","10.25","48.71","563.0","300","118","92","25","1","0.5","57.200000000000045","1.586","253","90","258","4.75","139","69","12.125",
"856766494","626405073","159514835","64.7","57.200000000000045","1.428","71.2","40.0","259.0","11.5","48.84","529.0","300","121","92","25","1","0.5","57.200000000000045","1.428","258","91","260","5.375","139","72","12.25",
"856766495","626405155","159514881","65.47","57.200000000000045","1.372","71.2","40.0","257.0","12.5","48.84","516.0","300","121","93","25","1","0.0","57.200000000000045","1.372","259","92","260","5.375","139","72","12.25",
"856766496","626405155","159514881","65.97","57.200000000000045","1.073","71.2","39.75","257.0","14.93","48.84","459.0","300","123","93","25","1","0.0","57.200000000000045","1.073","255","91","260","5.375","139","72","12.125",
"856766497","626405203","159514949","65.97","57.200000000000045","0.933","70.2","40.0","258.0","16.28","48.93","358.0","300","123","92","25","1","0.5","57.200000000000045","0.933","246","91","258","5.375","139","72","12.125",
"856766498","626405299","159515008","66.88","57.39999999999998","0.933","70.2","40.0","259.0","19.4","49.03","344.0","300","123","92","25","1","0.5","57.39999999999998","0.933","246","93","258","5.375","139","72","12.625",
"856766499","626405652","159514985","70.16","57.60000000000002","1.12","70.2","40.0","260.0","20.96","49.03","329.0","300","123","92","25","1","0.5","57.60000000000002","1.12","251","91","258","5.25","139","71","12.75",
"856766500","626405652","159514985","70.16","57.60000000000002","1.372","70.2","40.0","259.0","20.59","49.12","335.0","300","123","92","25","1","0.0","57.60000000000002","1.372","256","95","260","5.25","139","72","12.5",
"856766501","626405900","159514757","72.81","57.60000000000002","1.931","69.2","39.75","258.0","20.0","49.5","348.0","300","123","92","25","1","0.5","57.60000000000002","1.931","259","92","246","5.25","139","72","13.25",
"856766502","626406150","159514408","75.87","57.60000000000002","2.407","69.2","39.5","257.0","17.75","49.5","567.0","300","124","92","25","1","0.5","57.60000000000002","2.407","267","93","256","5.75","139","76","12.25",
"856766503","626406599","159513670","81.8","57.60000000000002","2.697","70.2","39.5","256.0","14.34","49.5","674.0","300","125","92","25","1","0.5","57.60000000000002","2.697","265","93","248","5.375","139","72","13.125",
"856766504","626406599","159513670","81.8","57.60000000000002","2.697","70.2","39.75","258.0","12.5","49.5","685.0","300","125","92","24","1","0.5","57.60000000000002","2.697","263","92","256","5.625","139","74","12.375",
"856766505","626406806","159513354","84.43","57.60000000000002","2.613","70.2","40.0","259.0","11.59","49.5","712.0","300","126","92","24","1","0.5","57.60000000000002","2.613","258","93","258","5.25","139","71","12.25",
