record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],
"855817691","626389822","159542666","0.0","58.60000000000002","0.84","0.0","0.0","0.0","0.0","0.0","0.0","300","61","0","18","1","0.0","58.60000000000002","0.84","0","0","0","0.0",
"855817692","626389834","159542758","0.3","46.799999999999955","0.0","0.0","0.0","0.0","4.28","56.9","810.0","300","63","0","18","1","0.0","46.799999999999955","0.0","0","0","0","0.0",
"855817693","626390014","159542903","2.17","46.60000000000002","0.056","60.5","37.5","253.0","4.28","55.4","810.0","300","65","83","18","1","0.5","46.60000000000002","0.056","0","0","0","0.0",
"855817694","626390176","159543086","4.0","46.60000000000002","0.989","69.2","38.0","248.0","4.28","52.09","810.0","300","65","95","18","1","0.5","46.60000000000002","0.989","0","0","0","0.0",
"855817695","626390349","159543364","6.26","46.60000000000002","1.269","64.2","38.75","247.0","4.28","51.71","810.0","300","65","96","18","1","0.0","46.60000000000002","1.269","0","0","0","0.0",
"855817696","626390486","159543863","9.35","47.0","1.624","67.2","39.5","252.0","14.34","51.06","467.0","300","65","94","18","1","0.0","47.0","1.624","0","0","0","0.0",
"855817697","626390501","159544215","11.24","46.39999999999998","1.885","67.2","39.5","252.0","14.06","50.81","559.0","300","68","94","18","1","0.0","46.39999999999998","1.885","0","0","0","0.0",
"855817698","626390294","159544705","14.63","44.39999999999998","2.398","67.2","39.5","252.0","12.68","50.31","777.0","300","76","94","18","1","0.0","44.39999999999998","2.398","0","0","0","0.0",
"855817699","626389925","159545225","19.17","45.39999999999998","2.799","73.0","39.5","257.0","10.62","50.15","859.0","300","78","91","18","1","0.0","45.39999999999998","2.799","0","0","0","0.0",
"855817700","626389506","159545739","24.04","46.0","2.976","73.0","39.5","260.0","9.75","49.84","868.0","300","83","90","18","1","0.5","46.0","2.976","0","0","0","0.0",
"855817701","626389105","159546213","28.64","46.0","3.228","73.0","40.0","264.0","9.75","49.84","868.0","300","85","90","18","1","0.5","46.0","3.228","0","0","0","0.0",
"855817702","626388727","159546633","32.9","46.0","3.49","72.2","40.0","264.0","9.75","49.84","868.0","300","90","90","18","1","0.5","46.0","3.49","0","0","0","0.0",
"855817703","626388361","159547025","36.97","46.0","3.49","72.2","40.0","264.0","8.28","49.53","982.0","300","92","90","18","1","0.5","46.0","3.49","0","0","0","0.0",
"855817704","626388019","159547404","40.81","46.0","3.378","72.2","40.25","264.0","7.81","49.43","1111.0","300","95","91","18","1","0.0","46.0","3.378","0","0","0","0.0",
