record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856592536","626400267","159522387","0.44","57.39999999999998","0.0","28.2","21.75","179.0","0.0","50.34","0.0","300","63","56","26","1","0.0","57.39999999999998","0.0",
"856592537","626400398","159521427","5.88","57.60000000000002","0.998","38.0","24.25","193.0","0.0","48.81","0.0","300","64","79","26","1","0.5","57.60000000000002","0.998","0","0","0","0.0",
"856592538","626400539","159520594","9.9","57.799999999999955","2.967","79.0","35.5","223.0","0.28","48.15","130.0","300","64","92","26","1","0.5","57.799999999999955","2.967","0","0","0","0.0",
"856592539","626400729","159519948","13.68","57.799999999999955","3.06","78.0","36.0","225.0","2.62","47.81","1390.0","300","65","92","26","1","0.0","57.799999999999955","3.06","0","0","0","0.0","84","0","0.0",
"856592540","626400788","159519416","16.71","57.60000000000002","2.967","74.0","37.75","236.0","4.09","48.18","1102.0","300","65","92","26","1","0.5","57.60000000000002","2.967","0","0","0","0.0","84","0","0.0",
"856592541","626400831","159518904","19.65","58.39999999999998","2.65","75.0","38.0","242.0","5.15","48.28","1045.0","300","65","91","26","1","0.5","58.39999999999998","2.65","0","21","0","0.0","84","0","0.0",
"856592542","626400723","159518339","22.89","58.799999999999955","2.65","75.0","38.25","245.0","7.59","48.75","823.0","300","67","91","26","1","0.5","58.799999999999955","2.65","0","21","0","0.0","84","0","0.0",
"856592543","626400724","159517836","25.7","58.60000000000002","2.893","74.0","39.5","250.0","7.9","48.96","801.0","300","74","93","26","1","0.5","58.60000000000002","2.893","41","93","62","0.0","84","41","0.0",
"856592544","626400934","159517256","29.52","58.39999999999998","2.902","73.0","39.75","250.0","8.0","48.96","814.0","300","77","95","26","1","0.5","58.39999999999998","2.902","230","95","124","0.125","84","41","0.0",
"856592545","626401049","159516678","32.59","58.200000000000045","2.976","72.2","39.5","250.0","8.0","48.96","842.0","300","83","95","26","1","0.0","58.200000000000045","2.976","259","95","244","5.375","84","73","13.125",
"856592546","626401254","159516232","35.75","58.200000000000045","2.976","72.2","39.25","249.0","8.0","48.87","857.0","300","85","95","26","1","0.0","58.200000000000045","2.976","260","95","240","5.375","83","74","13.25",
"856592547","626401364","159515726","38.56","58.200000000000045","2.967","73.0","39.25","249.0","7.81","48.87","955.0","300","89","94","26","1","0.5","58.200000000000045","2.967","261","94","238","5.375","83","74","13.25",
"856592548","626401529","159515246","41.48","58.200000000000045","2.939","73.0","39.25","250.0","7.81","48.96","949.0","300","92","94","26","1","0.0","58.200000000000045","2.939","259","93","240","5.5","83","75","13.125",
"856592549","626401739","159514887","44.23","58.200000000000045","2.93","73.0","39.25","250.0","7.81","48.96","942.0","300","96","94","26","1","0.0","58.200000000000045","2.93","259","93","242","5.5","83","75","13.0",
"856592550","626401878","159514435","46.97","58.0","2.921","73.0","39.25","250.0","7.81","49.09","937.0","300","98","94","26","1","0.0","58.0","2.921","248","93","244","5.5","83","75","13.0",
"856592551","626401994","159513922","49.88","58.0","2.893","73.0","39.25","250.0","7.68","49.09","934.0","300","101","94","26","1","0.0","58.0","2.893","241","93","246","5.5","83","74","13.25",
"856592552","626402094","159513468","52.43","58.0","2.874","72.2","39.5","251.0","7.68","49.18","929.0","300","104","93","26","1","0.5","58.0","2.874","243","94","248","5.375","83","73","13.25",
"856592553","626402205","159513211","54.05","58.0","2.818","70.2","39.75","254.0","7.5","49.28","921.0","300","105","93","25","1","0.5","58.0","2.818","240","95","252","5.375","83","73","13.0",
"856592554","626402269","159513135","54.19","58.0","2.678","69.2","39.5","254.0","7.5","49.37","919.0","300","112","92","25","1","0.5","58.0","2.678","234","89","254","5.125","83","71","13.25",
"856592555","626402321","159513141","54.68","58.0","2.538","69.2","39.5","254.0","7.68","49.37","883.0","300","115","92","25","1","0.5","58.0","2.538","244","92","254","5.125","84","71","13.25",
"856592556","626402515","159513347","56.74","57.799999999999955","2.519","69.2","39.75","257.0","7.9","49.46","770.0","300","116","92","25","1","0.5","57.799999999999955","2.519","250","92","262","5.375","84","73","12.5",
"856592557","626402729","159513495","58.89","57.799999999999955","2.323","69.2","39.75","257.0","8.28","49.46","762.0","300","117","92","25","1","0.5","57.799999999999955","2.323","261","92","258","5.125","84","70","12.75",
"856592558","626402926","159513580","60.79","57.799999999999955","1.997","68.2","39.75","256.0","8.46","49.46","734.0","300","118","93","25","1","0.5","57.799999999999955","1.997","264","93","258","5.25","84","72","12.875",
"856592559","626403179","159513672","63.08","57.799999999999955","1.997","68.2","39.25","250.0","8.78","49.46","715.0","300","118","95","25","1","0.0","57.799999999999955","1.997","266","94","258","5.125","84","71","13.0",
"856592560","626403394","159513759","65.11","57.60000000000002","2.127","71.2","39.0","250.0","9.46","49.46","693.0","300","118","94","25","1","0.0","57.60000000000002","2.127","262","94","256","5.125","85","71","13.0",
"856592561","626403845","159513890","69.22","57.39999999999998","2.146","71.2","39.0","250.0","9.93","49.37","679.0","300","119","94","25","1","0.0","57.39999999999998","2.146","270","94","252","5.0","84","70","13.125",
"856592562","626404134","159514003","71.97","57.39999999999998","2.454","72.2","39.0","251.0","10.03","49.46","681.0","300","120","93","25","1","0.5","57.39999999999998","2.454","275","93","250","5.125","84","71","13.375",
"856592563","626404536","159513974","75.33","57.60000000000002","2.725","71.2","39.5","253.0","9.93","49.46","687.0","300","120","94","25","1","0.0","57.60000000000002","2.725","282","92","252","5.375","85","73","13.25",
"856592564","626404983","159513829","79.58","57.799999999999955","2.743","71.2","39.5","253.0","9.56","49.46","748.0","300","121","94","25","1","0.0","57.799999999999955","2.743","284","94","252","5.5","85","73","13.0",
"856592565","626405334","159513623","83.05","58.0","2.995","71.2","39.25","252.0","9.37","49.46","827.0","300","122","93","25","1","0.5","58.0","2.995","284","95","250","5.375","84","73","13.0",
"856592566","626405606","159513335","86.08","58.0","2.995","71.2","39.25","252.0","9.15","49.46","875.0","300","123","93","25","1","0.5","58.0","2.995","287","93","244","5.375","84","73","13.5",
"856592567","626405894","159513038","89.24","58.0","2.753","71.2","39.25","250.0","8.59","49.46","887.0","300","124","93","25","1","0.5","58.0","2.753","295","94","244","5.375","85","73","13.5",
"856592568","626406114","159512703","92.03","58.0","2.697","71.2","39.25","252.0","8.37","49.46","887.0","300","126","93","25","1","0.5","58.0","2.697","290","93","246","5.375","85","74","13.5",
"856592569","626406378","159512363","95.15","57.799999999999955","2.753","70.2","39.5","253.0","8.18","49.59","888.0","300","126","93","25","1","0.5","57.799999999999955","2.753","289","93","248","5.375","85","74","13.5",
"856592570","626406566","159511809","98.66","58.0","2.79","70.2","39.25","252.0","8.09","49.78","880.0","300","127","93","25","1","0.5","58.0","2.79","284","91","250","5.375","85","73","13.375",
"856592571","626406816","159511375","102.04","57.799999999999955","2.948","70.2","39.5","254.0","8.0","49.78","889.0","300","127","93","25","1","0.0","57.799999999999955","2.948","273","94","252","5.375","85","72","13.125",
"856592572","626406995","159510971","104.86","57.799999999999955","2.948","70.2","39.5","256.0","7.9","49.78","897.0","300","127","92","25","1","0.5","57.799999999999955","2.948","259","91","252","5.25","85","72","13.125",
"856592573","626407197","159510610","107.61","57.799999999999955","2.818","69.2","39.5","255.0","7.59","49.78","904.0","300","128","93","25","1","0.0","57.799999999999955","2.818","250","91","252","5.5","84","73","13.125",
"856592574","626407356","159510109","110.75","57.799999999999955","2.771","69.2","39.5","255.0","7.59","49.78","900.0","300","129","93","25","1","0.0","57.799999999999955","2.771","234","94","254","5.25","84","72","13.0",
"856592575","626407544","159509688","113.71","57.799999999999955","2.762","68.2","39.5","256.0","7.5","49.87","896.0","300","129","93","25","1","0.0","57.799999999999955","2.762","233","92","252","5.375","84","72","13.125",
"856592576","626407904","159509262","117.84","57.799999999999955","2.781","68.2","39.75","256.0","7.5","49.87","895.0","300","130","93","25","1","0.0","57.799999999999955","2.781","234","92","252","5.5","84","73","13.125",
"856592577","626408160","159508820","121.29","57.799999999999955","2.911","68.2","39.25","254.0","7.4","49.78","897.0","300","130","93","25","1","0.0","57.799999999999955","2.911","238","92","252","5.5","84","73","13.125",
"856592578","626408426","159508446","124.55","57.799999999999955","2.911","67.2","39.5","255.0","7.31","49.78","908.0","300","130","92","25","1","0.5","57.799999999999955","2.911","240","92","254","5.5","84","73","13.0",
"856592579","626408613","159508094","127.15","57.799999999999955","2.911","66.2","39.25","254.0","7.21","49.78","921.0","300","129","93","24","1","0.0","57.799999999999955","2.911","229","92","264","5.25","84","71","12.625",
"856592580","626408825","159507720","130.05","57.799999999999955","2.855","66.2","39.25","253.0","7.12","49.68","921.0","300","129","93","24","1","0.0","57.799999999999955","2.855","238","91","264","5.125","84","71","12.5",
"856592581","626409017","159507335","132.87","57.799999999999955","2.818","66.2","39.25","254.0","7.03","49.68","919.0","300","129","92","24","1","0.5","57.799999999999955","2.818","244","93","264","5.125","85","71","12.375",
"856592582","626409258","159506894","136.19","58.200000000000045","2.809","65.2","39.25","252.0","7.12","49.68","891.0","300","128","93","24","1","0.0","58.200000000000045","2.809","247","91","264","5.125","85","70","12.5",
"856592583","626409479","159506589","138.89","58.60000000000002","2.799","67.2","39.0","252.0","7.4","49.56","885.0","300","127","93","24","1","0.0","58.60000000000002","2.799","258","91","264","5.25","85","71","12.375",
"856592584","626409764","159506257","142.14","58.799999999999955","2.809","68.2","39.25","253.0","7.4","49.56","882.0","300","127","93","24","1","0.0","58.799999999999955","2.809","272","93","260","5.0","86","70","12.375",
"856592585","626410020","159505952","145.07","59.0","2.809","68.2","39.25","253.0","7.5","49.56","881.0","300","127","93","24","1","0.0","59.0","2.809","278","92","260","5.25","86","72","12.375",
"856592586","626410244","159505625","147.85","59.200000000000045","2.809","68.2","38.75","250.0","7.5","49.65","885.0","300","127","93","24","1","0.0","59.200000000000045","2.809","279","93","256","5.25","86","71","12.625",
"856592587","626410442","159505209","150.78","59.200000000000045","2.79","69.2","38.5","249.0","7.59","49.75","883.0","300","128","93","24","1","0.0","59.200000000000045","2.79","284","92","256","5.25","86","72","12.75",
"856592588","626410646","159504797","153.73","59.39999999999998","2.79","68.2","39.0","250.0","7.59","49.75","881.0","300","128","93","24","1","0.5","59.39999999999998","2.79","299","93","252","5.375","86","72","12.875",
"856592589","626410860","159504403","156.68","59.200000000000045","2.79","68.2","39.25","251.0","7.59","49.75","876.0","300","128","93","24","1","0.5","59.200000000000045","2.79","299","93","252","5.375","86","73","12.875",
"856592590","626411044","159503941","159.74","59.0","2.79","68.2","39.0","251.0","7.59","49.75","879.0","300","128","93","24","1","0.5","59.0","2.79","303","93","250","5.375","86","73","12.875",
"856592591","626411223","159503606","162.25","59.0","2.781","68.2","39.5","252.0","7.59","49.75","877.0","300","128","93","24","1","0.5","59.0","2.781","305","94","246","5.375","86","73","13.125",
"856592592","626411393","159503186","165.06","59.200000000000045","2.771","68.2","39.25","252.0","7.68","49.75","878.0","300","128","93","24","1","0.5","59.200000000000045","2.771","312","94","246","5.375","86","73","13.125",
