record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"855987388","626398389","159518447","0.0","57.39999999999998","0.019","300","64","0","23","0.0","57.39999999999998","0.019","0","0","0","0.0","65378","0","0.0",
"855987389","626398497","159518332","1.09","57.60000000000002","0.0","300","64","0","23","0.0","57.60000000000002","0.0","0","0","0","0.0","65378","0","0.0",
"855987390","626398706","159518108","3.39","57.39999999999998","0.009","300","64","61","23","0.0","57.39999999999998","0.009","0","0","0","0.0","65378","0","0.0",
"855987391","626398926","159517775","6.19","57.200000000000045","0.009","300","64","61","23","0.0","57.200000000000045","0.009","0","0","0","0.0","65378","0","0.0",
"855987392","626399245","159517421","9.77","57.39999999999998","1.754","300","65","61","23","0.0","57.39999999999998","1.754","0","0","0","0.0","65378","0","0.0",
"855987393","626399560","159517015","13.51","57.799999999999955","2.454","300","65","61","23","0.0","57.799999999999955","2.454","0","0","0","0.0","65378","0","0.0",
"855987394","626399769","159516578","16.67","57.200000000000045","2.865","300","65","61","23","0.0","57.200000000000045","2.865","16","41","0","0.0","65373","16","0.0",
"855987395","626399891","159516083","19.69","57.200000000000045","2.865","300","65","92","23","0.0","57.200000000000045","2.865","247","93","0","0.0","65373","41","0.0",
"855987396","626400044","159515696","22.32","57.200000000000045","2.865","300","65","93","23","0.0","57.200000000000045","2.865","328","93","238","9.625","65373","107","13.375",
"855987397","626400348","159515528","25.29","57.200000000000045","2.715","300","65","93","23","0.0","57.200000000000045","2.715","301","91","234","6.125","65373","79","13.375",
"855987398","626400585","159515237","28.03","57.200000000000045","2.818","300","65","93","23","0.0","57.200000000000045","2.818","308","93","234","6.0","65373","78","13.125",
"855987399","626400766","159514826","30.91","57.39999999999998","2.818","300","69","93","23","0.0","57.39999999999998","2.818","328","92","234","6.0","65373","78","13.125",
"855987400","626400969","159514366","34.12","57.200000000000045","2.818","300","69","93","23","0.0","57.200000000000045","2.818","306","92","236","6.0","65374","78","13.125",
"855987401","626401323","159513981","38.07","57.200000000000045","2.809","300","69","93","23","0.0","57.200000000000045","2.809","301","92","242","6.0","65373","77","13.125",
"855987402","626401542","159513579","41.07","57.200000000000045","2.818","300","68","93","23","0.5","57.200000000000045","2.818","282","93","246","5.875","65373","76","13.0",
"855987403","626401982","159513269","45.53","57.39999999999998","3.051","300","68","93","23","0.5","57.39999999999998","3.051","278","93","246","5.625","65373","75","13.0",
"855987404","626402312","159512857","49.38","57.39999999999998","3.07","300","68","93","23","0.5","57.39999999999998","3.07","286","93","246","5.375","65374","73","12.75",
"855987405","626402420","159512138","53.41","57.39999999999998","3.172","300","67","93","23","0.5","57.39999999999998","3.172","279","93","246","5.375","65373","74","12.875",
"855987406","626402617","159511643","56.74","57.60000000000002","3.2","300","68","93","23","0.5","57.60000000000002","3.2","269","92","248","5.5","65373","74","12.75",
"855987407","626402855","159511212","60.04","57.60000000000002","3.266","300","70","93","23","0.5","57.60000000000002","3.266","270","92","248","5.5","65373","74","12.75",
"855987408","626403088","159510850","63.04","57.60000000000002","3.266","300","72","93","23","0.5","57.60000000000002","3.266","270","92","248","5.5","65373","74","12.75",
"855987409","626403347","159510578","65.9","57.60000000000002","3.256","300","78","93","23","0.5","57.60000000000002","3.256","269","92","244","5.625","65373","75","12.75",
"855987410","626403373","159510120","67.95","57.60000000000002","3.219","300","81","93","23","0.5","57.60000000000002","3.219","269","92","244","5.75","65373","75","12.625",
"855987411","626403642","159510130","70.44","57.60000000000002","3.163","300","87","91","23","0.5","57.60000000000002","3.163","268","90","246","5.75","65373","75","12.5",
"855987412","626403825","159510221","72.21","57.60000000000002","3.004","300","90","91","23","0.5","57.60000000000002","3.004","251","87","254","5.875","65373","76","12.75",
"855987413","626403975","159510151","73.57","57.60000000000002","2.967","300","96","90","23","0.5","57.60000000000002","2.967","251","87","254","6.0","65373","76","12.25",
"855987414","626404196","159509948","75.93","57.799999999999955","2.809","300","102","90","23","0.0","57.799999999999955","2.809","233","87","266","6.0","65373","76","12.25",
"855987415","626404448","159509639","78.86","57.60000000000002","2.631","300","104","88","23","0.0","57.60000000000002","2.631","231","89","268","6.125","65373","76","12.5",
"855987416","626404650","159509307","81.53","57.799999999999955","2.631","300","104","88","23","0.0","57.799999999999955","2.631","235","89","260","6.125","65373","76","12.5",
"855987417","626404756","159508827","84.38","57.60000000000002","2.659","300","103","88","22","0.0","57.60000000000002","2.659","241","92","260","5.5","65373","73","14.0",
"855987418","626404863","159508450","86.7","57.799999999999955","2.659","300","107","90","22","0.0","57.799999999999955","2.659","260","92","246","5.75","65373","76","13.25",
"855987419","626405127","159508098","89.74","57.799999999999955","2.659","300","109","91","22","0.0","57.799999999999955","2.659","261","92","252","5.75","65374","75","12.75",
"855987420","626405380","159507618","93.35","57.799999999999955","2.631","300","109","92","22","0.0","57.799999999999955","2.631","258","92","252","5.75","65374","75","12.75",
"855987421","626405587","159507184","96.44","57.799999999999955","2.631","300","110","92","22","0.0","57.799999999999955","2.631","262","91","252","5.625","65373","74","12.75",
"855987422","626405887","159506838","99.86","57.799999999999955","2.846","300","110","92","22","0.0","57.799999999999955","2.846","266","91","256","5.625","65373","74","12.5",
"855987423","626406108","159506363","103.25","57.799999999999955","2.874","300","110","92","22","0.0","57.799999999999955","2.874","273","94","256","5.5","65373","73","12.25",
"855987424","626406288","159505881","106.46","58.0","2.902","300","110","92","22","0.0","58.0","2.902","255","91","254","5.5","65373","74","12.625",
"855987425","626406486","159505394","109.74","58.0","2.93","300","108","92","22","0.0","58.0","2.93","266","92","248","5.625","65373","74","12.875",
"855987426","626406740","159504956","113.16","57.799999999999955","2.948","300","106","91","22","0.5","57.799999999999955","2.948","265","92","250","5.75","65373","75","12.75",
"855987427","626406845","159504621","115.28","57.799999999999955","2.967","300","106","91","22","0.5","57.799999999999955","2.967","270","91","254","5.625","65373","74","12.375",
"855987428","626406920","159504246","117.51","57.799999999999955","2.967","300","107","92","22","0.0","57.799999999999955","2.967","271","92","254","5.5","65373","74","12.625",
"855987429","626407077","159503784","120.51","57.60000000000002","2.837","300","107","92","22","0.0","57.60000000000002","2.837","267","93","254","5.5","65373","73","12.75",
"855987430","626407184","159503273","123.49","57.60000000000002","2.781","300","107","93","22","0.0","57.60000000000002","2.781","269","94","256","5.5","65374","73","12.625",
"855987431","626407304","159502754","126.58","57.60000000000002","2.79","300","107","93","22","0.0","57.60000000000002","2.79","270","94","256","5.375","65374","72","12.75",
"855987432","626407356","159502214","129.55","57.60000000000002","2.79","300","110","93","22","0.0","57.60000000000002","2.79","266","92","252","5.375","65373","73","12.875",
"855987433","626407528","159501745","132.61","57.60000000000002","2.809","300","114","93","22","0.0","57.60000000000002","2.809","267","92","248","5.375","65373","73","12.875",
"855987434","626407777","159501366","135.78","57.60000000000002","2.809","300","118","93","22","0.0","57.60000000000002","2.809","257","92","252","5.625","65374","74","12.875",
"855987435","626407925","159500962","138.44","57.799999999999955","2.818","300","115","92","22","0.0","57.799999999999955","2.818","253","90","252","5.625","65373","74","12.875",
"855987436","626408151","159500608","141.35","57.799999999999955","2.818","300","114","92","22","0.0","57.799999999999955","2.818","253","90","252","5.625","65373","74","12.875",
"855987437","626408323","159500167","144.32","58.0","2.818","300","118","92","22","0.0","58.0","2.818","247","92","258","5.5","65373","73","12.625",
"855987438","626408465","159499720","147.12","58.0","2.809","300","122","91","21","0.0","58.0","2.809","249","92","260","5.5","65374","73","12.625",
"855987439","626408619","159499350","149.67","58.0","2.809","300","124","91","21","0.0","58.0","2.809","252","91","262","5.625","65374","74","12.375",
"855987440","626408828","159499020","152.36","58.0","2.781","300","127","91","21","0.0","58.0","2.781","268","91","260","5.625","65374","74","12.5",
"855987441","626409122","159498622","155.92","58.39999999999998","2.753","300","131","92","21","0.0","58.39999999999998","2.753","261","93","262","5.625","65374","73","12.25",
