record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856074891","626400270","159520742","0.0","57.39999999999998","0.009","43.7","0.0","0.0","300","78","45","24","6","0.0","57.39999999999998","0.009",
"856074892","626400358","159520654","0.53","57.39999999999998","0.0","61.5","0.0","0.0","300","80","47","24","6","0.5","57.39999999999998","0.0",
"856074893","626400440","159520941","1.96","57.39999999999998","0.672","77.0","0.0","0.0","300","85","78","24","1","0.5","57.39999999999998","0.672","44.0","250.0","35.53",
"856074894","626400490","159520893","2.36","57.799999999999955","1.297","79.0","19.9","383.0","300","92","90","24","1","0.0","57.799999999999955","1.297","36.5","246.0","46.06","0","0","0","0.0",
"856074895","626400758","159520422","6.0","57.60000000000002","1.241","78.0","19.9","383.0","300","94","93","24","1","0.0","57.60000000000002","1.241","37.5","247.0","46.06","0","0","0","0.0",
"856074896","626400901","159519723","9.96","57.799999999999955","1.418","77.0","18.62","427.0","300","99","92","24","1","0.5","57.799999999999955","1.418","37.0","244.0","47.31","0","0","0","0.0",
"856074897","626401018","159519073","13.66","58.0","2.613","79.0","18.62","427.0","300","103","91","24","1","0.5","58.0","2.613","37.25","246.0","47.31","0","0","0","0.0",
"856074898","626401139","159518547","16.78","57.799999999999955","2.948","79.0","17.65","853.0","300","104","91","24","1","0.0","57.799999999999955","2.948","37.5","248.0","48.18","16","91","0","0.0",
"856074899","626401258","159518064","19.65","57.799999999999955","2.948","79.0","8.68","910.0","300","107","91","24","1","0.0","57.799999999999955","2.948","37.5","248.0","48.34","229","91","122","0.0","65378","16","0.0",
"856074900","626401324","159517500","22.85","57.799999999999955","2.827","78.0","8.68","910.0","300","110","91","24","1","0.0","57.799999999999955","2.827","37.75","249.0","48.34","292","90","244","0.0","65378","41","0.0",
"856074901","626401463","159517056","25.67","57.60000000000002","2.715","77.0","7.9","946.0","300","112","91","24","1","0.5","57.60000000000002","2.715","38.5","252.0","48.65","263","90","244","9.75","65379","107","12.75",
"856074902","626401619","159516660","28.27","57.60000000000002","2.715","77.0","7.81","938.0","300","114","91","24","1","0.5","57.60000000000002","2.715","38.75","253.0","48.75","261","91","244","6.0","65379","77","13.125",
"856074903","626401860","159516371","31.05","57.60000000000002","2.678","76.0","7.81","930.0","300","116","91","24","1","0.5","57.60000000000002","2.678","39.0","255.0","48.75","260","92","246","5.875","65379","76","12.75",
"856074904","626401897","159516025","31.05","57.39999999999998","2.594","76.0","7.81","916.0","300","118","91","24","1","0.5","57.39999999999998","2.594","39.0","255.0","48.65","254","92","250","5.75","65379","76","12.75",
"856074905","626402011","159516000","31.51","57.39999999999998","2.575","74.0","7.9","920.0","300","119","90","24","1","0.0","57.39999999999998","2.575","41.25","271.0","48.65","250","89","250","5.625","65379","74","12.625",
"856074906","626402111","159516026","32.21","57.39999999999998","2.323","76.0","8.0","931.0","300","121","84","24","1","0.5","57.39999999999998","2.323","41.5","281.0","48.65","229","87","278","5.625","65379","73","11.875",
"856074907","626402248","159516031","33.34","57.60000000000002","2.118","76.0","8.28","891.0","300","122","84","24","1","0.5","57.60000000000002","2.118","41.5","281.0","48.87","223","84","278","5.375","65379","71","12.375",
"856074908","626402715","159516024","37.59","57.799999999999955","1.922","79.0","8.28","891.0","300","123","87","24","1","0.0","57.799999999999955","1.922","40.5","274.0","48.87","227","91","280","5.75","65379","73","12.125",
"856074909","626403061","159516095","40.7","57.799999999999955","1.922","79.0","10.34","577.0","300","125","87","24","1","0.0","57.799999999999955","1.922","40.5","274.0","49.09","235","89","280","5.75","65379","73","12.5",
"856074910","626403472","159516184","44.32","58.0","2.221","78.0","11.12","647.0","300","125","89","24","1","0.5","58.0","2.221","40.0","268.0","49.34","247","88","274","6.125","65379","75","12.875",
"856074911","626403880","159516227","48.13","58.0","2.305","75.0","11.12","647.0","300","125","90","24","1","0.0","58.0","2.305","40.0","267.0","49.34","257","91","260","5.75","65379","74","12.5",
"856074912","626404382","159516181","52.81","58.0","2.603","75.0","10.03","785.0","300","126","90","24","1","0.0","58.0","2.603","40.0","267.0","49.65","258","91","252","5.75","65379","74","12.5",
"856074913","626404864","159516043","57.38","58.0","2.874","73.0","9.84","799.0","300","126","90","24","1","0.0","58.0","2.874","39.75","265.0","49.75","257","90","250","5.875","65379","75","12.875",
"856074914","626405279","159515837","61.41","58.0","3.275","73.0","9.15","863.0","300","125","90","24","1","0.0","58.0","3.275","39.5","264.0","49.75","268","90","250","5.875","65379","75","12.875",
"856074915","626405666","159515576","65.31","58.0","3.275","74.0","8.78","938.0","300","126","90","24","1","0.5","58.0","3.275","39.25","260.0","49.87","264","91","250","5.875","65379","76","12.5",
"856074916","626405989","159515302","68.71","58.0","3.163","73.0","8.46","948.0","300","127","90","24","1","0.5","58.0","3.163","39.5","262.0","49.87","258","90","252","6.0","65379","76","12.625",
"856074917","626406350","159515064","72.33","58.0","3.023","74.0","8.18","986.0","300","127","90","24","1","0.0","58.0","3.023","39.5","263.0","50.0","253","90","252","5.875","65379","75","13.0",
"856074918","626406677","159514768","75.8","58.0","2.865","74.0","7.81","983.0","300","128","90","24","1","0.0","58.0","2.865","39.25","260.0","50.0","247","88","254","5.875","65379","76","13.375",
"856074919","626406962","159514480","78.92","58.0","2.846","73.0","7.68","977.0","300","128","90","24","1","0.5","58.0","2.846","39.25","260.0","50.0","240","91","254","5.75","65378","74","13.5",
"856074920","626407236","159514091","82.3","58.0","2.846","72.2","7.59","971.0","300","128","91","24","1","0.0","58.0","2.846","39.5","260.0","50.09","250","90","258","5.75","65379","75","12.875",
"856074921","626407537","159513744","85.73","58.0","2.846","72.2","7.59","964.0","300","129","91","24","1","0.0","58.0","2.846","39.5","260.0","50.09","249","91","254","5.625","65378","74","13.0",
"856074922","626407845","159513420","89.13","58.0","2.846","72.2","7.59","964.0","300","130","90","23","1","0.5","58.0","2.846","39.25","260.0","50.09","251","90","254","5.875","65378","75","12.875",
"856074923","626408126","159513057","92.46","58.0","2.865","72.2","7.5","961.0","300","130","90","23","1","0.5","58.0","2.865","39.0","260.0","50.18","246","90","258","5.75","65379","75","12.75",
"856074924","626408408","159512670","95.89","57.799999999999955","2.902","72.2","7.5","959.0","300","130","90","23","1","0.0","57.799999999999955","2.902","39.0","260.0","50.18","242","90","256","5.875","65378","75","12.875",
"856074925","626408548","159511755","100.89","57.799999999999955","2.93","72.2","7.4","960.0","300","131","90","23","1","0.5","57.799999999999955","2.93","39.0","258.0","50.18","244","90","258","5.875","65378","75","12.625",
"856074926","626408728","159511210","104.31","57.799999999999955","2.93","71.2","7.31","959.0","300","131","90","23","1","0.5","57.799999999999955","2.93","38.75","256.0","50.28","244","90","258","5.875","65378","75","12.625",
"856074927","626409044","159510881","107.79","57.799999999999955","2.939","71.2","7.4","961.0","300","133","91","23","1","0.0","57.799999999999955","2.939","38.75","255.0","50.28","238","88","254","5.875","65379","75","12.875",
"856074928","626409264","159510538","110.62","57.60000000000002","2.939","72.2","7.4","965.0","300","133","91","23","1","0.0","57.60000000000002","2.939","38.75","256.0","50.28","244","88","254","5.875","65379","75","12.875",
"856074929","626409669","159510252","114.72","57.60000000000002","2.939","72.2","7.4","967.0","300","133","90","23","1","0.5","57.60000000000002","2.939","38.75","255.0","50.28","242","91","256","5.75","65379","75","12.875",
"856074930","626409942","159509909","117.93","57.60000000000002","2.948","72.2","7.31","965.0","300","133","91","23","1","0.0","57.60000000000002","2.948","39.25","258.0","50.28","242","91","252","5.75","65379","75","12.875",
"856074931","626410231","159509585","121.18","57.60000000000002","2.976","72.2","7.21","982.0","300","133","90","23","1","0.5","57.60000000000002","2.976","39.25","260.0","50.18","251","91","254","5.625","65379","74","13.25",
"856074932","626410439","159509251","123.91","57.60000000000002","2.976","73.0","7.21","982.0","300","134","90","23","1","0.0","57.60000000000002","2.976","39.0","259.0","50.18","257","90","254","5.75","65379","75","13.0",
"856074933","626410671","159508881","126.92","57.39999999999998","2.958","72.2","7.12","987.0","300","134","90","23","1","0.0","57.39999999999998","2.958","39.0","259.0","50.18","258","89","258","5.875","65379","76","13.0",
"856074934","626410937","159508490","130.25","57.39999999999998","2.911","71.2","7.12","982.0","300","134","90","23","1","0.0","57.39999999999998","2.911","39.25","260.0","50.18","258","91","258","6.0","65379","76","12.625",
"856074935","626411169","159508097","133.35","57.60000000000002","2.911","71.2","7.21","967.0","300","134","90","23","1","0.5","57.60000000000002","2.911","39.25","261.0","50.28","264","90","260","5.625","65379","74","11.875",
"856074936","626411380","159507684","136.41","57.60000000000002","2.958","70.2","7.12","970.0","300","135","90","23","1","0.5","57.60000000000002","2.958","39.25","261.0","50.28","262","90","264","5.625","65379","73","12.0",
"856074937","626411565","159507303","139.15","57.60000000000002","2.958","69.2","7.03","976.0","300","135","90","23","1","0.0","57.60000000000002","2.958","39.0","260.0","50.28","264","90","264","5.625","65379","73","12.25",
"856074938","626411737","159506967","141.61","57.799999999999955","2.939","69.2","6.9","974.0","300","135","90","23","1","0.0","57.799999999999955","2.939","39.0","260.0","50.28","260","90","264","5.375","65379","71","12.0",
"856074939","626411899","159506618","144.05","57.799999999999955","2.883","70.2","7.03","972.0","300","135","90","23","1","0.5","57.799999999999955","2.883","39.25","260.0","50.28","266","89","270","5.375","65380","72","12.0",
"856074940","626412077","159506288","146.55","58.0","2.818","71.2","7.31","944.0","300","136","90","23","1","0.0","58.0","2.818","39.0","259.0","50.09","275","90","272","5.375","65380","71","11.875",
"856074941","626412208","159505855","149.23","58.200000000000045","2.781","71.2","7.4","933.0","300","136","90","23","1","0.0","58.200000000000045","2.781","38.75","258.0","50.09","275","90","270","5.375","65380","71","11.875",
"856074942","626412348","159505396","152.06","58.200000000000045","2.743","70.2","7.4","911.0","300","137","90","23","1","0.5","58.200000000000045","2.743","39.25","259.0","50.09","283","89","270","5.625","65380","73","12.0",
"856074943","626412505","159504973","154.75","58.200000000000045","2.743","70.2","7.59","870.0","300","137","91","22","1","0.5","58.200000000000045","2.743","39.0","257.0","50.09","283","89","266","5.625","65380","73","12.0",
"856074944","626412657","159504625","157.14","58.200000000000045","2.753","70.2","7.68","866.0","300","137","93","22","1","0.5","58.200000000000045","2.753","39.25","255.0","50.09","281","92","266","5.625","65380","73","12.125",
"856074945","626412786","159504299","159.28","58.200000000000045","2.753","70.2","7.81","877.0","300","137","93","22","1","0.0","58.200000000000045","2.753","39.25","255.0","50.18","288","91","264","5.625","65380","73","12.125",
"856074946","626412934","159503945","161.67","58.200000000000045","2.725","72.2","7.81","889.0","300","137","92","22","1","0.0","58.200000000000045","2.725","38.75","254.0","50.28","281","92","264","5.125","65380","70","12.25",
"856074947","626413080","159503603","163.98","58.39999999999998","2.659","72.2","8.0","875.0","300","137","92","22","1","0.0","58.39999999999998","2.659","38.75","254.0","50.5","275","92","260","5.125","65380","71","13.125",
"856074948","626413241","159503297","166.23","58.39999999999998","2.631","72.2","8.09","864.0","300","138","91","22","1","0.5","58.39999999999998","2.631","38.75","254.0","50.59","283","89","250","5.5","65380","74","13.0",
"856074949","626413392","159502986","168.48","58.60000000000002","2.603","72.2","8.18","847.0","300","138","91","22","1","0.0","58.60000000000002","2.603","38.75","254.0","50.59","284","91","250","5.875","65380","75","13.125",
"856074950","626413545","159502655","170.8","58.39999999999998","2.575","71.2","8.18","833.0","300","138","91","22","1","0.0","58.39999999999998","2.575","38.25","253.0","50.59","282","89","250","6.125","65380","77","12.0",
"856074951","626413687","159502212","173.63","58.60000000000002","2.566","70.2","8.37","803.0","300","138","91","22","1","0.5","58.60000000000002","2.566","38.75","253.0","50.5","278","89","260","6.125","65380","77","12.0",
"856074952","626413827","159501789","176.31","58.799999999999955","2.566","69.2","8.37","801.0","300","139","92","22","1","0.5","58.799999999999955","2.566","39.0","253.0","50.5","275","91","260","5.75","65380","74","12.125",
"856074953","626413969","159501318","179.25","59.0","2.566","69.2","8.37","811.0","300","139","91","22","1","0.5","59.0","2.566","38.75","254.0","50.4","269","91","260","5.75","65380","74","12.125",
"856074954","626414148","159500925","182.04","59.200000000000045","2.575","70.2","8.18","833.0","300","138","91","22","1","0.0","59.200000000000045","2.575","39.0","256.0","50.4","263","90","260","5.25","65380","71","12.25",
"856074955","626414325","159500434","185.25","59.200000000000045","2.631","70.2","8.0","872.0","300","139","90","22","1","0.5","59.200000000000045","2.631","38.75","256.0","50.4","268","90","262","5.5","65380","73","12.375",
"856074956","626414504","159499980","188.3","59.200000000000045","2.65","69.2","7.81","883.0","300","140","91","22","1","0.0","59.200000000000045","2.65","39.5","259.0","50.21","268","91","262","5.625","65380","74","11.875",
"856074957","626414669","159499538","191.22","59.200000000000045","2.706","68.2","7.59","910.0","300","140","91","22","1","0.5","59.200000000000045","2.706","39.5","258.0","50.09","269","90","262","5.5","65380","73","11.75",
"856074958","626414855","159499105","194.23","59.200000000000045","2.725","68.2","7.4","948.0","300","140","91","22","1","0.0","59.200000000000045","2.725","38.75","255.0","50.0","258","90","264","5.5","65380","72","12.0",
"856074959","626415077","159498645","197.56","59.200000000000045","2.743","72.2","7.5","990.0","300","140","89","22","1","0.5","59.200000000000045","2.743","38.5","257.0","49.87","266","92","262","5.5","65381","73","12.125",
"856074960","626415275","159498216","200.6","59.200000000000045","2.762","72.2","7.4","989.0","300","140","88","22","1","0.5","59.200000000000045","2.762","38.5","257.0","49.87","266","90","262","5.5","65381","73","12.125",
"856074961","626415485","159497771","203.79","59.39999999999998","2.781","72.2","7.31","983.0","300","140","89","21","1","0.5","59.39999999999998","2.781","38.5","257.0","49.87","266","90","262","5.5","65381","73","12.125",
"856074962","626415716","159497319","207.14","59.60000000000002","2.799","71.2","7.21","986.0","300","140","90","21","1","0.0","59.60000000000002","2.799","38.5","256.0","49.78","272","89","262","5.875","65381","75","12.625",
"856074963","626415949","159496783","210.88","59.799999999999955","2.827","71.2","7.21","985.0","300","140","90","21","1","0.0","59.799999999999955","2.827","38.5","256.0","49.78","288","89","264","5.875","65381","75","12.625",
"856074964","626416197","159496228","214.78","60.0","2.874","72.2","7.21","993.0","300","141","90","21","1","0.5","60.0","2.874","38.25","253.0","49.78","279","90","266","5.625","65381","74","12.125",
"856074965","626416443","159495659","218.75","60.0","2.911","72.2","7.12","1005.0","300","141","90","21","1","0.5","60.0","2.911","38.25","253.0","49.78","281","90","262","5.625","65381","73","12.0",
"856074966","626416703","159494981","223.29","60.0","2.967","72.2","6.9","1052.0","300","141","90","21","1","0.5","60.0","2.967","38.25","253.0","49.78","275","91","260","5.625","65381","73","12.125",
"856074967","626416955","159494444","227.13","60.0","3.051","72.2","6.71","1154.0","300","141","91","21","1","0.0","60.0","3.051","38.25","253.0","49.78","287","91","260","5.625","65381","74","12.25",
"856074968","626417148","159493749","231.47","60.0","3.471","72.2","6.53","1147.0","300","141","90","21","1","0.5","60.0","3.471","38.25","253.0","49.78","287","91","260","5.625","65381","74","12.25",
"856074969","626417352","159492941","236.43","60.0","3.62","72.2","6.43","1167.0","300","142","90","21","1","0.5","60.0","3.62","38.25","253.0","49.78","290","91","254","5.625","65381","74","12.25",
"856074970","626417599","159492297","240.73","60.0","3.62","72.2","6.25","1189.0","300","142","90","21","1","0.5","60.0","3.62","38.25","254.0","49.78","286","89","254","5.75","65381","75","12.375",
"856074971","626417845","159491852","244.15","60.0","3.62","76.0","6.25","1247.0","300","142","88","21","1","0.5","60.0","3.62","38.25","259.0","49.78","286","88","254","5.75","65381","75","12.625",
"856074972","626418053","159491481","247.01","60.200000000000045","3.574","66.2","5.93","1419.0","300","142","69","21","1","0.0","60.200000000000045","3.574","40.5","307.0","49.78","278","89","258","6.0","65381","76","12.625",
"856074973","626418270","159491192","249.59","60.39999999999998","2.939","58.5","5.34","2135.0","300","142","64","21","1","0.0","60.39999999999998","2.939","40.5","332.0","49.9","251","82","262","5.875","65382","75","12.5",
"856074974","626418484","159490649","253.11","60.60000000000002","2.827","57.5","4.87","2263.0","300","142","56","21","1","0.5","60.60000000000002","2.827","39.5","414.0","49.9","179","57","244","5.75","65382","74","0.0",
"856074975","626418766","159490185","256.67","60.799999999999955","2.827","77.0","5.15","1019.0","300","143","68","21","1","0.0","60.799999999999955","2.827","38.0","343.0","50.09","137","57","242","0.0","65382","16","0.0",
"856074976","626419122","159490082","260.04","61.0","3.322","85.7","7.68","956.0","300","143","89","21","1","0.5","61.0","3.322","38.0","298.0","50.09","130","57","984","0.0","65382","16","0.0",
"856074977","626419486","159490090","263.43","61.0","3.322","84.7","7.31","1121.0","300","143","90","21","1","0.0","61.0","3.322","38.0","281.0","50.18","164","81","984","0.0","65382","16","0.0",
"856074978","626419835","159490123","266.7","61.200000000000045","3.322","80.0","7.21","1119.0","300","143","90","21","1","0.0","61.200000000000045","3.322","38.0","270.0","50.18","241","85","426","0.0","65382","41","0.0",
"856074979","626420164","159490406","270.05","61.200000000000045","3.228","78.0","6.9","1124.0","300","144","89","21","1","0.5","61.200000000000045","3.228","38.0","267.0","50.31","277","89","254","0.0","65382","41","4.875",
"856074980","626420414","159490498","272.44","61.0","3.34","78.0","6.9","1103.0","300","144","89","20","1","0.5","61.0","3.34","38.0","263.0","50.31","279","91","254","6.0","65382","76","12.5",
"856074981","626420767","159490817","276.11","61.0","3.2","76.0","6.81","1093.0","300","144","90","20","1","0.0","61.0","3.2","38.0","260.0","50.31","274","90","254","5.875","65382","75","12.5",
"856074982","626421057","159490977","278.95","61.0","3.34","74.0","6.71","1088.0","300","144","90","20","1","0.0","61.0","3.34","38.25","260.0","50.31","274","90","254","5.875","65382","75","12.5",
"856074983","626421343","159491300","282.12","61.0","3.172","73.0","6.71","1088.0","300","144","90","20","1","0.0","61.0","3.172","38.25","258.0","50.31","276","89","256","5.875","65382","75","12.75",
"856074984","626421520","159491513","284.14","61.200000000000045","3.172","73.0","6.53","1090.0","300","145","90","20","1","0.0","61.200000000000045","3.172","38.5","259.0","50.43","271","90","256","6.0","65382","76","12.375",
"856074985","626421762","159491841","286.99","61.200000000000045","3.135","73.0","6.53","1088.0","300","144","90","20","1","0.0","61.200000000000045","3.135","38.25","256.0","50.43","271","89","256","6.0","65382","76","12.125",
"856074986","626421974","159492084","289.37","61.200000000000045","2.827","73.0","6.71","1078.0","300","144","90","20","1","0.5","61.200000000000045","2.827","38.0","253.0","50.53","276","92","260","5.625","65382","74","12.5",
"856074987","626422257","159492372","292.45","61.200000000000045","2.771","73.0","6.9","968.0","300","145","91","20","1","0.0","61.200000000000045","2.771","38.5","254.0","50.43","276","92","260","5.625","65382","74","12.5",
"856074988","626422508","159492647","295.24","61.200000000000045","2.818","73.0","7.03","967.0","300","144","91","20","1","0.0","61.200000000000045","2.818","38.25","253.0","50.31","281","89","256","5.625","65382","74","12.875",
"856074989","626422807","159492965","298.54","61.200000000000045","2.865","73.0","7.21","958.0","300","145","90","20","1","0.5","61.200000000000045","2.865","38.25","252.0","50.31","264","91","258","5.625","65382","74","12.5",
"856074990","626423036","159493225","301.12","61.200000000000045","2.911","73.0","7.31","957.0","300","145","90","20","1","0.5","61.200000000000045","2.911","38.0","251.0","50.31","265","90","256","5.75","65382","75","12.25",
"856074991","626423272","159493514","303.83","61.200000000000045","2.93","74.0","7.4","978.0","300","145","90","20","1","0.5","61.200000000000045","2.93","38.0","251.0","50.31","269","91","258","5.625","65382","74","12.625",
"856074992","626423474","159493690","305.95","61.200000000000045","2.93","76.0","7.4","981.0","300","145","90","20","1","0.0","61.200000000000045","2.93","38.0","252.0","50.31","269","91","254","5.625","65382","74","12.625",
"856074993","626423718","159493923","308.57","61.200000000000045","2.911","75.0","7.4","982.0","300","145","89","20","1","0.5","61.200000000000045","2.911","38.0","254.0","50.31","268","88","258","6.0","65382","76","12.375",
"856074994","626423967","159494089","311.07","61.200000000000045","2.846","76.0","7.5","980.0","300","145","89","20","1","0.0","61.200000000000045","2.846","38.0","256.0","50.31","264","89","254","6.0","65382","76","13.0",
"856074995","626424226","159494290","313.73","61.200000000000045","2.837","77.0","7.81","939.0","300","145","89","20","1","0.0","61.200000000000045","2.837","38.25","257.0","50.43","262","87","254","6.0","65382","76","12.875",
"856074996","626424487","159494450","316.33","61.200000000000045","2.809","76.0","7.81","900.0","300","146","89","20","1","0.5","61.200000000000045","2.809","39.25","261.0","50.43","261","90","258","6.0","65382","76","13.0",
"856074997","626424782","159494674","319.35","61.200000000000045","2.809","75.0","7.81","900.0","300","145","90","20","1","0.5","61.200000000000045","2.809","39.25","260.0","50.43","256","88","254","6.0","65382","76","13.125",
"856074998","626425010","159494817","321.63","61.200000000000045","2.799","74.0","7.81","903.0","300","146","90","20","1","0.5","61.200000000000045","2.799","39.0","260.0","50.43","269","87","254","6.375","65382","78","12.625",
"856074999","626425253","159495036","324.21","61.200000000000045","2.799","74.0","7.81","904.0","300","146","90","20","1","0.5","61.200000000000045","2.799","38.75","256.0","50.43","271","91","254","6.125","65382","77","12.125",
"856075000","626425515","159495205","326.83","61.0","2.781","74.0","7.81","911.0","300","146","91","20","1","0.0","61.0","2.781","38.75","256.0","50.43","269","90","252","5.875","65382","75","12.375",
"856075001","626425773","159495410","329.5","61.0","2.771","73.0","7.9","909.0","300","146","91","20","1","0.0","61.0","2.771","38.5","254.0","50.34","274","90","252","5.875","65382","75","12.375",
"856075002","626426036","159495573","332.11","61.0","2.762","73.0","7.9","911.0","300","146","90","20","1","0.5","61.0","2.762","38.25","255.0","50.34","265","90","254","5.875","65382","76","12.625",
"856075003","626426319","159495783","335.0","61.0","2.771","73.0","7.9","910.0","300","146","90","19","1","0.5","61.0","2.771","38.5","256.0","50.34","257","89","256","5.75","65382","75","12.625",
"856075004","626426619","159495981","338.01","61.0","2.771","73.0","7.81","914.0","300","147","90","19","1","0.5","61.0","2.771","38.75","256.0","50.34","250","90","258","5.875","65382","75","12.375",
"856075005","626426922","159496208","341.12","61.0","2.79","72.2","7.68","926.0","300","146","90","19","1","0.5","61.0","2.79","38.75","256.0","50.34","253","90","258","5.75","65382","75","12.625",
"856075006","626427188","159496402","343.83","60.799999999999955","2.79","72.2","7.59","931.0","300","146","91","19","1","0.0","60.799999999999955","2.79","38.75","255.0","50.43","252","91","254","5.875","65382","75","12.75",
"856075007","626427479","159496600","346.76","60.799999999999955","2.799","71.2","7.59","931.0","300","146","91","19","1","0.5","60.799999999999955","2.799","38.5","252.0","50.43","255","91","252","5.75","65382","75","12.75",
"856075008","626427773","159496815","349.76","60.60000000000002","2.809","71.2","7.4","967.0","300","146","91","19","1","0.5","60.60000000000002","2.809","38.5","252.0","50.43","254","92","252","5.75","65382","75","12.75",
"856075009","626428050","159497049","352.67","60.60000000000002","2.809","71.2","7.31","977.0","300","146","91","19","1","0.5","60.60000000000002","2.809","38.5","252.0","50.53","257","92","252","5.75","65382","75","12.75",
"856075010","626428303","159497252","355.28","60.39999999999998","2.827","72.2","7.21","981.0","300","146","90","19","1","0.5","60.39999999999998","2.827","38.25","253.0","50.53","249","90","252","5.625","65382","74","12.625",
"856075011","626428566","159497451","357.99","60.200000000000045","2.827","72.2","7.21","982.0","300","146","90","19","1","0.5","60.200000000000045","2.827","38.0","252.0","50.65","242","92","254","5.625","65382","74","12.25",
"856075012","626428811","159497657","360.55","60.200000000000045","2.837","72.2","7.12","988.0","300","145","90","19","1","0.5","60.200000000000045","2.837","38.5","255.0","50.53","238","90","262","5.5","65382","73","12.0",
"856075013","626429074","159497873","363.29","60.200000000000045","2.827","72.2","7.21","984.0","300","145","90","19","1","0.0","60.200000000000045","2.827","38.5","256.0","50.53","245","90","262","5.625","65382","73","12.375",
"856075014","626429375","159498066","366.31","60.200000000000045","2.827","75.0","7.31","976.0","300","145","89","19","1","0.5","60.200000000000045","2.827","38.25","256.0","50.43","242","88","264","5.625","65382","73","12.25",
"856075015","626429666","159498278","369.28","60.200000000000045","2.827","75.0","7.5","958.0","300","146","89","19","1","0.5","60.200000000000045","2.827","38.25","256.0","50.53","245","90","266","5.75","65382","74","12.125",
"856075016","626429952","159498456","372.13","60.200000000000045","2.837","75.0","7.5","954.0","300","145","89","19","1","0.5","60.200000000000045","2.837","38.25","256.0","50.53","248","89","264","5.75","65382","74","12.125",
"856075017","626430260","159498665","375.24","60.200000000000045","2.837","74.0","7.5","959.0","300","145","89","19","1","0.5","60.200000000000045","2.837","38.25","256.0","50.53","238","90","264","5.625","65382","73","12.75",
"856075018","626430539","159498862","378.07","60.200000000000045","2.846","74.0","7.4","964.0","300","145","89","19","1","0.5","60.200000000000045","2.846","38.25","256.0","50.53","238","90","262","5.625","65382","73","12.75",
"856075019","626430933","159499065","381.92","60.200000000000045","2.846","74.0","7.31","974.0","300","145","90","19","1","0.0","60.200000000000045","2.846","38.5","256.0","50.53","241","90","262","5.75","65382","74","12.375",
"856075020","626431381","159499228","386.18","60.200000000000045","2.855","73.0","7.21","989.0","300","145","90","19","1","0.0","60.200000000000045","2.855","38.5","257.0","50.53","251","90","262","5.75","65382","74","12.125",
"856075021","626431762","159499428","389.91","60.200000000000045","2.865","73.0","7.21","989.0","300","144","90","19","1","0.0","60.200000000000045","2.865","38.75","257.0","50.53","245","88","260","5.625","65382","74","12.5",
"856075022","626432127","159499590","393.44","60.200000000000045","2.883","73.0","7.12","1017.0","300","144","89","19","1","0.5","60.200000000000045","2.883","39.25","261.0","50.53","243","88","260","6.0","65382","75","12.5",
"856075023","626432522","159499730","397.2","60.0","2.893","73.0","6.9","1045.0","300","145","89","19","1","0.5","60.0","2.893","38.75","259.0","50.53","246","88","262","6.0","65382","76","12.5",
"856075024","626432856","159499832","400.37","60.0","2.893","74.0","6.9","1045.0","300","144","89","19","1","0.5","60.0","2.893","38.75","257.0","50.53","243","92","262","6.0","65382","76","11.875",
"856075025","626433198","159499975","403.66","60.0","2.911","75.0","6.9","1070.0","300","145","89","19","1","0.5","60.0","2.911","38.5","256.0","50.53","243","92","268","6.0","65382","76","11.875",
"856075026","626433499","159500074","406.52","60.0","3.042","75.0","6.81","1071.0","300","145","90","19","1","0.0","60.0","3.042","38.75","257.0","50.53","249","89","264","5.875","65382","75","12.5",
"856075027","626433795","159500207","409.39","60.0","3.042","74.0","6.81","1071.0","300","145","90","19","1","0.0","60.0","3.042","38.75","257.0","50.53","255","91","260","5.75","65382","75","12.625",
"856075028","626434032","159500318","411.69","59.799999999999955","3.032","75.0","6.9","1069.0","300","145","90","19","1","0.0","59.799999999999955","3.032","38.25","255.0","50.53","251","87","256","5.875","65382","75","12.625",
"856075029","626434288","159500470","414.22","59.799999999999955","3.004","75.0","6.9","1062.0","300","144","90","19","1","0.0","59.799999999999955","3.004","38.25","255.0","50.53","247","91","254","5.875","65382","75","12.5",
"856075030","626434551","159500567","416.73","59.799999999999955","2.855","75.0","6.9","1043.0","300","144","90","18","1","0.0","59.799999999999955","2.855","38.25","255.0","50.62","247","91","254","5.875","65382","75","12.5",
"856075031","626434813","159500701","419.29","59.799999999999955","2.855","74.0","7.03","1026.0","300","144","90","18","1","0.0","59.799999999999955","2.855","38.25","256.0","50.62","244","90","254","6.0","65382","76","12.5",
"856075032","626435033","159500805","421.43","59.799999999999955","2.855","74.0","7.03","1026.0","300","144","89","18","1","0.5","59.799999999999955","2.855","38.25","256.0","50.62","242","89","256","6.0","65382","76","12.625",
