record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856075033","626435252","159500928","423.58","59.799999999999955","2.818","74.0","7.03","1026.0","300","143","89","18","1","0.5","59.799999999999955","2.818","38.75","259.0","50.62","242","89","256","6.0","65382","76","12.625",
"856075034","626435484","159501051","425.86","59.799999999999955","2.669","74.0","7.03","1026.0","300","143","89","18","1","0.5","59.799999999999955","2.669","39.0","262.0","50.62","244","89","258","6.0","65382","76","12.625",
"856075035","626435730","159501188","428.28","59.799999999999955","2.613","75.0","7.4","971.0","300","144","89","18","1","0.0","59.799999999999955","2.613","39.5","265.0","50.71","235","89","264","5.875","65381","75","12.25",
"856075036","626435993","159501300","430.82","59.799999999999955","2.613","75.0","7.59","923.0","300","143","89","18","1","0.0","59.799999999999955","2.613","39.5","265.0","50.59","230","89","262","5.875","65381","75","12.5",
"856075037","626436279","159501465","433.64","59.799999999999955","2.613","74.0","7.81","899.0","300","143","89","18","1","0.5","59.799999999999955","2.613","39.0","261.0","50.5","236","88","270","6.0","65382","75","12.5",
"856075038","626436566","159501623","436.47","59.60000000000002","2.641","74.0","7.9","895.0","300","143","89","18","1","0.5","59.60000000000002","2.641","38.75","260.0","50.5","238","90","268","5.875","65382","75","12.0",
"856075039","626436843","159501843","439.32","59.60000000000002","2.669","73.0","7.9","896.0","300","143","90","18","1","0.0","59.60000000000002","2.669","38.5","257.0","50.5","234","89","264","5.625","65382","73","12.0",
"856075040","626437196","159501956","442.67","59.60000000000002","2.697","72.2","7.9","903.0","300","144","90","18","1","0.5","59.60000000000002","2.697","38.5","257.0","50.5","237","89","260","5.75","65382","74","12.25",
"856075041","626437560","159502112","446.18","59.60000000000002","2.715","72.2","7.9","906.0","300","143","90","18","1","0.5","59.60000000000002","2.715","38.75","257.0","50.5","240","91","260","5.5","65381","73","12.25",
"856075042","626437855","159502278","449.09","59.60000000000002","2.762","73.0","7.81","945.0","300","144","90","18","1","0.5","59.60000000000002","2.762","38.5","256.0","50.5","240","89","260","5.875","65381","75","12.375",
"856075043","626438203","159502423","452.43","59.60000000000002","2.827","74.0","7.59","980.0","300","143","90","18","1","0.0","59.60000000000002","2.827","38.5","257.0","50.5","240","90","254","5.875","65381","75","12.75",
"856075044","626438529","159502550","455.56","59.60000000000002","2.855","74.0","7.5","993.0","300","143","89","18","1","0.5","59.60000000000002","2.855","38.75","259.0","50.5","240","91","254","5.875","65381","76","12.75",
"856075045","626438848","159502724","458.7","59.60000000000002","2.93","74.0","7.31","1014.0","300","143","89","18","1","0.5","59.60000000000002","2.93","38.75","260.0","50.5","244","90","260","6.0","65382","76","12.625",
"856075046","626439176","159502875","461.87","59.60000000000002","2.939","74.0","7.21","1020.0","300","143","89","18","1","0.5","59.60000000000002","2.939","39.0","261.0","50.5","244","89","260","5.875","65382","76","12.5",
"856075047","626439499","159503117","465.18","59.60000000000002","2.948","73.0","7.21","1021.0","300","143","89","18","1","0.5","59.60000000000002","2.948","39.0","261.0","50.5","234","89","264","5.875","65381","75","12.375",
"856075048","626439836","159503284","468.47","59.60000000000002","2.958","73.0","7.12","1022.0","300","143","89","18","1","0.5","59.60000000000002","2.958","39.0","261.0","50.5","235","88","264","5.875","65381","75","12.5",
"856075049","626440127","159503518","471.48","59.60000000000002","2.967","73.0","7.12","1020.0","300","143","89","18","1","0.5","59.60000000000002","2.967","39.0","261.0","50.59","235","89","264","5.875","65381","75","12.5",
"856075050","626440436","159503687","474.52","59.39999999999998","2.976","73.0","7.12","1019.0","300","143","89","18","1","0.5","59.39999999999998","2.976","39.25","262.0","50.59","243","88","264","5.875","65382","74","12.625",
"856075051","626440730","159503914","477.55","59.39999999999998","2.976","72.2","7.03","1021.0","300","143","90","18","1","0.0","59.39999999999998","2.976","39.25","262.0","50.59","241","90","262","5.875","65382","75","12.375",
"856075052","626441040","159504072","480.57","59.0","2.986","72.2","7.03","1020.0","300","142","90","18","1","0.0","59.0","2.986","39.0","260.0","50.59","241","90","262","5.875","65381","75","12.375",
"856075053","626441362","159504232","483.71","59.200000000000045","2.986","73.0","7.03","1021.0","300","143","90","18","1","0.0","59.200000000000045","2.986","39.25","262.0","50.59","241","90","262","5.875","65381","75","12.375",
"856075054","626441693","159504380","486.91","58.799999999999955","2.986","72.2","7.03","1017.0","300","142","90","18","1","0.0","58.799999999999955","2.986","39.25","263.0","50.59","249","90","258","5.875","65382","75","12.375",
"856075055","626442010","159504592","490.09","59.0","2.995","72.2","7.03","1013.0","300","142","90","18","1","0.0","59.0","2.995","39.25","261.0","50.5","250","89","258","5.75","65382","74","12.375",
"856075056","626442275","159504742","492.71","58.799999999999955","3.004","73.0","7.03","1013.0","300","142","90","18","1","0.0","58.799999999999955","3.004","38.75","259.0","50.5","242","90","258","5.75","65381","74","12.625",
"856075057","626442567","159504942","495.66","58.799999999999955","3.004","74.0","7.03","1021.0","300","142","90","18","1","0.0","58.799999999999955","3.004","38.75","258.0","50.5","245","90","260","5.75","65381","75","12.625",
"856075058","626442851","159505089","498.45","58.60000000000002","2.995","73.0","7.03","1021.0","300","142","90","18","1","0.0","58.60000000000002","2.995","38.75","257.0","50.5","242","90","260","5.75","65381","74","12.5",
"856075059","626443137","159505265","501.29","58.799999999999955","2.995","72.2","7.03","1012.0","300","142","90","18","1","0.5","58.799999999999955","2.995","38.75","256.0","50.5","238","89","262","5.75","65381","74","12.5",
"856075060","626443443","159505402","504.25","58.799999999999955","2.986","72.2","7.12","989.0","300","142","90","18","1","0.5","58.799999999999955","2.986","38.75","256.0","50.5","240","89","264","5.75","65381","74","12.375",
"856075061","626443730","159505593","507.13","59.0","2.986","72.2","7.12","988.0","300","141","90","18","1","0.5","59.0","2.986","39.0","258.0","50.5","240","89","264","5.75","65381","74","12.375",
"856075062","626444047","159505754","510.23","58.799999999999955","2.986","72.2","7.12","983.0","300","141","90","17","1","0.5","58.799999999999955","2.986","38.75","257.0","50.5","231","91","262","5.5","65381","73","12.125",
"856075063","626444339","159505980","513.24","58.799999999999955","2.986","72.2","7.21","981.0","300","142","90","17","1","0.5","58.799999999999955","2.986","39.0","257.0","50.5","232","89","262","5.625","65381","73","12.25",
"856075064","626444637","159506171","516.23","58.799999999999955","2.986","72.2","7.12","981.0","300","142","90","17","1","0.5","58.799999999999955","2.986","38.75","257.0","50.59","238","91","262","5.5","65381","73","12.25",
"856075065","626444922","159506432","519.26","58.799999999999955","2.986","72.2","7.12","980.0","300","141","90","17","1","0.5","58.799999999999955","2.986","38.75","256.0","50.59","234","90","264","5.75","65381","74","12.125",
"856075066","626445225","159506640","522.32","58.799999999999955","2.976","72.2","7.12","979.0","300","140","90","17","1","0.5","58.799999999999955","2.976","38.75","256.0","50.68","227","91","266","5.5","65381","73","12.0",
"856075067","626445527","159506881","525.45","58.799999999999955","2.976","72.2","7.12","980.0","300","140","90","17","1","0.5","58.799999999999955","2.976","38.75","258.0","50.78","220","90","264","5.5","65380","72","12.125",
"856075068","626445767","159507063","527.91","58.799999999999955","2.986","72.2","7.12","984.0","300","139","90","17","1","0.5","58.799999999999955","2.986","38.75","258.0","50.65","222","89","264","5.5","65381","72","12.125",
"856075069","626446062","159507271","530.9","58.799999999999955","2.986","72.2","7.12","985.0","300","139","90","17","1","0.5","58.799999999999955","2.986","39.25","259.0","50.53","229","91","262","5.5","65381","73","12.25",
"856075070","626446375","159507435","533.96","58.799999999999955","2.967","71.2","7.12","981.0","300","139","90","17","1","0.5","58.799999999999955","2.967","39.25","260.0","50.53","223","89","264","5.625","65380","74","12.25",
"856075071","626446699","159507609","537.15","58.60000000000002","2.967","71.2","7.12","977.0","300","140","90","17","1","0.5","58.60000000000002","2.967","39.0","257.0","50.43","223","91","262","5.625","65380","73","12.25",
"856075072","626446947","159507773","539.64","58.60000000000002","2.976","71.2","7.12","973.0","300","139","90","17","1","0.5","58.60000000000002","2.976","39.0","257.0","50.43","223","91","262","5.625","65380","73","12.25",
"856075073","626447196","159507952","542.17","58.60000000000002","2.976","70.2","7.12","977.0","300","137","91","17","1","0.0","58.60000000000002","2.976","39.25","259.0","50.43","225","91","262","5.5","65380","72","12.375",
"856075074","626447523","159508089","545.32","58.39999999999998","2.976","71.2","7.12","981.0","300","135","90","17","1","0.5","58.39999999999998","2.976","39.0","258.0","50.43","225","90","264","5.5","65380","73","12.25",
"856075075","626447765","159508282","547.82","58.39999999999998","2.939","73.0","7.21","980.0","300","134","90","17","1","0.0","58.39999999999998","2.939","38.75","259.0","50.43","221","90","264","5.5","65380","73","12.375",
"856075076","626448008","159508451","550.28","58.200000000000045","2.93","73.0","7.4","943.0","300","133","89","17","1","0.5","58.200000000000045","2.93","39.0","260.0","50.43","219","90","264","5.5","65380","73","12.25",
"856075077","626448295","159508675","553.25","58.200000000000045","2.911","73.0","7.5","940.0","300","133","90","17","1","0.0","58.200000000000045","2.911","39.5","263.0","50.43","227","89","264","5.625","65380","73","12.125",
"856075078","626448567","159508874","556.02","58.200000000000045","2.902","73.0","7.5","935.0","300","132","90","17","1","0.0","58.200000000000045","2.902","39.75","265.0","50.43","230","87","264","5.625","65380","73","12.25",
"856075079","626448858","159509111","559.05","58.0","2.902","72.2","7.5","937.0","300","132","90","17","1","0.0","58.0","2.902","39.5","265.0","50.43","232","91","262","5.75","65380","74","12.375",
"856075080","626449196","159509325","562.42","58.0","2.902","72.2","7.5","941.0","300","132","90","17","1","0.0","58.0","2.902","39.75","265.0","50.43","232","88","262","5.75","65380","74","12.125",
"856075081","626449413","159509608","564.99","58.0","2.902","72.2","7.4","950.0","300","132","89","17","1","0.5","58.0","2.902","39.75","265.0","50.53","227","90","268","5.625","65380","73","11.875",
"856075082","626449698","159509876","568.06","58.0","2.902","71.2","7.31","955.0","300","132","90","17","1","0.0","58.0","2.902","40.0","266.0","50.53","226","90","266","5.5","65380","72","12.25",
"856075083","626449982","159510192","571.27","58.0","2.902","71.2","7.21","962.0","300","133","89","17","1","0.5","58.0","2.902","40.0","268.0","50.4","228","90","270","5.5","65380","72","12.25",
"856075084","626450308","159510472","574.69","57.799999999999955","2.902","71.2","7.31","966.0","300","134","89","17","1","0.5","57.799999999999955","2.902","39.75","266.0","50.21","224","90","268","5.5","65380","72","12.0",
"856075085","626450610","159510810","578.09","57.799999999999955","2.911","72.2","7.31","970.0","300","135","90","17","1","0.0","57.799999999999955","2.911","39.5","264.0","50.21","225","89","268","5.625","65380","73","12.0",
"856075086","626450879","159511146","581.24","57.799999999999955","2.921","71.2","7.21","973.0","300","136","90","17","1","0.0","57.799999999999955","2.921","39.75","264.0","50.21","226","90","264","5.625","65380","73","12.25",
"856075087","626451128","159511513","584.37","57.799999999999955","2.921","71.2","6.9","1000.0","300","137","90","17","1","0.0","57.799999999999955","2.921","39.75","264.0","50.09","230","90","264","5.75","65380","74","12.25",
"856075088","626451362","159511846","587.24","57.60000000000002","2.921","71.2","6.9","1009.0","300","137","90","17","1","0.0","57.60000000000002","2.921","39.75","265.0","50.09","227","90","264","5.625","65380","73","12.25",
"856075089","626451572","159512246","590.25","57.60000000000002","2.921","71.2","6.9","1014.0","300","137","90","17","1","0.0","57.60000000000002","2.921","39.5","265.0","50.09","227","90","264","5.625","65380","73","12.25",
"856075090","626451771","159512614","593.05","57.60000000000002","2.921","71.2","6.9","1012.0","300","138","90","17","1","0.0","57.60000000000002","2.921","39.5","264.0","50.09","225","88","274","5.625","65380","73","11.625",
"856075091","626452030","159513014","596.35","57.60000000000002","2.921","71.2","6.9","994.0","300","138","90","17","1","0.0","57.60000000000002","2.921","39.75","264.0","50.0","226","89","274","5.375","65380","71","11.625",
"856075092","626452252","159513423","599.46","57.60000000000002","2.921","71.2","7.03","986.0","300","139","90","17","1","0.5","57.60000000000002","2.921","39.75","264.0","49.9","225","92","272","5.375","65380","71","11.875",
"856075093","626452429","159513833","602.32","57.60000000000002","2.921","71.2","7.12","983.0","300","139","90","17","1","0.5","57.60000000000002","2.921","39.5","263.0","49.9","227","91","272","5.375","65380","71","11.75",
"856075094","626452588","159514218","604.96","57.60000000000002","2.921","72.2","7.12","980.0","300","139","90","17","1","0.5","57.60000000000002","2.921","39.5","262.0","49.9","228","91","272","5.375","65380","71","11.75",
