record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],
"855734251","626404078","159521776","0.0","57.39999999999998","1.39","0.0","0.0","0.0","0.0","0.0","0.0","300","50","0","20","1","0.0","57.39999999999998","1.39","0","0","0","0.0",
"855734252","626403895","159521800","0.0","57.39999999999998","0.0","1.7","46.75","234.0","0.78","40.31","249.0","300","50","128","20","1","0.0","57.39999999999998","0.0","0","0","0","0.0",
"855734253","626403840","159521904","0.4","57.60000000000002","1.353","45.7","38.75","247.0","0.78","40.93","249.0","300","50","102","19","1","0.5","57.60000000000002","1.353","0","0","0","0.0",
"855734254","626403945","159521983","1.46","58.200000000000045","1.764","67.2","37.75","241.0","2.21","43.18","248.0","300","51","95","19","1","0.0","58.200000000000045","1.764","0","0","0","0.0",
"855734256","626404153","159521864","3.12","58.0","1.857","72.2","38.0","243.0","29.96","46.28","250.0","300","54","93","19","1","0.5","58.0","1.857","0","0","0","0.0",
"855734257","626404313","159521616","4.84","57.799999999999955","1.922","73.0","38.0","244.0","28.59","46.9","266.0","300","56","93","19","1","0.5","57.799999999999955","1.922","0","0","0","0.0",
"855734258","626404300","159521021","8.22","57.799999999999955","2.426","72.2","38.25","243.0","10.62","47.5","626.0","300","59","94","19","1","0.5","57.799999999999955","2.426","0","0","0","0.0",
"855734259","626404386","159520578","10.82","57.799999999999955","2.715","73.0","38.5","245.0","10.62","47.81","716.0","300","70","93","19","1","0.5","57.799999999999955","2.715","0","0","0","0.0",
"855734260","626404455","159520136","13.41","57.799999999999955","2.827","75.0","39.0","249.0","10.53","47.9","725.0","300","76","93","19","1","0.0","57.799999999999955","2.827","0","0","0","0.0",
"855734261","626404525","159519702","15.96","57.60000000000002","2.762","75.0","39.25","251.0","10.03","48.0","764.0","300","81","93","19","1","0.0","57.60000000000002","2.762","0","0","0","0.0",
"855734262","626404627","159519155","19.1","57.60000000000002","2.799","75.0","39.25","251.0","9.75","48.12","795.0","300","81","92","19","1","0.5","57.60000000000002","2.799","0","0","0","0.0",
"855734263","626404497","159518517","21.81","57.60000000000002","2.799","76.0","39.0","250.0","9.56","48.34","812.0","300","83","92","19","1","0.5","57.60000000000002","2.799","0","0","0","0.0",
"855734264","626404461","159518025","24.08","57.60000000000002","2.846","75.0","39.0","251.0","9.37","48.34","830.0","300","89","92","19","1","0.5","57.60000000000002","2.846","0","0","0","0.0",
"855734265","626404252","159517373","24.08","57.39999999999998","2.902","75.0","39.25","252.0","8.87","48.34","850.0","300","93","92","19","1","0.5","57.39999999999998","2.902","0","0","0","0.0",
"855734266","626404320","159517102","24.38","57.39999999999998","2.837","73.0","39.25","250.0","8.46","48.43","876.0","300","96","93","19","1","0.5","57.39999999999998","2.837","0","0","0","0.0",
"855734267","626404265","159516960","24.38","57.39999999999998","2.071","69.2","39.75","254.0","8.28","48.53","836.0","300","99","93","19","1","0.5","57.39999999999998","2.071","0","0","0","0.0",
"855734268","626404311","159516963","24.8","57.39999999999998","1.791","69.2","39.5","255.0","8.37","48.65","834.0","300","101","93","19","1","0.0","57.39999999999998","1.791","0","0","0","0.0",
"855734269","626404377","159516831","25.6","57.39999999999998","1.791","70.2","39.5","254.0","9.37","48.75","596.0","300","103","93","19","1","0.0","57.39999999999998","1.791","0","0","0","0.0",
"855734270","626404466","159516708","26.3","57.39999999999998","1.81","71.2","39.5","255.0","10.25","48.87","615.0","300","105","93","19","1","0.0","57.39999999999998","1.81","0","0","0","0.0",
"855734271","626404659","159516690","28.08","57.39999999999998","1.941","72.2","39.5","256.0","10.71","48.96","613.0","300","107","93","19","1","0.0","57.39999999999998","1.941","0","0","0","0.0",
"855734272","626404884","159516466","30.24","57.39999999999998","2.379","71.2","39.5","254.0","10.81","48.96","614.0","300","112","92","19","1","0.5","57.39999999999998","2.379","0","0","0","0.0",
"855734273","626405187","159516492","33.06","57.60000000000002","2.678","71.2","38.75","252.0","10.71","48.96","649.0","300","117","92","19","1","0.0","57.60000000000002","2.678","0","0","0","0.0",
"855734274","626405384","159516430","34.9","57.60000000000002","2.678","72.2","39.25","253.0","10.71","49.09","662.0","300","117","92","19","1","0.5","57.60000000000002","2.678","0","0","0","0.0",
"855734275","626405554","159516417","36.45","57.60000000000002","2.174","69.2","39.25","251.0","10.43","49.28","668.0","300","117","94","19","1","0.0","57.60000000000002","2.174","0","0","0","0.0",
"855734276","626405785","159516464","38.61","57.60000000000002","2.174","71.2","38.75","250.0","10.43","49.37","673.0","300","119","94","19","1","0.0","57.60000000000002","2.174","0","0","0","0.0",
"855734277","626406027","159516375","40.87","57.60000000000002","2.351","70.2","39.0","250.0","10.34","49.37","673.0","300","122","94","19","1","0.0","57.60000000000002","2.351","0","0","0","0.0",
"855734278","626406282","159516316","43.26","57.60000000000002","2.501","70.2","39.5","253.0","10.03","49.37","705.0","300","123","94","19","1","0.0","57.60000000000002","2.501","0","0","0","0.0",
"855734279","626406517","159516079","45.8","57.39999999999998","2.538","70.2","39.25","252.0","9.84","49.37","728.0","300","125","93","19","1","0.5","57.39999999999998","2.538","0","0","0","0.0",
"855734280","626406733","159515736","48.6","57.39999999999998","2.575","70.2","39.25","252.0","9.65","49.46","740.0","300","125","93","19","1","0.5","57.39999999999998","2.575","0","0","0","0.0",
"855734281","626406904","159515149","52.21","57.39999999999998","2.594","70.2","39.25","252.0","9.37","49.46","780.0","300","126","93","19","1","0.5","57.39999999999998","2.594","0","0","0","0.0",
"855734282","626407082","159514603","55.67","57.60000000000002","2.734","72.2","39.5","255.0","9.25","49.46","797.0","300","127","92","19","1","0.5","57.60000000000002","2.734","0","0","0","0.0",
"855734283","626407264","159514034","59.29","57.39999999999998","2.846","72.2","39.25","255.0","9.15","49.46","823.0","300","128","92","19","1","0.0","57.39999999999998","2.846","0","0","0","0.0",
"855734284","626407446","159513558","62.47","57.60000000000002","2.911","72.2","39.25","256.0","8.46","49.56","912.0","300","128","91","19","1","0.5","57.60000000000002","2.911","0","0","0","0.0",
"855734285","626407632","159513106","65.55","57.60000000000002","2.911","72.2","39.25","255.0","8.28","49.56","915.0","300","128","92","19","1","0.0","57.60000000000002","2.911","0","0","0","0.0",
"855734286","626407820","159512708","68.41","57.60000000000002","2.911","71.2","39.5","256.0","8.09","49.56","918.0","300","130","92","19","1","0.0","57.60000000000002","2.911","0","0","0","0.0",
"855734287","626408015","159512281","71.45","57.60000000000002","2.902","71.2","39.75","258.0","8.0","49.56","916.0","300","130","92","19","1","0.0","57.60000000000002","2.902","0","0","0","0.0",
"855734288","626408210","159511833","74.58","57.60000000000002","2.902","71.2","39.5","257.0","7.81","49.56","916.0","300","131","92","19","1","0.0","57.60000000000002","2.902","0","0","0","0.0",
"855734289","626408407","159511392","77.69","57.39999999999998","2.911","70.2","40.0","259.0","7.68","49.56","912.0","300","132","92","18","1","0.5","57.39999999999998","2.911","0","0","0","0.0",
"855734290","626408613","159511015","80.57","57.39999999999998","2.911","71.2","39.5","256.0","7.68","49.56","918.0","300","132","92","18","1","0.5","57.39999999999998","2.911","0","0","0","0.0",
"855734291","626408797","159510541","83.75","57.39999999999998","2.911","71.2","39.5","257.0","7.59","49.56","920.0","300","133","91","18","1","0.5","57.39999999999998","2.911","0","0","0","0.0",
"855734292","626408967","159510102","86.7","57.39999999999998","2.911","69.2","39.5","257.0","7.4","49.56","916.0","300","133","92","18","1","0.0","57.39999999999998","2.911","0","0","0","0.0",
"855734293","626409138","159509663","89.66","57.200000000000045","2.911","66.2","39.75","258.0","7.21","49.56","915.0","300","133","92","18","1","0.5","57.200000000000045","2.911","0","0","0","0.0",
"855734294","626409306","159509295","92.28","57.200000000000045","2.911","66.2","40.0","258.0","7.12","49.56","913.0","300","133","92","18","1","0.5","57.200000000000045","2.911","0","0","0","0.0",
"855734295","626409479","159508881","95.1","57.200000000000045","2.893","65.2","40.0","259.0","7.12","49.56","910.0","300","134","93","18","1","0.0","57.200000000000045","2.893","0","0","0","0.0",
"855734296","626409671","159508530","97.77","57.200000000000045","2.874","65.2","40.5","260.0","7.12","49.56","904.0","300","135","93","18","1","0.0","57.200000000000045","2.874","0","0","0","0.0",
"855734297","626409846","159508162","100.42","57.39999999999998","2.855","64.2","40.0","259.0","7.12","49.56","904.0","300","134","92","18","1","0.5","57.39999999999998","2.855","0","0","0","0.0",
"855734298","626410033","159507775","103.19","57.60000000000002","2.837","64.2","40.0","259.0","7.21","49.56","882.0","300","134","92","18","1","0.5","57.60000000000002","2.837","0","0","0","0.0",
"855734299","626410230","159507421","105.9","57.799999999999955","2.818","66.2","39.75","257.0","7.4","49.56","874.0","300","135","92","18","1","0.5","57.799999999999955","2.818","0","0","0","0.0",
"855734300","626410426","159507033","108.77","58.0","2.809","67.2","39.75","257.0","7.4","49.65","871.0","300","136","92","18","1","0.5","58.0","2.809","0","0","0","0.0",
"855734301","626410621","159506668","111.52","58.0","2.809","67.2","39.75","257.0","7.5","49.65","864.0","300","137","92","18","1","0.5","58.0","2.809","0","0","0","0.0",
"855734302","626410817","159506256","114.46","58.200000000000045","2.799","67.2","39.75","256.0","7.59","49.65","864.0","300","138","92","18","1","0.5","58.200000000000045","2.799","0","0","0","0.0",
"855734303","626411009","159505848","117.38","58.200000000000045","2.799","69.2","39.5","256.0","7.59","49.75","869.0","300","138","92","18","1","0.5","58.200000000000045","2.799","0","0","0","0.0",
"855734304","626411195","159505433","120.3","58.200000000000045","2.799","69.2","39.25","255.0","7.68","49.75","875.0","300","139","92","18","1","0.0","58.200000000000045","2.799","0","0","0","0.0",
"855734305","626411409","159505061","123.2","58.0","2.799","69.2","39.5","256.0","7.68","49.87","874.0","300","140","92","18","1","0.0","58.0","2.799","0","0","0","0.0",
"855734306","626411635","159504762","125.91","58.200000000000045","2.799","69.2","39.5","257.0","7.68","49.87","878.0","300","139","92","18","1","0.0","58.200000000000045","2.799","0","0","0","0.0",
"855734307","626411837","159504499","128.31","58.0","2.799","69.2","39.75","258.0","7.59","49.87","880.0","300","140","92","18","1","0.0","58.0","2.799","0","0","0","0.0",
"855734308","626412049","159504235","130.78","58.200000000000045","2.79","68.2","39.5","257.0","7.59","49.87","881.0","300","140","91","18","1","0.5","58.200000000000045","2.79","0","0","0","0.0",
"855734309","626412249","159503783","133.93","58.200000000000045","2.781","68.2","39.75","261.0","7.59","49.87","881.0","300","141","91","18","1","0.0","58.200000000000045","2.781","0","0","0","0.0",
"855734310","626412451","159503296","137.26","58.39999999999998","2.781","68.2","40.5","264.0","7.68","49.87","875.0","300","141","91","18","1","0.0","58.39999999999998","2.781","0","0","0","0.0",
"855734311","626412659","159502875","140.33","58.200000000000045","2.79","68.2","40.25","264.0","7.68","49.87","875.0","300","140","91","18","1","0.0","58.200000000000045","2.79","0","0","0","0.0",
"855734312","626412858","159502476","143.26","58.39999999999998","2.799","68.2","40.0","264.0","7.59","49.75","882.0","300","140","91","18","1","0.0","58.39999999999998","2.799","0","0","0","0.0",
"855734313","626413047","159502030","146.34","58.60000000000002","2.799","68.2","40.0","262.0","7.5","49.65","889.0","300","140","91","18","1","0.5","58.60000000000002","2.799","0","0","0","0.0",
"855734314","626413246","159501591","149.44","58.799999999999955","2.799","67.2","40.0","262.0","7.4","49.53","891.0","300","141","91","18","1","0.5","58.799999999999955","2.799","0","0","0","0.0",
"855734315","626413449","159501144","152.59","58.799999999999955","2.809","67.2","40.0","262.0","7.4","49.53","899.0","300","142","91","18","1","0.5","58.799999999999955","2.809","0","0","0","0.0",
"855734316","626413651","159500786","155.36","58.799999999999955","2.809","67.2","40.0","261.0","7.31","49.53","906.0","300","142","91","18","1","0.5","58.799999999999955","2.809","0","0","0","0.0",
"855734317","626413854","159500423","158.16","59.0","2.818","67.2","40.0","260.0","7.21","49.43","903.0","300","144","92","18","1","0.0","59.0","2.818","0","0","0","0.0",
"855734318","626414067","159500038","161.1","59.0","2.809","67.2","39.75","260.0","7.21","49.43","902.0","300","144","92","18","1","0.0","59.0","2.809","0","0","0","0.0",
"855734319","626414264","159499691","163.8","59.0","2.809","67.2","40.0","261.0","7.21","49.34","910.0","300","144","92","17","1","0.0","59.0","2.809","0","0","0","0.0",
"855734320","626414437","159499271","166.66","58.799999999999955","2.809","67.2","40.25","264.0","7.21","49.25","911.0","300","144","91","17","1","0.0","58.799999999999955","2.809","0","0","0","0.0",
"855734321","626414604","159498580","170.77","58.799999999999955","2.809","67.2","40.25","264.0","7.21","49.25","905.0","300","144","91","17","1","0.5","58.799999999999955","2.809","0","0","0","0.0",
"855734322","626414789","159498252","173.31","59.0","2.827","67.2","40.25","264.0","7.31","49.25","921.0","300","144","91","17","1","0.5","59.0","2.827","0","0","0","0.0",
"855734323","626414986","159497922","175.94","59.0","2.827","67.2","40.25","264.0","7.31","49.25","919.0","300","144","91","17","1","0.5","59.0","2.827","0","0","0","0.0",
"855734324","626415177","159497431","179.23","58.799999999999955","2.827","69.2","39.5","256.0","7.31","49.25","912.0","300","144","92","17","1","0.5","58.799999999999955","2.827","0","0","0","0.0",
"855734325","626415367","159497012","182.2","59.0","2.827","69.2","39.5","256.0","7.5","49.37","910.0","300","145","92","17","1","0.5","59.0","2.827","0","0","0","0.0",
"855734326","626415553","159496520","185.48","59.0","2.837","71.2","39.5","257.0","7.59","49.37","913.0","300","145","92","17","1","0.5","59.0","2.837","0","0","0","0.0",
"855734327","626415724","159495826","189.66","59.200000000000045","2.846","71.2","39.5","256.0","7.59","49.37","913.0","300","145","92","17","1","0.0","59.200000000000045","2.846","0","0","0","0.0",
"855734328","626415896","159495205","193.47","59.200000000000045","2.874","70.2","39.5","256.0","7.31","49.46","916.0","300","145","92","17","1","0.0","59.200000000000045","2.874","0","0","0","0.0",
