record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],
"855384143","626403939","159526895","0.01","57.39999999999998","0.084","0.0","0.0","0.0","0.0","0.0","0.0","300","61","0","25","1","0.0","57.39999999999998","0.084","0","0","0","0.0",
"855384144","626403932","159526891","0.01","57.0","0.0","31.2","44.5","625.0","0.0","0.0","0.0","300","62","39","25","1","0.5","57.0","0.0","0","0","0","0.0",
"855384145","626401529","159525300","0.01","56.60000000000002","0.0","48.7","42.5","269.0","0.0","43.06","0.0","300","65","65","25","1","0.0","56.60000000000002","0.0","0","0","0","0.0",
"855384146","626400843","159524451","0.01","56.200000000000045","0.0","71.2","37.25","238.0","0.0","43.43","0.0","300","65","93","25","1","0.0","56.200000000000045","0.0","0","0","0","0.0",
"855384147","626400662","159524107","0.01","56.60000000000002","0.0","73.0","37.5","242.0","0.0","45.4","0.0","300","65","93","25","1","0.0","56.60000000000002","0.0","0","0","0","0.0",
"855384148","626400674","159523916","0.28","56.200000000000045","1.362","72.2","38.0","245.0","0.09","47.25","120.0","300","66","93","25","1","0.5","56.200000000000045","1.362","0","0","0","0.0",
"855384149","626400760","159523804","1.12","56.799999999999955","1.764","72.2","38.75","249.0","0.37","47.4","2437.0","300","66","93","25","1","0.0","56.799999999999955","1.764","0","0","0","0.0",
"855384150","626400876","159523654","2.18","56.60000000000002","1.764","73.0","38.5","247.0","0.37","47.4","2437.0","300","75","94","25","1","0.0","56.60000000000002","1.764","0","0","0","0.0",
"855384151","626400934","159523413","2.71","56.60000000000002","1.829","74.0","38.5","249.0","6.81","48.71","606.0","300","80","93","25","1","0.5","56.60000000000002","1.829","0","0","0","0.0",
"855384152","626400951","159523192","2.94","56.799999999999955","2.034","74.0","38.75","250.0","8.87","48.81","578.0","300","86","93","25","1","0.0","56.799999999999955","2.034","0","0","0","0.0",
"855384153","626401034","159522868","3.63","56.799999999999955","2.034","74.0","38.75","250.0","10.81","48.9","588.0","300","88","93","25","1","0.0","56.799999999999955","2.034","0","0","0","0.0",
"855384154","626401134","159522544","4.34","56.799999999999955","1.866","73.0","39.25","254.0","11.31","49.0","587.0","300","92","93","25","1","0.0","56.799999999999955","1.866","0","0","0","0.0",
"855384155","626401288","159522241","5.9","56.60000000000002","1.847","73.0","39.25","254.0","11.81","49.0","583.0","300","96","93","25","1","0.0","56.60000000000002","1.847","0","0","0","0.0",
"855384156","626401362","159521868","6.81","56.60000000000002","1.847","73.0","39.25","256.0","11.81","49.0","582.0","300","99","92","25","1","0.0","56.60000000000002","1.847","0","0","0","0.0",
"855384157","626401575","159521539","9.15","56.60000000000002","1.903","72.2","39.5","257.0","12.0","49.12","577.0","300","102","92","25","1","0.0","56.60000000000002","1.903","0","0","0","0.0",
"855384158","626401835","159521184","11.82","56.60000000000002","1.913","72.2","39.25","256.0","12.0","49.12","577.0","300","105","92","25","1","0.0","56.60000000000002","1.913","0","0","0","0.0",
"855384159","626401996","159521029","13.11","56.60000000000002","2.09","71.2","39.0","256.0","12.0","49.12","579.0","300","107","91","24","1","0.5","56.60000000000002","2.09","0","0","0","0.0",
"855384160","626402146","159520819","13.72","56.60000000000002","2.249","70.2","39.25","256.0","12.0","49.12","579.0","300","111","91","24","1","0.5","56.60000000000002","2.249","0","0","0","0.0",
"855384161","626402238","159520626","13.79","56.60000000000002","2.333","68.2","39.5","256.0","11.12","49.62","622.0","300","116","92","24","1","0.5","56.60000000000002","2.333","0","0","0","0.0",
"855384162","626402206","159520644","13.95","56.799999999999955","2.249","67.2","39.5","256.0","10.81","49.62","652.0","300","118","93","24","1","0.0","56.799999999999955","2.249","0","0","0","0.0",
"855384163","626402138","159520574","13.95","56.799999999999955","2.239","71.2","39.5","259.0","10.93","49.62","664.0","300","119","91","24","1","0.5","56.799999999999955","2.239","0","0","0","0.0",
"855384164","626402153","159520404","14.03","56.799999999999955","1.782","71.2","39.25","258.0","10.71","49.53","657.0","300","120","91","24","1","0.0","56.799999999999955","1.782","0","0","0","0.0",
"855384165","626402251","159520174","14.85","57.0","1.782","70.2","39.5","258.0","11.31","49.65","530.0","300","120","91","24","1","0.0","57.0","1.782","0","0","0","0.0",
"855384166","626402401","159519876","17.05","57.39999999999998","1.484","70.2","39.5","259.0","11.9","49.65","535.0","300","121","91","24","1","0.0","57.39999999999998","1.484","0","0","0","0.0",
"855384167","626402497","159519573","18.82","57.60000000000002","1.801","70.2","39.75","260.0","12.59","49.75","515.0","300","121","91","24","1","0.5","57.60000000000002","1.801","0","0","0","0.0",
"855384168","626402660","159519265","21.13","57.60000000000002","1.829","71.2","39.5","260.0","12.87","49.75","516.0","300","122","91","24","1","0.0","57.60000000000002","1.829","0","0","0","0.0",
"855384169","626402825","159518835","23.89","57.60000000000002","2.053","70.2","39.5","258.0","12.87","49.84","514.0","300","121","91","24","1","0.0","57.60000000000002","2.053","0","0","0","0.0",
"855384170","626402916","159518680","24.98","57.60000000000002","2.183","69.2","39.5","258.0","12.96","49.84","517.0","300","123","91","24","1","0.5","57.60000000000002","2.183","0","0","0","0.0",
"855384171","626403319","159518150","29.54","57.60000000000002","2.183","69.2","39.5","259.0","12.68","49.75","546.0","300","123","92","24","1","0.0","57.60000000000002","2.183","0","0","0","0.0",
