record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],
"854866093","626401006","159520921","0.65","57.39999999999998","0.0","50.7","40.5","812.0","0.0","44.75","0.0","300","90","37","24","1","0.0","57.39999999999998","0.0","0","0","0","0.0",
"854866094","626400888","159521099","1.84","57.799999999999955","0.019","44.7","50.0","312.0","0.0","45.68","0.0","300","89","64","24","1","0.5","57.799999999999955","0.019","0","0","0","0.0",
"854866095","626400714","159521258","3.3","58.0","0.056","52.5","41.5","234.0","26.06","48.09","282.0","300","89","91","24","1","0.0","58.0","0.056","0","0","0","0.0",
"854866096","626400508","159521422","5.25","58.200000000000045","1.558","73.0","40.25","257.0","18.53","48.78","410.0","300","91","91","24","1","0.0","58.200000000000045","1.558","0","0","0","0.0",
"854866097","626400419","159521626","6.67","58.799999999999955","1.866","72.2","40.5","264.0","18.34","49.03","383.0","300","96","90","24","1","0.5","58.799999999999955","1.866","0","0","0","0.0",
"854866098","626400343","159521830","8.01","58.39999999999998","1.875","72.2","39.5","260.0","17.65","49.12","416.0","300","100","90","24","1","0.5","58.39999999999998","1.875","0","0","0","0.0",
"854866099","626400250","159522143","9.95","58.0","1.875","72.2","39.5","260.0","17.18","49.12","435.0","300","104","90","24","1","0.5","58.0","1.875","0","0","0","0.0",
"854866100","626400091","159522461","12.16","58.200000000000045","1.875","72.2","39.5","260.0","16.0","49.03","458.0","300","106","91","24","1","0.0","58.200000000000045","1.875","0","0","0","0.0",
"854866101","626399972","159522714","13.97","58.200000000000045","2.043","72.2","39.5","257.0","16.4","49.03","448.0","300","108","92","24","1","0.0","58.200000000000045","2.043","0","0","0","0.0",
"854866102","626399972","159522714","13.97","58.200000000000045","2.202","73.0","39.75","261.0","16.18","49.03","457.0","300","111","92","24","1","0.0","58.200000000000045","2.202","0","0","0","0.0",
"854866103","626399851","159522890","15.48","58.0","2.249","72.2","40.0","264.0","14.43","49.03","572.0","300","112","91","24","1","0.5","58.0","2.249","0","0","0","0.0",
"854866104","626399732","159523049","16.91","58.0","2.249","72.2","40.25","263.0","13.75","49.12","583.0","300","113","91","24","1","0.5","58.0","2.249","0","0","0","0.0",
"854866105","626399586","159523289","18.84","57.799999999999955","2.183","72.2","40.0","261.0","13.56","49.21","585.0","300","115","92","24","1","0.0","57.799999999999955","2.183","0","0","0","0.0",
"854866106","626399238","159523822","23.27","57.799999999999955","2.183","72.2","40.0","261.0","12.87","49.21","604.0","300","117","92","24","1","0.0","57.799999999999955","2.183","0","0","0","0.0",
"854866107","626399082","159524118","25.47","57.799999999999955","2.249","71.2","39.75","260.0","12.37","49.31","616.0","300","118","92","24","1","0.0","57.799999999999955","2.249","0","0","0","0.0",
"854866108","626399082","159524118","25.47","57.799999999999955","2.305","71.2","39.25","258.0","12.09","49.43","629.0","300","119","91","24","1","0.5","57.799999999999955","2.305","0","0","0","0.0",
"854866109","626398891","159524437","28.01","57.799999999999955","2.305","71.2","39.75","261.0","11.5","49.43","656.0","300","121","91","24","1","0.0","57.799999999999955","2.305","0","0","0","0.0",
"854866110","626398671","159524750","30.72","58.0","2.37","70.2","40.0","264.0","11.03","49.43","664.0","300","123","91","24","1","0.0","58.0","2.37","0","0","0","0.0",
"854866111","626398437","159525078","33.6","58.0","2.398","70.2","40.0","262.0","10.81","49.43","672.0","300","123","91","24","1","0.5","58.0","2.398","0","0","0","0.0",
"854866112","626398215","159525401","36.37","58.200000000000045","2.454","70.2","40.0","262.0","10.34","49.43","708.0","300","124","91","24","1","0.5","58.200000000000045","2.454","0","0","0","0.0",
"854866113","626397985","159525753","39.3","58.200000000000045","2.473","70.2","40.25","262.0","10.15","49.43","718.0","300","125","92","24","1","0.0","58.200000000000045","2.473","0","0","0","0.0",
"854866114","626397734","159526136","42.5","58.200000000000045","2.501","69.2","40.25","261.0","9.56","49.43","758.0","300","126","92","24","1","0.5","58.200000000000045","2.501","0","0","0","0.0",
"854866115","626397483","159526523","45.71","58.200000000000045","2.538","69.2","40.25","261.0","9.37","49.43","769.0","300","127","92","24","1","0.5","58.200000000000045","2.538","0","0","0","0.0",
"854866116","626397225","159526851","48.76","58.39999999999998","2.566","69.2","40.0","261.0","9.15","49.43","780.0","300","127","92","24","1","0.5","58.39999999999998","2.566","0","0","0","0.0",
"854866117","626396977","159527152","51.64","58.39999999999998","2.603","70.2","40.5","264.0","8.87","49.43","817.0","300","127","92","24","1","0.0","58.39999999999998","2.603","0","0","0","0.0",
"854866118","626396756","159527466","54.36","58.200000000000045","2.603","70.2","40.5","264.0","8.78","49.43","832.0","300","127","92","24","1","0.0","58.200000000000045","2.603","0","0","0","0.0",
"854866119","626396550","159527840","57.22","58.200000000000045","2.613","70.2","40.5","263.0","8.37","49.43","846.0","300","127","92","24","1","0.0","58.200000000000045","2.613","0","0","0","0.0",
"854866120","626396348","159528226","60.12","58.200000000000045","2.613","70.2","40.5","264.0","8.37","49.43","845.0","300","128","92","24","1","0.5","58.200000000000045","2.613","0","0","0","0.0",
"854866121","626396150","159528593","62.9","58.200000000000045","2.613","70.2","40.5","264.0","8.28","49.43","845.0","300","127","92","24","1","0.0","58.200000000000045","2.613","0","0","0","0.0",
"854866122","626395953","159528855","65.27","58.200000000000045","2.622","70.2","40.5","264.0","8.18","49.43","851.0","300","127","92","24","1","0.0","58.200000000000045","2.622","0","0","0","0.0",
"854866123","626395764","159529162","67.75","58.200000000000045","2.585","70.2","40.5","265.0","8.18","49.43","850.0","300","126","91","24","1","0.5","58.200000000000045","2.585","0","0","0","0.0",
"854866124","626395571","159529503","70.4","58.200000000000045","2.575","69.2","40.5","265.0","8.18","49.43","842.0","300","126","91","23","1","0.5","58.200000000000045","2.575","0","0","0","0.0",
"854866125","626395409","159529759","72.49","58.200000000000045","2.566","69.2","40.5","265.0","8.18","49.43","826.0","300","126","92","23","1","0.0","58.200000000000045","2.566","0","0","0","0.0",
"854866126","626395251","159530004","74.52","58.39999999999998","2.529","69.2","40.5","265.0","8.28","49.43","815.0","300","125","91","23","1","0.5","58.39999999999998","2.529","0","0","0","0.0",
"854866127","626395063","159530246","76.74","58.39999999999998","2.501","69.2","40.75","265.0","8.46","49.34","788.0","300","124","91","23","1","0.5","58.39999999999998","2.501","0","0","0","0.0",
"854866128","626394903","159530493","78.76","58.39999999999998","2.491","68.2","41.0","265.0","8.59","49.34","765.0","300","123","92","23","1","0.0","58.39999999999998","2.491","0","0","0","0.0",
"854866129","626394762","159530716","80.58","58.39999999999998","2.473","68.2","40.75","265.0","8.78","49.34","755.0","300","122","91","23","1","0.5","58.39999999999998","2.473","0","0","0","0.0",
"854866130","626394619","159530953","82.46","58.39999999999998","2.445","68.2","40.5","265.0","8.87","49.34","749.0","300","122","91","23","1","0.5","58.39999999999998","2.445","0","0","0","0.0",
"854866131","626394442","159531220","84.7","58.39999999999998","2.426","69.2","40.5","266.0","9.15","49.43","734.0","300","121","91","23","1","0.5","58.39999999999998","2.426","0","0","0","0.0",
"854866132","626394233","159531553","87.42","58.39999999999998","2.407","69.2","40.5","265.0","9.37","49.53","705.0","300","121","91","23","1","0.5","58.39999999999998","2.407","0","0","0","0.0",
"854866133","626393984","159531904","90.48","58.200000000000045","2.407","69.2","40.5","264.0","9.56","49.53","702.0","300","120","91","23","1","0.5","58.200000000000045","2.407","0","0","0","0.0",
"854866134","626393758","159532212","93.22","58.0","2.417","69.2","40.75","267.0","9.56","49.53","704.0","300","120","91","23","1","0.5","58.0","2.417","0","0","0","0.0",
"854866135","626393561","159532490","95.65","57.799999999999955","2.417","69.2","40.75","267.0","9.46","49.43","714.0","300","120","91","23","1","0.5","57.799999999999955","2.417","0","0","0","0.0",
"854866136","626393319","159532753","98.35","57.799999999999955","2.407","69.2","40.5","267.0","9.25","49.43","734.0","300","120","91","23","1","0.0","57.799999999999955","2.407","0","0","0","0.0",
"854866137","626393097","159533097","101.15","57.799999999999955","2.398","69.2","40.5","266.0","9.25","49.59","735.0","300","120","91","23","1","0.5","57.799999999999955","2.398","0","0","0","0.0",
"854866138","626392845","159533449","104.21","57.799999999999955","2.398","68.2","40.75","267.0","9.25","49.71","736.0","300","120","91","23","1","0.5","57.799999999999955","2.398","0","0","0","0.0",
